mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	absolute_root	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
164	163	0	0	4/4	2	1	V65		0	-4.30613		/			C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	16	0.0	0.0	2.0	0.0
165	164	0	0	4/4	2	1	V2/iv		0	-5.83439		/			C	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2	3	13	0.1875	0.375	1.625	0.1875
166	165	0	0	4/4	2	1	iv6(2)								C	I		iv6(2)		iv		6	2				m	0	0	-4, 0, 1		-1	-4	0	3	0.0	0.0	0.5	0.0
166	165	1/4	1/4	4/4	2	1	iv6								C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.75	0.0
166	165	1/2	1/2	4/4	2	1	i64(4)								C	I		i64(4)		i		64	4				m	0	0	1, 0, -1		0	1	0	2	0.0	0.0	0.25	0.0
166	165	3/4	3/4	4/4	2	1	i64								C	I		i64		i		64					m	0	0	1, 0, -3		0	1	0	3	0.0	0.0	0.5	0.0
167	166	0	0	4/4	2	1	v.V6(b2)								C	v		V6(b2)		V		6	b2				M	0	1	6, 3, -10		2	6	1	2	0.3333333333333333	0.25	0.25	0.5
167	166	1/4	1/4	4/4	2	1	V6								C	v		V6		V		6					M	0	1	6, 3, 2		2	6	0	5	0.0	0.0	1.0	0.0
167	166	3/4	3/4	4/4	2	1	V7		0	-4.43107		/			C	v		V7		V		7					Mm7	0	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.5	0.0
168	167	0	0	4/4	2	1	i|IAC}{		0	-4.32669		/			C	v		i		i					IAC	}{	m	0	1	1, -2, 2		1	1	3	13	0.1875	0.375	1.625	0.1875
169	168	0	0	4/4	2	1	V2/V								C	v		V2/V		V		2		V			Mm7	0	1	1, 3, 7, 4		3	1	1	13	0.07142857142857142	0.125	1.875	0.0625
170	169	0	0	4/4	2	1	V65		0	-4.1649		/			C	v		V65		V		65					Mm7	0	1	6, 3, 0, 2		2	6	0	16	0.0	0.0	2.0	0.0
171	170	0	0	4/4	2	1	V2/iv		0	-4.06573		/			C	v		V2/iv		V		2		iv			Mm7	0	1	-1, 1, 5, 2		1	-1	3	13	0.1875	0.375	1.625	0.1875
172	171	0	0	4/4	2	1	iv6(2)								C	v		iv6(2)		iv		6	2				m	0	1	-3, 1, 2		0	-3	0	3	0.0	0.0	0.5	0.0
172	171	1/4	1/4	4/4	2	1	iv6								C	v		iv6		iv		6					m	0	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.75	0.0
172	171	1/2	1/2	4/4	2	1	i64(4)								C	v		i64(4)		i		64	4				m	0	1	2, 1, 0		1	2	0	2	0.0	0.0	0.25	0.0
172	171	3/4	3/4	4/4	2	1	i64								C	v		i64		i		64					m	0	1	2, 1, -2		1	2	0	3	0.0	0.0	0.5	0.0
173	172	0	0	4/4	2	1	v/v.V6(2)								C	v/v		V6(2)		V		6	2				M	0	1	7, 4, -2		3	7	0	3	0.0	0.0	0.5	0.0
173	172	1/4	1/4	4/4	2	1	V6								C	v/v		V6		V		6					M	0	1	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
173	172	3/4	3/4	4/4	2	1	V7		0	-3.18892		/			C	v/v		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
174	173	0	0	4/4	2	1	i|IAC}{								C	v/v		i		i					IAC	}{	m	0	1	2, -1, 3		2	2	4	16	0.2	0.25	1.875	0.11764705882352941
174	173	3/4	3/4	4/4	2	1	V2								C	v/v		V2		V		2					Mm7	0	1	1, 3, 7, 4		3	1	1	7	0.125	0.0625	0.6875	0.08333333333333333
175	174	0	0	4/4	2	1	i								C	v/v		i		i							m	0	1	2, -1, 3		2	2	0	8	0.0	0.0	1.125	0.0
175	174	1/2	1/2	4/4	2	1	i.V7		0	-3.80478		/			C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	12	0.0	0.0	2.125	0.0
176	175	0	0	4/4	2	1	i		0	-3.54382		/			C	i		i		i							m	0	1	0, -3, 1		0	0	4	19	0.17391304347826086	0.25	2.625	0.08695652173913043
176	175	3/4	3/4	4/4	2	1	V2								C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
177	176	0	0	4/4	2	1	i								C	i		i		i							m	0	1	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
177	176	1/2	1/2	4/4	2	1	It6								C	i		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4	0	10	0.0	0.0	1.625	0.0
178	177	0	0	4/4	2	1	V[V}								C	i	V	V		V						}	M	0	1	1, 5, 2		1	1	4	19	0.17391304347826086	0.25	2.625	0.08695652173913043
178	177	3/4	3/4	4/4	2	1	V2/V								C	i	V	V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0	2	5	0.2857142857142857	0.1875	0.4375	0.3
179	178	0	0	4/4	2	1	V								C	i	V	V		V							M	0	1	1, 5, 2		1	1	4	16	0.2	0.25	1.875	0.11764705882352941
179	178	3/4	3/4	4/4	2	1	V2/V								C	i	V	V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0	2	5	0.2857142857142857	0.1875	0.4375	0.3
180	179	0	0	4/4	2	1	V]|HC		0	-3.59601		/			C	i	V	V		V					HC		M	0	1	1, 5, 2		1	1	8	11	0.42105263157894735	1.0	1.75	0.36363636363636365
182	181	0	0	4/4	2	1	I{		0	-3.96135		/			C	i		I		I						{	M	0	1	0, 4, 1		0	0	1	11	0.08333333333333333	0.125	4.875	0.025
183	182	0	0	4/4	2	1	I6								C	i		I6		I		6					M	0	1	4, 1, 0		0	4	1	10	0.09090909090909091	0.125	2.75	0.043478260869565216
184	183	0	0	4/4	2	1	V2								C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	1	11	0.08333333333333333	0.125	2.875	0.041666666666666664
185	184	0	0	4/4	2	1	V43								C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	1	10	0.09090909090909091	0.125	2.75	0.043478260869565216
186	185	0	0	4/4	2	1	I6		0	-4.06573		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	1	11	0.08333333333333333	0.125	2.875	0.041666666666666664
187	186	0	0	4/4	2	1	ii65/V		0	-5.78804		/			C	i		ii65/V		ii		65		V			mm7	0	1	0, 4, 1, 3		3	0	2	10	0.16666666666666666	0.25	4.75	0.05
188	187	0	0	4/4	2	1	V7/V		0	-4.93266		/			C	i		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2	3	9	0.25	0.375	4.625	0.075
189	188	0	0	4/4	2	1	V|HC}		0	-4.27972		/			C	i		V		V					HC	}	M	0	1	1, 5, 2		1	1	4	6	0.4	0.5	1.0	0.3333333333333333
190	189	0	0	4/4	2	1	I{								C	i		I		I						{	M	0	1	0, 4, 1		0	0	1	8	0.1111111111111111	0.125	1.125	0.1
191	190	0	0	4/4	2	1	I6		0	-4.20509		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	1	10	0.09090909090909091	0.125	2.75	0.043478260869565216
192	191	0	0	4/4	2	1	V43		0	-5.84023		/			C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	1	11	0.08333333333333333	0.125	2.875	0.041666666666666664
193	192	0	0	4/4	2	1	V2		0	-4.48326		/			C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	1	10	0.09090909090909091	0.125	2.75	0.043478260869565216
194	193	0	0	4/4	2	1	I6		0	-5.57928		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	1	9	0.1	0.125	1.375	0.08333333333333333
195	194	0	0	4/4	2	1	V65/IV		0	-4.1649		/			C	i		V65/IV		V		65		IV			Mm7	0	1	4, 1, -2, 0		0	4	0	12	0.0	0.0	5.0	0.0
196	195	0	0	4/4	2	1	IV}{								C	i		IV		IV						}{	M	0	1	-1, 3, 0		-1	-1	0	22	0.0	0.0	2.75	0.0
196	195	3/4	3/4	4/4	2	1	IV6		0	-4.02826		/			C	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3	0	14	0.0	0.0	1.5	0.0
197	196	1/4	1/4	4/4	2	1	IV64								C	i		IV64		IV		64					M	0	1	0, -1, 3		-1	0	0	18	0.0	0.0	1.75	0.0
198	197	0	0	4/4	2	1	V2								C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	0	22	0.0	0.0	2.75	0.0
198	197	3/4	3/4	4/4	2	1	V6								C	i		V6		V		6					M	0	1	5, 2, 1		1	5	0	14	0.0	0.0	1.5	0.0
199	198	1/4	1/4	4/4	2	1	V43								C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	0	18	0.0	0.0	1.75	0.0
200	199	0	0	4/4	2	1	I6								C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	8	0.0	0.0	1.25	0.0
200	199	1/4	1/4	4/4	2	1	I64		0	-3.61146		/			C	i		I64		I		64					M	0	1	1, 0, 4		0	1	0	14	0.0	0.0	1.5	0.0
200	199	3/4	3/4	4/4	2	1	I		0	-3.68093		/			C	i		I		I							M	0	1	0, 4, 1		0	0	0	14	0.0	0.0	1.5	0.0
201	200	1/4	1/4	4/4	2	1	I6		0	-3.47253		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	14	0.0	0.0	1.5	0.0
201	200	3/4	3/4	4/4	2	1	I64		0	-4.37559		/			C	i		I64		I		64					M	0	1	1, 0, 4		0	1	24	48	0.3333333333333333	2.0	4.75	0.2962962962962963
204	203	0	0	4/4	2	1	I		0	-6.19678		/			C	i		I		I							M	0	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
204	203	1/4	1/4	4/4	2	1	V6		0	-4.27972		/			C	i		V6		V		6					M	0	1	5, 2, 1		1	5	0	4	0.0	0.0	1.0	0.0
204	203	1/2	1/2	4/4	2	1	vi		0	-5.08346		/			C	i		vi		vi							m	0	1	-4, -7, -3		-4	-4	4	0	1.0	1.0	0.0	1.0
204	203	3/4	3/4	4/4	2	1	iii6		0	-3.70562		/			C	i		iii6		iii		6					m	0	1	-6, -2, -3		-3	-6	4	0	1.0	0.75	0.0	1.0
205	204	0	0	4/4	2	1	IV		0	-4.95298		/			C	i		IV		IV							M	0	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	1.0	0.2
205	204	1/4	1/4	4/4	2	1	I6		0	-4.95		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
205	204	1/2	1/2	4/4	2	1	ii		0	-4.95		/			C	i		ii		ii							m	0	1	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
205	204	3/4	3/4	4/4	2	1	vi6		0	-4.95		/			C	i		vi6		vi		6					m	0	1	-7, -3, -4		-4	-7	4	0	1.0	0.75	0.0	1.0
206	205	0	0	4/4	2	1	viio		0	-4.95		/			C	i		viio		vii	o						o	0	1	-2, -5, -8		-2	-2	6	0	1.0	1.25	0.0	1.0
206	205	1/4	1/4	4/4	2	1	viio6/V		0	-4.95		/			C	i		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3	0	4	0.0	0.0	1.0	0.0
206	205	1/2	1/2	4/4	2	1	V		0	-4.95		/			C	i		V		V							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
206	205	3/4	3/4	4/4	2	1	ii6		0	-4.95		/			C	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.75	0.0
207	206	0	0	4/4	2	1	iii		0	-4.95		/			C	i		iii		iii							m	0	1	-3, -6, -2		-3	-3	6	0	1.0	1.25	0.0	1.0
207	206	1/4	1/4	4/4	2	1	V43		0	-4.95		/			C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	0	5	0.0	0.0	1.25	0.0
207	206	1/2	1/2	4/4	2	1	I		0	-4.95		/			C	i		I		I							M	0	1	0, 4, 1		0	0	0	5	0.0	0.0	1.25	0.0
207	206	3/4	3/4	4/4	2	1	V6		0	-4.95		/			C	i		V6		V		6					M	0	1	5, 2, 1		1	5	0	5	0.0	0.0	1.0	0.0
208	207	0	0	4/4	2	1	I|IAC}{		0	-4.95		/			C	i		I		I					IAC	}{	M	0	1	0, 4, 1		0	0	0	13	0.0	0.0	2.0	0.0
209	208	0	0	4/4	2	1	I64(#5)		0	-4.95		/		V6(6)/vi	C	i		I64(#5)		I		64	#5				M	0	1	8, 0, 4		0	8	0	10	0.0	0.0	1.25	0.0
210	209	0	0	4/4	2	1	vi								C	i		vi		vi							m	0	1	-4, -7, -3		-4	-4	10	0	1.0	1.25	0.0	1.0
211	210	0	0	4/4	2	1	IV								C	i		IV		IV							M	0	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
211	210	1/2	1/2	4/4	2	1	V								C	i		V		V							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
212	211	0	0	4/4	2	1	I|PAC}								C	i		I		I					PAC	}	M	0	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
212	211	1/2	1/2	4/4	2	1	IV{								C	i		IV		IV						{	M	0	1	-1, 3, 0		-1	-1	4	8	0.3333333333333333	0.125	1.375	0.08333333333333333
213	212	1/4	1/4	4/4	2	1	ii								C	i		ii		ii							m	0	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
213	212	1/2	1/2	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	2.0	0.0
214	213	0	0	4/4	2	1	I|PAC}								C	i		I		I					PAC	}	M	0	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
214	213	1/2	1/2	4/4	2	1	IV{								C	i		IV		IV						{	M	0	1	-1, 3, 0		-1	-1	4	8	0.3333333333333333	0.125	1.375	0.08333333333333333
215	214	1/4	1/4	4/4	2	1	ii								C	i		ii		ii							m	0	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
215	214	1/2	1/2	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	2.5	0.0
216	215	0	0	4/4	2	1	I|IAC}		0	-3.356		/			C	i		I		I					IAC	}	M	0	1	0, 4, 1		0	0	0	5	0.0	0.0	1.25	0.0
216	215	1/2	1/2	4/4	2	1	V43{								C	i		V43		V		43				{	Mm7	0	1	2, -1, 1, 5		1	2	2	12	0.14285714285714285	0.125	1.875	0.0625
217	216	1/2	1/2	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	4	6	0.4	0.125	0.875	0.125
218	217	0	0	4/4	2	1	V43								C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	2	8	0.2	0.125	0.875	0.125
218	217	1/2	1/2	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	4	6	0.4	0.125	0.875	0.125
219	218	0	0	4/4	2	1	bVI|DC		0	-4.11318		/			C	i		bVI		bVI					DC		M	0	1	-11, -7, -10		-11	-11	84	0	1.0	29.375	0.0	1.0
225	224	0	0	4/4	2	1	viio43/IV								C	i		viio43/IV		vii	o	43		IV			o7	0	1	-2, -5, 4, 1		4	-2	0	36	0.0	0.0	10.875	0.0
227	226	0	0	4/4	2	1	viio43/V								C	i		viio43/V		vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0	0	36	0.0	0.0	10.875	0.0
229	228	0	0	4/4	2	1	viio43		0	-3.47597		/			C	i		viio43		vii	o	43					o7	0	1	-8, -11, -2, -5		-2	-8	14	0	1.0	1.75	0.0	1.0
230	229	0	0	4/4	2	1	#viio43/ii								C	i		#viio43/ii		#vii	o	43		ii			o7	0	1	1, -2, 7, 4		7	1	0	16	0.0	0.0	3.25	0.0
231	230	0	0	4/4	2	1	viio43								C	i		viio43		vii	o	43					o7	0	1	-8, -11, -2, -5		-2	-8	16	0	1.0	3.25	0.0	1.0
232	231	0	0	4/4	2	1	viio7/V								C	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6	0	16	0.0	0.0	3.25	0.0
233	232	0	0	4/4	2	1	V(64)		0	-4.52084		/			C	i		V(64)		V			64				M	0	1	1, 0, -3		1	1	81	32	0.7168141592920354	1.5	2.5	0.375
234	232	0	0	4/4	2	1	V7		0	-3.89127		/			C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	48	60	0.4444444444444444	0.0	2.75	0.0
235	233	0	0	4/4	2	1	I|IAC}{								C	i		I		I					IAC	}{	M	0	1	0, 4, 1		0	0	6	10	0.375	0.5	3.5	0.125
236	234	0	0	4/4	2	1	V								C	i		V		V							M	0	1	1, 5, 2		1	1	0	8	0.0	0.0	2.0	0.0
237	235	0	0	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	5	11	0.3125	0.375	3.625	0.09375
238	236	0	0	4/4	2	1	I}								C	i		I		I						}	M	0	1	0, 4, 1		0	0	0	10	0.0	0.0	2.5	0.0
239	237	1/2	1/2	4/4	2	1	V7(4)								C	i		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.25	0.0
239	237	3/4	3/4	4/4	2	1	V43		-0.401466	-4.33527		/		viio7	C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	0	3	0.0	0.0	0.75	0.0
240	238	0	0	4/4	2	1	I(2)								C	i		I(2)		I			2				M	0	1	2, 4, 1		0	2	0	4	0.0	0.0	1.25	0.0
240	238	1/4	1/4	4/4	2	1	I								C	i		I		I							M	0	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
240	238	1/2	1/2	4/4	2	1	V7(4)								C	i		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.25	0.0
240	238	3/4	3/4	4/4	2	1	V43							viio6	C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	0	3	0.0	0.0	0.75	0.0
241	239	0	0	4/4	2	1	I(2)		0	-3.18		/			C	i		I(2)		I			2				M	0	1	2, 4, 1		0	2	0	4	0.0	0.0	1.25	0.0
241	239	1/4	1/4	4/4	2	1	I		0	-3.18104		/			C	i		I		I							M	0	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
241	239	1/2	1/2	4/4	2	1	V6(6)		0	-3.18		/			C	i		V6(6)		V		6	6				M	0	1	5, -3, 1		1	5	1	3	0.25	0.25	1.0	0.2
241	239	3/4	3/4	4/4	2	1	V2		0	-3.18		/			C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.75	0.0
242	240	0	0	4/4	2	1	I(4)		0	-3.72		/			C	i		I(4)		I			4				M	0	1	0, -1, 1		0	0	0	4	0.0	0.0	1.5	0.0
242	240	1/4	1/4	4/4	2	1	I6		0	-3.71615		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	3	0.0	0.0	0.75	0.0
242	240	1/2	1/2	4/4	2	1	ii(4)		0	-3.72		/			C	i		ii(4)		ii			4				m	0	1	2, 1, 3		2	2	0	3	0.0	0.0	0.75	0.0
242	240	3/4	3/4	4/4	2	1	IV6		0	-3.72		/			C	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.75	0.0
243	241	0	0	4/4	2	1	vi		0	-5.38		/			C	i		vi		vi							m	0	1	-4, -7, -3		-4	-4	3	0	1.0	0.75	0.0	1.0
243	241	1/4	1/4	4/4	2	1	iii6		0	-5.38422		/			C	i		iii6		iii		6					m	0	1	-6, -2, -3		-3	-6	4	0	1.0	1.5	0.0	1.0
243	241	1/2	1/2	4/4	2	1	vi2		0	-5.38		/		IV(2)	C	i		vi2		vi		2					mm7	0	1	-6, -4, -7, -3		-4	-6	1	0	1.0	0.25	0.0	1.0
243	241	3/4	3/4	4/4	2	1	ii6		0	-5.85089		/			C	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
244	242	0	0	4/4	2	1	V2		0	-5.8		/			C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.75	0.0
244	242	1/4	1/4	4/4	2	1	I6		0	-5.79625		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	4	0.0	0.0	1.5	0.0
244	242	1/2	1/2	4/4	2	1	IVM2		0	-5.8		/		ii(2)	C	i		IVM2		IV	M	2					MM7	0	1	4, -1, 3, 0		-1	4	0	1	0.0	0.0	0.25	0.0
244	242	3/4	3/4	4/4	2	1	viio6		0	-5.8		/			C	i		viio6		vii	o	6					o	0	1	-5, -8, -2		-2	-5	4	0	1.0	1.0	0.0	1.0
245	243	0	0	4/4	2	1	vi6		0	-5.50194		/			C	i		vi6		vi		6					m	0	1	-7, -3, -4		-4	-7	6	0	1.0	0.75	0.0	1.0
245	243	1/4	1/4	4/4	2	1	V6		0	-4.61902		/			C	i		V6		V		6					M	0	1	5, 2, 1		1	5	0	6	0.0	0.0	0.75	0.0
245	243	1/2	1/2	4/4	2	1	IV6		0	-4.67788		/			C	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3	0	6	0.0	0.0	0.75	0.0
245	243	3/4	3/4	4/4	2	1	iii6		0	-4.91332		/			C	i		iii6		iii		6					m	0	1	-6, -2, -3		-3	-6	6	0	1.0	0.75	0.0	1.0
246	244	0	0	4/4	2	1	ii6		0	-3.59683		/			C	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1	0	6	0.0	0.0	0.75	0.0
246	244	1/4	1/4	4/4	2	1	I6		0	-3.6		/			C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	6	0.0	0.0	0.75	0.0
246	244	1/2	1/2	4/4	2	1	viio6		0	-3.6		/			C	i		viio6		vii	o	6					o	0	1	-5, -8, -2		-2	-5	6	0	1.0	0.75	0.0	1.0
246	244	3/4	3/4	4/4	2	1	I		0	-3.6		/			C	i		I		I							M	0	1	0, 4, 1		0	0	0	6	0.0	0.0	0.75	0.0
247	245	0	0	4/4	2	1	ii6		0	-3.44178		/			C	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1	0	5	0.0	0.0	1.25	0.0
248	246	0	0	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.25	0.0
249	247	0	0	4/4	2	1	vi|DC		0	-4.38357		/			C	i		vi		vi					DC		m	0	1	-4, -7, -3		-4	-4	5	0	1.0	1.25	0.0	1.0
251	249	0	0	4/4	2	1	IV								C	i		IV		IV							M	0	1	-1, 3, 0		-1	-1	0	12	0.0	0.0	3.0	0.0
252	250	0	0	4/4	2	1	V(64)								C	i		V(64)		V			64				M	0	1	1, 0, -3		1	1	2	10	0.16666666666666666	0.5	2.5	0.16666666666666666
253	251	0	0	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	12	0.0	0.0	3.0	0.0
254	252	0	0	4/4	2	1	I|PAC}{		0	-3.01708		/			C	i		I		I					PAC	}{	M	0	1	0, 4, 1		0	0	16	16	0.5	1.0	1.0	0.5
255	253	0	0	4/4	2	1	viio								C	i		viio		vii	o						o	0	1	-2, -5, -8		-2	-2	32	0	1.0	2.0	0.0	1.0
256	254	0	0	4/4	2	1	I								C	i		I		I							M	0	1	0, 4, 1		0	0	16	16	0.5	1.0	1.0	0.5
257	255	0	0	4/4	2	1	V6								C	i		V6		V		6					M	0	1	5, 2, 1		1	5	8	8	0.5	0.5	0.5	0.5
257	255	1/2	1/2	4/4	2	1	V7								C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.375	0.0
257	255	5/8	5/8	4/4	2	1	V2								C	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.25	0.0
257	255	3/4	3/4	4/4	2	1	I6								C	i		I6		I		6					M	0	1	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
257	255	7/8	7/8	4/4	2	1	V43							viio6	C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2	0	3	0.0	0.0	0.25	0.0
258	256	0	0	4/4	2	1	I								C	i		I		I							M	0	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
258	256	1/2	1/2	4/4	2	1	V7		0	-3.62372		/			C	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	2.25	0.0
259	257	0	0	4/4	2	1	I|PAC}		0	-3.83776		/			C	i		I		I					PAC	}	M	0	1	0, 4, 1		0	0	0	7	0.0	0.0	1.75	0.0
