mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	absolute_root	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
178	175	1/2	1/2	2/2	1	1	V7(b9^6#4)		0	-4.08		/		#viio(b6)/ii{	c	I		V7(b9^6#4)		V		7	b9^6#4					Mm7	1	0	1, 5, 7, 4	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
179	176	0	0	2/2	1	1	V7(b9)		0	-4.08		/		iio	c	I		V7(b9)		V		7	b9					Mm7	1	0	1, 5, 2, -1	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
179	176	1/2	1/2	2/2	1	1	V(b9b64)		0	-4.07878		/		VI6	c	I		V(b9b64)		V			b9b64					M	1	0	1, 0, -3	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
180	177	0	0	2/2	1	1	V		0	-4.08		/			c	I		V		V								M	1	0	1, 5, 2		1.0	1.0	0	8	0.0	0.0	1.0	0.0
180	177	1/2	1/2	2/2	1	1	V7(b9^6#4)		0	-4.08		/		#viio(b6)/ii	c	I		V7(b9^6#4)		V		7	b9^6#4					Mm7	1	0	1, 5, 7, 4	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
181	178	0	0	2/2	1	1	V7(b9)		0	-3.17849		/		iio	c	I		V7(b9)		V		7	b9					Mm7	1	0	1, 5, 2, -1	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
181	178	1/2	1/2	2/2	1	1	V(b9b64)		0	-3.28287		/		VI6	c	I		V(b9b64)		V			b9b64					M	1	0	1, 0, -3	-4	1.0	1.0	0	8	0.0	0.0	1.0	0.0
182	179	0	0	2/2	1	1	V		0	-3.33506		/			c	I		V		V								M	1	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.0	0.0
182	179	1/4	1/4	2/2	1	1	V(6)								c	I		V(6)		V			6					M	1	0	1, 5, 4		1.0	1.0	0	3	0.0	0.0	0.5	0.0
182	179	1/2	1/2	2/2	1	1	V7								c	I		V7		V		7						Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	3	0.0	0.0	0.5	0.0
182	179	3/4	3/4	2/2	1	1	V(6#4)		-0.160202	-3.30101		/			c	I		V(6#4)		V			6#4					M	1	0	1, 5, 7, 4		1.0	1.0	0	4	0.0	0.0	0.75	0.0
183	180	0	0	2/2	1	1	V7								c	I		V7		V		7						Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.75	0.0
183	180	1/4	1/4	2/2	1	1	V(6#4)								c	I		V(6#4)		V			6#4					M	1	0	1, 5, 7, 4		1.0	1.0	0	4	0.0	0.0	0.75	0.0
183	180	1/2	1/2	2/2	1	1	V7								c	I		V7		V		7						Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.75	0.0
183	180	3/4	3/4	2/2	1	1	V(6#4)		-2.27368	-4.07077		/			c	I		V(6#4)		V			6#4					M	1	0	1, 5, 7, 4		1.0	1.0	0	4	0.0	0.0	0.75	0.0
184	181	0	0	2/2	1	1	V7		0	-4.79641		/			c	I		V7		V		7						Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	1.25	0.0
184	181	1/4	1/4	2/2	1	1	V(6#4)]		-0.126316	-5.13373		/			c	I		V(6#4)		V			6#4		]			M	1	0	1, 5, 7, 4		1.0	1.0	0	3	0.0	0.0	1.0	0.0
184	181	1/2	1/2	2/2	1	1	V65		2.27368	-5.38413		/			c	I		V65		V		65						Mm7	1	0	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	1.75	0.0
185	182	0	0	2/2	1	1	i(94)		-0.378947	-6.56187		/			c	I		i(94)		i			94					m	1	0	0, -1, 1	2	0.0	0.0	0	5	0.0	0.0	2.25	0.0
185	182	1/2	1/2	2/2	1	1	viio7(9)/V		-0.702381	-8.85281		/			c	I		viio7(9)/V		vii	o	7	9	V				o7	1	0	6, 3, 0, -3	1	6.0	6.0	1	5	0.16666666666666666	0.0	1.75	0.0
186	183	0	0	2/2	1	1	V|HC}		0	-4.87233		/			c	I		V		V						HC	}	M	1	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.25	0.0
186	183	1/4	1/4	2/2	1	1	V(6#4)		-0.736263	-6.69374		/			c	I		V(6#4)		V			6#4					M	1	0	1, 5, 7, 4		1.0	1.0	0	3	0.0	0.0	1.0	0.0
186	183	1/2	1/2	2/2	1	1	V65		-0.292577	-6.84593		/			c	I		V65		V		65						Mm7	1	0	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	1.75	0.0
187	184	0	0	2/2	1	1	i(94)		0	-6.01104		/			c	I		i(94)		i			94					m	1	0	0, -1, 1	2	0.0	0.0	0	5	0.0	0.0	2.25	0.0
187	184	1/2	1/2	2/2	1	1	viio7(9)/V		0	-7.24465		/			c	I		viio7(9)/V		vii	o	7	9	V				o7	1	0	6, 3, 0, -3	1	6.0	6.0	1	5	0.16666666666666666	0.0	1.75	0.0
188	185	0	0	2/2	1	1	V|HC		0	-5.01466		/			c	I		V		V						HC		M	1	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.25	0.0
188	185	1/4	1/4	2/2	1	1	V(6#4)		0	-4.51325		/			c	I		V(6#4)		V			6#4					M	1	0	1, 5, 7, 4		1.0	1.0	0	3	0.0	0.0	1.0	0.0
188	185	1/2	1/2	2/2	1	1	V65		0.366685	-6.29858		/			c	I		V65		V		65						Mm7	1	0	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	1.75	0.0
189	186	0	0	2/2	1	1	i(94)		-0.934777	-4.39299		/			c	I		i(94)		i			94					m	1	0	0, -1, 1	2	0.0	0.0	0	5	0.0	0.0	2.25	0.0
189	186	1/2	1/2	2/2	1	1	viio7(9)/V		-0.539206	-7.41512	-0.676105	/			c	I		viio7(9)/V		vii	o	7	9	V				o7	1	0	6, 3, 0, -3	1	6.0	6.0	1	5	0.16666666666666666	0.0	1.75	0.0
190	187	0	0	2/2	1	1	V7|HC		0	-5.00064		/			c	I		V7		V		7				HC		Mm7	1	0	1, 5, 2, -1		1.0	1.0	23	43	0.3484848484848485	2.875	5.5	0.34328358208955223
198	195	0	0	2/2	1	1	i.i[i{								c	i	i	i		i							{	m	1	1	0, -3, 1		0.0	0.0	0	7	0.0	0.0	1.5	0.0
198	195	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
199	196	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
199	196	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
199	196	1/2	1/2	2/2	1	1	iv								c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
199	196	3/4	3/4	2/2	1	1	#viio6								c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
200	197	0	0	2/2	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
200	197	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
200	197	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
201	198	0	0	2/2	1	1	iv6		0	-2.43685		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
201	198	1/4	1/4	2/2	1	1	V/iv		0	-2.94206		/			c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
201	198	1/2	1/2	2/2	1	1	iv		0	-3.13151		/			c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
201	198	3/4	3/4	2/2	1	1	#viio6		0	-3.51042		/			c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
202	199	0	0	2/2	1	1	i]		0	-4.58399		/			c	i		i		i					]			m	1	1	0, -3, 1		0.0	0.0	0	8	0.0	0.0	2.5	0.0
202	199	1/2	1/2	2/2	1	1	V43		0	-3.61146		/			c	i		V43		V		43						Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	8	0.0	0.0	2.5	0.0
203	200	0	0	2/2	1	1	i6								c	i		i6		i		6						m	1	1	-3, 1, 0		0.0	-3.0	0	7	0.0	0.0	2.0	0.0
203	200	1/2	1/2	2/2	1	1	iio6								c	i		iio6		ii	o	6						o	1	1	-1, -4, 2		2.0	-1.0	0	7	0.0	0.0	2.0	0.0
204	201	0	0	2/2	1	1	V(64)								c	i		V(64)		V			64					M	1	1	1, 0, -3		1.0	1.0	0	7	0.0	0.0	3.0	0.0
204	201	1/2	1/2	2/2	1	1	Ger6	15	0	-3.36266		/			c	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6.0	-4.0	0	5	0.0	0.0	1.0	0.0
205	202	0	0	2/2	1	1	viio7/V		0	-3.08818		/			c	i		viio7/V		vii	o	7		V				o7	1	1	6, 3, 0, -3		6.0	6.0	0	7	0.0	0.0	2.0	0.0
205	202	1/2	1/2	2/2	1	1	V7		0	-3.08818		/			c	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	7	0.0	0.0	2.0	0.0
206	203	0	0	2/2	1	1	i[i|PAC}{								c	i	i	i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	10	0.0	0.0	2.0	0.0
206	203	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
207	204	0	0	2/2	1	1	iv6		1.13684	-3.00526		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
207	204	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
207	204	1/2	1/2	2/2	1	1	iv								c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
207	204	3/4	3/4	2/2	1	1	#viio6								c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
208	205	0	0	2/2	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
208	205	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
208	205	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
209	206	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
209	206	1/4	1/4	2/2	1	1	V/iv		0	-2.93133		/			c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
209	206	1/2	1/2	2/2	1	1	iv		0	-3.08818		/			c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
209	206	3/4	3/4	2/2	1	1	#viio6		0	-3.28424		/			c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
210	207	0	0	2/2	1	1	i		0	-4.28236		/			c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	8	0.0	0.0	2.5	0.0
210	207	1/2	1/2	2/2	1	1	V6/bII]		0	-3.31948		/			c	i		V6/bII		V		6		bII	]			M	1	1	0, -3, -4		-4.0	0.0	0	7	0.0	0.0	2.0	0.0
211	208	0	0	2/2	1	1	I/bII								c	i		I/bII		I				bII				M	1	1	-5, -1, -4		-5.0	-5.0	0	7	0.0	0.0	2.0	0.0
211	208	1/2	1/2	2/2	1	1	viio6/bII								c	i		viio6/bII		vii	o	6		bII				o	1	1	-3, -6, 0		0.0	-3.0	0	7	0.0	0.0	2.0	0.0
212	209	0	0	2/2	1	1	I6/bII								c	i		I6/bII		I		6		bII				M	1	1	-1, -4, -5		-5.0	-1.0	0	7	0.0	0.0	2.0	0.0
212	209	1/2	1/2	2/2	1	1	IV/bII								c	i		IV/bII		IV				bII				M	1	1	-6, -2, -5		-6.0	-6.0	0	7	0.0	0.0	2.0	0.0
213	210	0	0	2/2	1	1	V(64)/bII								c	i		V(64)/bII		V			64	bII				M	1	1	-4, -5, -1		-4.0	-4.0	0	7	0.0	0.0	2.5	0.0
213	210	1/2	1/2	2/2	1	1	V/bII								c	i		V/bII		V				bII				M	1	1	-4, 0, -3		-4.0	-4.0	0	6	0.0	0.0	1.5	0.0
214	211	0	0	2/2	1	1	V2/iii|EC								c	i		V2/iii		V		2		iii		EC		Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	7	0.0	0.0	2.0	0.0
214	211	1/2	1/2	2/2	1	1	V6/iii		0	-3.87586		/			c	i		V6/iii		V		6		iii				M	1	1	2, -1, -2		-2.0	2.0	0	7	0.0	0.0	2.0	0.0
215	212	0	0	2/2	1	1	i/iii								c	i		i/iii		i				iii				m	1	1	-3, -6, -2		-3.0	-3.0	0	7	0.0	0.0	2.0	0.0
215	212	1/2	1/2	2/2	1	1	#viio6/iii								c	i		#viio6/iii		#vii	o	6		iii				o	1	1	-1, -4, 2		2.0	-1.0	0	7	0.0	0.0	2.0	0.0
216	213	0	0	2/2	1	1	i6/iii								c	i		i6/iii		i		6		iii				m	1	1	-6, -2, -3		-3.0	-6.0	0	7	0.0	0.0	2.0	0.0
216	213	1/2	1/2	2/2	1	1	iv/iii								c	i		iv/iii		iv				iii				m	1	1	-4, -7, -3		-4.0	-4.0	0	7	0.0	0.0	2.0	0.0
217	214	0	0	2/2	1	1	V64/iii								c	i		V64/iii		V		64		iii				M	1	1	-1, -2, 2		-2.0	-1.0	2	5	0.2857142857142857	1.0	1.5	0.4
217	214	1/2	1/2	2/2	1	1	V/iii								c	i		V/iii		V				iii				M	1	1	-2, 2, -1		-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
218	215	0	0	2/2	1	1	iv.V2|EC								c	iv		V2		V		2				EC		Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	7	0.0	0.0	2.0	0.0
218	215	1/2	1/2	2/2	1	1	V6		0	-4.16052		/			c	iv		V6		V		6						M	1	1	4, 1, 0		0.0	4.0	0	7	0.0	0.0	2.0	0.0
219	216	0	0	2/2	1	1	i		0	-3.16421		/			c	iv		i		i								m	1	1	-1, -4, 0		-1.0	-1.0	0	7	0.0	0.0	2.0	0.0
219	216	1/2	1/2	2/2	1	1	#viio6								c	iv		#viio6		#vii	o	6						o	1	1	1, -2, 4		4.0	1.0	0	7	0.0	0.0	2.0	0.0
220	217	0	0	2/2	1	1	i6								c	iv		i6		i		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	7	0.0	0.0	2.0	0.0
220	217	1/2	1/2	2/2	1	1	iv								c	iv		iv		iv								m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
221	218	0	0	2/2	1	1	V(64)								c	iv		V(64)		V			64					M	1	1	0, -1, -4		0.0	0.0	0	6	0.0	0.0	1.5	0.0
221	218	1/2	1/2	2/2	1	1	It6								c	iv		It6	It	vii	o	6	b3	V				It	1	1	-5, -1, 5		5.0	-5.0	0	6	0.0	0.0	1.5	0.0
222	219	0	0	2/2	1	1	V[V|HC}								c	iv	V	V		V						HC	}	M	1	1	0, 4, 1		0.0	0.0	4	7	0.36363636363636365	1.0	1.75	0.36363636363636365
224	221	0	0	2/2	1	1	i{								c	iv		i		i							{	m	1	1	-1, -4, 0		-1.0	-1.0	2	39	0.04878048780487805	0.5	13.25	0.03636363636363636
228	225	0	0	2/2	1	1	V7								c	iv		V7		V		7						Mm7	1	1	0, 4, 1, -2		0.0	0.0	6	38	0.13636363636363635	1.5	12.5	0.10714285714285714
232	229	0	0	2/2	1	1	i]								c	iv		i		i					]			m	1	1	-1, -4, 0		-1.0	-1.0	1	21	0.045454545454545456	0.25	6.75	0.03571428571428571
234	231	0	0	2/2	1	1	i6		0	-4.01819		/			c	iv		i6		i		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	20	0.0	0.0	7.0	0.0
236	233	0	0	2/2	1	1	i.V[V7		0	-3.40143		/			c	i	V	V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	6	38	0.13636363636363635	1.5	12.5	0.10714285714285714
240	237	0	0	2/2	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	2	40	0.047619047619047616	0.5	13.5	0.03571428571428571
244	241	0	0	2/2	1	1	V7]		0	-3.32092		/			c	i		V7		V		7			]			Mm7	1	1	1, 5, 2, -1		1.0	1.0	6	38	0.13636363636363635	1.5	12.5	0.10714285714285714
248	245	0	0	2/2	1	1	i		0	-6.22902		/			c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	2	9	0.18181818181818182	0.5	3.0	0.14285714285714285
249	246	0	0	2/2	1	1	V7/VII		0	-6.33968		/			c	i		V7/VII		V		7		VII				Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0	2	9	0.18181818181818182	0.5	3.0	0.14285714285714285
250	247	0	0	2/2	1	1	vii		0	-5.68894		/			c	i		vii		vii								m	1	1	-2, -5, -1		-2.0	-2.0	2	9	0.18181818181818182	0.5	3.0	0.14285714285714285
251	248	0	0	2/2	1	1	V7/VI		0	-4.78592		/			c	i		V7/VI		V		7		VI				Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0	2	9	0.18181818181818182	0.5	3.0	0.14285714285714285
252	249	0	0	2/2	1	1	VI		0	-5.26035		/			c	i		VI		VI								M	1	1	-4, 0, -3		-4.0	-4.0	2	9	0.18181818181818182	0.5	3.0	0.14285714285714285
253	250	0	0	2/2	1	1	Ger6	15	0	-4.52713		/			c	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6.0	-4.0	1	10	0.09090909090909091	0.25	3.25	0.07142857142857142
254	251	0	0	2/2	1	1	V(64)		0	-4.33127		/			c	i		V(64)		V			64					M	1	1	1, 0, -3		1.0	1.0	1	10	0.09090909090909091	0.25	3.25	0.07142857142857142
255	252	0	0	2/2	1	1	V		0	-4.45757		/			c	i		V		V								M	1	1	1, 5, 2		1.0	1.0	1	10	0.09090909090909091	0.25	3.25	0.07142857142857142
256	253	0	0	2/2	1	1	i|PAC}{								c	i		i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	34	0.0	0.0	7.0	0.0
258	255	0	0	2/2	1	1	#viio43/iv								c	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4.0	-2.0	0	35	0.0	0.0	7.125	0.0
260	257	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
260	257	1/2	1/2	2/2	1	1	V2/iv		0	-3.96126		/			c	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	8	0.0	0.0	1.0	0.0
261	258	0	0	2/2	1	1	iv6		0	-5.13096		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
261	258	1/2	1/2	2/2	1	1	V64/iv		0	-4.82905		/			c	i		V64/iv		V		64		iv				M	1	1	1, 0, 4		0.0	1.0	0	8	0.0	0.0	1.0	0.0
262	259	0	0	2/2	1	1	iv		0	-3.44887		/			c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	1.0	0.0
262	259	1/2	1/2	2/2	1	1	viio64/VII		0	-3.96644		/			c	i		viio64/VII		vii	o	64		VII				o	1	1	-3, 3, 0		3.0	-3.0	0	8	0.0	0.0	1.0	0.0
263	260	0	0	2/2	1	1	V43		0	-3.79391		/			c	i		V43		V		43						Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	8	0.0	0.0	1.0	0.0
263	260	1/2	1/2	2/2	1	1	i(4)		0	-4.35461		/			c	i		i(4)		i			4					m	1	1	0, -1, 1		0.0	0.0	0	8	0.0	0.0	1.0	0.0
264	261	0	0	2/2	1	1	V65		0	-5.00157		/			c	i		V65		V		65						Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	8	0.0	0.0	1.0	0.0
264	261	1/2	1/2	2/2	1	1	V2/iv		0	-4.87218		/			c	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	8	0.0	0.0	1.0	0.0
265	262	0	0	2/2	1	1	iv6		0	-5.47471		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
265	262	1/2	1/2	2/2	1	1	ii%65		0	-4.53533		/			c	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	8	0.0	0.0	1.0	0.0
266	263	0	0	2/2	1	1	V(64)								c	i		V(64)		V			64					M	1	1	1, 0, -3		1.0	1.0	0	9	0.0	0.0	1.375	0.0
267	264	0	0	2/2	1	1	V7								c	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	1.375	0.0
268	265	0	0	2/2	1	1	i|PAC}{								c	i		i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	34	0.0	0.0	7.0	0.0
270	267	0	0	2/2	1	1	#viio43/iv								c	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4.0	-2.0	0	35	0.0	0.0	7.125	0.0
272	269	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
272	269	1/2	1/2	2/2	1	1	V2/iv		0	-3.93517		/			c	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	8	0.0	0.0	1.0	0.0
273	270	0	0	2/2	1	1	iv6		0	-4.27961		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
273	270	1/2	1/2	2/2	1	1	V64/iv		0	-2.55741		/			c	i		V64/iv		V		64		iv				M	1	1	1, 0, 4		0.0	1.0	0	8	0.0	0.0	1.0	0.0
274	271	0	0	2/2	1	1	iv		0	-3.13147		/			c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	1.0	0.0
274	271	1/2	1/2	2/2	1	1	viio64/VII		0	-3.82035		/			c	i		viio64/VII		vii	o	64		VII				o	1	1	-3, 3, 0		3.0	-3.0	0	8	0.0	0.0	1.0	0.0
275	272	0	0	2/2	1	1	V43		0	-4.16052		/			c	i		V43		V		43						Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	8	0.0	0.0	1.0	0.0
275	272	1/2	1/2	2/2	1	1	i(4)		0	-4.39774		/			c	i		i(4)		i			4					m	1	1	0, -1, 1		0.0	0.0	0	8	0.0	0.0	1.0	0.0
276	273	0	0	2/2	1	1	V65		0	-4.44519		/			c	i		V65		V		65						Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	8	0.0	0.0	1.0	0.0
276	273	1/2	1/2	2/2	1	1	V2/iv		0	-5.29917		/			c	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	8	0.0	0.0	1.0	0.0
277	274	0	0	2/2	1	1	iv6		-0.0978891	-5.89751		/			c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	1.0	0.0
277	274	1/2	1/2	2/2	1	1	ii%65		0.12271	-5.04533		/			c	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	8	0.0	0.0	1.0	0.0
278	275	0	0	2/2	1	1	V(64)								c	i		V(64)		V			64					M	1	1	1, 0, -3		1.0	1.0	0	9	0.0	0.0	1.375	0.0
279	276	0	0	2/2	1	1	V7								c	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	1.375	0.0
280	277	0	0	2/2	1	1	i|PAC}{								c	i		i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	1	10	0.09090909090909091	0.125	2.625	0.045454545454545456
281	278	0	0	2/2	1	1	VI		0	-4.83645		/			c	i		VI		VI								M	1	1	-4, 0, -3		-4.0	-4.0	4	11	0.26666666666666666	0.5	3.0	0.14285714285714285
282	279	0	0	2/2	1	1	ii%65		0	-5.65737		/			c	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2.0	-1.0	4	11	0.26666666666666666	0.5	3.0	0.14285714285714285
283	280	0	0	2/2	1	1	V		0	-4.33127		/			c	i		V		V								M	1	1	1, 5, 2		1.0	1.0	5	10	0.3333333333333333	0.625	2.875	0.17857142857142858
284	281	0	0	2/2	1	1	i|PAC}{								c	i		i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	1	11	0.08333333333333333	0.125	3.875	0.03125
285	282	0	0	2/2	1	1	VI		0	-5.40478		/			c	i		VI		VI								M	1	1	-4, 0, -3		-4.0	-4.0	4	14	0.2222222222222222	0.5	3.75	0.11764705882352941
286	283	0	0	2/2	1	1	ii%65		0	-3.25777		/			c	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2.0	-1.0	4	14	0.2222222222222222	0.5	3.75	0.11764705882352941
287	284	0	0	2/2	1	1	V		0	-4.07868		/			c	i		V		V								M	1	1	1, 5, 2		1.0	1.0	4	14	0.2222222222222222	0.5	3.75	0.11764705882352941
288	285	0	0	2/2	1	1	i[i|PAC}{								c	i	i	i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	8	0.0	0.0	1.5	0.0
288	285	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
289	286	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
289	286	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
289	286	1/2	1/2	2/2	1	1	iv								c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
289	286	3/4	3/4	2/2	1	1	#viio6								c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
290	287	0	0	2/2	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
