mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
170	166	4001/6	4097/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1742											
170	166	4003/6	4099/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1743											
170	166	1335/2	1367/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1744											
170	166	4007/6	4103/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1745											
170	166	4009/6	4105/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1746											
170	166	1337/2	1369/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1747											
170	166	4013/6	4109/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1748											
170	166	4015/6	4111/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1749											
170	166	1339/2	1371/2	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf									
170	166	1339/2	1371/2	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1750											
170	166	2679/4	2743/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1751											
170	166	670	686	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1752											
170	166	2681/4	2745/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1753											
171	167	1341/2	1373/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1754			articStaccatoAbove								
171	167	1345/2	1377/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1755			articStaccatoAbove								
171	167	1341/2	1373/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1756			articStaccatoAbove								
171	167	1345/2	1377/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1757			articStaccatoAbove								
172	168	1349/2	1381/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1758			articStaccatoAbove								
172	168	1353/2	1385/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1759			articStaccatoAbove								
172	168	1349/2	1381/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1760			articStaccatoAbove								
172	168	1353/2	1385/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1761			articStaccatoAbove								
173	169	1357/2	1389/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1762											
173	169	4073/6	4169/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1763											
173	169	4075/6	4171/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1764											
173	169	1359/2	1391/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1765											
173	169	4079/6	4175/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1766											
173	169	4081/6	4177/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1767											
173	169	1361/2	1393/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1768											
173	169	4085/6	4181/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1769											
173	169	4087/6	4183/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1770											
173	169	1363/2	1395/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1771											
173	169	4091/6	4187/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1772											
173	169	4093/6	4189/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1773											
173	169	1357/2	1389/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1774											
174	170	1365/2	1397/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1775											
174	170	4097/6	4193/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1776											
174	170	4099/6	4195/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1777											
174	170	1367/2	1399/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1778											
174	170	4103/6	4199/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1779											
174	170	4105/6	4201/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1780											
174	170	1369/2	1401/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
174	170	1369/2	1401/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1781							197				
174	170	1371/2	1403/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1782							197				
175	171	1373/2	1405/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1783											
175	171	1379/2	1411/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1784							198				
175	171	690	706	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1785											
175	171	1373/2	1405/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1786											
175	171	687	703	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1787											
175	171	1375/2	1407/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1788											
175	171	688	704	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1789											
175	171	1377/2	1409/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1790											
175	171	689	705	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1791											
175	171	1379/2	1411/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1792											
175	171	690	706	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1793											
176	172	1381/2	1413/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1794							199				
176	172	691	707	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1795											
176	172	1383/2	1415/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1796							200				
176	172	692	708	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1797											
176	172	1387/2	1419/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1798							201				
176	172	694	710	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1799											
176	172	1381/2	1413/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1800											
176	172	691	707	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1801											
176	172	1383/2	1415/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1802											
176	172	692	708	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1803											
176	172	1385/2	1417/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1804											
176	172	693	709	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1805											
176	172	1387/2	1419/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1806											
176	172	694	710	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1807											
177	173	1389/2	1421/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1808							202				
177	173	695	711	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1809											
177	173	1391/2	1423/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1810							203				
177	173	696	712	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1811											
177	173	1395/2	1427/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1812							204				
177	173	698	714	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1813											
177	173	1389/2	1421/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1814											
177	173	695	711	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1815											
177	173	1391/2	1423/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1816											
177	173	696	712	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1817											
177	173	1393/2	1425/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1818											
177	173	697	713	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1819											
177	173	1395/2	1427/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1820											
177	173	698	714	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1821											
178	174	1397/2	1429/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1822							205				
178	174	699	715	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1823											
178	174	1399/2	1431/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1824							206				
178	174	700	716	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1825											
178	174	1401/2	1433/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1826							207				
178	174	701	717	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1827											
178	174	1403/2	1435/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1828							208				
178	174	702	718	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1829											
178	174	1397/2	1429/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1830											
178	174	699	715	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1831											
178	174	1399/2	1431/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1832											
178	174	700	716	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1833											
178	174	1401/2	1433/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1834											
178	174	701	717	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1835											
178	174	1403/2	1435/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1836											
178	174	702	718	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1837											
179	175	1405/2	1437/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1838							209				
179	175	703	719	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1839											
179	175	1407/2	1439/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1840			articStaccatoAbove								
179	175	1411/2	1443/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1841							210				
179	175	706	722	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1842											
179	175	1405/2	1437/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1843											
179	175	703	719	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1844											
179	175	1407/2	1439/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1845											
179	175	704	720	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1846											
179	175	1409/2	1441/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1847											
179	175	705	721	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1848											
179	175	1411/2	1443/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1849											
179	175	706	722	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1850											
180	176	1413/2	1445/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1851							211				
180	176	707	723	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1852											
180	176	1415/2	1447/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1853							212				
180	176	708	724	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1854											
180	176	1419/2	1451/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1855							213				
180	176	710	726	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1856											
180	176	1413/2	1445/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1857											
180	176	707	723	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1858											
180	176	1415/2	1447/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1859											
180	176	708	724	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1860											
180	176	1417/2	1449/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1861											
180	176	709	725	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1862											
180	176	1419/2	1451/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1863											
180	176	710	726	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1864											
181	177	1421/2	1453/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1865							214				
181	177	711	727	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1866											
181	177	1423/2	1455/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1867							215				
181	177	712	728	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1868											
181	177	1427/2	1459/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1869							216				
181	177	714	730	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1870											
181	177	1421/2	1453/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1871											
181	177	711	727	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1872											
181	177	1423/2	1455/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1873											
181	177	712	728	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1874											
181	177	1425/2	1457/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1875											
181	177	713	729	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1876											
181	177	1427/2	1459/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1877											
181	177	714	730	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1878											
182	178	1429/2	1461/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1879							217				
182	178	715	731	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1880											
182	178	1431/2	1463/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1881							218				
182	178	716	732	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1882											
182	178	1433/2	1465/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1883							219				
182	178	717	733	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1884											
182	178	1435/2	1467/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1885							220				
182	178	718	734	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1886											
182	178	1429/2	1461/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1887											
182	178	715	731	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1888											
182	178	1431/2	1463/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1889											
182	178	716	732	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1890											
182	178	1433/2	1465/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1891											
182	178	717	733	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1892											
182	178	1435/2	1467/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1893											
182	178	718	734	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1894											
183	179	1437/2	1469/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1895							221				
183	179	719	735	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1896											
183	179	1439/2	1471/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1897			articStaccatoAbove								
183	179	1443/2	1475/2	0.0		3/4	3/4	Spanner	4/4	1	1	0													7		
183	179	1443/2	1475/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1898	<						222		7		
183	179	722	738	0.0		7/8	7/8	Spanner	4/4	1	1	0															
183	179	722	738	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1899											
183	179	1437/2	1469/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1900											
183	179	719	735	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1901											
183	179	1439/2	1471/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1902											
183	179	720	736	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1903											
183	179	1441/2	1473/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1904											
183	179	721	737	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1905											
183	179	1443/2	1475/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1906											
183	179	722	738	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1907											
184	180	1445/2	1477/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1908							223				
184	180	723	739	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1909											
184	180	1447/2	1479/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1910			articStaccatoAbove								
184	180	1451/2	1483/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1911							224				
184	180	726	742	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1912											
184	180	1445/2	1477/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1913											
184	180	723	739	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1914											
184	180	1447/2	1479/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1915											
184	180	724	740	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1916											
184	180	1449/2	1481/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1917											
184	180	725	741	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1918											
184	180	1451/2	1483/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1919											
184	180	726	742	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1920											
185	181	1453/2	1485/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1921							225				
185	181	727	743	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1922											
185	181	1455/2	1487/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1923			articStaccatoAbove								
185	181	1459/2	1491/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1924							226				
185	181	730	746	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1925											
185	181	1453/2	1485/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1926											
185	181	727	743	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1927											
185	181	1455/2	1487/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1928											
185	181	728	744	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1929											
185	181	1457/2	1489/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1930											
185	181	729	745	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1931											
185	181	1459/2	1491/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1932											
185	181	730	746	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1933											
186	182	1461/2	1493/2	0.0		0	0	Dynamic	4/4	1	1	0						f									
186	182	1461/2	1493/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1934	f						227				
186	182	731	747	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1935											
186	182	1463/2	1495/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1936							228				
186	182	732	748	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1937											
186	182	1465/2	1497/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1938							229				
186	182	733	749	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1939											
186	182	1467/2	1499/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1940							230				
186	182	734	750	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1941											
186	182	1461/2	1493/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1942											
187	183	1469/2	1501/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1943							231				
187	183	735	751	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1944											
187	183	1471/2	1503/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1945							232				
187	183	736	752	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1946											
187	183	1473/2	1505/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1947							233				
187	183	737	753	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1948											
187	183	1475/2	1507/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1949							234				
187	183	738	754	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1950											
188	184	1477/2	1509/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1951							235				
188	184	739	755	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1952											
188	184	1479/2	1511/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1953							236				
188	184	740	756	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1954							236				
188	184	1481/2	1513/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1955							236				
188	184	741	757	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1956							236				
188	184	1483/2	1515/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1957							236				
188	184	742	758	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1958											
188	184	1479/2	1511/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1959							237				
188	184	740	756	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1960							237				
188	184	1481/2	1513/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1961							237				
188	184	741	757	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1962							237				
188	184	1483/2	1515/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1963							237				
188	184	742	758	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1964											
189	185	1485/2	1517/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1965			articStaccatoBelow								
189	185	1487/2	1519/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1966			articStaccatoAbove								
189	185	1489/2	1521/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
189	185	1489/2	1521/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1967							238				
189	185	1485/2	1517/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1968			articStaccatoBelow								
189	185	1487/2	1519/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1969			articStaccatoBelow								
189	185	1489/2	1521/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1970											
190	186	1493/2	1525/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1971							238				
190	186	1497/2	1529/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1972							238				
190	186	1499/2	1531/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1973							238				
190	186	1493/2	1525/2	4.0		0	0	Chord	4/4	1	2	1		1	1	1974											
190	186	1493/2	1525/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1975							239				
190	186	1497/2	1529/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1976							239				
190	186	1499/2	1531/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1977							239				
190	186	1493/2	1525/2	4.0		0	0	Chord	4/4	2	2	1		1	1	1978											
191	187	1501/2	1533/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1979			articStaccatoAbove								
191	187	1503/2	1535/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1980			articStaccatoBelow								
191	187	1505/2	1537/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
191	187	1505/2	1537/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1981							240				
191	187	1501/2	1533/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1982			articStaccatoBelow								
191	187	1503/2	1535/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1983			articStaccatoAbove								
191	187	1505/2	1537/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1984							241				
192	188	1509/2	1541/2	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1985							240				
192	188	1513/2	1545/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1986							240				
192	188	1515/2	1547/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1987							240				
192	188	1509/2	1541/2	4.0		0	0	Chord	4/4	1	2	1		1	1	1988											
192	188	1509/2	1541/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1989							241				
192	188	1513/2	1545/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1990							241				
192	188	1515/2	1547/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1991							241				
192	188	1509/2	1541/2	4.0		0	0	Chord	4/4	2	2	1		1	1	1992											
193	189	1517/2	1549/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1993			articStaccatoBelow								
193	189	1519/2	1551/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1994			articStaccatoAbove								
193	189	1521/2	1553/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
193	189	1521/2	1553/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1995											
193	189	1517/2	1549/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1996			articStaccatoAbove								
193	189	1519/2	1551/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1997			articStaccatoBelow								
193	189	1521/2	1553/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1998											
194	190	1525/2	1557/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1999											
194	190	1527/2	1559/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2000			articStaccatoAbove								
194	190	1529/2	1561/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
194	190	1529/2	1561/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2001											
194	190	1525/2	1557/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2002											
