mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line
89	83	1317/4	1365/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1003						133		
89	83	1321/4	1369/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1004						133		
89	83	1325/4	1373/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1005								
90	84	1329/4	1377/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
90	84	665/2	689/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1006						134		
90	84	1331/4	1379/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1007						134		
90	84	333	345	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1008								
90	84	667/2	691/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1009						135		
90	84	1335/4	1383/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1010						135		
90	84	334	346	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1011								
90	84	669/2	693/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1012								
90	84	1339/4	1387/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1013								
90	84	335	347	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1014								
90	84	1341/4	1389/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1015								
90	84	671/2	695/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1016								
90	84	1343/4	1391/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1017								
90	84	336	348	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1018								
90	84	1329/4	1377/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1019						136		
90	84	1333/4	1381/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1020						136		
90	84	1337/4	1385/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1021								
91	85	1345/4	1393/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
91	85	1345/4	1393/4	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1022		articStaccatoBelow						
91	85	1349/4	1397/4	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1023		articStaccatoBelow						
91	85	1353/4	1401/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1024		articStaccatoBelow						
91	85	1357/4	1405/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1025		articStaccatoBelow						
91	85	1345/4	1393/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1026		articStaccatoAbove						
91	85	1349/4	1397/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1027		articStaccatoAbove						
91	85	1353/4	1401/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1028		articStaccatoAbove						
91	85	1357/4	1405/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1029		articStaccatoAbove						
92	86	1361/4	1409/4	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1030		articStaccatoAbove						
92	86	1365/4	1413/4	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1031		articStaccatoAbove						
92	86	1369/4	1417/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1032		articStaccatoAbove						
92	86	1361/4	1409/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1033		articStaccatoAbove						
92	86	1365/4	1413/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1034		articStaccatoAbove						
92	86	1369/4	1417/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1035		articStaccatoAbove						
93	87	1377/4	1425/4	0.0		0	0	Dynamic	4/4	1	1	0					pp							
93	87	1377/4	1425/4	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1036		articStaccatoAbove						
93	87	1381/4	1429/4	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1037		articStaccatoAbove						
93	87	1385/4	1433/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1038		articStaccatoAbove						
93	87	1389/4	1437/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1039		articStaccatoAbove						
93	87	1377/4	1425/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1040		articStaccatoBelow						
93	87	1381/4	1429/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1041		articStaccatoBelow						
93	87	1385/4	1433/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1042		articStaccatoBelow						
93	87	1389/4	1437/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1043		articStaccatoBelow						
94	88	1393/4	1441/4	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1044								
94	88	1401/4	1449/4	0.0		1/2	1/2	Dynamic	4/4	1	1	0					pp							
94	88	1401/4	1449/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1045								
94	88	1393/4	1441/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1046								
94	88	1401/4	1449/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1047								
95	89	1409/4	1457/4	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1048								
95	89	1417/4	1465/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1049								
95	89	1409/4	1457/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1050								
95	89	1417/4	1465/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1051								
96	90	1425/4	1473/4	0.0		0	0	Dynamic	4/4	1	1	0					ff							
96	90	1425/4	1473/4	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1052								
96	90	1425/4	1473/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1053								
