mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	547								
61	61	180	180	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	548								
61	61	363/2	363/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	549								
61	61	180	180	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	550								
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	551								
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	552								
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	553								
61	61	182	182	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	554								
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	555								
62	62	183	183	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	556								
62	62	369/2	369/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	557								
62	62	183	183	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	558								
62	62	367/2	367/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	559								
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	560								
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	561								
62	62	185	185	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	562								
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	563								
63	63	186	186	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	564								
63	63	375/2	375/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after	1/16	1	565								
63	63	375/2	375/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16after	1/16	1	566								
63	63	375/2	375/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	567			ornamentTrill					
63	63	186	186	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	568								
63	63	373/2	373/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	569								
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	570								
63	63	375/2	375/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	571								
63	63	188	188	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	572								
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	573								
64	64	189	189	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	574								
64	64	381/2	381/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	575								
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	576								
64	64	189	189	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	577								
64	64	379/2	379/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	578								
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	579								
64	64	381/2	381/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	580								
64	64	191	191	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	581								
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	582								
65	65	192	192	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	583								
65	65	387/2	387/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	584								
65	65	192	192	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	585								
65	65	387/2	387/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	586								
66	66	195	195	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	587								
66	66	195	195	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	588								
66	66	393/2	393/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	589				32				
66	66	197	197	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	590				32				
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	591								
66	66	195	195	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	592								
67	67	198	198	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	593				33				
67	67	397/2	397/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	594				33				
67	67	199	199	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	595								
67	67	399/2	399/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	596				34				
67	67	200	200	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	597				34				
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	598								
67	67	198	198	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	599								
68	68	201	201	0.0	0	0	Spanner	6/8	1	1	0									4			
68	68	201	201	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	600					4			
68	68	403/2	403/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	601					4			
68	68	202	202	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	602					4			
68	68	405/2	405/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	603					4			
68	68	203	203	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	604					4			
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	605					4			
68	68	201	201	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	606								
68	68	405/2	405/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	607								
69	69	204	204	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	608					4			
69	69	409/2	409/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	609					4			
69	69	205	205	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	610					4			
69	69	411/2	411/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	611					4			
69	69	206	206	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	612					4			
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	613					4			
69	69	204	204	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	614								
69	69	411/2	411/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	615								
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	616								
70	70	207	207	0.0	0	0	Spanner	6/8	1	1	0												
70	70	207	207	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	617				35				
70	70	207	207	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	618								
70	70	415/2	415/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	619								
70	70	208	208	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	620								
70	70	417/2	417/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	621								
70	70	209	209	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	622								
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	623								
71	71	210	210	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	624				35				
71	71	210	210	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	625								
71	71	421/2	421/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	626								
71	71	211	211	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	627								
71	71	423/2	423/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	628								
71	71	212	212	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	629								
71	71	425/2	425/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	630								
72	72	213	213	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	631				35, 36				
72	72	213	213	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	632								
72	72	429/2	429/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	633								
72	72	213	213	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	634								
72	72	427/2	427/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	635								
72	72	214	214	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	636								
72	72	429/2	429/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	637								
72	72	215	215	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	638								
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	639								
73	73	216	216	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	640				36				
73	73	216	216	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	641								
73	73	216	216	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	642								
73	73	433/2	433/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	643								
73	73	217	217	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	644								
73	73	435/2	435/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	645								
73	73	218	218	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	646								
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	647								
74	74	219	219	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	648				36				
74	74	441/2	441/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	649				36				
74	74	219	219	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	650				37				
74	74	219	219	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	651								
74	74	439/2	439/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	652								
74	74	220	220	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	653								
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	654								
74	74	221	221	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	655								
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	656								
75	75	222	222	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	657								
75	75	222	222	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	658				37				
75	75	222	222	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	659								
75	75	445/2	445/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	660								
75	75	223	223	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	661								
75	75	447/2	447/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	662								
75	75	224	224	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	663								
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	664								
76	76	225	225	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	665				38				
76	76	225	225	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	666				37				
76	76	453/2	453/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	667				37				
76	76	225	225	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	668								
76	76	451/2	451/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	669								
76	76	226	226	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	670								
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	671								
76	76	227	227	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	672								
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	673								
77	77	228	228	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	674				38				
77	77	228	228	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	675								
77	77	228	228	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	676								
77	77	457/2	457/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	677								
77	77	229	229	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	678								
77	77	459/2	459/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	679								
77	77	230	230	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	680								
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	681								
78	78	231	231	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	682				38				
78	78	465/2	465/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	683				38				
78	78	231	231	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	684				39				
78	78	231	231	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	685								
78	78	463/2	463/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	686								
78	78	232	232	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	687								
78	78	465/2	465/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	688								
78	78	233	233	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	689								
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	690								
79	79	234	234	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	691				38				
79	79	234	234	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	692				39				
79	79	234	234	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	693								
79	79	469/2	469/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	694								
79	79	235	235	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	695								
79	79	471/2	471/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	696								
79	79	236	236	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	697								
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	698								
80	80	237	237	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	699								
80	80	237	237	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	700				39				
80	80	477/2	477/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	701								
80	80	237	237	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	702								
80	80	475/2	475/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	703								
80	80	238	238	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	704								
80	80	477/2	477/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	705								
80	80	239	239	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	706								
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	707								
81	81	240	240	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	708				40				
81	81	240	240	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	709				41				
81	81	240	240	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	710								
81	81	481/2	481/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	711								
81	81	241	241	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	712								
81	81	483/2	483/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	713								
81	81	242	242	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	714								
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	715								
82	82	243	243	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	716				40				
82	82	489/2	489/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	717								
82	82	243	243	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	718								
82	82	243	243	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	719								
82	82	487/2	487/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	720								
82	82	244	244	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	721								
82	82	489/2	489/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	722								
82	82	245	245	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	723								
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	724								
83	83	246	246	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	725								
83	83	495/2	495/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	726				42				
83	83	246	246	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	727								
83	83	495/2	495/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	728				43				
83	83	246	246	0.0	0	0	Chord	6/8	2	1	0	grace16	1/16	1	729								
83	83	246	246	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	730								
84	84	249	249	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	731				42				
84	84	501/2	501/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	732								
84	84	249	249	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	733				43				
84	84	501/2	501/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	734								
84	84	249	249	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	735								
85	85	507/2	507/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	736				44				
85	85	507/2	507/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	737								
85	85	252	252	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	738								
85	85	252	252	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	739								
86	86	255	255	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	740				44				
86	86	513/2	513/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	741								
86	86	255	255	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	742								
86	86	513/2	513/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	743								
86	86	255	255	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	744								
86	86	255	255	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	745								
87	87	258	258	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	746								
87	87	258	258	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	747								
87	87	519/2	519/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	748								
87	87	258	258	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	749								
87	87	519/2	519/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	750				45				
88	88	261	261	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	751								
88	88	261	261	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	752								
88	88	525/2	525/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	753								
88	88	261	261	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	754								
88	88	261	261	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	755				45				
88	88	525/2	525/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	756								
89	89	264	264	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	757				46				
89	89	531/2	531/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	758								
89	89	531/2	531/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	759								
89	89	264	264	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	760				47				
90	90	267	267	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	761				46				
90	90	267	267	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	762								
90	90	537/2	537/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	763								
90	90	267	267	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	764								
90	90	537/2	537/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	765								
90	90	267	267	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	766				47				
91	91	270	270	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	767				46				
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	768								
91	91	270	270	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	769								
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	770								
91	91	270	270	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	771								
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	772								
92	92	273	273	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	773								
92	92	273	273	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	774								
92	92	549/2	549/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	775				48				
92	92	273	273	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	776								
93	93	276	276	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	777								
93	93	555/2	555/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	778								
93	93	276	276	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	779				49				
93	93	276	276	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	780				50				
94	94	279	279	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	781								
94	94	561/2	561/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	782								
94	94	279	279	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	783				49				
94	94	279	279	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	784				50				
95	95	282	282	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	785								
95	95	567/2	567/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	786								
95	95	282	282	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	787				50				
95	95	567/2	567/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	788								
96	96	285	285	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	789								
96	96	285	285	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	790								
97	97	288	288	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	791								
97	97	288	288	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	792								
98	98	291	291	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	793								
98	98	291	291	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	794								
99	99	294	294	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	795								
99	99	591/2	591/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	796								
99	99	294	294	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	797								
99	99	591/2	591/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	798								
100	100	297	297	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	799								
100	100	297	297	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	800								
101	101	300	300	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	801								
101	101	603/2	603/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	802								
101	101	300	300	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	803								
101	101	603/2	603/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	804								
102	102	303	303	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	805								
102	102	303	303	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	806								
103	103	306	306	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	807								
103	103	306	306	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	808								
104	104	309	309	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	809								
104	104	309	309	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	810								
105	105	312	312	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	811				51				
105	105	627/2	627/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	812				51				
105	105	314	314	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	813				51				
105	105	629/2	629/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	814								
105	105	312	312	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	815								
106	106	315	315	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	816				52				
106	106	633/2	633/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	817				52				
106	106	317	317	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	818				52				
106	106	635/2	635/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	819								
106	106	315	315	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	820								
107	107	318	318	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	821				53				
107	107	319	319	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	822				53				
107	107	639/2	639/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	823				53				
107	107	641/2	641/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	824								
107	107	639/2	639/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	825								
107	107	318	318	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	826								
107	107	639/2	639/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	827								
108	108	321	321	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	828				54				
108	108	645/2	645/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	829								
108	108	321	321	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	830								
108	108	321	321	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	831								
109	109	324	324	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	832				55				
109	109	651/2	651/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	833				55				
109	109	326	326	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	834				55				
109	109	653/2	653/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	835								
109	109	324	324	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	836								
110	110	327	327	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	837				56				
110	110	657/2	657/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	838				56				
110	110	329	329	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	839				56				
110	110	659/2	659/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	840								
110	110	327	327	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	841								
111	111	330	330	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	842				57				
111	111	661/2	661/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	843				57				
