mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	555						1		
65	65	129	129	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	556				194		1		
65	65	517/4	517/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	557						1		
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	558				195		1		
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	559						1		
65	65	128	128	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	560								
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	561				196				
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	562				196				
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	563				196				
66	66	130	130	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	564				197		1		
66	66	521/4	521/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	565						1		
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	566				198		1		
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	567						1		
66	66	131	131	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	568				199		1		
66	66	525/4	525/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	569						1		
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	570				200		1		
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	571						1		
66	66	130	130	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	572				196				
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	573				196				
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	574				196				
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	575								
67	67	132	132	0.0	0	0	Spanner	2/4	1	1	0											
67	67	132	132	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	576				201				
67	67	529/4	529/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	577								
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	578				202				
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	579								
67	67	133	133	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	580				203				
67	67	533/4	533/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	581								
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	582				204				
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	583								
67	67	132	132	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	584								
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	585				205				
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	586				205				
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	587				205				
68	68	134	134	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	588				206				
68	68	537/4	537/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	589								
68	68	269/2	269/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	590				207				
68	68	539/4	539/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	591								
68	68	135	135	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	592				208				
68	68	541/4	541/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	593								
68	68	271/2	271/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	594				209				
68	68	543/4	543/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	595								
68	68	134	134	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	596				205				
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	597				205				
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	598				205				
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	599								
69	69	136	136	0.0	0	0	Spanner	2/4	1	1	0									2		
69	69	136	136	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	600				210		2		
69	69	545/4	545/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	601						2		
69	69	273/2	273/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	602				211		2		
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	603						2		
69	69	137	137	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	604				212		2		
69	69	549/4	549/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	605						2		
69	69	275/2	275/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	606				213		2		
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	607						2		
69	69	136	136	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	608								
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	609				214				
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	610				214				
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	611				214				
70	70	138	138	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	612				215		2		
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	613						2		
70	70	277/2	277/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	614				216		2		
70	70	555/4	555/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	615						2		
70	70	139	139	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	616				217		2		
70	70	557/4	557/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	617						2		
70	70	279/2	279/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	618				218		2		
70	70	559/4	559/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	619						2		
70	70	138	138	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	620				214				
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	621				214				
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	622				214				
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	623								
71	71	140	140	0.0	0	0	Spanner	2/4	1	1	0											
71	71	140	140	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	624				219				
71	71	561/4	561/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	625								
71	71	281/2	281/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	626				220				
71	71	563/4	563/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	627								
71	71	141	141	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	628				221				
71	71	565/4	565/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	629								
71	71	283/2	283/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	630				222				
71	71	567/4	567/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	631								
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	632								
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	633				223				
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	634				223				
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	635				223				
72	72	142	142	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	636				224				
72	72	569/4	569/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	637								
72	72	285/2	285/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	638				225				
72	72	571/4	571/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	639								
72	72	143	143	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	640				226				
72	72	573/4	573/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	641								
72	72	287/2	287/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	642				227				
72	72	575/4	575/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	643								
72	72	142	142	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	644				223				
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	645				223				
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	646				223				
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	647				223				
73	73	144	144	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	648				228				
73	73	577/4	577/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	649								
73	73	289/2	289/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	650				229				
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	651								
73	73	145	145	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	652				230				
73	73	581/4	581/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	653								
73	73	291/2	291/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	654				231				
73	73	583/4	583/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	655								
73	73	144	144	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	656				223				
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	657				223				
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	658				223				
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	659								
74	74	146	146	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	660								
74	74	295/2	295/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	661				232				
74	74	591/4	591/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	662								
74	74	146	146	0.0	0	0	Spanner	2/4	2	1	0										2	2
74	74	146	146	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	663							2	2
75	75	297/2	297/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	664				233				
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	665								
75	75	299/2	299/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	666				234				
75	75	599/4	599/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	667								
75	75	148	148	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	668				235			2	2
75	75	593/4	593/4	0.0	1/16	1/16	Spanner	2/4	2	1	0											
75	75	593/4	593/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	669								
75	75	149	149	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	670				236				
75	75	597/4	597/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	671								
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	672				237				
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	673								
76	76	303/2	303/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	674				238				
76	76	607/4	607/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	675								
76	76	150	150	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	676				239				
76	76	601/4	601/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	677								
76	76	151	151	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	678				240				
76	76	605/4	605/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	679								
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	680				241				
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	681								
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	682				242				
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	683								
77	77	152	152	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	684				243				
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	685								
77	77	153	153	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	686				244				
77	77	613/4	613/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	687								
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	688				245				
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	689								
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	690				246				
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	691								
78	78	154	154	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	692				247				
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	693								
78	78	155	155	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	694				248				
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	695								
79	79	156	156	0.0	0	0	Dynamic	2/4	1	1	0					p						
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	696				249				
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	697								
79	79	315/2	315/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	698				250				
79	79	631/4	631/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	699								
79	79	156	156	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	700				251				
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	701								
79	79	157	157	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	702				252				
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	703								
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	704				253				
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	705								
80	80	319/2	319/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	706				254				
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	707								
80	80	158	158	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	708				255				
80	80	633/4	633/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	709								
80	80	159	159	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	710				256				
80	80	637/4	637/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	711								
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	712				257				
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	713								
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	714				258				
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	715								
81	81	160	160	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	716				259				
81	81	641/4	641/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	717								
81	81	161	161	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	718				260				
81	81	645/4	645/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	719								
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	720				261				
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	721								
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	722				262				
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	723								
82	82	162	162	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	724				263				
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	725								
82	82	163	163	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	726				264				
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	727								
83	83	329/2	329/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	728				265				
83	83	659/4	659/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	729								
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	730				266				
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	731								
83	83	164	164	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	732				267				
83	83	657/4	657/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	733								
83	83	165	165	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	734				268				
83	83	661/4	661/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	735								
84	84	333/2	333/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	736				269				
84	84	667/4	667/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	737								
84	84	335/2	335/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	738				270				
84	84	671/4	671/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	739								
84	84	166	166	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	740				271				
84	84	665/4	665/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	741								
84	84	167	167	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	742				272				
84	84	669/4	669/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	743								
85	85	168	168	0.0	0	0	Dynamic	2/4	1	1	0					pp						
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	744				273				
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	745								
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	746				274				
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	747								
85	85	168	168	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	748				275				
85	85	673/4	673/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	749								
85	85	169	169	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	750				276				
85	85	677/4	677/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	751								
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	752				277				
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	753								
86	86	343/2	343/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	754				278				
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	755								
86	86	170	170	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	756				279				
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	757								
86	86	171	171	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	758				280				
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	759								
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	760				281				
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	761								
87	87	347/2	347/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	762				282				
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	763								
87	87	172	172	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	764				283				
87	87	689/4	689/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	765								
87	87	173	173	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	766				284				
87	87	693/4	693/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	767								
88	88	349/2	349/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	768				285				
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	769								
88	88	351/2	351/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	770				286				
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	771								
88	88	174	174	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	772				287				
88	88	697/4	697/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	773								
88	88	175	175	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	774				288				
88	88	701/4	701/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	775								
89	89	176	176	0.0	0	0	Dynamic	2/4	1	1	0					f						
89	89	176	176	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	776				289				
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	777								
89	89	176	176	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	778				290				
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	779								
90	90	178	178	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	780								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	781								
90	90	178	178	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	782								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	783								
91	91	180	180	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	784				291				
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	785								
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	786			articStaccatoAbove					
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	787			articStaccatoAbove					
91	91	180	180	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	788				292				
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	789								
91	91	181	181	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	790			articStaccatoBelow					
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	791			articStaccatoBelow					
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	792								
92	92	182	182	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	793								
93	93	184	184	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	794				293				
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	795								
93	93	184	184	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	796				294				
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	797								
94	94	186	186	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	798								
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	799								
94	94	186	186	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	800								
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	801								
95	95	188	188	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	802				295				
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	803								
95	95	189	189	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	804			articStaccatoAbove					
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	805			articStaccatoAbove					
95	95	188	188	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	806				296				
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	807								
95	95	189	189	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	808			articStaccatoBelow					
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	809			articStaccatoBelow					
96	96	190	190	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	810								
96	96	190	190	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	811								
97	97	192	192	0.0	0	0	Dynamic	2/4	1	1	0					pp						
97	97	192	192	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	812				297				
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	813								
97	97	192	192	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	814				298				
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	815								
98	98	194	194	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	816								
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	817								
98	98	194	194	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	818								
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	819								
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	820								
99	99	196	196	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	821				299				
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	822								
99	99	197	197	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	823			articStaccatoBelow					
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	824			articStaccatoBelow					
99	99	196	196	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	825								
99	99	197	197	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	826			articStaccatoAbove					
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	827			articStaccatoAbove					
99	99	196	196	0.75	0	0	Chord	2/4	2	2	3/16	1/8	3/2	828				300				
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	829								
100	100	198	198	0.0	0	0	Spanner	2/4	1	1	0									3		
100	100	198	198	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	830				301		3		
100	100	793/4	793/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	831						3		
100	100	397/2	397/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	832				302		3		
