mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	HairPin:3_decresc	crescendo_hairpin
19	19	113/2	113/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
19	19	113/2	113/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												85						
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	293								85						
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	294								85						
19	19	54	54	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	295								85						
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	296								85						
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	297								85						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	298								85						
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	299								85						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	300								85						
20	20	57	57	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
20	20	57	57	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	301							19							
20	20	231/4	231/4	0.0	3/16	3/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0	19							
20	20	231/4	231/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	302							19							
20	20	463/8	463/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	303														
20	20	58	58	0.0	1/4	1/4	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	304														
20	20	117/2	117/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
20	20	117/2	117/2	0.0	3/8	3/8	Spanner	3/4	1	1	0														13				
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	305							20			13				
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	306							20			13				
20	20	119/2	119/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=37
"	37.0	0.0				13				
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	307										13				
20	20	57	57	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	308										13				
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	309										13				
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	310										13				
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	311										13				
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	312										13				
20	20	57	57	0.0	0	0	Spanner	3/4	2	1	0																		
20	20	57	57	0.0	0	0	Spanner	3/4	2	1	0												86						
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	313								86						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	314								86						
20	20	58	58	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
20	20	58	58	0.0	1/4	1/4	Spanner	3/4	2	1	0												87						
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	315								87						
20	20	117/2	117/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
20	20	117/2	117/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												88						
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	316							21	88						
20	20	59	59	0.0	1/2	1/2	Spanner	3/4	2	1	0											21							
20	20	59	59	0.0	1/2	1/2	Spanner	3/4	2	1	0											21	89						
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	317							21	89						
20	20	119/2	119/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
20	20	119/2	119/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												90						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	318								90						
20	20	57	57	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	319								90						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	320								90						
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	321								90						
20	20	57	57	1.0	0	0	Chord	3/4	2	3	1/4		1/4	1	322								90						
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0					fp													
21	21	60	60	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
21	21	60	60	0.0	0	0	Spanner	3/4	1	1	0																		
21	21	60	60	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	323														
21	21	123/2	123/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	324														
21	21	62	62	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0								
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	325							22							
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	326							22							
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	327							22							
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	328														
21	21	60	60	0.0	0	0	Dynamic	3/4	2	1	0					fp													
21	21	60	60	0.0	0	0	Spanner	3/4	2	1	0												91						
21	21	60	60	0.0	0	0	Spanner	3/4	2	1	0												91						
21	21	60	60	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	329								91						
21	21	121/2	121/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
21	21	121/2	121/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												92						
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	330								92						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	331								92						
21	21	123/2	123/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
21	21	123/2	123/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												93						
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	332								93						
21	21	62	62	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
21	21	62	62	0.0	1/2	1/2	Spanner	3/4	2	1	0												94						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	333								94						
21	21	125/2	125/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
21	21	125/2	125/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												95						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	334								95						
22	22	63	63	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	335							23							
22	22	127/2	127/2	0.0	1/8	1/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
22	22	127/2	127/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	336														
22	22	129/2	129/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	337														
22	22	65	65	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0								
22	22	65	65	0.0	1/2	1/2	Spanner	3/4	1	1	0														14				
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	338		articStaccatoAbove								14				
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	339		ornamentTrill					24			14				
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	340							24			14				
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	341										14				
22	22	261/4	261/4	0.05	9/16	9/16	Chord	3/4	1	2	1/80		1/64	4/5	342										14				
22	22	653/10	653/10	0.05	23/40	23/40	Chord	3/4	1	2	1/80		1/64	4/5	343										14				
22	22	1307/20	1307/20	0.05	47/80	47/80	Chord	3/4	1	2	1/80		1/64	4/5	344										14				
22	22	327/5	327/5	0.05	3/5	3/5	Chord	3/4	1	2	1/80		1/64	4/5	345										14				
22	22	1309/20	1309/20	0.05	49/80	49/80	Chord	3/4	1	2	1/80		1/64	4/5	346										14				
22	22	63	63	0.0	0	0	Spanner	3/4	2	1	0																		
22	22	63	63	0.0	0	0	Spanner	3/4	2	1	0												96						
22	22	63	63	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	347								96						
22	22	127/2	127/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
22	22	127/2	127/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												97						
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	348								97						
22	22	64	64	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	349								97						
22	22	129/2	129/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
22	22	129/2	129/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												98						
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	350								98						
22	22	65	65	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
22	22	65	65	0.0	1/2	1/2	Spanner	3/4	2	1	0												99						
22	22	65	65	0.0	1/2	1/2	Spanner	3/4	2	1	0												99		15				
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	351								99		15				
22	22	131/2	131/2	0.0	5/8	5/8	Spanner	3/4	2	1	0														15				
22	22	131/2	131/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												100		15				
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	352								100		15				
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	353		articStaccatoAbove								14				
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	354		ornamentTrill					25			14				
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	355							25			14				
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	356										14				
23	23	67	67	0.0	1/4	1/4	Spanner	3/4	1	1	0																		
23	23	67	67	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	357							26							
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	358							26							
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	359							26							
23	23	271/4	271/4	0.0	7/16	7/16	Dynamic	3/4	1	1	0					mp						26							
23	23	271/4	271/4	0.0	7/16	7/16	Spanner	3/4	1	1	0											26				4		4	
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	360							26				4		4	
23	23	68	68	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0					4		4	
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	361											4		4	
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	362							27				4		4	
23	23	137/2	137/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=34
"	34.0	0.0					4		4	
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	363											4		4	
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	364							28				4		4	
23	23	265/4	265/4	0.05	1/16	1/16	Chord	3/4	1	2	1/80		1/64	4/5	365											4		4	
23	23	663/10	663/10	0.05	3/40	3/40	Chord	3/4	1	2	1/80		1/64	4/5	366											4		4	
23	23	1327/20	1327/20	0.05	7/80	7/80	Chord	3/4	1	2	1/80		1/64	4/5	367											4		4	
23	23	332/5	332/5	0.05	1/10	1/10	Chord	3/4	1	2	1/80		1/64	4/5	368											4		4	
23	23	1329/20	1329/20	0.05	9/80	9/80	Chord	3/4	1	2	1/80		1/64	4/5	369											4		4	
23	23	66	66	0.0	0	0	Spanner	3/4	2	1	0														15				
23	23	66	66	0.0	0	0	Spanner	3/4	2	1	0												101		15				
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	370								101		15				
23	23	133/2	133/2	0.0	1/8	1/8	Spanner	3/4	2	1	0														15				
23	23	133/2	133/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												102		15				
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	371								102		15				
23	23	67	67	0.0	1/4	1/4	Spanner	3/4	2	1	0														15				
23	23	67	67	0.0	1/4	1/4	Spanner	3/4	2	1	0												103		15				
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	372								103		15				
23	23	135/2	135/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					mp													
23	23	135/2	135/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
23	23	135/2	135/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
23	23	135/2	135/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												104						
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	373								104						
23	23	68	68	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
23	23	68	68	0.0	1/2	1/2	Spanner	3/4	2	1	0												105						
23	23	68	68	0.0	1/2	1/2	Spanner	3/4	2	1	0												105			5		5	
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	374								105			5		5	
23	23	137/2	137/2	0.0	5/8	5/8	Spanner	3/4	2	1	0															5		5	
23	23	137/2	137/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												106			5		5	
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	375								106			5		5	
24	24	69	69	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=32
"	32.0	0.0	28							
24	24	69	69	0.0	0	0	Spanner	3/4	1	1	0											28							
24	24	69	69	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	376							28							
24	24	277/4	277/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					p													
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	377														
24	24	70	70	0.0	1/4	1/4	Tempo	3/4	1	1	0								"

𝅘𝅥
=30
"	30.0	0.0								
24	24	71	71	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=20
"	20.0	0.0								
24	24	2273/32	2273/32	0.03125	65/128	65/128	Chord	3/4	1	1	1/128		1/128	1	378							29							
24	24	1137/16	1137/16	0.03125	33/64	33/64	Chord	3/4	1	1	1/128		1/128	1	379							29							
24	24	2275/32	2275/32	0.03125	67/128	67/128	Chord	3/4	1	1	1/128		1/128	1	380							29							
24	24	569/8	569/8	0.0	17/32	17/32	Tempo	3/4	1	1	0								"

𝅘𝅥
=26
"	26.0	0.0	29							
24	24	569/8	569/8	0.03125	17/32	17/32	Chord	3/4	1	1	1/128		1/128	1	381							29							
24	24	2277/32	2277/32	0.03125	69/128	69/128	Chord	3/4	1	1	1/128		1/128	1	382							29							
24	24	1139/16	1139/16	0.03125	35/64	35/64	Chord	3/4	1	1	1/128		1/128	1	383							29							
24	24	2279/32	2279/32	0.03125	71/128	71/128	Chord	3/4	1	1	1/128		1/128	1	384							29							
24	24	285/4	285/4	0.0	9/16	9/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=27
"	27.0	0.0	29							
24	24	285/4	285/4	0.03125	9/16	9/16	Chord	3/4	1	1	1/128		1/128	1	385							29							
24	24	2281/32	2281/32	0.03125	73/128	73/128	Chord	3/4	1	1	1/128		1/128	1	386							29							
24	24	1141/16	1141/16	0.03125	37/64	37/64	Chord	3/4	1	1	1/128		1/128	1	387							29							
24	24	2283/32	2283/32	0.03125	75/128	75/128	Chord	3/4	1	1	1/128		1/128	1	388							29							
24	24	571/8	571/8	0.0	19/32	19/32	Tempo	3/4	1	1	0								"

𝅘𝅥
=28
"	28.0	0.0	29							
24	24	571/8	571/8	0.03125	19/32	19/32	Chord	3/4	1	1	1/128		1/128	1	389							29							
24	24	2285/32	2285/32	0.03125	77/128	77/128	Chord	3/4	1	1	1/128		1/128	1	390							29							
24	24	1143/16	1143/16	0.03125	39/64	39/64	Chord	3/4	1	1	1/128		1/128	1	391							29							
24	24	2287/32	2287/32	0.03125	79/128	79/128	Chord	3/4	1	1	1/128		1/128	1	392							29							
24	24	143/2	143/2	0.045454545454545456	5/8	5/8	Chord	3/4	1	1	1/88		1/64	8/11	393							29							
24	24	787/11	787/11	0.045454545454545456	7/11	7/11	Chord	3/4	1	1	1/88		1/64	8/11	394							29							
24	24	1575/22	1575/22	0.045454545454545456	57/88	57/88	Chord	3/4	1	1	1/88		1/64	8/11	395							29							
24	24	788/11	788/11	0.045454545454545456	29/44	29/44	Chord	3/4	1	1	1/88		1/64	8/11	396							29							
24	24	1577/22	1577/22	0.045454545454545456	59/88	59/88	Chord	3/4	1	1	1/88		1/64	8/11	397							29							
24	24	789/11	789/11	0.045454545454545456	15/22	15/22	Chord	3/4	1	1	1/88		1/64	8/11	398							29							
24	24	1579/22	1579/22	0.045454545454545456	61/88	61/88	Chord	3/4	1	1	1/88		1/64	8/11	399							29							
24	24	790/11	790/11	0.0	31/44	31/44	Tempo	3/4	1	1	0								"

𝅘𝅥
=25
"	25.0	0.0	29							
24	24	790/11	790/11	0.045454545454545456	31/44	31/44	Chord	3/4	1	1	1/88		1/64	8/11	400							29							
24	24	1581/22	1581/22	0.045454545454545456	63/88	63/88	Chord	3/4	1	1	1/88		1/64	8/11	401							29							
24	24	791/11	791/11	0.0	8/11	8/11	Tempo	3/4	1	1	0								"

𝅘𝅥
=24
"	24.0	0.0	29							
24	24	791/11	791/11	0.045454545454545456	8/11	8/11	Chord	3/4	1	1	1/88		1/64	8/11	402							29							
24	24	1583/22	1583/22	0.045454545454545456	65/88	65/88	Chord	3/4	1	1	1/88		1/64	8/11	403														
24	24	69	69	0.0	0	0	Spanner	3/4	2	1	0																		
24	24	69	69	0.0	0	0	Spanner	3/4	2	1	0																		
24	24	69	69	0.0	0	0	Spanner	3/4	2	1	0												107						
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	404								107						
24	24	139/2	139/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
24	24	139/2	139/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												108						
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	405								108						
24	24	70	70	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
24	24	70	70	0.0	1/4	1/4	Spanner	3/4	2	1	0												109						
24	24	70	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	406							30	109						
24	24	141/2	141/2	0.0	3/8	3/8	Spanner	3/4	2	1	0											30							
24	24	141/2	141/2	0.0	3/8	3/8	Spanner	3/4	2	1	0											30	110						
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	407							30	110						
24	24	71	71	0.0	1/2	1/2	Spanner	3/4	2	1	0											30							
24	24	71	71	0.0	1/2	1/2	Spanner	3/4	2	1	0											30	111						
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	408							30	111						
24	24	143/2	143/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
24	24	143/2	143/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												112						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	409								112						
25	25	72	72	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0								
25	25	72	72	0.0	0	0	Spanner	3/4	1	1	0														16				
25	25	72	72	0.0625	0	0	Chord	3/4	1	1	1/64		1/64	1	410							31			16				
25	25	1153/16	1153/16	0.0625	1/64	1/64	Chord	3/4	1	1	1/64		1/64	1	411							31			16				
25	25	577/8	577/8	0.0	1/32	1/32	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0	31			16				
25	25	577/8	577/8	0.0625	1/32	1/32	Chord	3/4	1	1	1/64		1/64	1	412							31			16				
25	25	1155/16	1155/16	0.0625	3/64	3/64	Chord	3/4	1	1	1/64		1/64	1	413							31			16				
25	25	289/4	289/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0	31			16				
25	25	289/4	289/4	0.0625	1/16	1/16	Chord	3/4	1	1	1/64		1/64	1	414							31			16				
25	25	1157/16	1157/16	0.0625	5/64	5/64	Chord	3/4	1	1	1/64		1/64	1	415							31			16				
25	25	579/8	579/8	0.0625	3/32	3/32	Chord	3/4	1	1	1/64		1/64	1	416							31			16				
25	25	1159/16	1159/16	0.0625	7/64	7/64	Chord	3/4	1	1	1/64		1/64	1	417							31			16				
25	25	145/2	145/2	0.0625	1/8	1/8	Chord	3/4	1	1	1/64		1/64	1	418							31			16				
25	25	1161/16	1161/16	0.0625	9/64	9/64	Chord	3/4	1	1	1/64		1/64	1	419							31			16				
25	25	581/8	581/8	0.0625	5/32	5/32	Chord	3/4	1	1	1/64		1/64	1	420							31			16				
25	25	1163/16	1163/16	0.0625	11/64	11/64	Chord	3/4	1	1	1/64		1/64	1	421							31			16				
25	25	291/4	291/4	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	422							31			16				
25	25	1165/16	1165/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	423							31			16				
25	25	583/8	583/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	424							31			16				
25	25	1167/16	1167/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	425							31			16				
25	25	73	73	0.0625	1/4	1/4	Chord	3/4	1	1	1/64		1/64	1	426							31			16				
25	25	1169/16	1169/16	0.0625	17/64	17/64	Chord	3/4	1	1	1/64		1/64	1	427							31			16				
25	25	585/8	585/8	0.0625	9/32	9/32	Chord	3/4	1	1	1/64		1/64	1	428							31			16				
25	25	1171/16	1171/16	0.0625	19/64	19/64	Chord	3/4	1	1	1/64		1/64	1	429							31			16				
25	25	293/4	293/4	0.0625	5/16	5/16	Chord	3/4	1	1	1/64		1/64	1	430							31			16				
25	25	1173/16	1173/16	0.0625	21/64	21/64	Chord	3/4	1	1	1/64		1/64	1	431							31			16				
25	25	587/8	587/8	0.0625	11/32	11/32	Chord	3/4	1	1	1/64		1/64	1	432							31			16				
25	25	1175/16	1175/16	0.0625	23/64	23/64	Chord	3/4	1	1	1/64		1/64	1	433							31			16				
25	25	147/2	147/2	0.0625	3/8	3/8	Chord	3/4	1	1	1/64		1/64	1	434							31			16				
25	25	1177/16	1177/16	0.0625	25/64	25/64	Chord	3/4	1	1	1/64		1/64	1	435							31			16				
25	25	589/8	589/8	0.0625	13/32	13/32	Chord	3/4	1	1	1/64		1/64	1	436							31			16				
25	25	1179/16	1179/16	0.0625	27/64	27/64	Chord	3/4	1	1	1/64		1/64	1	437							31			16				
25	25	295/4	295/4	0.0625	7/16	7/16	Chord	3/4	1	1	1/64		1/64	1	438							31			16				
25	25	1181/16	1181/16	0.0625	29/64	29/64	Chord	3/4	1	1	1/64		1/64	1	439							31			16				
25	25	591/8	591/8	0.0625	15/32	15/32	Chord	3/4	1	1	1/64		1/64	1	440							31			16				
25	25	1183/16	1183/16	0.0625	31/64	31/64	Chord	3/4	1	1	1/64		1/64	1	441							31			16				
25	25	74	74	0.0625	1/2	1/2	Chord	3/4	1	1	1/64		1/64	1	442							31			16				
25	25	1185/16	1185/16	0.0625	33/64	33/64	Chord	3/4	1	1	1/64		1/64	1	443							31			16				
25	25	593/8	593/8	0.0625	17/32	17/32	Chord	3/4	1	1	1/64		1/64	1	444							31			16				
25	25	1187/16	1187/16	0.0625	35/64	35/64	Chord	3/4	1	1	1/64		1/64	1	445							31			16				
25	25	297/4	297/4	0.0625	9/16	9/16	Chord	3/4	1	1	1/64		1/64	1	446							31			16				
25	25	1189/16	1189/16	0.0625	37/64	37/64	Chord	3/4	1	1	1/64		1/64	1	447							31			16				
25	25	595/8	595/8	0.0625	19/32	19/32	Chord	3/4	1	1	1/64		1/64	1	448							31			16				
25	25	1191/16	1191/16	0.0625	39/64	39/64	Chord	3/4	1	1	1/64		1/64	1	449							31			16				
25	25	149/2	149/2	0.0625	5/8	5/8	Chord	3/4	1	1	1/64		1/64	1	450							31			16				
25	25	1193/16	1193/16	0.0625	41/64	41/64	Chord	3/4	1	1	1/64		1/64	1	451							31			16				
25	25	597/8	597/8	0.0625	21/32	21/32	Chord	3/4	1	1	1/64		1/64	1	452							31			16				
25	25	1195/16	1195/16	0.0625	43/64	43/64	Chord	3/4	1	1	1/64		1/64	1	453							31			16				
25	25	299/4	299/4	0.0625	11/16	11/16	Chord	3/4	1	1	1/64		1/64	1	454							31			16				
25	25	1197/16	1197/16	0.0625	45/64	45/64	Chord	3/4	1	1	1/64		1/64	1	455							31			16				
25	25	599/8	599/8	0.0625	23/32	23/32	Chord	3/4	1	1	1/64		1/64	1	456							31			16				
25	25	1199/16	1199/16	0.0625	47/64	47/64	Chord	3/4	1	1	1/64		1/64	1	457										16				
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0																		
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0												113						
25	25	72	72	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	458								113						
26	26	75	75	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=30
"	30.0	0.0								
26	26	75	75	0.0	0	0	Dynamic	3/4	1	1	0					sfp													
26	26	75	75	0.0	0	0	Spanner	3/4	1	1	0																		
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	459		ornamentTrill					32							
26	26	601/8	601/8	0.0	1/32	1/32	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0	32							
26	26	613/8	613/8	0.0	13/32	13/32	Tempo	3/4	1	1	0								"

𝅘𝅥
=50
"	50.0	0.0	32							
26	26	3071/40	3071/40	0.0	71/160	71/160	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0	32							
26	26	3077/40	3077/40	0.0	77/160	77/160	Tempo	3/4	1	1	0								"

𝅘𝅥
=20
"	20.0	0.0	32							
26	26	77	77	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=60
"	60.0	0.0	32							
26	26	77	77	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	460							32							
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	461							32							
26	26	155/2	155/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=70
"	70.0	0.0	32							
