mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
36	35	547/4	547/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	529							
36	35	137	137	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	530							
36	35	549/4	549/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	531							
36	35	275/2	275/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	532							
36	35	551/4	551/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	533							
36	35	138	138	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	534							
36	35	553/4	553/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	535							
36	35	277/2	277/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	536							
36	35	555/4	555/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	537							
36	35	139	139	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	538							
36	35	557/4	557/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	539							
36	35	279/2	279/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	540							
36	35	559/4	559/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	541							
36	35	140	140	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	542							
36	35	561/4	561/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	543							
37	36	281/2	281/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	544			articStaccatoBelow				
37	36	141	141	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	545			articStaccatoBelow				
37	36	283/2	283/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	546			articStaccatoBelow				
37	36	142	142	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	547			articStaccatoBelow				
37	36	285/2	285/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	548			articStaccatoBelow				
37	36	143	143	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	549			articStaccatoBelow				
37	36	287/2	287/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	550			articStaccatoBelow				
37	36	144	144	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	551			articStaccatoBelow				
37	36	281/2	281/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	552							
37	36	563/4	563/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	553							
37	36	141	141	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	554							
37	36	565/4	565/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	555							
37	36	283/2	283/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	556							
37	36	567/4	567/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	557							
37	36	142	142	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	558							
37	36	569/4	569/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	559							
37	36	285/2	285/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	560							
37	36	571/4	571/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	561							
37	36	143	143	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	562							
37	36	573/4	573/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	563							
37	36	287/2	287/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	564							
37	36	575/4	575/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	565							
37	36	144	144	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	566							
37	36	577/4	577/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	567							
38	37	289/2	289/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	568							
38	37	145	145	0.0	1/8	1/8	Dynamic	4/4	1	1	0						sf					
38	37	145	145	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	569							
38	37	146	146	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	570				74			
38	37	585/4	585/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	571							
38	37	293/2	293/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	572			articStaccatoAbove				
38	37	147	147	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	573			articStaccatoAbove				
38	37	295/2	295/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	574			articStaccatoBelow				
38	37	148	148	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	575			articStaccatoBelow				
38	37	289/2	289/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	576							
38	37	579/4	579/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	577							
38	37	145	145	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	578							
38	37	581/4	581/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	579							
38	37	291/2	291/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	580							
38	37	583/4	583/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	581							
38	37	146	146	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	582							
38	37	585/4	585/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	583							
38	37	293/2	293/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	584							
38	37	587/4	587/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	585							
38	37	147	147	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	586							
38	37	589/4	589/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	587							
38	37	295/2	295/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	588							
38	37	591/4	591/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	589							
38	37	148	148	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	590							
38	37	593/4	593/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	591							
39	38	297/2	297/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	592			articStaccatoBelow				
39	38	149	149	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	593			articStaccatoBelow				
39	38	299/2	299/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	594			articStaccatoBelow				
39	38	150	150	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	595			articStaccatoBelow				
39	38	301/2	301/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	596			articStaccatoBelow				
39	38	151	151	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	597			articStaccatoBelow				
39	38	303/2	303/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	598			articStaccatoBelow				
39	38	152	152	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	599			articStaccatoBelow				
39	38	297/2	297/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	600							
39	38	595/4	595/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	601							
39	38	149	149	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	602							
39	38	597/4	597/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	603							
39	38	299/2	299/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	604							
39	38	599/4	599/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	605							
39	38	150	150	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	606							
39	38	601/4	601/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	607							
39	38	301/2	301/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	608							
39	38	603/4	603/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	609							
39	38	151	151	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	610							
39	38	605/4	605/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	611							
39	38	303/2	303/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	612							
39	38	607/4	607/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	613							
39	38	152	152	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	614							
39	38	609/4	609/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	615							
40	39	305/2	305/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	616			articStaccatoAbove				
40	39	153	153	0.0	1/8	1/8	Dynamic	4/4	1	1	0						sf					
40	39	153	153	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	617							
40	39	154	154	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	618				75			
40	39	617/4	617/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	619							
40	39	309/2	309/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	620			articStaccatoBelow				
40	39	155	155	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	621			articStaccatoBelow				
40	39	311/2	311/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	622			articStaccatoBelow				
40	39	156	156	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	623			articStaccatoBelow				
40	39	305/2	305/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	624							
40	39	611/4	611/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	625							
40	39	153	153	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	626							
40	39	613/4	613/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	627							
40	39	307/2	307/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	628							
40	39	615/4	615/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	629							
40	39	154	154	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	630							
40	39	617/4	617/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	631							
40	39	309/2	309/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	632							
40	39	619/4	619/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	633							
40	39	155	155	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	634							
40	39	621/4	621/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	635							
40	39	311/2	311/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	636							
40	39	623/4	623/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	637							
40	39	156	156	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	638							
40	39	625/4	625/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	639							
41	40	313/2	313/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	640			articStaccatoBelow				
41	40	157	157	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	641			articStaccatoBelow				
41	40	315/2	315/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	642			articStaccatoBelow				
41	40	158	158	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	643			articStaccatoBelow				
41	40	317/2	317/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	644			articStaccatoBelow				
41	40	159	159	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	645			articStaccatoBelow				
41	40	319/2	319/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	646			articStaccatoBelow				
41	40	160	160	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	647			articStaccatoBelow				
41	40	313/2	313/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	648							
41	40	627/4	627/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	649							
41	40	157	157	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	650							
41	40	629/4	629/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	651							
41	40	315/2	315/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	652							
41	40	631/4	631/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	653							
41	40	158	158	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	654							
41	40	633/4	633/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	655							
41	40	317/2	317/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	656							
41	40	635/4	635/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	657							
41	40	159	159	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	658							
41	40	637/4	637/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	659							
41	40	319/2	319/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	660							
41	40	639/4	639/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	661							
41	40	160	160	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	662							
41	40	641/4	641/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	663							
42	41	161	161	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	664				76			
42	41	323/2	323/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	665				76			
42	41	647/4	647/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	666				76			
42	41	162	162	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	667				76			
42	41	649/4	649/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	668				76			
42	41	325/2	325/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	669				76			
42	41	651/4	651/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	670				76			
42	41	163	163	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	671				76			
42	41	653/4	653/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	672				76			
42	41	327/2	327/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	673				76			
42	41	655/4	655/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	674				76			
42	41	164	164	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	675				76			
42	41	657/4	657/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	676							
42	41	321/2	321/2	0.0	0	0	Dynamic	4/4	2	1	0						ff					
42	41	321/2	321/2	0.0	0	0	Dynamic	4/4	2	1	0						ff					
42	41	321/2	321/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	677							
42	41	323/2	323/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	678							
42	41	647/4	647/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	679							
42	41	162	162	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	680							
42	41	649/4	649/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	681							
42	41	325/2	325/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	682							
42	41	651/4	651/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	683							
42	41	163	163	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	684							
42	41	653/4	653/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	685							
42	41	327/2	327/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	686							
42	41	655/4	655/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	687							
42	41	164	164	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	688							
42	41	657/4	657/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	689							
43	42	329/2	329/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	690				77			
43	42	659/4	659/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	691				77			
43	42	165	165	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	692				77			
43	42	661/4	661/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	693				77			
43	42	331/2	331/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	694				77			
43	42	663/4	663/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	695				77			
43	42	166	166	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	696				77			
43	42	665/4	665/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	697				77			
43	42	333/2	333/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	698				77			
43	42	667/4	667/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	699				77			
43	42	167	167	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	700				77			
43	42	669/4	669/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	701				77			
43	42	335/2	335/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	702				77			
43	42	671/4	671/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	703				77			
43	42	168	168	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	704				77			
43	42	673/4	673/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	705							
43	42	329/2	329/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	706				78			
43	42	659/4	659/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	707				78			
43	42	165	165	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	708				78			
43	42	661/4	661/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	709				78			
43	42	331/2	331/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	710				78			
43	42	663/4	663/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	711				78			
43	42	166	166	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	712				78			
43	42	665/4	665/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	713				78			
43	42	333/2	333/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	714				78			
43	42	667/4	667/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	715				78			
43	42	167	167	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	716				78			
43	42	669/4	669/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	717				78			
43	42	335/2	335/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	718				78			
43	42	671/4	671/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	719				78			
43	42	168	168	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	720				78			
43	42	673/4	673/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	721							
44	43	337/2	337/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	722				79			
44	43	675/4	675/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	723				79			
44	43	169	169	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	724				79			
44	43	677/4	677/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	725				79			
44	43	339/2	339/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	726				79			
44	43	679/4	679/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	727				79			
44	43	170	170	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	728				79			
44	43	681/4	681/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	729				79			
44	43	341/2	341/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	730				79			
44	43	683/4	683/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	731				79			
44	43	171	171	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	732				79			
44	43	685/4	685/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	733				79			
44	43	343/2	343/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	734				79			
44	43	687/4	687/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	735				79			
44	43	172	172	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	736				79			
44	43	689/4	689/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	737							
44	43	337/2	337/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	738				80			
44	43	675/4	675/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	739				80			
44	43	169	169	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	740				80			
44	43	677/4	677/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	741				80			
44	43	339/2	339/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	742				80			
44	43	679/4	679/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	743				80			
44	43	170	170	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	744				80			
44	43	681/4	681/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	745				80			
44	43	341/2	341/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	746				80			
44	43	683/4	683/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	747				80			
44	43	171	171	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	748				80			
44	43	685/4	685/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	749				80			
44	43	343/2	343/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	750				80			
44	43	687/4	687/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	751				80			
44	43	172	172	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	752				80			
44	43	689/4	689/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	753							
45	44	345/2	345/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	754				81			
45	44	691/4	691/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	755				81			
45	44	173	173	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	756				81			
45	44	693/4	693/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	757				81			
45	44	347/2	347/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	758				81			
45	44	695/4	695/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	759				81			
45	44	174	174	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	760				81			
45	44	697/4	697/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	761				81			
45	44	349/2	349/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	762				81			
45	44	699/4	699/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	763				81			
45	44	175	175	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	764				81			
45	44	701/4	701/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	765				81			
45	44	351/2	351/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	766				81			
45	44	703/4	703/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	767				81			
45	44	176	176	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	768				81			
45	44	705/4	705/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	769							
45	44	345/2	345/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	770				82			
45	44	691/4	691/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	771				82			
45	44	173	173	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	772				82			
45	44	693/4	693/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	773				82			
45	44	347/2	347/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	774				82			
45	44	695/4	695/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	775				82			
45	44	174	174	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	776				82			
45	44	697/4	697/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	777				82			
45	44	349/2	349/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	778				82			
45	44	699/4	699/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	779				82			
45	44	175	175	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	780				82			
45	44	701/4	701/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	781				82			
45	44	351/2	351/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	782				82			
45	44	703/4	703/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	783				82			
45	44	176	176	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	784				82			
45	44	705/4	705/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	785							
46	45	353/2	353/2	0.0	0	0	Dynamic	4/4	1	1	0						pp					
46	45	353/2	353/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	786							
46	45	357/2	357/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	787							
46	45	180	180	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	788				83			
46	45	180	180	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	789	pp			84			
46	45	353/2	353/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	790							
46	45	357/2	357/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	791							
46	45	180	180	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	792				85			
47	46	361/2	361/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	793				83			
47	46	181	181	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	794							
47	46	184	184	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	795				86			
47	46	361/2	361/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	796							
47	46	184	184	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	797				87			
47	46	361/2	361/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	798				85			
47	46	181	181	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	799							
47	46	184	184	0.0	7/8	7/8	Dynamic	4/4	2	1	0						pp					
47	46	184	184	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	800				88			
48	47	369/2	369/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	801				86			
48	47	185	185	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	802							
48	47	188	188	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	803				89			
