mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin
123	120	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	517			articStaccatoBelow				
123	120	358	358	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	518			articStaccatoAbove	93			
123	120	360	360	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	519			articStaccatoAbove				
124	121	361	361	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	520							
124	121	361	361	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	521							
125	122	364	364	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	522							
125	122	364	364	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	523							
126	123	367	367	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	524							
126	123	369	369	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	525							
126	123	367	367	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	526							
126	123	369	369	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	527							
127	124	370	370	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	528							
127	124	372	372	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	529							
127	124	370	370	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	530							
127	124	372	372	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	531							
128	125	373	373	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	532	p			94			
128	125	374	374	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	533				94			
128	125	375	375	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	534				94			
128	125	373	373	0.0	0	0	Dynamic	3/4	2	1	0						p					
128	125	373	373	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	535	p			95			
128	125	374	374	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	536				95			
128	125	375	375	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	537				95			
129	126	376	376	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	538				94			
129	126	377	377	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	539				94			
129	126	378	378	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	540				94			
129	126	376	376	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	541				95			
129	126	377	377	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	542				95			
129	126	378	378	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	543				95			
130	127	379	379	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	544				94			
130	127	380	380	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	545				94			
130	127	381	381	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	546				94			
130	127	379	379	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	547				95			
130	127	380	380	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	548				95			
130	127	381	381	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	549				95			
131	128	382	382	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	550				94			
131	128	383	383	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	551				94			
131	128	384	384	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	552				94			
131	128	382	382	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	553				95			
131	128	383	383	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	554				95			
131	128	384	384	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	555				95			
132	129	385	385	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	556				94			
132	129	387	387	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	557				94			
132	129	385	385	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	558							
132	129	386	386	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	559							
132	129	387	387	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	560							
132	129	385	385	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	561				95			
132	129	386	386	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	562				95			
132	129	387	387	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	563				95			
133	130	388	388	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	564				94			
133	130	390	390	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	565				94			
133	130	390	390	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	566				94			
133	130	388	388	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	567							
133	130	389	389	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	568							
133	130	388	388	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	569				95			
133	130	388	388	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	570							
133	130	389	389	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	571							
133	130	390	390	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	572							
134	131	391	391	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	573				94			
134	131	393	393	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	574							
134	131	391	391	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	575							
134	131	392	392	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	576							
134	131	393	393	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577							
135	132	394	394	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	578							
135	132	793/2	793/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	579				96			
135	132	394	394	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	580			articStaccatoBelow				
135	132	395	395	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	581			articStaccatoBelow				
135	132	396	396	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	582				97			
136	133	397	397	0.0	0	0	Spanner	3/4	1	1	0								96	2		
136	133	397	397	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	583	<			96	2		
136	133	795/2	795/2	0.0	1/8	1/8	Spanner	3/4	1	1	0								96			
136	133	795/2	795/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	584				96			
136	133	797/2	797/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	585				96			
136	133	799/2	799/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	586				96			
136	133	397	397	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	587				97			
136	133	398	398	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	588				97			
136	133	399	399	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	589				97			
137	134	400	400	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	590				96			
137	134	801/2	801/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	591				96			
137	134	803/2	803/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	592				96			
137	134	805/2	805/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	593				96			
137	134	400	400	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	594				97			
137	134	401	401	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	595				97			
137	134	402	402	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	596				97			
138	135	403	403	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	597				96			
138	135	807/2	807/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	598				96			
138	135	809/2	809/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	599				96			
138	135	811/2	811/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	600				96			
138	135	403	403	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	601				97			
138	135	404	404	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	602				97			
138	135	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	603				97			
139	136	406	406	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	604				96			
139	136	813/2	813/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	605				96			
139	136	815/2	815/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	606				96			
139	136	817/2	817/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	607				96			
139	136	406	406	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	608				97			
139	136	407	407	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	609				97			
139	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	610				97			
140	137	409	409	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	611				96			
140	137	819/2	819/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	612				96			
140	137	821/2	821/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	613				96			
140	137	823/2	823/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	614				96			
140	137	409	409	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	615				97			
140	137	410	410	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616				97			
140	137	411	411	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617				97			
141	138	412	412	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	618							
141	138	827/2	827/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	619				98			
141	138	414	414	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	620				98			
141	138	829/2	829/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	621							
141	138	412	412	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	622							
141	138	825/2	825/2	1.5	1/8	1/8	Chord	3/4	1	2	3/8		1/4	3/2	623							
141	138	414	414	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	624							
141	138	829/2	829/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	625							
141	138	412	412	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	626				97			
141	138	413	413	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	627				97			
141	138	414	414	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	628							
142	139	415	415	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	629				99			
142	139	833/2	833/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	630				99			
142	139	417	417	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	631				99			
142	139	835/2	835/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	632				99			
142	139	415	415	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	633							
142	139	831/2	831/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	634							
142	139	416	416	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	635							
142	139	417	417	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	636							
142	139	415	415	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	637							
142	139	416	416	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	638							
142	139	417	417	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	639							
143	140	418	418	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	640							
143	140	420	420	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	641							
143	140	418	418	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	642							
143	140	418	418	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	643			articStaccatoBelow				
143	140	419	419	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	644			articStaccatoBelow				
144	141	421	421	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	645				100			
144	141	422	422	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	646				100			
144	141	845/2	845/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	647							
144	141	423	423	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	648			articStaccatoAbove				
144	141	423	423	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	649			articStaccatoBelow				
144	141	421	421	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	650							
144	141	843/2	843/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	651							
144	141	422	422	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	652							
144	141	845/2	845/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	653							
144	141	423	423	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	654							
144	141	847/2	847/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	655							
145	142	424	424	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	656			articStaccatoAbove				
145	142	426	426	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	657			articStaccatoAbove				
145	142	424	424	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	658				101			
145	142	425	425	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	659				101			
145	142	851/2	851/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	660							
145	142	426	426	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	661			articStaccatoBelow				
145	142	424	424	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	662							
145	142	849/2	849/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	663							
145	142	425	425	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	664							
145	142	851/2	851/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	665							
145	142	426	426	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
145	142	426	426	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	666							
145	142	853/2	853/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	667							
146	143	427	427	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	668				102			
146	143	428	428	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	669				102			
146	143	857/2	857/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	670							
146	143	429	429	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	671			articStaccatoAbove				
146	143	427	427	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	672			articStaccatoBelow				
146	143	429	429	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	673			articStaccatoBelow				
146	143	427	427	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	674							
146	143	855/2	855/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	675							
146	143	428	428	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	676							
146	143	857/2	857/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	677							
146	143	429	429	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
146	143	429	429	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	678							
146	143	859/2	859/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	679							
147	144	430	430	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	680							
147	144	432	432	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	681			articStaccatoAbove				
147	144	430	430	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	682				103			
147	144	431	431	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	683				103			
147	144	863/2	863/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	684							
147	144	432	432	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	685			articStaccatoBelow				
147	144	430	430	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	686							
147	144	861/2	861/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	687							
147	144	431	431	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	688							
147	144	863/2	863/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	689							
147	144	432	432	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
147	144	432	432	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	690							
147	144	865/2	865/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	691							
148	145	433	433	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	692				104			
148	145	434	434	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	693				104			
148	145	869/2	869/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	694							
148	145	435	435	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	695			articStaccatoAbove				
148	145	433	433	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	696			articStaccatoBelow				
148	145	435	435	0.0	1/2	1/2	Dynamic	3/4	1	2	0						sf					
148	145	435	435	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	697			articStaccatoBelow				
148	145	433	433	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	698							
148	145	867/2	867/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	699							
148	145	434	434	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	700							
148	145	869/2	869/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	701							
148	145	435	435	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	702							
148	145	871/2	871/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	703							
149	146	436	436	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	704			articStaccatoAbove				
149	146	438	438	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	705			articStaccatoAbove				
149	146	436	436	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	706				105			
149	146	437	437	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	707				105			
149	146	875/2	875/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	708							
149	146	438	438	0.0	1/2	1/2	Dynamic	3/4	1	2	0						sf					
149	146	438	438	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	709			articStaccatoBelow				
149	146	436	436	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	710							
149	146	873/2	873/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	711							
149	146	437	437	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	712							
149	146	875/2	875/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	713							
149	146	438	438	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	714							
149	146	877/2	877/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	715							
150	147	439	439	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	716			ornamentTrill				
150	147	441	441	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	717							
150	147	441	441	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	718							
150	147	441	441	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	719			articStaccatoAbove				
150	147	439	439	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	720							
150	147	441	441	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	721			articStaccatoBelow				
150	147	439	439	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	722							
150	147	879/2	879/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	723							
150	147	440	440	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	724							
150	147	881/2	881/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	725							
150	147	441	441	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
150	147	441	441	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	726							
150	147	883/2	883/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	727							
151	148	442	442	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	728							
151	148	444	444	0.0	1/2	1/2	Dynamic	3/4	1	1	0						pp					
151	148	444	444	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	729				106			
151	148	442	442	0.0	0	0	Dynamic	3/4	1	2	0						sf					
151	148	442	442	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	730							
151	148	442	442	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	731							
152	149	445	445	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	732				106			
152	149	446	446	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	733				106			
152	149	447	447	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	734				106			
152	149	447	447	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	735	pp			107			
153	150	448	448	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	736				106			
153	150	897/2	897/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	737				106			
153	150	899/2	899/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	738				106			
153	150	901/2	901/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	739				106			
153	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	740				107			
153	150	449	449	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	741				107			
153	150	450	450	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	742				107			
154	151	451	451	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	743				106			
154	151	903/2	903/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	744				106			
154	151	905/2	905/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	745				106			
154	151	907/2	907/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	746				106			
154	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	747				107			
154	151	452	452	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	748				107			
154	151	453	453	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	749				107			
155	152	454	454	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	750				106			
155	152	909/2	909/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	751				106			
155	152	911/2	911/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	752				106			
155	152	913/2	913/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	753				106			
155	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	754				107			
155	152	455	455	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	755				107			
155	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	756				107			
156	153	457	457	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	757				106			
156	153	915/2	915/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	758				106			
156	153	917/2	917/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	759				106			
156	153	919/2	919/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	760				106			
156	153	457	457	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	761				107			
156	153	458	458	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	762				107			
156	153	459	459	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	763				107			
157	154	460	460	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	764							
157	154	921/2	921/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	765							
157	154	923/2	923/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	766							
157	154	925/2	925/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	767							
157	154	460	460	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	768				107			
157	154	461	461	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	769							
157	154	462	462	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	770				108			
158	155	463	463	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	771				109			
158	155	465	465	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	772							
158	155	927/2	927/2	0.0	1/8	1/8	Dynamic	3/4	1	2	0						rf					
158	155	927/2	927/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	773							
158	155	929/2	929/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	774							
158	155	931/2	931/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	775							
158	155	463	463	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	776				108			
158	155	464	464	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	777				108			
158	155	465	465	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	778							
159	156	466	466	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	779				110			
159	156	468	468	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	780							
159	156	933/2	933/2	0.0	1/8	1/8	Dynamic	3/4	1	2	0						rf					
159	156	933/2	933/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	781							
159	156	935/2	935/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	782							
159	156	937/2	937/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	783							
159	156	466	466	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	784				111			
159	156	467	467	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	785				111			
159	156	468	468	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	786							
160	157	469	469	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	787				112			
160	157	470	470	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	788				112			
160	157	471	471	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	789							
160	157	939/2	939/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	790							
160	157	941/2	941/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	791							
160	157	943/2	943/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	792							
160	157	469	469	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	793							
160	157	470	470	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	794							
160	157	471	471	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	795							
161	158	472	472	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	796				113			
161	158	945/2	945/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	797				113			
161	158	473	473	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	798				113			
161	158	947/2	947/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	799				113			
161	158	474	474	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	800				113			
161	158	949/2	949/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	801							
