mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
57	57	511/2	511/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4		1/4	1	1429									
57	57	505/2	505/2	0.0	1/8	1/8	Dynamic	9/8	1	2	0						pp							
57	57	505/2	505/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	1430				100					
57	57	253	253	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	1431									
57	57	254	254	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	1432				101					
57	57	509/2	509/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	1433									
57	57	511/2	511/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	1434				102					
57	57	256	256	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	1435									
57	57	252	252	1.0	0	0	Chord	9/8	2	1	1/4		1/4	1	1436									
57	57	507/2	507/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	1437									
57	57	255	255	1.0	3/4	3/4	Chord	9/8	2	1	1/4		1/4	1	1438									
58	58	513/2	513/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	1439									
58	58	1035/4	1035/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1440			articStaccatoAbove						
58	58	259	259	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1441			articStaccatoAbove						
58	58	1037/4	1037/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1442			articStaccatoAbove						
58	58	519/2	519/2	0.0	3/4	3/4	Dynamic	9/8	1	1	0						sf							
58	58	519/2	519/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1443									
58	58	513/2	513/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1444									
58	58	257	257	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1445									
58	58	515/2	515/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1446									
58	58	258	258	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1447									
58	58	517/2	517/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1448									
58	58	259	259	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1449									
58	58	519/2	519/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1450									
58	58	260	260	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1451									
58	58	521/2	521/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1452									
58	58	513/2	513/2	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	1453									
58	58	521/2	521/2	0.5	1	1	Chord	9/8	2	2	1/8		1/8	1	1454				103					
59	59	261	261	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1455									
59	59	1053/4	1053/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1456			articStaccatoAbove						
59	59	527/2	527/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1457			articStaccatoAbove						
59	59	1055/4	1055/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1458			articStaccatoAbove						
59	59	264	264	0.0	3/4	3/4	Dynamic	9/8	1	1	0						sf							
59	59	264	264	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1459									
59	59	261	261	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1460									
59	59	523/2	523/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1461									
59	59	262	262	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1462									
59	59	525/2	525/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1463									
59	59	263	263	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1464									
59	59	527/2	527/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1465									
59	59	264	264	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1466									
59	59	529/2	529/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1467									
59	59	265	265	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1468									
59	59	261	261	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	1469									
59	59	265	265	0.5	1	1	Chord	9/8	2	2	1/8		1/8	1	1470				104					
60	60	531/2	531/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	1471									
60	60	1071/4	1071/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1472			articStaccatoBelow						
60	60	268	268	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1473			articStaccatoBelow						
60	60	1073/4	1073/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1474			articStaccatoBelow						
60	60	537/2	537/2	0.0	3/4	3/4	Dynamic	9/8	1	1	0						sf							
60	60	537/2	537/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1475	sf								
60	60	531/2	531/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1476									
60	60	266	266	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1477									
60	60	533/2	533/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1478									
60	60	267	267	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1479									
60	60	535/2	535/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1480									
60	60	268	268	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1481									
60	60	539/2	539/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1482				105					
60	60	531/2	531/2	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	1483									
60	60	537/2	537/2	0.5	3/4	3/4	Chord	9/8	2	2	1/8		1/8	1	1484									
60	60	269	269	0.5	7/8	7/8	Chord	9/8	2	2	1/8		1/8	1	1485									
60	60	539/2	539/2	0.5	1	1	Chord	9/8	2	2	1/8		1/8	1	1486									
61	61	270	270	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1487									
61	61	543/2	543/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1488				106					
61	61	273	273	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1489				106					
61	61	545/2	545/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	1490									
61	61	273	273	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1491									
61	61	270	270	1.0	0	0	Chord	9/8	2	1	1/4		1/4	1	1492									
61	61	270	270	0.5	0	0	Chord	9/8	2	2	1/8		1/8	1	1493									
61	61	541/2	541/2	0.5	1/8	1/8	Chord	9/8	2	2	1/8		1/8	1	1494									
61	61	271	271	0.5	1/4	1/4	Chord	9/8	2	2	1/8		1/8	1	1495									
61	61	543/2	543/2	0.5	3/8	3/8	Chord	9/8	2	2	1/8		1/8	1	1496									
61	61	272	272	0.5	1/2	1/2	Chord	9/8	2	2	1/8		1/8	1	1497									
61	61	545/2	545/2	0.5	5/8	5/8	Chord	9/8	2	2	1/8		1/8	1	1498									
61	61	273	273	0.5	3/4	3/4	Chord	9/8	2	2	1/8		1/8	1	1499									
61	61	547/2	547/2	0.5	7/8	7/8	Chord	9/8	2	2	1/8		1/8	1	1500									
61	61	274	274	0.5	1	1	Chord	9/8	2	2	1/8		1/8	1	1501									
62	62	549/2	549/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1502				106					
62	62	276	276	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1503									
62	62	555/2	555/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1504				107					
62	62	551/2	551/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	1505				108					
62	62	276	276	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1506									
62	62	557/2	557/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	1507				109					
62	62	549/2	549/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1508									
62	62	275	275	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1509									
62	62	551/2	551/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1510									
62	62	276	276	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1511									
62	62	553/2	553/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1512									
62	62	277	277	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1513									
62	62	555/2	555/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1514									
62	62	278	278	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1515									
62	62	557/2	557/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1516									
63	63	279	279	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1517				107					
63	63	561/2	561/2	0.0	3/8	3/8	Spanner	9/8	1	1	0								107				2	
63	63	561/2	561/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1518				107				2	
63	63	282	282	0.0	3/4	3/4	Spanner	9/8	1	1	0								107					
63	63	279	279	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	1519									
63	63	561/2	561/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1520	>								
63	63	282	282	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1521									
63	63	279	279	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1522									
63	63	559/2	559/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1523									
63	63	280	280	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1524									
63	63	561/2	561/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	1525									
63	63	281	281	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	1526									
63	63	563/2	563/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1527									
63	63	282	282	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1528									
63	63	565/2	565/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1529									
63	63	283	283	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	1530									
64	64	567/2	567/2	0.0	0	0	Spanner	9/8	1	1	0													6
64	64	567/2	567/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1531									6
64	64	285	285	0.0	3/8	3/8	Spanner	9/8	1	1	0													
64	64	285	285	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1532									
64	64	573/2	573/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1533			articStaccatoAbove						
64	64	1147/4	1147/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1534			articStaccatoAbove						
64	64	287	287	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1535			articStaccatoAbove						
64	64	1149/4	1149/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1536			articStaccatoAbove						
64	64	575/2	575/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1537			articStaccatoAbove						
64	64	1151/4	1151/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1538			articStaccatoAbove						
64	64	573/2	573/2	0.25	3/4	3/4	Chord	9/8	1	2	1/16		1/16	1	1539			articStaccatoBelow						
64	64	1147/4	1147/4	0.25	13/16	13/16	Chord	9/8	1	2	1/16		1/16	1	1540			articStaccatoBelow						
64	64	287	287	0.25	7/8	7/8	Chord	9/8	1	2	1/16		1/16	1	1541			articStaccatoBelow						
64	64	1149/4	1149/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16		1/16	1	1542			articStaccatoBelow						
64	64	575/2	575/2	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	1543			articStaccatoBelow						
64	64	1151/4	1151/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	1544			articStaccatoBelow						
64	64	567/2	567/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1545									
64	64	284	284	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1546									
64	64	1137/4	1137/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1547									
64	64	569/2	569/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1548									
64	64	1139/4	1139/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1549									
64	64	285	285	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1550			articStaccatoAbove						
64	64	1141/4	1141/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1551			articStaccatoAbove						
64	64	571/2	571/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1552			articStaccatoAbove						
64	64	1143/4	1143/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1553			articStaccatoAbove						
64	64	286	286	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1554			articStaccatoAbove						
64	64	1145/4	1145/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1555			articStaccatoAbove						
64	64	567/2	567/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1556									
64	64	285	285	1.0	3/8	3/8	Chord	9/8	2	2	1/4		1/4	1	1557									
64	64	573/2	573/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1558									
65	65	288	288	0.0	0	0	Spanner	9/8	1	1	0									6				
65	65	288	288	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	1559					6				
65	65	291	291	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	1560					6				
65	65	291	291	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	1561					6				
65	65	291	291	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	1562					6				
65	65	292	292	0.375	1	1	Chord	9/8	1	1	3/32		1/16	3/2	1563					6				
65	65	2339/8	2339/8	0.125	35/32	35/32	Chord	9/8	1	1	1/32		1/32	1	1564					6				
65	65	288	288	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	1565	p								
65	65	288	288	0.0	0	0	Dynamic	9/8	2	1	0						p							
65	65	288	288	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1566			articStaccatoAbove						
65	65	1153/4	1153/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1567			articStaccatoAbove						
65	65	577/2	577/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1568			articStaccatoAbove						
65	65	1155/4	1155/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1569			articStaccatoAbove						
65	65	289	289	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1570			articStaccatoAbove						
65	65	1157/4	1157/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1571			articStaccatoAbove						
65	65	579/2	579/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1572			articStaccatoAbove						
65	65	1159/4	1159/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1573			articStaccatoAbove						
65	65	290	290	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1574			articStaccatoAbove						
65	65	1161/4	1161/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1575			articStaccatoAbove						
65	65	581/2	581/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1576			articStaccatoAbove						
65	65	1163/4	1163/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1577			articStaccatoAbove						
65	65	291	291	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1578			articStaccatoAbove						
65	65	1165/4	1165/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1579			articStaccatoAbove						
65	65	583/2	583/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1580			articStaccatoAbove						
65	65	1167/4	1167/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1581			articStaccatoAbove						
65	65	292	292	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1582			articStaccatoAbove						
65	65	1169/4	1169/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1583			articStaccatoAbove						
66	66	585/2	585/2	0.0	0	0	Spanner	9/8	1	1	0													
66	66	585/2	585/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1584									
66	66	294	294	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	1585									
66	66	295	295	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1586			articStaccatoBelow	110					
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1587			articStaccatoBelow	110					
66	66	591/2	591/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1588			articStaccatoBelow	110					
66	66	1183/4	1183/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1589			articStaccatoBelow	110					
66	66	296	296	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1590			articStaccatoBelow	110					
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1591			articStaccatoBelow	110					
66	66	593/2	593/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1592			articStaccatoBelow	110					
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1593			articStaccatoBelow						
66	66	585/2	585/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1594			articStaccatoAbove						
66	66	1171/4	1171/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1595			articStaccatoAbove						
66	66	293	293	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1596			articStaccatoAbove						
66	66	1173/4	1173/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1597			articStaccatoAbove						
66	66	587/2	587/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1598			articStaccatoAbove						
66	66	1175/4	1175/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1599			articStaccatoAbove						
66	66	294	294	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1600			articStaccatoAbove						
66	66	1177/4	1177/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1601			articStaccatoAbove						
66	66	589/2	589/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1602			articStaccatoAbove						
66	66	1179/4	1179/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1603			articStaccatoAbove						
66	66	295	295	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1604			articStaccatoAbove						
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1605			articStaccatoAbove						
66	66	591/2	591/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1606			articStaccatoAbove						
66	66	1183/4	1183/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1607			articStaccatoAbove						
66	66	296	296	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1608			articStaccatoAbove						
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1609			articStaccatoAbove						
66	66	593/2	593/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1610			articStaccatoAbove						
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1611			articStaccatoAbove						
67	67	297	297	0.0	0	0	Spanner	9/8	1	1	0									7				
67	67	297	297	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	1612					7				
67	67	300	300	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	1613					7				
67	67	300	300	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	1614					7				
67	67	300	300	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	1615					7				
67	67	301	301	0.375	1	1	Chord	9/8	1	1	3/32		1/16	3/2	1616					7				
67	67	2411/8	2411/8	0.125	35/32	35/32	Chord	9/8	1	1	1/32		1/32	1	1617					7				
67	67	297	297	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1618			articStaccatoAbove						
67	67	1189/4	1189/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1619			articStaccatoAbove						
67	67	595/2	595/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1620			articStaccatoAbove						
67	67	1191/4	1191/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1621			articStaccatoAbove						
67	67	298	298	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1622			articStaccatoAbove						
67	67	1193/4	1193/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1623			articStaccatoAbove						
67	67	597/2	597/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1624			articStaccatoAbove						
67	67	1195/4	1195/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1625			articStaccatoAbove						
67	67	299	299	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1626			articStaccatoAbove						
67	67	1197/4	1197/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1627			articStaccatoAbove						
67	67	599/2	599/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1628			articStaccatoAbove						
67	67	1199/4	1199/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1629			articStaccatoAbove						
67	67	300	300	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1630			articStaccatoAbove						
67	67	1201/4	1201/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1631			articStaccatoAbove						
67	67	601/2	601/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1632			articStaccatoAbove						
67	67	1203/4	1203/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1633			articStaccatoAbove						
67	67	301	301	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1634			articStaccatoAbove						
67	67	1205/4	1205/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1635			articStaccatoAbove						
68	68	603/2	603/2	0.0	0	0	Spanner	9/8	1	1	0													
68	68	603/2	603/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1636									
68	68	303	303	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	1637									
68	68	304	304	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1638	<		articStaccatoBelow	111					
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1639			articStaccatoBelow	111					
68	68	609/2	609/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1640			articStaccatoAbove	111					
68	68	1219/4	1219/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1641			articStaccatoAbove	111					
68	68	305	305	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1642			articStaccatoAbove	111					
68	68	1221/4	1221/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1643			articStaccatoAbove	111					
68	68	611/2	611/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1644			articStaccatoAbove	111					
68	68	1223/4	1223/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1645	[								
68	68	603/2	603/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1646			articStaccatoAbove						
68	68	1207/4	1207/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1647			articStaccatoAbove						
68	68	302	302	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1648			articStaccatoAbove						
68	68	1209/4	1209/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1649			articStaccatoAbove						
68	68	605/2	605/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1650			articStaccatoAbove						
68	68	1211/4	1211/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1651			articStaccatoAbove						
68	68	303	303	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1652			articStaccatoAbove						
68	68	1213/4	1213/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1653			articStaccatoAbove						
68	68	607/2	607/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1654			articStaccatoAbove						
68	68	1215/4	1215/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1655			articStaccatoAbove						
68	68	304	304	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1656			articStaccatoAbove						
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1657			articStaccatoAbove						
68	68	609/2	609/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1658			articStaccatoAbove						
68	68	1219/4	1219/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1659			articStaccatoAbove						
68	68	305	305	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1660			articStaccatoAbove						
68	68	1221/4	1221/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1661			articStaccatoAbove						
68	68	611/2	611/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1662			articStaccatoAbove						
68	68	1223/4	1223/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1663			articStaccatoAbove						
69	69	306	306	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	1664									
69	69	306	306	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	1665									
69	69	615/2	615/2	0.0	3/8	3/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	1666									
69	69	615/2	615/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1667									
69	69	309	309	0.0	3/4	3/4	Chord	9/8	1	1	0	acciaccatura	1/8	1	1668									
69	69	309	309	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1669									
69	69	306	306	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1670			articStaccatoAbove						
69	69	1225/4	1225/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1671			articStaccatoAbove						
69	69	613/2	613/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1672			articStaccatoAbove						
69	69	1227/4	1227/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1673			articStaccatoAbove						
69	69	307	307	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1674			articStaccatoAbove						
69	69	1229/4	1229/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1675			articStaccatoAbove						
69	69	615/2	615/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1676			articStaccatoAbove						
