mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
55	55	369/2	369/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	556												
55	55	185	185	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	557												
55	55	371/2	371/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	558												
55	55	186	186	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	559												
55	55	373/2	373/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	560												
55	55	187	187	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	561												
55	55	375/2	375/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	562												
55	55	185	185	3.0		1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	563												
55	55	185	185	2.0		1/4	1/4	Chord	2/2	2	2	1/2	1/2	1	564												
55	55	187	187	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	565												
55	55	184	184	4.0		0	0	Chord	2/2	2	3	1	1	1	566												
56	56	188	188	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	567												
56	56	190	190	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	568									46			
56	56	191	191	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	569												
56	56	188	188	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	570												
56	56	377/2	377/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	571												
56	56	189	189	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	572												
56	56	379/2	379/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	573												
56	56	190	190	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	574												
56	56	381/2	381/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	575												
56	56	191	191	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	576												
56	56	383/2	383/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	577												
56	56	188	188	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	578												
56	56	189	189	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	579												
56	56	190	190	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	580												
56	56	191	191	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	581												
56	56	188	188	4.0		0	0	Chord	2/2	2	2	1	1	1	582												
57	57	192	192	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	583									47			
57	57	193	193	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	584									47			
57	57	194	194	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	585									47			
57	57	195	195	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	586												
57	57	192	192	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	587												
57	57	385/2	385/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	588												
57	57	193	193	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	589												
57	57	387/2	387/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	590												
57	57	194	194	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	591												
57	57	389/2	389/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	592												
57	57	195	195	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	593												
57	57	391/2	391/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	594												
57	57	192	192	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	595												
57	57	193	193	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	596												
57	57	194	194	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	597												
57	57	195	195	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	598												
57	57	192	192	4.0		0	0	Chord	2/2	2	2	1	1	1	599												
58	58	196	196	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	600												
58	58	198	198	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	601												
58	58	397/2	397/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	602												
58	58	199	199	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	603												
58	58	399/2	399/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	604												
58	58	196	196	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	605												
58	58	393/2	393/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	606												
58	58	197	197	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	607												
58	58	198	198	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	608												
58	58	196	196	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	609									48			
58	58	395/2	395/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	610									48			
58	58	198	198	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	611									48			
58	58	199	199	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	612									48			
59	59	200	200	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	613												
59	59	401/2	401/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	614												
59	59	201	201	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	615												
59	59	403/2	403/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	616												
59	59	202	202	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	617												
59	59	405/2	405/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	618												
59	59	203	203	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	619												
59	59	407/2	407/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	620												
59	59	200	200	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	621												
59	59	201	201	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	622												
59	59	403/2	403/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	623												
59	59	202	202	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	624												
59	59	405/2	405/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	625												
59	59	203	203	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	626												
59	59	407/2	407/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	627												
59	59	200	200	1.0		0	0	Chord	2/2	2	2	1/4	1/4	1	628												
59	59	203	203	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	629												
60	60	204	204	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	630												
60	60	206	206	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	631												
60	60	413/2	413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	632												
60	60	207	207	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	633												
60	60	415/2	415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	634												
60	60	204	204	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	635												
60	60	409/2	409/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	636												
60	60	205	205	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	637												
60	60	206	206	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	638												
60	60	204	204	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	639									49			
60	60	411/2	411/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	640									49			
60	60	206	206	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	641									49			
60	60	207	207	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	642												
61	61	208	208	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	643												
61	61	210	210	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	644												
61	61	421/2	421/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	645												
61	61	211	211	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	646												
61	61	423/2	423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	647												
61	61	208	208	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	648												
61	61	417/2	417/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	649												
61	61	209	209	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	650												
61	61	419/2	419/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	651												
61	61	208	208	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	652												
61	61	209	209	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	653												
61	61	419/2	419/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	654												
61	61	210	210	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	655												
61	61	421/2	421/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	656												
61	61	211	211	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	657												
61	61	423/2	423/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	658												
62	62	212	212	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	659									50			
62	62	425/2	425/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	660									50			
62	62	213	213	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	661									50			
62	62	429/2	429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	662									50			
62	62	215	215	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	663									50			
62	62	212	212	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	664									51			
62	62	427/2	427/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	665									51			
62	62	214	214	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	666									51			
62	62	431/2	431/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	667									51			
63	63	216	216	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	668									50			
63	63	433/2	433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	669									50			
63	63	217	217	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	670									50			
63	63	437/2	437/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	671									50			
63	63	219	219	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	672									50			
63	63	216	216	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	673									51			
63	63	435/2	435/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	674									51			
63	63	218	218	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	675									51			
63	63	439/2	439/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	676												
64	64	220	220	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	677												
64	64	441/2	441/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	678												
64	64	221	221	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	679												
64	64	445/2	445/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	680												
64	64	223	223	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	681												
64	64	220	220	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	682												
64	64	443/2	443/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	683												
64	64	222	222	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	684												
64	64	447/2	447/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	685												
65	65	224	224	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	686												
65	65	449/2	449/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	687												
65	65	225	225	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	688												
65	65	453/2	453/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	689												
65	65	227	227	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	690												
65	65	224	224	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	691												
65	65	451/2	451/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	692												
65	65	226	226	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	693												
65	65	455/2	455/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	694												
66	66	228	228	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	695												
66	66	228	228	4.0		0	0	Chord	2/2	2	1	1	1	1	696												
67	67	232	232	4.0		0	0	Chord	2/2	2	1	1	1	1	697												
68	68		236	4.0	1	0	0	Chord	2/2	1	1	1	1	1	698												
68	68		236	4.0	1	0	0	Chord	2/2	2	1	1	1	1	699												
69	69		240	4.0	1	0	0	Chord	2/2	1	1	1	1	1	700												
69	69		240	4.0	1	0	0	Chord	2/2	2	1	1	1	1	701												
70	69	236	244	4.0	2	0	0	Chord	2/2	1	1	1	1	1	702												
70	69	236	244	4.0	2	0	0	Chord	2/2	2	1	1	1	1	703												
71	69	240	248	4.0	2	0	0	Chord	2/2	1	1	1	1	1	704												
71	69	240	248	4.0	2	0	0	Chord	2/2	2	1	1	1	1	705												
72	70	244	252	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	706												
72	70	247	255	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	707									52			
72	70	495/2	511/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	708												
72	70	244	252	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	709												
72	70	247	255	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	710												
73	71	248	256	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	711			articStaccatoAbove									
73	71	249	257	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	712									53			
73	71	499/2	515/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	713												
73	71	250	258	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	714			articStaccatoAbove									
73	71	251	259	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	715									54			
73	71	503/2	519/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	716												
73	71	248	256	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	717												
73	71	250	258	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	718												
74	72	252	260	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	719			articStaccatoAbove									
74	72	254	262	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	720			articStaccatoBelow									
74	72	255	263	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	721									55			
74	72	511/2	527/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	722												
74	72	253	261	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	723									56			
74	72	507/2	523/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	724												
74	72	255	263	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	725												
74	72	252	260	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	726												
74	72	253	261	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	727												
74	72	254	262	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	728												
74	72	255	263	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	729												
75	73	256	264	4.0		0	0	Chord	2/2	1	1	1	1	1	730												
76	74	260	268	4.0		0	0	Chord	2/2	1	1	1	1	1	731												
77	75	264	272	4.0		0	0	Chord	2/2	1	1	1	1	1	732												
77	75	265	273	0.0		1/4	1/4	Dynamic	2/2	2	1	0					p										
77	75	265	273	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	733									57			
77	75	531/2	547/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	734												
77	75	266	274	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	735												
77	75	267	275	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	736									58			
77	75	535/2	551/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	737												
78	76	268	276	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	738												
78	76	271	279	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	739												
78	76	268	276	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	740												
78	76	269	277	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	741									59			
78	76	539/2	555/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	742												
78	76	270	278	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	743												
78	76	271	279	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	744												
79	77	272	280	4.0		0	0	Chord	2/2	1	1	1	1	1	745												
80	78	276	284	4.0		0	0	Chord	2/2	1	1	1	1	1	746												
81	79	280	288	4.0		0	0	Chord	2/2	1	1	1	1	1	747												
81	79	281	289	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	748									60			
81	79	563/2	579/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	749												
81	79	282	290	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	750												
81	79	283	291	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	751									61			
81	79	567/2	583/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	752												
82	80	284	292	4.0		0	0	Chord	2/2	1	1	1	1	1	753												
82	80	284	292	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	754												
82	80	285	293	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	755									62			
82	80	571/2	587/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	756												
82	80	286	294	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	757												
82	80	287	295	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	758									63			
82	80	575/2	591/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	759												
83	81	288	296	4.0		0	0	Chord	2/2	1	1	1	1	1	760												
84	82	292	300	4.0		0	0	Chord	2/2	1	1	1	1	1	761												
85	83	296	304	4.0		0	0	Chord	2/2	1	1	1	1	1	762												
85	83	297	305	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	763									64			
85	83	595/2	611/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	764												
85	83	298	306	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	765												
85	83	299	307	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	766									65			
85	83	599/2	615/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	767												
86	84	300	308	4.0		0	0	Chord	2/2	1	1	1	1	1	768												
86	84	300	308	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	769												
86	84	301	309	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	770									66			
86	84	603/2	619/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	771												
86	84	302	310	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	772												
86	84	303	311	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	773									67			
86	84	607/2	623/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	774												
87	85	304	312	4.0		0	0	Chord	2/2	1	1	1	1	1	775												
88	86	308	316	4.0		0	0	Chord	2/2	1	1	1	1	1	776												
89	87	312	320	4.0		0	0	Chord	2/2	1	1	1	1	1	777												
89	87	313	321	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	778									68			
89	87	627/2	643/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	779												
89	87	314	322	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	780												
89	87	315	323	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	781									69			
89	87	631/2	647/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	782												
90	88	316	324	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	783									70			
90	88	317	325	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	784									70			
90	88	318	326	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	785									70			
90	88	319	327	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	786												
90	88	316	324	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	787												
90	88	317	325	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	788									71			
90	88	635/2	651/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	789												
90	88	318	326	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	790												
90	88	319	327	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	791									72			
90	88	639/2	655/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	792												
91	89	320	328	4.0		0	0	Chord	2/2	1	1	1	1	1	793												
91	89	321	329	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	794									73			
91	89	643/2	659/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	795												
91	89	322	330	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	796												
91	89	323	331	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	797									74			
91	89	647/2	663/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	798												
92	90	324	332	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	799												
92	90	325	333	0.0		1/4	1/4	Spanner	2/2	1	1	0														7	
92	90	325	333	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	800									75		7	
92	90	326	334	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	801									75		7	
92	90	327	335	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	802											7	
92	90	324	332	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	803												
92	90	325	333	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	804									76			
92	90	326	334	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	805									76			
92	90	327	335	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	806												
93	91	328	336	0.0		0	0	Dynamic	2/2	1	1	0					f										
93	91	328	336	0.0		0	0	Spanner	2/2	1	1	0															
93	91	328	336	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	807												
93	91	331	339	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	808									77			
93	91	663/2	679/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	809												
93	91	331	339	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	810												
93	91	328	336	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	811												
93	91	331	339	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	812												
94	92	332	340	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	813												
94	92	333	341	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	814									78			
94	92	667/2	683/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	815												
94	92	334	342	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	816									79			
94	92	335	343	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	817									79			
94	92	332	340	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	818												
94	92	333	341	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	819												
94	92	332	340	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	820												
94	92	333	341	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	821												
94	92	334	342	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	822												
94	92	335	343	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	823												
95	93	336	344	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	824									79			
95	93	337	345	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	825									79			
95	93	338	346	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	826									79			
95	93	339	347	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	827												
95	93	336	344	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	828												
95	93	337	345	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	829												
95	93	338	346	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	830												
95	93	339	347	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	831												
96	94	340	348	0.0		0	0	Dynamic	2/2	1	1	0					p										
96	94	340	348	4.0		0	0	Chord	2/2	1	1	1	1	1	832												
96	94	341	349	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	833									80			
96	94	683/2	699/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	834												
96	94	342	350	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	835			articStaccatoAbove									
96	94	343	351	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	836									81			
96	94	687/2	703/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	837												
97	95	344	352	0.0		0	0	Spanner	2/2	1	1	0													6		
97	95	344	352	4.0		0	0	Chord	2/2	1	1	1	1	1	838										6		
97	95	345	353	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	839									82			
97	95	691/2	707/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	840												
97	95	346	354	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	841												
97	95	347	355	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	842									83			
97	95	695/2	711/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	843												
98	96	348	356	4.0		0	0	Chord	2/2	1	1	1	1	1	844										6		
98	96	349	357	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	845									84			
98	96	699/2	715/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	846												
98	96	350	358	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	847												
98	96	351	359	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	848									85			
98	96	703/2	719/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	849												
99	97	352	360	4.0		0	0	Chord	2/2	1	1	1	1	1	850										6		
99	97	353	361	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	851									86			
99	97	707/2	723/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	852												
99	97	354	362	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	853												
99	97	355	363	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	854									87			
99	97	711/2	727/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	855												
