mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
240	238	918	926	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1981									178			
240	238	919	927	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1982												
241	239	920	928	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1983												
241	239	923	931	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1984			articStaccatoAbove									
241	239	921	929	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1985			articStaccatoBelow									
241	239	922	930	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1986			articStaccatoBelow									
242	240	924	932	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1987												
242	240	927	935	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1988			articStaccatoAbove									
242	240	925	933	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1989			articStaccatoBelow									
242	240	926	934	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1990			articStaccatoBelow									
243	241	928	936	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1991												
243	241	931	939	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1992			articStaccatoAbove									
243	241	929	937	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1993			articStaccatoBelow									
243	241	930	938	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1994			articStaccatoBelow									
244	242	932	940	0.0		0	0	Spanner	2/2	1	1	0														18	
244	242	932	940	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1995											18	
244	242	935	943	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1996			articStaccatoAbove								18	
244	242	933	941	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1997			articStaccatoBelow									
244	242	934	942	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1998			articStaccatoBelow									
244	242	935	943	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1999			articStaccatoBelow									
245	243	936	944	0.0		0	0	Spanner	2/2	1	1	0															
245	243	936	944	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2000												
245	243	936	944	0.0		0	0	Dynamic	2/2	2	1	0					pp										
245	243	936	944	4.0		0	0	Chord	2/2	2	1	1	1	1	2001												
246	244	940	948	4.0		0	0	Chord	2/2	2	1	1	1	1	2002												
247	245	944	952	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2003												
247	245	1889/2	1905/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2004												
247	245	945	953	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2005												
247	245	1891/2	1907/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2006												
247	245	946	954	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2007												
247	245	1893/2	1909/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2008												
247	245	947	955	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2009												
247	245	1895/2	1911/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2010												
247	245	944	952	4.0		0	0	Chord	2/2	2	1	1	1	1	2011												
248	246	948	956	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2012												
248	246	1897/2	1913/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2013												
248	246	949	957	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2014												
248	246	1899/2	1915/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2015												
248	246	950	958	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2016												
248	246	1901/2	1917/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2017												
248	246	951	959	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2018												
248	246	1903/2	1919/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2019												
248	246	948	956	4.0		0	0	Chord	2/2	2	1	1	1	1	2020												
249	247	952	960	0.0		0	0	Spanner	2/2	1	1	0															5
249	247	952	960	0.6666666666666666		0	0	Chord	2/2	1	1	1/6	1/4	2/3	2021												5
249	247	2858/3	2882/3	0.6666666666666666		1/6	1/6	Chord	2/2	1	1	1/6	1/4	2/3	2022												5
249	247	2860/3	2884/3	0.6666666666666666		1/3	1/3	Chord	2/2	1	1	1/6	1/4	2/3	2023												5
249	247	954	962	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2024												5
249	247	1909/2	1925/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2025												5
249	247	955	963	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2026												5
249	247	1911/2	1927/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2027												5
249	247	952	960	4.0		0	0	Chord	2/2	2	1	1	1	1	2028												
250	248	956	964	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2029									179			5
250	248	958	966	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2030												5
250	248	956	964	4.0		0	0	Chord	2/2	2	1	1	1	1	2031												
251	249	960	968	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2032												5
251	249	1921/2	1937/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2033												5
251	249	961	969	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2034												5
251	249	1923/2	1939/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2035												5
251	249	962	970	0.4		1/2	1/2	Chord	2/2	1	1	1/10	1/8	4/5	2036												5
251	249	4812/5	4852/5	0.4		3/5	3/5	Chord	2/2	1	1	1/10	1/8	4/5	2037												5
251	249	4814/5	4854/5	0.4		7/10	7/10	Chord	2/2	1	1	1/10	1/8	4/5	2038												5
251	249	4816/5	4856/5	0.4		4/5	4/5	Chord	2/2	1	1	1/10	1/8	4/5	2039												5
251	249	4818/5	4858/5	0.4		9/10	9/10	Chord	2/2	1	1	1/10	1/8	4/5	2040												5
251	249	960	968	4.0		0	0	Chord	2/2	2	1	1	1	1	2041												
252	250	964	972	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2042									180			5
252	250	966	974	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2043												5
252	250	964	972	4.0		0	0	Chord	2/2	2	1	1	1	1	2044												
253	251	968	976	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2045												5
253	251	1937/2	1953/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2046												5
253	251	969	977	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2047												5
253	251	1939/2	1955/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2048												5
253	251	970	978	0.4		1/2	1/2	Chord	2/2	1	1	1/10	1/8	4/5	2049												5
253	251	4852/5	4892/5	0.4		3/5	3/5	Chord	2/2	1	1	1/10	1/8	4/5	2050												5
253	251	4854/5	4894/5	0.4		7/10	7/10	Chord	2/2	1	1	1/10	1/8	4/5	2051												5
253	251	4856/5	4896/5	0.4		4/5	4/5	Chord	2/2	1	1	1/10	1/8	4/5	2052												5
253	251	4858/5	4898/5	0.4		9/10	9/10	Chord	2/2	1	1	1/10	1/8	4/5	2053												5
253	251	968	976	4.0		0	0	Chord	2/2	2	1	1	1	1	2054												
254	252	972	980	0.0		0	0	Spanner	2/2	1	1	0														19	5
254	252	972	980	4.0		0	0	Chord	2/2	1	1	1	1	1	2055											19	5
254	252	972	980	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2056												
255	253	976	984	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2057											19	5
255	253	977	985	0.0		1/4	1/4	Spanner	2/2	1	1	0														19	
256	254	980	988	0.0		0	0	Spanner	2/2	1	1	0															
256	254	980	988	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2058			articStaccatoAbove									
256	254	980	988	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2059			articStaccatoBelow									
257	255	984	992	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2060			articStaccatoAbove									
257	255	984	992	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2061			articStaccatoBelow									
