mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
144	143	570	574	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1870				117			
144	143	2281/4	2297/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1871				117			
144	143	1141/2	1149/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1872				117			
144	143	2283/4	2299/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1873							
144	143	571	575	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1874			articStaccatoAbove				
144	143	1143/2	1151/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1875			articStaccatoAbove				
144	143	568	572	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1876							
144	143	570	574	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1877							
144	143	571	575	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1878							
144	143	568	572	4.0		0	0	Chord	4/4	2	1	1		1	1	1879							
144	143	569	573	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1880				118			
144	143	570	574	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1881				118			
144	143	571	575	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1882							
145	144	572	576	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1883				119			
145	144	573	577	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1884							
145	144	574	578	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1885				120			
145	144	2297/4	2313/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1886				120			
145	144	1149/2	1157/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1887				120			
145	144	2299/4	2315/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1888							
145	144	575	579	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1889			articStaccatoAbove				
145	144	1151/2	1159/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1890			articStaccatoAbove				
145	144	572	576	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1891							
145	144	573	577	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1892							
145	144	574	578	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1893							
145	144	575	579	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1894							
145	144	572	576	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1895							
145	144	573	577	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf					
145	144	573	577	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1896							
145	144	575	579	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1897							
145	144	572	576	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1898				121			
145	144	573	577	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1899				121			
145	144	574	578	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1900				121			
145	144	575	579	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1901							
146	145	576	580	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1902				122			
146	145	577	581	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1903				122			
146	145	578	582	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1904				122			
146	145	579	583	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1905							
146	145	578	582	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1906							
146	145	576	580	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1907							
146	145	578	582	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1908							
146	145	576	580	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1909				123			
146	145	577	581	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1910				123			
146	145	578	582	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1911				123			
146	145	579	583	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1912							
147	146	580	584	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1913				124			
147	146	581	585	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1914				124			
147	146	582	586	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1915							
147	146	580	584	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1916							
147	146	582	586	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1917							
147	146	580	584	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1918				125			
147	146	581	585	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1919				125			
147	146	582	586	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1920							
148	147	1169/2	1177/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						p					
148	147	1169/2	1177/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1921							
148	147	1171/2	1179/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	1922							
148	147	1173/2	1181/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1923							
148	147	1175/2	1183/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1924							
148	147	584	588	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1925			articStaccatoAbove				
148	147	585	589	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1926			articStaccatoAbove				
148	147	586	590	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1927			articStaccatoBelow				
148	147	587	591	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1928			articStaccatoAbove				
149	148	588	592	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1929							
149	148	1177/2	1185/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1930							
149	148	1179/2	1187/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1931							
149	148	590	594	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1932				126			
149	148	1181/2	1189/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1933							
149	148	591	595	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1934			articStaccatoAbove				
149	148	1183/2	1191/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1935			articStaccatoAbove				
149	148	588	592	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1936			articStaccatoBelow				
149	148	589	593	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1937			articStaccatoAbove				
149	148	590	594	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1938			articStaccatoBelow				
150	149	1185/2	1193/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1939							
150	149	1187/2	1195/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	1940							
150	149	1189/2	1197/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1941							
150	149	1191/2	1199/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1942							
150	149	592	596	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1943			articStaccatoAbove				
150	149	593	597	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1944			articStaccatoAbove				
150	149	594	598	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1945			articStaccatoAbove				
150	149	595	599	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1946			articStaccatoAbove				
151	150	596	600	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1947							
151	150	1193/2	1201/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1948							
151	150	1195/2	1203/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1949							
151	150	598	602	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1950				127			
151	150	1197/2	1205/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1951							
151	150	599	603	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1952			articStaccatoAbove				
151	150	1199/2	1207/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1953			articStaccatoAbove				
151	150	596	600	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1954			articStaccatoBelow				
151	150	597	601	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1955			articStaccatoAbove				
151	150	598	602	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1956			articStaccatoBelow				
152	151	600	604	0.0		0	0	Dynamic	4/4	1	1	0						f					
152	151	600	604	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1957			articStaccatoAbove				
152	151	601	605	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1958			articStaccatoAbove				
152	151	602	606	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1959			articStaccatoAbove				
152	151	603	607	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1960			articStaccatoAbove				
152	151	1201/2	1209/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1961			articStaccatoAbove				
152	151	1203/2	1211/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1962			articStaccatoAbove				
152	151	1205/2	1213/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1963			articStaccatoAbove				
152	151	1207/2	1215/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1964							
153	152	604	608	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1965			articStaccatoBelow				
153	152	605	609	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1966			articStaccatoAbove				
153	152	606	610	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1967			articStaccatoBelow				
153	152	607	611	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1968			articStaccatoAbove				
153	152	604	608	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1969							
153	152	1209/2	1217/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf					
153	152	1209/2	1217/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1970			articStaccatoAbove				
153	152	1211/2	1219/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1971			articStaccatoAbove				
153	152	606	610	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1972				128			
153	152	1213/2	1221/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1973							
153	152	607	611	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1974			articStaccatoBelow				
153	152	1215/2	1223/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1975			articStaccatoBelow				
154	153	608	612	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1976			articStaccatoBelow				
154	153	609	613	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1977			articStaccatoAbove				
154	153	610	614	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1978			articStaccatoBelow				
154	153	611	615	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1979			articStaccatoAbove				
154	153	1217/2	1225/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf					
154	153	1217/2	1225/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1980			articStaccatoBelow				
154	153	1219/2	1227/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1981			articStaccatoBelow				
154	153	610	614	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1982				129			
154	153	1221/2	1229/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1983							
154	153	611	615	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1984			articStaccatoBelow				
154	153	1223/2	1231/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1985			articStaccatoBelow				
155	154	612	616	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1986			articStaccatoBelow				
155	154	613	617	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1987							
155	154	614	618	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1988							
155	154	1229/2	1237/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1989			articStaccatoBelow				
155	154	615	619	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1990			articStaccatoBelow				
155	154	1231/2	1239/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1991			articStaccatoBelow				
155	154	1225/2	1233/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf					
155	154	1225/2	1233/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1992			articStaccatoBelow				
155	154	1227/2	1235/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1993			articStaccatoBelow				
155	154	614	618	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1994			articStaccatoBelow				
155	154	1229/2	1237/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1995			articStaccatoBelow				
155	154	615	619	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1996			articStaccatoBelow				
155	154	1231/2	1239/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1997			articStaccatoBelow				
156	155	616	620	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1998							
156	155	619	623	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1999			ornamentTrill				
156	155	2479/4	2495/4	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	2000							
156	155	4959/8	4991/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	2001							
156	155	616	620	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2002							
156	155	2465/4	2481/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2003							
156	155	1233/2	1241/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2004							
156	155	2467/4	2483/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2005							
156	155	617	621	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2006							
156	155	2469/4	2485/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2007							
156	155	1235/2	1243/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2008							
156	155	2471/4	2487/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2009							
156	155	618	622	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2010							
156	155	2473/4	2489/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2011							
156	155	1237/2	1245/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2012							
156	155	2475/4	2491/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2013							
156	155	619	623	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2014							
156	155	2477/4	2493/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2015							
156	155	1239/2	1247/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2016							
156	155	2479/4	2495/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2017							
157	156	620	624	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2018							
157	156	1243/2	1251/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	2019				130			
157	156	4973/8	5005/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	2020				130			
157	156	2487/4	2503/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	2021				130			
157	156	4975/8	5007/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	2022							
157	156	622	626	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2023			articStaccatoAbove				
157	156	1245/2	1253/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2024				131			
157	156	623	627	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2025							
157	156	1247/2	1255/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2026				132			
157	156	620	624	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2027							
157	156	2481/4	2497/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2028							
157	156	1241/2	1249/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2029							
157	156	2483/4	2499/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2030							
157	156	621	625	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2031							
157	156	2485/4	2501/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2032							
157	156	1243/2	1251/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2033							
157	156	2487/4	2503/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2034							
157	156	622	626	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2035							
157	156	2489/4	2505/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2036							
157	156	1245/2	1253/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2037							
157	156	2491/4	2507/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2038							
157	156	623	627	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2039							
157	156	2493/4	2509/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2040							
157	156	1247/2	1255/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2041							
157	156	2495/4	2511/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2042							
158	157	624	628	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2043							
158	157	627	631	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	2044			ornamentTrill				
158	157	2511/4	2527/4	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	2045							
158	157	5023/8	5055/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	2046							
158	157	624	628	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2047							
158	157	2497/4	2513/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2048							
158	157	1249/2	1257/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2049							
158	157	2499/4	2515/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2050							
158	157	625	629	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2051							
158	157	2501/4	2517/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2052							
158	157	1251/2	1259/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2053							
158	157	2503/4	2519/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2054							
158	157	626	630	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2055							
158	157	2505/4	2521/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2056							
158	157	1253/2	1261/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2057							
158	157	2507/4	2523/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2058							
158	157	627	631	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2059							
158	157	2509/4	2525/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2060							
158	157	1255/2	1263/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2061							
158	157	2511/4	2527/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2062							
159	158	628	632	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2063							
159	158	1259/2	1267/2	0.08333333333333333		3/8	3/8	Chord	4/4	1	1	1/48		1/32	2/3	2064				133			
159	158	7555/12	7603/12	0.08333333333333333		19/48	19/48	Chord	4/4	1	1	1/48		1/32	2/3	2065				133			
159	158	1889/3	1901/3	0.08333333333333333		5/12	5/12	Chord	4/4	1	1	1/48		1/32	2/3	2066				133			
159	158	2519/4	2535/4	0.08333333333333333		7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	2067				133			
159	158	3779/6	3803/6	0.08333333333333333		11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	2068				133			
159	158	7559/12	7607/12	0.08333333333333333		23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	2069							
159	158	630	634	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2070			articStaccatoAbove				
159	158	1261/2	1269/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2071				134			
159	158	631	635	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2072							
159	158	1263/2	1271/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2073				135			
159	158	628	632	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2074							
159	158	2513/4	2529/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2075							
159	158	1257/2	1265/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2076							
159	158	2515/4	2531/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2077							
159	158	629	633	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2078							
159	158	2517/4	2533/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2079							
159	158	1259/2	1267/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2080							
159	158	2519/4	2535/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2081							
159	158	630	634	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2082							
159	158	2521/4	2537/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2083							
159	158	1261/2	1269/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2084							
159	158	2523/4	2539/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2085							
159	158	631	635	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2086							
159	158	2525/4	2541/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2087							
159	158	1263/2	1271/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2088							
159	158	2527/4	2543/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2089							
160	159	632	636	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2090	ff						
160	159	2529/4	2545/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2091							
160	159	1265/2	1273/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2092							
160	159	2531/4	2547/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2093							
160	159	633	637	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2094							
160	159	2533/4	2549/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2095							
160	159	1267/2	1275/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2096							
160	159	2535/4	2551/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2097							
160	159	634	638	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2098							
160	159	2537/4	2553/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2099							
160	159	1269/2	1277/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2100							
160	159	2539/4	2555/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2101							
160	159	635	639	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2102							
160	159	2541/4	2557/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2103							
160	159	1271/2	1279/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2104							
160	159	2543/4	2559/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2105							
160	159	632	636	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2106							
160	159	2537/4	2553/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2107							
160	159	1269/2	1277/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2108							
160	159	2539/4	2555/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2109							
160	159	635	639	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2110							
160	159	2541/4	2557/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2111							
160	159	1271/2	1279/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2112							
160	159	2543/4	2559/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2113							
161	160	636	640	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2114							
161	160	636	640	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2115							
162	161	640	644	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2116	p		ornamentTurn	136			
162	161	641	645	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2117				136			
162	161	1283/2	1291/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2118				136			
162	161	642	646	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2119				136			
162	161	1285/2	1293/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2120				136			
162	161	643	647	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2121				136			
162	161	1287/2	1295/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2122							
162	161	640	644	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2123				137			
162	161	1281/2	1289/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2124				137			
162	161	641	645	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2125				137			
162	161	1283/2	1291/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2126				137			
162	161	642	646	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2127				137			
162	161	1285/2	1293/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2128				137			
162	161	643	647	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2129				137			
162	161	1287/2	1295/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2130							
163	162	644	648	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2131							
163	162	644	648	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2132				138			
163	162	1289/2	1297/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2133							
163	162	645	649	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2134			articStaccatoAbove				
