mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
163	162	1291/2	1299/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2135			articStaccatoAbove				
163	162	646	650	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2136							
163	162	644	648	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2137				139			
163	162	1289/2	1297/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2138				139			
163	162	645	649	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2139				139			
163	162	1291/2	1299/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2140				139			
163	162	646	650	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2141				139			
163	162	1293/2	1301/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2142				139			
163	162	647	651	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2143				139			
163	162	1295/2	1303/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2144							
164	163	648	652	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2145				140			
164	163	1297/2	1305/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2146				140			
164	163	649	653	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2147				140			
164	163	1299/2	1307/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2148				140			
164	163	650	654	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2149				140			
164	163	1301/2	1309/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2150				140			
164	163	651	655	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2151				140			
164	163	1303/2	1311/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2152							
164	163	648	652	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2153				141			
164	163	1297/2	1305/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2154				141			
164	163	649	653	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2155				141			
164	163	1299/2	1307/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2156				141			
164	163	650	654	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2157				141			
164	163	1301/2	1309/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2158				141			
164	163	651	655	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2159				141			
164	163	1303/2	1311/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2160							
165	164	652	656	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2161				142			
165	164	1305/2	1313/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2162				142			
165	164	653	657	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2163				142			
165	164	1307/2	1315/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2164				142			
165	164	654	658	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2165				142			
165	164	1309/2	1317/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2166				142			
165	164	655	659	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2167				142			
165	164	1311/2	1319/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2168							
165	164	652	656	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2169				143			
165	164	1305/2	1313/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2170				143			
165	164	653	657	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2171				143			
165	164	1307/2	1315/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2172				143			
165	164	654	658	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2173				143			
165	164	1309/2	1317/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2174				143			
165	164	655	659	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2175				143			
165	164	1311/2	1319/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2176							
166	165	656	660	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2177							
166	165	657	661	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2178			articAccentAbove				
166	165	659	663	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2179			articAccentAbove				
166	165	656	660	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2180							
166	165	1313/2	1321/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2181							
166	165	657	661	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2182							
166	165	1315/2	1323/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2183							
166	165	658	662	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2184							
166	165	1317/2	1325/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2185							
166	165	659	663	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2186							
166	165	1319/2	1327/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2187							
167	166	660	664	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2188							
167	166	661	665	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2189			articAccentAbove				
167	166	663	667	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2190				144			
167	166	660	664	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2191							
167	166	1321/2	1329/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2192							
167	166	661	665	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2193							
167	166	1323/2	1331/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2194							
167	166	662	666	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2195							
167	166	1325/2	1333/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2196							
167	166	663	667	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2197							
167	166	1327/2	1335/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2198							
168	167	664	668	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2199							
168	167	1329/2	1337/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2200				145			
168	167	665	669	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2201				145			
168	167	1331/2	1339/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2202				145			
168	167	666	670	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2203				145			
168	167	1333/2	1341/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2204				145			
168	167	667	671	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2205				145			
168	167	1335/2	1343/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2206							
168	167	664	668	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2207							
168	167	1329/2	1337/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2208							
168	167	665	669	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2209							
168	167	1331/2	1339/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2210							
168	167	666	670	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2211							
168	167	1333/2	1341/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2212							
168	167	667	671	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2213							
168	167	1335/2	1343/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2214							
169	168	668	672	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2215							
169	168	668	672	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2216				146			
169	168	1337/2	1345/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2217							
169	168	669	673	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2218			articStaccatoAbove				
169	168	1339/2	1347/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2219			articStaccatoAbove				
169	168	670	674	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2220							
169	168	668	672	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2221							
169	168	1337/2	1345/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2222							
169	168	669	673	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2223							
169	168	1339/2	1347/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2224							
169	168	670	674	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2225							
169	168	1341/2	1349/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2226							
169	168	671	675	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2227							
169	168	1343/2	1351/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2228							
170	169	672	676	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2229				147			
170	169	1345/2	1353/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2230				147			
170	169	673	677	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2231				147			
170	169	1347/2	1355/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2232				147			
170	169	674	678	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2233				147			
170	169	1349/2	1357/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2234				147			
170	169	675	679	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2235				147			
170	169	1351/2	1359/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2236							
170	169	672	676	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2237							
170	169	1345/2	1353/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2238							
170	169	673	677	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2239							
170	169	1347/2	1355/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2240							
170	169	674	678	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2241							
170	169	1349/2	1357/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2242							
170	169	675	679	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2243							
170	169	1351/2	1359/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2244							
171	170	676	680	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2245				148			
171	170	1353/2	1361/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2246				148			
171	170	677	681	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2247				148			
171	170	1355/2	1363/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2248				148			
171	170	678	682	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2249				148			
171	170	1357/2	1365/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2250				148			
171	170	679	683	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2251				148			
171	170	1359/2	1367/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2252							
171	170	676	680	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2253							
171	170	1353/2	1361/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2254							
171	170	677	681	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2255							
171	170	1355/2	1363/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2256							
171	170	678	682	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2257							
171	170	1357/2	1365/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2258							
171	170	679	683	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2259							
171	170	1359/2	1367/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2260							
172	171	680	684	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2261							
172	171	681	685	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2262			articAccentAbove				
172	171	683	687	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2263			articAccentAbove				
172	171	680	684	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2264							
172	171	1361/2	1369/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2265							
172	171	681	685	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2266							
172	171	1363/2	1371/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2267							
172	171	682	686	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2268							
172	171	1365/2	1373/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2269							
172	171	683	687	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2270							
172	171	1367/2	1375/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2271							
173	172	684	688	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2272							
173	172	685	689	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2273			articAccentBelow				
173	172	687	691	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2274				149			
173	172	684	688	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2275							
173	172	1369/2	1377/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2276							
173	172	685	689	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2277							
173	172	1371/2	1379/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2278							
173	172	686	690	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2279							
173	172	1373/2	1381/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2280							
173	172	687	691	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2281							
173	172	1375/2	1383/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2282							
174	173	688	692	0.0		0	0	Dynamic	4/4	1	1	0						f					
174	173	688	692	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2283							
174	173	689	693	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2284							
174	173	2757/4	2773/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2285							
174	173	1379/2	1387/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2286							
174	173	2759/4	2775/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2287							
174	173	690	694	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2288							
174	173	2761/4	2777/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2289							
174	173	1381/2	1389/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2290							
174	173	2763/4	2779/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2291							
174	173	691	695	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2292							
174	173	2765/4	2781/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2293							
174	173	1383/2	1391/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2294							
174	173	2767/4	2783/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2295							
174	173	688	692	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2296							
174	173	1377/2	1385/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2297							
174	173	689	693	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2298							
174	173	1379/2	1387/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2299							
174	173	690	694	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2300							
174	173	1381/2	1389/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2301							
174	173	691	695	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2302							
174	173	1383/2	1391/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2303							
175	174	692	696	0.0		0	0	Dynamic	4/4	1	1	0						sf					
175	174	692	696	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2304			articStaccatoAbove				
175	174	694	698	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
175	174	694	698	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2305			articStaccatoAbove				
175	174	692	696	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2306							
175	174	1385/2	1393/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2307							
175	174	693	697	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2308							
175	174	1387/2	1395/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2309							
175	174	694	698	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2310							
175	174	1389/2	1397/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2311							
175	174	695	699	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2312							
175	174	1391/2	1399/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2313							
176	175	696	700	0.0		0	0	Dynamic	4/4	1	1	0						f					
176	175	696	700	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2314							
176	175	697	701	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2315							
176	175	2789/4	2805/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2316							
176	175	1395/2	1403/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2317							
176	175	2791/4	2807/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2318							
176	175	698	702	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2319							
176	175	2793/4	2809/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2320							
176	175	1397/2	1405/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2321							
176	175	2795/4	2811/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2322							
176	175	699	703	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2323							
176	175	2797/4	2813/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2324							
176	175	1399/2	1407/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2325							
176	175	2799/4	2815/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2326							
176	175	696	700	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2327							
176	175	1393/2	1401/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2328							
176	175	697	701	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2329							
176	175	1395/2	1403/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2330							
176	175	698	702	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2331							
176	175	1397/2	1405/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2332							
176	175	699	703	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2333							
176	175	1399/2	1407/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2334							
177	176	700	704	0.0		0	0	Dynamic	4/4	1	1	0						sf					
177	176	700	704	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2335							
177	176	702	706	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
177	176	702	706	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2336							
177	176	700	704	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2337							
177	176	1401/2	1409/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2338							
177	176	701	705	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2339							
177	176	1403/2	1411/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2340							
177	176	702	706	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2341							
177	176	1405/2	1413/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2342							
177	176	703	707	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2343							
177	176	1407/2	1415/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2344							
178	177	704	708	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2345	f						
178	177	705	709	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2346							
178	177	2821/4	2837/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2347							
178	177	1411/2	1419/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2348							
178	177	2823/4	2839/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2349							
178	177	706	710	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2350							
178	177	2825/4	2841/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2351							
178	177	1413/2	1421/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2352							
178	177	2827/4	2843/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2353							
178	177	707	711	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2354							
178	177	2829/4	2845/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2355							
178	177	1415/2	1423/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2356							
178	177	2831/4	2847/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2357							
178	177	704	708	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2358							
178	177	1409/2	1417/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2359							
178	177	705	709	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2360							
178	177	1411/2	1419/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2361							
178	177	706	710	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2362							
178	177	1413/2	1421/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2363							
178	177	707	711	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2364							
178	177	1415/2	1423/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2365							
179	178	708	712	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2366							
179	178	709	713	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2367							
179	178	2837/4	2853/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2368							
179	178	1419/2	1427/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2369							
179	178	2839/4	2855/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2370							
179	178	710	714	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2371							
179	178	2841/4	2857/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2372							
179	178	1421/2	1429/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2373							
179	178	2843/4	2859/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2374							
179	178	711	715	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2375							
179	178	2845/4	2861/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2376							
179	178	1423/2	1431/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2377							
179	178	2847/4	2863/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2378							
179	178	708	712	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2379							
179	178	1417/2	1425/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2380							
179	178	709	713	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2381							
179	178	1419/2	1427/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2382							
179	178	710	714	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2383							
179	178	1421/2	1429/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2384							
179	178	711	715	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2385							
179	178	1423/2	1431/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2386							
180	179	712	716	0.0		0	0	Dynamic	4/4	1	1	0						p					
180	179	712	716	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2387				150			
180	179	1425/2	1433/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2388			ornamentTurn	150			
180	179	713	717	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2389				150			
180	179	1427/2	1435/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2390				150			
180	179	714	718	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2391				150			
180	179	1429/2	1437/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2392			ornamentTurn	150			
180	179	715	719	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2393				150			
180	179	1431/2	1439/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2394							
180	179	712	716	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2395							
181	180	716	720	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2396				151			
181	180	1433/2	1441/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2397			ornamentTurn	151			
181	180	717	721	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2398				151			
181	180	1435/2	1443/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2399				151			
181	180	718	722	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2400				151			
181	180	1437/2	1445/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2401				151			
181	180	719	723	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2402				151			
181	180	1439/2	1447/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2403							
182	181	720	724	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2404				152			
182	181	1441/2	1449/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						other-dynamics		152			
182	181	1441/2	1449/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2405				152			
182	181	721	725	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2406				152			
182	181	1443/2	1451/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2407				152			
182	181	722	726	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2408				152			
