mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
52	51	1213/6	1213/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	535								
52	51	405/2	405/2	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	536								
52	51	1217/6	1217/6	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	537								
52	51	1219/6	1219/6	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	538								
52	51	407/2	407/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	539								
53	52	411/2	411/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	540								
53	52	1247/6	1247/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	541								
53	52	1249/6	1249/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	542								
53	52	417/2	417/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	543								
53	52	1253/6	1253/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	544								
53	52	1255/6	1255/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	545								
53	52	411/2	411/2	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	546								
53	52	1235/6	1235/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	547								
53	52	1237/6	1237/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	548								
53	52	413/2	413/2	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	549								
53	52	1241/6	1241/6	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	550								
53	52	1243/6	1243/6	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	551								
53	52	415/2	415/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	552								
54	53	419/2	419/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	553								
54	53	1259/6	1259/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	554								
54	53	1261/6	1261/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	555								
54	53	421/2	421/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	556								
54	53	1265/6	1265/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	557								
54	53	1267/6	1267/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	558								
54	53	423/2	423/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	559								
54	53	1271/6	1271/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	560								
54	53	1273/6	1273/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	561								
54	53	425/2	425/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	562								
54	53	1277/6	1277/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	563								
54	53	1279/6	1279/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	564								
54	53	419/2	419/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	565								
54	53	421/2	421/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	566								
54	53	423/2	423/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	567								
54	53	425/2	425/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	568								
55	54	427/2	427/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	569								
55	54	1295/6	1295/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	570								
55	54	1297/6	1297/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	571								
55	54	433/2	433/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	572								
55	54	1301/6	1301/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	573								
55	54	1303/6	1303/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	574								
55	54	1283/6	1283/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	575								
55	54	1285/6	1285/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	576								
55	54	429/2	429/2	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	577								
55	54	1289/6	1289/6	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	578								
55	54	1291/6	1291/6	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	579								
55	54	431/2	431/2	0.0	1/2	1/2	Dynamic	2/2	2	1	0						sf						
55	54	431/2	431/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	580								
56	55	435/2	435/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	581								
56	55	1319/6	1319/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	582								
56	55	1321/6	1321/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	583								
56	55	441/2	441/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	584								
56	55	1325/6	1325/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	585								
56	55	1327/6	1327/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	586								
56	55	435/2	435/2	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	587								
56	55	1307/6	1307/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	588								
56	55	1309/6	1309/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	589								
56	55	437/2	437/2	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	590								
56	55	1313/6	1313/6	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	591								
56	55	1315/6	1315/6	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	592								
56	55	439/2	439/2	0.0	1/2	1/2	Dynamic	2/2	2	1	0						sf						
56	55	439/2	439/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	593								
57	56	443/2	443/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	594								
57	56	1343/6	1343/6	0.0	7/12	7/12	Spanner	2/2	1	1	0												3
57	56	1343/6	1343/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	595								3
57	56	1345/6	1345/6	0.0	2/3	2/3	Spanner	2/2	1	1	0												
57	56	1345/6	1345/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	596								
57	56	449/2	449/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	597								
57	56	1349/6	1349/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	598								
57	56	1351/6	1351/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	599								
57	56	443/2	443/2	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	600								
57	56	1331/6	1331/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	601								
57	56	1333/6	1333/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	602								
57	56	445/2	445/2	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	603								
57	56	1337/6	1337/6	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	604								
57	56	1339/6	1339/6	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	605								
57	56	447/2	447/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	606								
58	57	451/2	451/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	607								
58	57	1355/6	1355/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	608								
58	57	1357/6	1357/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	609								
58	57	453/2	453/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	610								
58	57	1361/6	1361/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	611								
58	57	1363/6	1363/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	612								
58	57	455/2	455/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	613								
58	57	1367/6	1367/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	614								
58	57	1369/6	1369/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	615								
58	57	457/2	457/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	616								
58	57	1373/6	1373/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	617								
58	57	1375/6	1375/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	618								
58	57	451/2	451/2	4.0	0	0	Chord	2/2	2	1	1		1	1	619								
59	58	459/2	459/2	0.0	0	0	Dynamic	2/2	1	1	0						ff						
59	58	459/2	459/2	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	620	ff							
59	58	465/2	465/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	621								
59	58	1397/6	1397/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	622								
59	58	1399/6	1399/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	623								
59	58	459/2	459/2	4.0	0	0	Chord	2/2	2	1	1		1	1	624								
60	59	467/2	467/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	625								
60	59	1403/6	1403/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	626								
60	59	1405/6	1405/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	627								
60	59	469/2	469/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	628								
60	59	1409/6	1409/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	629								
60	59	1411/6	1411/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	630								
60	59	471/2	471/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	631								
60	59	1415/6	1415/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	632								
60	59	1417/6	1417/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	633								
60	59	473/2	473/2	0.2	3/4	3/4	Chord	2/2	1	1	1/20		1/16	4/5	634								
60	59	2367/10	2367/10	0.2	4/5	4/5	Chord	2/2	1	1	1/20		1/16	4/5	635								
60	59	2369/10	2369/10	0.2	17/20	17/20	Chord	2/2	1	1	1/20		1/16	4/5	636								
60	59	2371/10	2371/10	0.2	9/10	9/10	Chord	2/2	1	1	1/20		1/16	4/5	637								
60	59	2373/10	2373/10	0.2	19/20	19/20	Chord	2/2	1	1	1/20		1/16	4/5	638								
60	59	467/2	467/2	4.0	0	0	Chord	2/2	2	1	1		1	1	639								
61	60	475/2	475/2	4.0	0	0	Chord	2/2	1	1	1		1	1	640								
61	60	475/2	475/2	0.0	0	0	Dynamic	2/2	2	1	0						sf						
61	60	475/2	475/2	4.0	0	0	Chord	2/2	2	1	1		1	1	641								
62	61	483/2	483/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	642								
62	61	244	244	0.0	5/8	5/8	Dynamic	2/2	1	1	0						p						
62	61	244	244	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	643	p		articStaccatoAbove					
62	61	489/2	489/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	644			articStaccatoAbove					
62	61	245	245	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	645			articStaccatoAbove					
62	61	483/2	483/2	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	646								
63	62	491/2	491/2	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	647				55				
63	62	247	247	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	648				55				
63	62	495/2	495/2	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	649				55				
63	62	249	249	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	650								
63	62	491/2	491/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	651				56				
63	62	246	246	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	652				56				
63	62	493/2	493/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	653				56				
63	62	247	247	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	654								
63	62	495/2	495/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	655				57				
63	62	248	248	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	656				57				
63	62	497/2	497/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	657				57				
63	62	249	249	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	658								
64	63	499/2	499/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	659								
64	63	503/2	503/2	0.0	1/2	1/2	Chord	2/2	1	1	0	acciaccatura	1/8	1	660								
64	63	503/2	503/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	661				58				
64	63	252	252	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	662				58				
64	63	505/2	505/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	663				58				
64	63	253	253	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	664				58				
64	63	499/2	499/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	665				59				
64	63	250	250	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	666				59				
64	63	501/2	501/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	667				59				
64	63	251	251	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	668								
64	63	503/2	503/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	669								
64	63	252	252	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	670								
64	63	505/2	505/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	671								
64	63	253	253	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	672								
65	64	507/2	507/2	0.0	0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	673				58				
65	64	507/2	507/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	674				58				
65	64	254	254	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	675				58				
65	64	509/2	509/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	676				58				
65	64	255	255	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	677								
65	64	511/2	511/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	678			articStaccatoAbove					
65	64	513/2	513/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	679			articStaccatoAbove					
65	64	507/2	507/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	680								
65	64	254	254	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	681								
65	64	509/2	509/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	682								
65	64	255	255	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	683								
65	64	511/2	511/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	684								
65	64	256	256	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	685								
65	64	513/2	513/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	686								
65	64	257	257	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	687								
66	65	515/2	515/2	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	688								
66	65	521/2	521/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	689				60				
66	65	261	261	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	690								
66	65	515/2	515/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	691				61				
66	65	258	258	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	692				61				
66	65	517/2	517/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	693				61				
66	65	259	259	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	694								
66	65	519/2	519/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	695				62				
66	65	260	260	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	696				62				
66	65	521/2	521/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	697				62				
66	65	261	261	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	698								
67	66	523/2	523/2	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	699								
67	66	523/2	523/2	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	700								
67	66	523/2	523/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	701				63				
67	66	527/2	527/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	702								
67	66	529/2	529/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	703				64				
67	66	265	265	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	704								
67	66	523/2	523/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	705				65				
67	66	262	262	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	706				65				
67	66	525/2	525/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	707				65				
67	66	263	263	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	708								
67	66	527/2	527/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	709				66				
67	66	264	264	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	710				66				
67	66	529/2	529/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	711				66				
67	66	265	265	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	712								
68	67	531/2	531/2	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	713								
68	67	531/2	531/2	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	714								
68	67	531/2	531/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	715				67				
68	67	535/2	535/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	716								
68	67	537/2	537/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	717				68				
68	67	269	269	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	718								
68	67	531/2	531/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	719				69				
68	67	266	266	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	720				69				
68	67	533/2	533/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	721				69				
68	67	267	267	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	722								
68	67	535/2	535/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	723				70				
68	67	268	268	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	724				70				
68	67	537/2	537/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	725				70				
68	67	269	269	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	726								
69	68	539/2	539/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	727			articStaccatoAbove					
69	68	541/2	541/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	728				71				
69	68	271	271	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	729								
69	68	543/2	543/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	730			articStaccatoAbove					
69	68	545/2	545/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	731				72				
69	68	273	273	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	732								
69	68	539/2	539/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	733				73				
69	68	270	270	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	734				73				
69	68	541/2	541/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	735				73				
69	68	271	271	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	736								
69	68	543/2	543/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	737				74				
69	68	272	272	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	738				74				
69	68	545/2	545/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	739				74				
69	68	273	273	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	740								
70	69	547/2	547/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	741			articStaccatoAbove					
70	69	553/2	553/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	742				75				
70	69	277	277	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	743								
70	69	274	274	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	744								
70	69	549/2	549/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	745								
70	69	275	275	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	746								
70	69	551/2	551/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	747								
71	70	555/2	555/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	748	>			76				
71	70	559/2	559/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	749								
71	70	561/2	561/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	750				77				
71	70	281	281	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	751								
71	70	278	278	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	752								
71	70	557/2	557/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	753								
71	70	279	279	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	754								
71	70	559/2	559/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	755								
71	70	280	280	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	756								
71	70	561/2	561/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	757								
71	70	281	281	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	758								
72	71	563/2	563/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	759	>			78				
72	71	567/2	567/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	760								
72	71	569/2	569/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	761				79				
72	71	285	285	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	762								
72	71	282	282	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	763								
72	71	565/2	565/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	764								
72	71	283	283	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	765								
72	71	567/2	567/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	766								
72	71	284	284	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	767								
72	71	569/2	569/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	768								
72	71	285	285	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	769								
73	72	571/2	571/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	770			articStaccatoAbove					
73	72	573/2	573/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	771				80				
73	72	287	287	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	772								
73	72	575/2	575/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	773			articStaccatoAbove					
73	72	577/2	577/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	774				81				
73	72	289	289	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	775								
73	72	571/2	571/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	776								
73	72	286	286	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	777								
73	72	573/2	573/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	778								
73	72	287	287	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	779								
73	72	575/2	575/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	780								
73	72	288	288	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	781								
73	72	577/2	577/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	782								
73	72	289	289	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	783								
74	73	579/2	579/2	0.0	0	0	Spanner	2/2	1	1	0												4
74	73	579/2	579/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	784	<		articStaccatoAbove					4
74	73	581/2	581/2	0.0	1/4	1/4	Spanner	2/2	1	1	0												
74	73	581/2	581/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	785								
74	73	585/2	585/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	786				82				
74	73	579/2	579/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	787				83				
74	73	290	290	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	788				83				
74	73	581/2	581/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	789				83				
74	73	291	291	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	790				83				
74	73	583/2	583/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	791				83				
74	73	292	292	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	792				83				
74	73	585/2	585/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	793				83				
74	73	293	293	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	794				83				
75	74	587/2	587/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	795				82				
75	74	294	294	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	796				82				
75	74	589/2	589/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	797				82				
75	74	295	295	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	798				82				
