mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin	diminuendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8vb
176	169	542	542	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2862									53								
176	169	2169/4	2169/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2863									53								
176	169	1085/2	1085/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2864									53								
176	169	2171/4	2171/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	2865									53								
176	169	543	543	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	2866									53								
176	169	2173/4	2173/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	2867									53								
176	169	1087/2	1087/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	2868									53								
176	169	2175/4	2175/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	2869									53								
176	169	544	544	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	2870									53								
177	170	2177/4	2177/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2871									52								
177	170	2181/4	2181/4	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	2872									52								
177	170	2177/4	2177/4	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	2873									54								
177	170	2185/4	2185/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2874									54								
177	170	2177/4	2177/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2875									53								
177	170	1089/2	1089/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2876									53								
177	170	2179/4	2179/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2877									53								
177	170	545	545	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2878									53								
177	170	2181/4	2181/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2879									53								
177	170	1091/2	1091/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2880									53								
177	170	2183/4	2183/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	2881									53								
177	170	546	546	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	2882									53								
177	170	2185/4	2185/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	2883									53								
177	170	1093/2	1093/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	2884									53								
177	170	2187/4	2187/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	2885									53								
177	170	547	547	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	2886									53								
178	171	2189/4	2189/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2887									52								
178	171	2193/4	2193/4	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	2888									52								
178	171	2189/4	2189/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	2889									54								
178	171	2193/4	2193/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	2890									54								
178	171	2197/4	2197/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2891																	
178	171	2189/4	2189/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2892									53								
178	171	1095/2	1095/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2893									53								
178	171	2191/4	2191/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2894									53								
178	171	548	548	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2895									53								
178	171	2193/4	2193/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2896									53								
178	171	1097/2	1097/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2897																	
178	171	2197/4	2197/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2898																	
179	172	2201/4	2201/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2899																	
179	172	2209/4	2209/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2900									55								
179	172	2211/4	2211/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2901									55								
179	172	2201/4	2201/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	2902									56								
179	172	2205/4	2205/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	2903																	
179	172	2209/4	2209/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2904																	
179	172	2201/4	2201/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2905									57								
179	172	1101/2	1101/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2906									57								
179	172	2203/4	2203/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2907									57								
179	172	551	551	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2908									57								
179	172	2205/4	2205/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2909									57								
179	172	1103/2	1103/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2910																	
179	172	2209/4	2209/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2911																	
180	173	2213/4	2213/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2912									55								
180	173	2215/4	2215/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2913									55								
180	173	2217/4	2217/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2914									55								
180	173	2219/4	2219/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2915									55								
180	173	2221/4	2221/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2916									55								
180	173	2223/4	2223/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2917																	
180	173	2213/4	2213/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	2918									58								
180	173	2217/4	2217/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	2919									58								
180	173	2221/4	2221/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2920									58								
180	173	2213/4	2213/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2921									59								
180	173	1107/2	1107/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2922									59								
180	173	2215/4	2215/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2923									59								
180	173	554	554	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2924									59								
180	173	2217/4	2217/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2925									59								
180	173	1109/2	1109/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2926																	
180	173	2221/4	2221/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2927																	
181	174	2225/4	2225/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2928																	
181	174	2233/4	2233/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																	2					
181	174	2233/4	2233/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2929												2					
181	174	2225/4	2225/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	2930									58			2					
181	174	2229/4	2229/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	2931												2					
181	174	2225/4	2225/4	0.0	0	0	Spanner	3/4	2	1	0																					39	
181	174	2225/4	2225/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	2932																39	
181	174	2233/4	2233/4	0.0	1/2	1/2	Spanner	3/4	2	1	0																						
181	174	2233/4	2233/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2933									60								
181	174	2235/4	2235/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	2934									60								
181	174	559	559	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	2935									60								
182	175	2237/4	2237/4	0.0	0	0	Dynamic	3/4	1	1	0						mf																
182	175	2237/4	2237/4	0.0	0	0	Spanner	3/4	1	1	0																						
182	175	2237/4	2237/4	0.0	0	0	Spanner	3/4	1	1	0																					40	
182	175	2237/4	2237/4	0.0	0	0	Spanner	3/4	1	1	0																8					40	
182	175	2237/4	2237/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2936		ornamentTrill									8					40	
182	175	2241/4	2241/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																					40	
182	175	2245/4	2245/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																						
182	175	2245/4	2245/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																	3					
182	175	2245/4	2245/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2937												3					
182	175	2247/4	2247/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2938												3					
182	175	2241/4	2241/4	0.0	1/4	1/4	Dynamic	3/4	1	2	0						p											3					
182	175	2245/4	2245/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2939									61			3					
182	175	2237/4	2237/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2940									60								
182	175	1119/2	1119/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2941									60								
182	175	2239/4	2239/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2942									60								
182	175	560	560	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2943																	
182	175	2241/4	2241/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2944																	
182	175	2245/4	2245/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2945																	
183	176	2249/4	2249/4	0.0	0	0	Dynamic	3/4	1	1	0						mf																
183	176	2249/4	2249/4	0.0	0	0	Spanner	3/4	1	1	0																						
183	176	2249/4	2249/4	0.0	0	0	Spanner	3/4	1	1	0																9						
183	176	2249/4	2249/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2946											9						
183	176	2257/4	2257/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p																
183	176	2257/4	2257/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																						
183	176	2257/4	2257/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																	4					
183	176	2257/4	2257/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2947									62			4					
183	176	2259/4	2259/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	2948									62			4					
183	176	565	565	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	2949									62			4					
183	176	2249/4	2249/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	2950									61			4					
183	176	2253/4	2253/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	2951												4					
183	176	2257/4	2257/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2952												4					
183	176	2249/4	2249/4	0.0	0	0	Spanner	3/4	2	1	0																					41	
183	176	2249/4	2249/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	2953																41	
183	176	2257/4	2257/4	0.0	1/2	1/2	Spanner	3/4	2	1	0																						
183	176	2257/4	2257/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2954																	
184	177	2261/4	2261/4	0.0	0	0	Dynamic	3/4	1	1	0						mf								62								
184	177	2261/4	2261/4	0.0	0	0	Spanner	3/4	1	1	0														62								
184	177	2261/4	2261/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	2955									62								
184	177	1131/2	1131/2	0.0	1/16	1/16	Spanner	3/4	1	1	0														62		10						
184	177	1131/2	1131/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	2956									62		10						
184	177	2263/4	2263/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	2957									62		10						
184	177	566	566	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	2958									62		10						
184	177	2265/4	2265/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	2959									62		10						
184	177	1133/2	1133/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	2960											10						
184	177	2267/4	2267/4	0.0	3/8	3/8	Spanner	3/4	1	1	0																						
184	177	2269/4	2269/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p																
184	177	2269/4	2269/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2961																	
184	177	2261/4	2261/4	0.0	0	0	Spanner	3/4	2	1	0																					42	
184	177	2261/4	2261/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	2962																42	
184	177	2269/4	2269/4	0.0	1/2	1/2	Spanner	3/4	2	1	0																						
184	177	2269/4	2269/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2963																	
184	177	2271/4	2271/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2964																	
184	177	2271/4	2271/4	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	2965																	
185	178	2273/4	2273/4	0.0	0	0	Spanner	3/4	1	1	0																					43	
185	178	2273/4	2273/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2966																43	
185	178	2281/4	2281/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																						
185	178	2281/4	2281/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2967																	
185	178	2273/4	2273/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	2968																	
185	178	2281/4	2281/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2969																	
185	178	2273/4	2273/4	0.25	0	0	Chord	3/4	2	2	1/16			1/16	1	2970									63								
185	178	1137/2	1137/2	0.25	1/16	1/16	Chord	3/4	2	2	1/16			1/16	1	2971									63								
185	178	2275/4	2275/4	0.25	1/8	1/8	Chord	3/4	2	2	1/16			1/16	1	2972									63								
185	178	569	569	0.25	3/16	3/16	Chord	3/4	2	2	1/16			1/16	1	2973									63								
185	178	2277/4	2277/4	0.25	1/4	1/4	Chord	3/4	2	2	1/16			1/16	1	2974									63								
185	178	1139/2	1139/2	0.25	5/16	5/16	Chord	3/4	2	2	1/16			1/16	1	2975																	
185	178	2281/4	2281/4	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	2976																	
186	179	2285/4	2285/4	0.0	0	0	Spanner	3/4	1	1	0																					44	
186	179	2285/4	2285/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	2977																44	
186	179	2293/4	2293/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																						
186	179	2293/4	2293/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2978																	
186	179	2285/4	2285/4	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	2979		ornamentTrill															
186	179	2293/4	2293/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	2980																	
186	179	2285/4	2285/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	2981									64								
186	179	1143/2	1143/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	2982									64								
186	179	2287/4	2287/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	2983									64								
186	179	572	572	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	2984									64								
186	179	2289/4	2289/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	2985									64								
186	179	1145/2	1145/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	2986																	
186	179	2293/4	2293/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2987																	
187	180	2297/4	2297/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	2988									65								
187	180	1149/2	1149/2	0.0	1/16	1/16	Spanner	3/4	1	1	0														65	7							
187	180	1149/2	1149/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	2989									65	7							
187	180	2299/4	2299/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	2990									65	7							
187	180	575	575	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	2991									65	7							
187	180	2301/4	2301/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	2992									65	7							
187	180	1151/2	1151/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	2993										7							
187	180	2305/4	2305/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2994										7							
187	180	2303/4	2303/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	2995									66	7							
187	180	576	576	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	2996									66	7							
187	180	2305/4	2305/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	2997									66	7							
187	180	1153/2	1153/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	2998									66	7							
187	180	2307/4	2307/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	2999									66	7							
187	180	577	577	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	3000										7							
187	180	2297/4	2297/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	3001									67								
187	180	1149/2	1149/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	3002									67								
187	180	2299/4	2299/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	3003									67								
187	180	575	575	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	3004									67								
187	180	2301/4	2301/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	3005									67								
187	180	1151/2	1151/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	3006																	
187	180	2305/4	2305/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	3007																	
188	181	2309/4	2309/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	3008									68	7							
188	181	1155/2	1155/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	3009									68	7							
188	181	2311/4	2311/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	3010									68	7							
188	181	578	578	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	3011									68	7							
188	181	2313/4	2313/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	3012									68	7							
188	181	1157/2	1157/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	3013										7							
188	181	2317/4	2317/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	3014										7							
188	181	2315/4	2315/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	3015									69	7							
188	181	579	579	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	3016									69	7							
188	181	2317/4	2317/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	3017									69	7							
188	181	1159/2	1159/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	3018									69	7							
188	181	2319/4	2319/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	3019									69	7							
188	181	580	580	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	3020										7							
188	181	2309/4	2309/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	3021									70								
188	181	1155/2	1155/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	3022									70								
188	181	2311/4	2311/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	3023									70								
188	181	578	578	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	3024									70								
188	181	2313/4	2313/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	3025									70								
188	181	1157/2	1157/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	3026																	
188	181	2317/4	2317/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	3027																	
189	182	2321/4	2321/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	3028									71	7							
189	182	1161/2	1161/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	3029									71	7							
189	182	2323/4	2323/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	3030									71	7							
189	182	581	581	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	3031									71	7							
189	182	2325/4	2325/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	3032									71	7							
189	182	1163/2	1163/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	3033										7							
189	182	2329/4	2329/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	3034										7							
189	182	2327/4	2327/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	3035									72	7							
189	182	582	582	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	3036									72	7							
189	182	2329/4	2329/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	3037									72	7							
189	182	1165/2	1165/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	3038									72	7							
189	182	2331/4	2331/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	3039									72	7							
189	182	583	583	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	3040										7							
189	182	2321/4	2321/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	3041									73								
189	182	1161/2	1161/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	3042									73								
189	182	2323/4	2323/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	3043									73								
189	182	581	581	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	3044									73								
189	182	2325/4	2325/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	3045									73								
189	182	1163/2	1163/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	3046																	
189	182	2329/4	2329/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	3047																	
190	183	2333/4	2333/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	3048									74	7							
190	183	1167/2	1167/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	3049									74	7							
190	183	2335/4	2335/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	3050									74	7							
190	183	584	584	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	3051									74	7							
190	183	2337/4	2337/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	3052									74	7							
190	183	1169/2	1169/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	3053										7							
190	183	2341/4	2341/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	3054										7							
190	183	2339/4	2339/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	3055									75	7							
190	183	585	585	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	3056									75	7							
190	183	2341/4	2341/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	3057									75	7							
190	183	1171/2	1171/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	3058									75	7							
190	183	2343/4	2343/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	3059									75	7							
190	183	586	586	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	3060										7							
190	183	2333/4	2333/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	3061									76								
190	183	1167/2	1167/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	3062									76								
190	183	2335/4	2335/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	3063									76								
190	183	584	584	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	3064									76								
190	183	2337/4	2337/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	3065									76								
190	183	1169/2	1169/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	3066																	
190	183	2341/4	2341/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	3067																	
191	184	2345/4	2345/4	0.0	0	0	Dynamic	3/4	1	1	0						f																
191	184	2345/4	2345/4	0.0	0	0	SystemText	3/4	1	1	0								"<i><font size=""12""/>non legato</i>"														
191	184	2345/4	2345/4	0.0	0	0	Spanner	3/4	1	1	0																						
191	184	2345/4	2345/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	3068																	
191	184	2351/4	2351/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	3069																	
191	184	588	588	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	3070																	
191	184	2353/4	2353/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	3071																	
191	184	1177/2	1177/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	3072																	
191	184	2355/4	2355/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	3073																	
191	184	589	589	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	3074																	
191	184	2345/4	2345/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	3075																	
191	184	1173/2	1173/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	3076																	
191	184	2347/4	2347/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	3077																	
191	184	587	587	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	3078																	
191	184	2349/4	2349/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	3079																	
191	184	1175/2	1175/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	3080																	
191	184	2353/4	2353/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	3081																	
191	184	2345/4	2345/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	3082																	
191	184	1173/2	1173/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	3083																	
191	184	2347/4	2347/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	3084																	
191	184	587	587	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	3085																	
191	184	2349/4	2349/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	3086																	
191	184	1175/2	1175/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	3087																	
191	184	2353/4	2353/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	3088																	
192	185	2357/4	2357/4	0.0	0	0	Dynamic	3/4	1	1	0						sf																
192	185	2357/4	2357/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	3089																	
192	185	2363/4	2363/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	3090																	
192	185	591	591	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	3091																	
192	185	2365/4	2365/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	3092																	
192	185	1183/2	1183/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	3093																	
192	185	2367/4	2367/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	3094																	
