mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
69	69	549/4	549/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	779				110			
69	69	275/2	275/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	780							
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	781				111			
69	69	136	136	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	782				112			
69	69	137	137	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	783							
69	69	136	136	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	784				113			
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	785							
70	70	138	138	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	786							
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	787				114			
70	70	277/2	277/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	788							
70	70	555/4	555/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	789				115			
70	70	139	139	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	790							
70	70	557/4	557/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	791				116			
70	70	279/2	279/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	792				116			
70	70	559/4	559/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	793							
71	71	140	140	0.0	0	0	Dynamic	2/4	1	1	0						pp					
71	71	140	140	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	794				117			
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	795			ornamentTurn	117			
71	71	283/2	283/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	796				117			
71	71	1135/8	1135/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	797							
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	798							
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	799							
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	800							
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	801							
72	72	142	142	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	802				118			
72	72	285/2	285/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	803				118			
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	804							
72	72	142	142	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	805							
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	806							
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	807							
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	808							
73	73	144	144	0.0	0	0	Spanner	2/4	1	1	0										1	
73	73	144	144	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	809				119		1	
73	73	145	145	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	810			ornamentTurn	119		1	
73	73	291/2	291/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	811				119		1	
73	73	1167/8	1167/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	812						1	
73	73	291/2	291/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	813							
73	73	1167/8	1167/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	814							
73	73	144	144	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	815							
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	816							
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	817							
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	818							
74	74	146	146	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	819				120		1	
74	74	293/2	293/2	0.0	1/8	1/8	Spanner	2/4	1	1	0											
74	74	293/2	293/2	0.0	1/8	1/8	Spanner	2/4	1	1	0									3		
74	74	293/2	293/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	820					3		
74	74	147	147	0.0	1/4	1/4	Spanner	2/4	1	1	0											
74	74	146	146	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	821							
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	822							
74	74	147	147	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	823							
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	824							
75	75	3553/24	3553/24	0.041666666666666664	1/96	1/96	Chord	2/4	1	1	1/96		1/64	2/3	825				121			
75	75	1777/12	1777/12	0.041666666666666664	1/48	1/48	Chord	2/4	1	1	1/96		1/64	2/3	826				121			
75	75	1185/8	1185/8	0.041666666666666664	1/32	1/32	Chord	2/4	1	1	1/96		1/64	2/3	827				121			
75	75	889/6	889/6	0.041666666666666664	1/24	1/24	Chord	2/4	1	1	1/96		1/64	2/3	828				121			
75	75	3557/24	3557/24	0.041666666666666664	5/96	5/96	Chord	2/4	1	1	1/96		1/64	2/3	829				121			
75	75	593/4	593/4	0.041666666666666664	1/16	1/16	Chord	2/4	1	1	1/96		1/64	2/3	830				121			
75	75	3559/24	3559/24	0.041666666666666664	7/96	7/96	Chord	2/4	1	1	1/96		1/64	2/3	831				121			
75	75	445/3	445/3	0.041666666666666664	1/12	1/12	Chord	2/4	1	1	1/96		1/64	2/3	832				121			
75	75	1187/8	1187/8	0.041666666666666664	3/32	3/32	Chord	2/4	1	1	1/96		1/64	2/3	833				121			
75	75	1781/12	1781/12	0.041666666666666664	5/48	5/48	Chord	2/4	1	1	1/96		1/64	2/3	834				121			
75	75	3563/24	3563/24	0.041666666666666664	11/96	11/96	Chord	2/4	1	1	1/96		1/64	2/3	835							
75	75	297/2	297/2	0.041666666666666664	1/8	1/8	Chord	2/4	1	1	1/96		1/64	2/3	836				122			
75	75	3565/24	3565/24	0.041666666666666664	13/96	13/96	Chord	2/4	1	1	1/96		1/64	2/3	837				122			
75	75	1783/12	1783/12	0.041666666666666664	7/48	7/48	Chord	2/4	1	1	1/96		1/64	2/3	838				122			
75	75	1189/8	1189/8	0.041666666666666664	5/32	5/32	Chord	2/4	1	1	1/96		1/64	2/3	839				122			
75	75	446/3	446/3	0.041666666666666664	1/6	1/6	Chord	2/4	1	1	1/96		1/64	2/3	840				122			
75	75	3569/24	3569/24	0.041666666666666664	17/96	17/96	Chord	2/4	1	1	1/96		1/64	2/3	841							
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	842							
75	75	149	149	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	843							
75	75	599/4	599/4	0.03571428571428571	7/16	7/16	Chord	2/4	1	1	1/112		1/64	4/7	844				123			
75	75	2097/14	2097/14	0.03571428571428571	25/56	25/56	Chord	2/4	1	1	1/112		1/64	4/7	845				123			
75	75	4195/28	4195/28	0.03571428571428571	51/112	51/112	Chord	2/4	1	1	1/112		1/64	4/7	846				123			
75	75	1049/7	1049/7	0.03571428571428571	13/28	13/28	Chord	2/4	1	1	1/112		1/64	4/7	847				123			
75	75	23983/160	23983/160	0.03571428571428571	303/640	303/640	Chord	2/4	1	1	1/112		1/64	4/7	848				123			
75	75	167921/1120	167921/1120	0.03571428571428571	2161/4480	2161/4480	Chord	2/4	1	1	1/112		1/64	4/7	849				123			
75	75	167961/1120	167961/1120	0.03571428571428571	2201/4480	2201/4480	Chord	2/4	1	1	1/112		1/64	4/7	850							
75	75	148	148	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	851							
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	852							
75	75	149	149	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	853							
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	854							
76	76	150	150	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	855				124			
76	76	1203/8	1203/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	856				124			
76	76	301/2	301/2	0.1875	1/8	1/8	Chord	2/4	1	1	3/64		1/32	3/2	857				124			
76	76	2411/16	2411/16	0.0625	11/64	11/64	Chord	2/4	1	1	1/64		1/64	1	858				124			
76	76	603/4	603/4	0.1875	3/16	3/16	Chord	2/4	1	1	3/64		1/32	3/2	859				124			
76	76	2415/16	2415/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	860							
76	76	151	151	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	861							
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	862							
76	76	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	863							
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	864							
77	77	3649/24	3649/24	0.041666666666666664	1/96	1/96	Chord	2/4	1	1	1/96		1/64	2/3	865				125			
77	77	1825/12	1825/12	0.041666666666666664	1/48	1/48	Chord	2/4	1	1	1/96		1/64	2/3	866				125			
77	77	1217/8	1217/8	0.041666666666666664	1/32	1/32	Chord	2/4	1	1	1/96		1/64	2/3	867				125			
77	77	913/6	913/6	0.041666666666666664	1/24	1/24	Chord	2/4	1	1	1/96		1/64	2/3	868				125			
77	77	3653/24	3653/24	0.041666666666666664	5/96	5/96	Chord	2/4	1	1	1/96		1/64	2/3	869				125			
77	77	609/4	609/4	0.041666666666666664	1/16	1/16	Chord	2/4	1	1	1/96		1/64	2/3	870				125			
77	77	3655/24	3655/24	0.041666666666666664	7/96	7/96	Chord	2/4	1	1	1/96		1/64	2/3	871				125			
77	77	457/3	457/3	0.041666666666666664	1/12	1/12	Chord	2/4	1	1	1/96		1/64	2/3	872				125			
77	77	1219/8	1219/8	0.041666666666666664	3/32	3/32	Chord	2/4	1	1	1/96		1/64	2/3	873				125			
77	77	1829/12	1829/12	0.041666666666666664	5/48	5/48	Chord	2/4	1	1	1/96		1/64	2/3	874				125			
77	77	3659/24	3659/24	0.041666666666666664	11/96	11/96	Chord	2/4	1	1	1/96		1/64	2/3	875							
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	876							
77	77	153	153	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	877							
77	77	615/4	615/4	0.022727272727272728	7/16	7/16	Chord	2/4	1	1	1/176		1/128	8/11	878				126			
77	77	3383/22	3383/22	0.022727272727272728	39/88	39/88	Chord	2/4	1	1	1/176		1/128	8/11	879				126			
77	77	6767/44	6767/44	0.022727272727272728	79/176	79/176	Chord	2/4	1	1	1/176		1/128	8/11	880				126			
77	77	1692/11	1692/11	0.022727272727272728	5/11	5/11	Chord	2/4	1	1	1/176		1/128	8/11	881				126			
77	77	6769/44	6769/44	0.022727272727272728	81/176	81/176	Chord	2/4	1	1	1/176		1/128	8/11	882				126			
77	77	3385/22	3385/22	0.022727272727272728	41/88	41/88	Chord	2/4	1	1	1/176		1/128	8/11	883				126			
77	77	14773/96	14773/96	0.022727272727272728	181/384	181/384	Chord	2/4	1	1	1/176		1/128	8/11	884				126			
77	77	162527/1056	162527/1056	0.022727272727272728	2015/4224	2015/4224	Chord	2/4	1	1	1/176		1/128	8/11	885				126			
77	77	162551/1056	162551/1056	0.022727272727272728	2039/4224	2039/4224	Chord	2/4	1	1	1/176		1/128	8/11	886				126			
77	77	162575/1056	162575/1056	0.022727272727272728	2063/4224	2063/4224	Chord	2/4	1	1	1/176		1/128	8/11	887				126			
77	77	162599/1056	162599/1056	0.022727272727272728	2087/4224	2087/4224	Chord	2/4	1	1	1/176		1/128	8/11	888							
77	77	152	152	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	889							
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	890							
77	77	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	891							
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	892							
78	78	154	154	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	893							
78	78	1239/8	1239/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	894							
78	78	155	155	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	895							
78	78	1247/8	1247/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	896							
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	897							
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	898							
79	79	156	156	0.0	0	0	Spanner	2/4	1	1	0											4
79	79	156	156	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	899							4
79	79	1255/8	1255/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	900							4
79	79	157	157	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	901							4
79	79	1263/8	1263/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	902							4
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	903							
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	904							
80	80	158	158	0.0	0	0	Spanner	2/4	1	1	0											
80	80	158	158	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	905							
80	80	1271/8	1271/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	906							
80	80	159	159	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	907							
80	80	1279/8	1279/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	908							
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	909							
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	910							
81	81	160	160	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	911							
81	81	1287/8	1287/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	912			ornamentTurn	127			
81	81	161	161	0.0	1/4	1/4	Dynamic	2/4	1	1	0						sf		127			
81	81	161	161	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	913				127			
81	81	645/4	645/4	0.0	5/16	5/16	Spanner	2/4	1	1	0									4		
81	81	645/4	645/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	914					4		
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	915			articStaccatoAbove	128	4		
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	916			articStaccatoAbove		4		
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	917							
82	82	162	162	0.0	0	0	Dynamic	2/4	1	1	0						p					
82	82	162	162	0.0	0	0	Spanner	2/4	1	1	0											
82	82	162	162	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	918				129			
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	919				129			
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	920				129			
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	921				129			
82	82	163	163	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	922				129			
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	923				129			
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	924				129			
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	925							
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	926							
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	927							
83	83	164	164	0.0	0	0	Dynamic	2/4	1	1	0						pp					
83	83	164	164	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	928				130			
83	83	985/6	985/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	929				130			
83	83	493/3	493/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	930							
83	83	494/3	494/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	931				131			
83	83	989/6	989/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	932							
83	83	165	165	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	933				132			
83	83	991/6	991/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	934				132			
83	83	496/3	496/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	935							
83	83	497/3	497/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	936				133			
83	83	995/6	995/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	937							
83	83	493/3	493/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	938				134			
83	83	329/2	329/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	939				134			
83	83	494/3	494/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	940				134			
83	83	989/6	989/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	941							
83	83	496/3	496/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	942				135			
83	83	331/2	331/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	943				135			
83	83	497/3	497/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	944				135			
83	83	995/6	995/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	945							
84	84	166	166	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	946				136			
84	84	997/6	997/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	947				136			
84	84	499/3	499/3	0.0	1/12	1/12	Spanner	2/4	1	1	0											5
84	84	499/3	499/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	948							5
84	84	333/2	333/2	0.0	1/8	1/8	Spanner	2/4	1	1	0											
84	84	500/3	500/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	949				137			
84	84	1001/6	1001/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	950							
84	84	167	167	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	951				138			
84	84	1003/6	1003/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	952				138			
84	84	502/3	502/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	953							
84	84	503/3	503/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	954				139			
84	84	1007/6	1007/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	955							
84	84	499/3	499/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	956				140			
84	84	333/2	333/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	957				140			
84	84	500/3	500/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	958				140			
84	84	1001/6	1001/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	959							
84	84	502/3	502/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	960				141			
84	84	335/2	335/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	961				141			
84	84	503/3	503/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	962				141			
84	84	1007/6	1007/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	963							
85	85	168	168	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	964				142			
85	85	1009/6	1009/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	965				142			
85	85	505/3	505/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	966							
85	85	506/3	506/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	967				143			
85	85	1013/6	1013/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	968							
85	85	169	169	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	969				144			
85	85	1015/6	1015/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	970				144			
85	85	508/3	508/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	971							
85	85	509/3	509/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	972				145			
85	85	1019/6	1019/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	973							
85	85	505/3	505/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	974				146			
85	85	337/2	337/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	975				146			
85	85	506/3	506/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	976				146			
85	85	1013/6	1013/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	977							
85	85	508/3	508/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	978				147			
85	85	339/2	339/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	979				147			
85	85	509/3	509/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	980				147			
85	85	1019/6	1019/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	981							
86	86	170	170	0.0	0	0	Dynamic	2/4	1	1	0						rf					
86	86	170	170	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	982				148			
86	86	1021/6	1021/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	983				148			
86	86	511/3	511/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	984							
86	86	512/3	512/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	985				149			
86	86	1025/6	1025/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	986				149			
86	86	171	171	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f		149			
86	86	171	171	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	987				149			
86	86	1027/6	1027/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	988				149			
86	86	514/3	514/3	0.0	1/3	1/3	Dynamic	2/4	1	1	0						sf		149			
86	86	514/3	514/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	989				149			
86	86	343/2	343/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	990				149			
86	86	515/3	515/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	991				149			
86	86	1031/6	1031/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	992							
86	86	511/3	511/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	993							
86	86	341/2	341/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	994							
86	86	512/3	512/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	995							
86	86	171	171	0.0	1/4	1/4	Dynamic	2/4	2	1	0						sf					
86	86	171	171	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	996							
86	86	1025/6	1025/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	997							
86	86	171	171	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	998							
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	999							
87	87	172	172	0.0	0	0	Dynamic	2/4	1	1	0						p					
87	87	172	172	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1000							
87	87	1039/6	1039/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1001				150			
87	87	520/3	520/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1002							
87	87	347/2	347/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1003			articStaccatoAbove	151			
87	87	521/3	521/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1004			articStaccatoAbove	151			
87	87	1043/6	1043/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1005			articStaccatoAbove				
87	87	1033/6	1033/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1006			articStaccatoAbove				
87	87	517/3	517/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1007			articStaccatoAbove				
87	87	345/2	345/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1008			articStaccatoAbove				
87	87	518/3	518/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1009			articStaccatoAbove				
87	87	1037/6	1037/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1010			articStaccatoAbove				
87	87	173	173	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1011			articStaccatoAbove				
87	87	1039/6	1039/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1012							
87	87	520/3	520/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1013							
87	87	347/2	347/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1014			articStaccatoAbove				
87	87	521/3	521/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1015			articStaccatoAbove				
87	87	1043/6	1043/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1016			articStaccatoAbove				
88	88	174	174	0.0	0	0	Dynamic	2/4	1	1	0						rf					
88	88	174	174	0.875	0	0	Chord	2/4	1	1	7/32		1/8	7/4	1017							
88	88	1399/8	1399/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1018			ornamentTrill				
88	88	175	175	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	1019							
