mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
117	114	3679/8	3711/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2337												
118	115	3689/8	3721/8	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf										
118	115	3689/8	3721/8	0.0		1/4	1/4	Spanner	4/4	1	1	0											10					
118	115	3689/8	3721/8	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2338					70		10					
118	115	3705/8	3737/8	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	2339					70		10					
118	115	3711/8	3743/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2340							10					
118	115	3681/8	3713/8	0.0		0	0	Dynamic	4/4	2	1	0						sf										
118	115	3681/8	3713/8	0.0		0	0	Spanner	4/4	2	1	0															8	8
118	115	3681/8	3713/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2341											8	8
118	115	3711/8	3743/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2342											8	8
119	116	3713/8	3745/8	0.0		0	0	Dynamic	4/4	1	1	0						p										
119	116	3713/8	3745/8	0.0		0	0	Spanner	4/4	1	1	0																
119	116	3713/8	3745/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2343					71							
119	116	3721/8	3753/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2344												
119	116	3727/8	3759/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2345												
119	116	3729/8	3761/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2346					72							
119	116	3737/8	3769/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2347												
119	116	3743/8	3775/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2348												
119	116	3713/8	3745/8	0.0		0	0	Spanner	4/4	2	1	0																
119	116	3713/8	3745/8	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2349												
119	116	3727/8	3759/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2350												
119	116	3729/8	3761/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2351												
119	116	3737/8	3769/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2352												
119	116	3743/8	3775/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2353												
120	117	3745/8	3777/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2354												
120	117	3753/8	3785/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2355												
120	117	3761/8	3793/8	0.08333333333333333		1/2	1/2	Chord	4/4	1	1	1/48		1/32	2/3	2356					73							
120	117	11285/24	11381/24	0.08333333333333333		25/48	25/48	Chord	4/4	1	1	1/48		1/32	2/3	2357					73							
120	117	11287/24	11383/24	0.08333333333333333		13/24	13/24	Chord	4/4	1	1	1/48		1/32	2/3	2358					73							
120	117	3763/8	3795/8	0.08333333333333333		9/16	9/16	Chord	4/4	1	1	1/48		1/32	2/3	2359					73							
120	117	11291/24	11387/24	0.08333333333333333		7/12	7/12	Chord	4/4	1	1	1/48		1/32	2/3	2360					73							
120	117	11293/24	11389/24	0.08333333333333333		29/48	29/48	Chord	4/4	1	1	1/48		1/32	2/3	2361					73							
120	117	3765/8	3797/8	0.08333333333333333		5/8	5/8	Chord	4/4	1	1	1/48		1/32	2/3	2362					73							
120	117	11297/24	11393/24	0.08333333333333333		31/48	31/48	Chord	4/4	1	1	1/48		1/32	2/3	2363					73							
120	117	11299/24	11395/24	0.08333333333333333		2/3	2/3	Chord	4/4	1	1	1/48		1/32	2/3	2364					73							
120	117	3767/8	3799/8	0.08333333333333333		11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	2365					73							
120	117	11303/24	11399/24	0.08333333333333333		17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	2366					73							
120	117	11305/24	11401/24	0.08333333333333333		35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	2367												
120	117	3769/8	3801/8	0.1111111111111111		3/4	3/4	Chord	4/4	1	1	1/36		1/32	8/9	2368					74							
120	117	33929/72	34217/72	0.1111111111111111		7/9	7/9	Chord	4/4	1	1	1/36		1/32	8/9	2369					74							
120	117	226247/480	228167/480	0.1111111111111111		1547/1920	1547/1920	Chord	4/4	1	1	1/36		1/32	8/9	2370					74							
120	117	678901/1440	684661/1440	0.1111111111111111		4801/5760	4801/5760	Chord	4/4	1	1	1/36		1/32	8/9	2371					74							
120	117	679061/1440	684821/1440	0.1111111111111111		4961/5760	4961/5760	Chord	4/4	1	1	1/36		1/32	8/9	2372					74							
120	117	75469/160	76109/160	0.1111111111111111		569/640	569/640	Chord	4/4	1	1	1/36		1/32	8/9	2373					74							
120	117	679381/1440	685141/1440	0.1111111111111111		5281/5760	5281/5760	Chord	4/4	1	1	1/36		1/32	8/9	2374					74							
120	117	679541/1440	685301/1440	0.1111111111111111		5441/5760	5441/5760	Chord	4/4	1	1	1/36		1/32	8/9	2375					74							
120	117	226567/480	228487/480	0.1111111111111111		1867/1920	1867/1920	Chord	4/4	1	1	1/36		1/32	8/9	2376												
120	117	3745/8	3777/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2377												
120	117	3753/8	3785/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2378												
121	118	3777/8	3809/8	0.0		0	0	StaffText	4/4	1	1	0								ritar - - - - - - - - - - - - -  - - - - - - - - - - dan - - - - - - - - - - - - - - - - do								
121	118	3777/8	3809/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2379					75							
121	118	18893/40	19053/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2380					75							
121	118	18901/40	19061/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2381					75							
121	118	18909/40	19069/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2382					75							
121	118	18917/40	19077/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2383												
121	118	3785/8	3817/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2384												
121	118	3791/8	3823/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2385												
121	118	3793/8	3825/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2386					76							
121	118	18973/40	19133/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2387					76							
121	118	18981/40	19141/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2388					76							
121	118	18989/40	19149/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2389					76							
121	118	18997/40	19157/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2390												
121	118	3801/8	3833/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2391												
121	118	3807/8	3839/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2392												
121	118	3777/8	3809/8	1.5		0	0	Chord	4/4	1	2	3/8		1/4	3/2	2393												
121	118	3791/8	3823/8	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	2394												
121	118	3793/8	3825/8	1.5		1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	2395												
121	118	3777/8	3809/8	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2396												
121	118	3791/8	3823/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2397												
121	118	3793/8	3825/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2398												
121	118	3807/8	3839/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2399												
122	119	3809/8	3841/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2400												
122	119	3817/8	3849/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2401												
122	119	3839/8	3871/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2402												
122	119	3809/8	3841/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2403												
122	119	3817/8	3849/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2404												
122	119	3839/8	3871/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2405												
123	120	3841/8	3873/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2406												
123	120	3849/8	3881/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2407												
123	120	3871/8	3903/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2408												
123	120	3871/8	3903/8	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	2409												
123	120	3841/8	3873/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2410												
123	120	3849/8	3881/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2411												
123	120	3871/8	3903/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2412												
124	121	3873/8	3905/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2413					77							
124	121	3881/8	3913/8	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2414					77							
124	121	3897/8	3929/8	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2415					77							
124	121	3873/8	3905/8	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	2416					78							
124	121	3881/8	3913/8	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	2417					78							
124	121	3897/8	3929/8	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	2418					78							
124	121	3873/8	3905/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2419					79							
124	121	3881/8	3913/8	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	2420												
124	121	3897/8	3929/8	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2421												
125	122	3905/8	3937/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2422												
125	122	3913/8	3945/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2423					80							
125	122	3921/8	3953/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2424					80							
125	122	3925/8	3957/8	0.0		5/8	5/8	Spanner	4/4	1	1	0									80				6			
125	122	3925/8	3957/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2425					80				6			
125	122	3929/8	3961/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2426					80				6			
125	122	3933/8	3965/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2427									6			
125	122	3905/8	3937/8	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	2428									6			
125	122	3913/8	3945/8	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	2429									6			
125	122	3929/8	3961/8	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	2430									6			
125	122	3933/8	3965/8	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	2431									6			
125	122	3905/8	3937/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2432												
125	122	3913/8	3945/8	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	2433												
125	122	3929/8	3961/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2434												
125	122	3933/8	3965/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2435												
126	123	3937/8	3969/8	0.0		0	0	Spanner	4/4	1	1	0																
126	123	3939/8	3971/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2436												
126	123	3941/8	3973/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2437												
126	123	3943/8	3975/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2438												
126	123	3945/8	3977/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2439												
126	123	3955/8	3987/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2440												
126	123	3957/8	3989/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2441												
126	123	3959/8	3991/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2442												
126	123	3961/8	3993/8	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2443												
126	123	3937/8	3969/8	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2444					81							
126	123	3961/8	3993/8	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2445					81							
126	123	3967/8	3999/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2446												
127	124	3971/8	4003/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2447												
127	124	3973/8	4005/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2448												
127	124	3975/8	4007/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2449												
127	124	3977/8	4009/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2450												
127	124	3987/8	4019/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2451												
127	124	3989/8	4021/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2452												
127	124	3991/8	4023/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2453												
127	124	3993/8	4025/8	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2454												
127	124	3969/8	4001/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2455					82							
127	124	3977/8	4009/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2456												
127	124	3983/8	4015/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2457												
127	124	3985/8	4017/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2458					83							
127	124	3993/8	4025/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2459												
127	124	3999/8	4031/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2460												
128	125	4003/8	4035/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2461												
128	125	4005/8	4037/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2462												
128	125	4007/8	4039/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2463												
128	125	4009/8	4041/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2464												
128	125	4011/8	4043/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2465												
128	125	4013/8	4045/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2466												
128	125	4015/8	4047/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2467												
128	125	4017/8	4049/8	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	2468												
128	125	12055/24	12151/24	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	2469												
128	125	12059/24	12155/24	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	2470												
128	125	4021/8	4053/8	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	2471												
128	125	12067/24	12163/24	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	2472												
128	125	12071/24	12167/24	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	2473												
128	125	4025/8	4057/8	0.16666666666666666		3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	2474												
128	125	12079/24	12175/24	0.16666666666666666		19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	2475												
128	125	12083/24	12179/24	0.16666666666666666		5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	2476												
128	125	4029/8	4061/8	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	2477												
128	125	12091/24	12187/24	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	2478												
128	125	12095/24	12191/24	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	2479												
128	125	4001/8	4033/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2480												
128	125	4009/8	4041/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2481												
129	126	4033/8	4065/8	0.0		0	0	StaffText	4/4	1	1	0								ritardando								
129	126	4033/8	4065/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2482												
129	126	20173/40	20333/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2483												
129	126	20181/40	20341/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2484												
129	126	20189/40	20349/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2485												
129	126	20197/40	20357/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2486												
129	126	4041/8	4073/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2487												
129	126	4047/8	4079/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2488												
129	126	4049/8	4081/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2489												
129	126	20253/40	20413/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2490												
129	126	20261/40	20421/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2491												
129	126	20269/40	20429/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2492												
129	126	20277/40	20437/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2493												
129	126	4057/8	4089/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2494												
129	126	4063/8	4095/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2495												
129	126	4033/8	4065/8	1.5		0	0	Chord	4/4	1	2	3/8		1/4	3/2	2496												
129	126	4047/8	4079/8	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	2497												
129	126	4049/8	4081/8	1.5		1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	2498												
129	126	4033/8	4065/8	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2499												
129	126	4047/8	4079/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2500												
129	126	4049/8	4081/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2501												
129	126	4063/8	4095/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2502												
130	127	4065/8	4097/8	0.0		0	0	Spanner	4/4	1	1	0										5						
130	127	4065/8	4097/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2503						5						
130	127	20333/40	20493/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2504						5						
130	127	20341/40	20501/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2505						5						
130	127	20349/40	20509/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2506						5						
130	127	20357/40	20517/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2507						5						
130	127	4073/8	4105/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2508						5						
130	127	4077/8	4109/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2509						5						
130	127	4081/8	4113/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2510						5						
130	127	20413/40	20573/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2511						5						
130	127	20421/40	20581/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2512						5						
130	127	20429/40	20589/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2513						5						
130	127	20437/40	20597/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2514						5						
130	127	4089/8	4121/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2515						5						
130	127	4093/8	4125/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2516						5						
130	127	4065/8	4097/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2517												
130	127	4069/8	4101/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2518												
130	127	4077/8	4109/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2519												
130	127	4081/8	4113/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2520												
130	127	4085/8	4117/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2521												
130	127	4093/8	4125/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2522												
131	128	4097/8	4129/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2523						5						
131	128	20493/40	20653/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2524						5						
131	128	20501/40	20661/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2525						5						
131	128	20509/40	20669/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2526						5						
131	128	20517/40	20677/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2527						5						
131	128	4105/8	4137/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2528						5						
131	128	4109/8	4141/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2529						5						
131	128	4113/8	4145/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2530						5						
131	128	20573/40	20733/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2531						5						
131	128	20581/40	20741/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2532						5						
131	128	20589/40	20749/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2533						5						
131	128	20597/40	20757/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2534						5						
131	128	4121/8	4153/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2535						5						
131	128	4125/8	4157/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2536						5						
131	128	4097/8	4129/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2537												
131	128	4101/8	4133/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2538												
131	128	4109/8	4141/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2539												
131	128	4113/8	4145/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2540												
131	128	4117/8	4149/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2541												
131	128	4125/8	4157/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2542												
132	129	4129/8	4161/8	0.0		0	0	Spanner	4/4	1	1	0										5				1		
132	129	4129/8	4161/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2543						5				1		
132	129	20653/40	20813/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2544						5				1		
132	129	20661/40	20821/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2545						5				1		
132	129	20669/40	20829/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2546						5				1		
132	129	20677/40	20837/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2547						5				1		
132	129	4137/8	4169/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2548						5				1		
132	129	4141/8	4173/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2549						5				1		
132	129	4145/8	4177/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2550						5				1		
132	129	20733/40	20893/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2551						5				1		
132	129	20741/40	20901/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2552						5				1		
132	129	20749/40	20909/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2553						5				1		
132	129	20757/40	20917/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2554						5				1		
132	129	4153/8	4185/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2555						5				1		
132	129	4157/8	4189/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2556						5				1		
132	129	4129/8	4161/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2557												
132	129	4133/8	4165/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2558												
132	129	4141/8	4173/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2559												
132	129	4145/8	4177/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2560												
132	129	4149/8	4181/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2561												
132	129	4157/8	4189/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2562												
133	130	4161/8	4193/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	2563						5				1		
133	130	20813/40	20973/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	2564						5				1		
133	130	20821/40	20981/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	2565						5				1		
133	130	20829/40	20989/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	2566						5				1		
133	130	20837/40	20997/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	2567						5				1		
133	130	4169/8	4201/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2568			articStaccatoAbove			5				1		
133	130	4173/8	4205/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2569			articStaccatoAbove			5				1		
133	130	4177/8	4209/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	2570						5				1		
133	130	20893/40	21053/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	2571						5				1		
133	130	20901/40	21061/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	2572						5				1		
133	130	20909/40	21069/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	2573						5				1		
133	130	20917/40	21077/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	2574						5				1		
133	130	4185/8	4217/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2575			articStaccatoAbove			5				1		
133	130	4189/8	4221/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2576			articStaccatoAbove			5				1		
133	130	4161/8	4193/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2577												
133	130	4165/8	4197/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2578												
