mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
55	54	215/2	215/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	502									
56	55	217/2	217/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	503									
56	55	219/2	219/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p							
56	55	219/2	219/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	504			articStaccatoAbove						
56	55	110	110	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	505			articStaccatoAbove						
56	55	217/2	217/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	506									
56	55	326/3	326/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	507									
56	55	653/6	653/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	508									
56	55	109	109	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	509									
56	55	655/6	655/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	510									
56	55	328/3	328/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	511									
56	55	219/2	219/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	512									
56	55	329/3	329/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	513									
56	55	659/6	659/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	514									
56	55	110	110	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	515									
56	55	661/6	661/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	516									
56	55	331/3	331/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	517									
57	56	221/2	221/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	518			articStaccatoAbove						
57	56	223/2	223/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	519			articStaccatoAbove						
57	56	112	112	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	520			articStaccatoAbove						
57	56	221/2	221/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	521									
57	56	332/3	332/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	522									
57	56	665/6	665/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	523									
57	56	111	111	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	524									
57	56	667/6	667/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	525									
57	56	334/3	334/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	526									
57	56	223/2	223/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	527									
57	56	335/3	335/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	528									
57	56	671/6	671/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	529									
57	56	112	112	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	530									
57	56	673/6	673/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	531									
57	56	337/3	337/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	532									
58	57	225/2	225/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	533			articStaccatoAbove						
58	57	227/2	227/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						f							
58	57	227/2	227/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	534			articStaccatoBelow						
58	57	114	114	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	535			articStaccatoBelow						
58	57	225/2	225/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	536									
58	57	338/3	338/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	537									
58	57	677/6	677/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	538									
58	57	113	113	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	539									
58	57	679/6	679/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	540									
58	57	340/3	340/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	541									
58	57	227/2	227/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	542									
58	57	341/3	341/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	543									
58	57	683/6	683/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	544									
58	57	114	114	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	545									
58	57	685/6	685/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	546									
58	57	343/3	343/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	547									
59	58	229/2	229/2	0.0		0	0	Spanner	2/4	1	1	0													0
59	58	229/2	229/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	548									0
59	58	229/2	229/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	549									0
59	58	229/2	229/2	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	550									0
59	58	229/2	229/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	551									0
59	58	229/2	229/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	552									
59	58	344/3	344/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	553									
59	58	689/6	689/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	554									
59	58	115	115	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	555									
59	58	691/6	691/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	556									
59	58	346/3	346/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	557									
59	58	231/2	231/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	558									
59	58	347/3	347/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	559									
59	58	695/6	695/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	560									
59	58	116	116	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	561									
59	58	697/6	697/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	562									
59	58	349/3	349/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	563									
60	59	233/2	233/2	0.0		0	0	Spanner	2/4	1	1	0													
60	59	233/2	233/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	564									
60	59	235/2	235/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p							
60	59	235/2	235/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	565				56					
60	59	941/8	941/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	566			articStaccatoAbove						
60	59	118	118	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	567				57					
60	59	945/8	945/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	568			articStaccatoAbove						
60	59	233/2	233/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	569									
60	59	933/8	933/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	570									
60	59	467/4	467/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	571									
60	59	935/8	935/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	572									
60	59	117	117	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	573									
60	59	937/8	937/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	574									
60	59	469/4	469/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	575									
60	59	939/8	939/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	576									
60	59	235/2	235/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	577									
60	59	941/8	941/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	578									
60	59	471/4	471/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	579									
60	59	943/8	943/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	580									
60	59	118	118	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	581									
60	59	945/8	945/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	582									
60	59	473/4	473/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	583									
60	59	947/8	947/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	584									
61	60	237/2	237/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	585				58					
61	60	949/8	949/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	586			articStaccatoAbove						
61	60	239/2	239/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	587				59					
61	60	957/8	957/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	588			articStaccatoAbove						
61	60	120	120	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	589				60					
61	60	961/8	961/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	590			articStaccatoAbove						
61	60	237/2	237/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	591									
61	60	949/8	949/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	592									
61	60	475/4	475/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	593									
61	60	951/8	951/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	594									
61	60	119	119	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	595									
61	60	953/8	953/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	596									
61	60	477/4	477/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	597									
61	60	955/8	955/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	598									
61	60	239/2	239/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	599									
61	60	359/3	359/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	600									
61	60	719/6	719/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	601									
61	60	120	120	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	602									
61	60	721/6	721/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	603									
61	60	361/3	361/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	604									
62	61	241/2	241/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	605				61					
62	61	965/8	965/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	606			articStaccatoAbove						
62	61	243/2	243/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						f							
62	61	243/2	243/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	607			articStaccatoBelow						
62	61	122	122	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	608			articStaccatoBelow						
62	61	241/2	241/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	609									
62	61	965/8	965/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	610									
62	61	483/4	483/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	611									
62	61	967/8	967/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	612									
62	61	121	121	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	613									
62	61	969/8	969/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	614									
62	61	485/4	485/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	615									
62	61	971/8	971/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	616									
62	61	243/2	243/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	617									
62	61	973/8	973/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	618									
62	61	487/4	487/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	619									
62	61	975/8	975/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	620									
62	61	122	122	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	621									
62	61	977/8	977/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	622									
62	61	489/4	489/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	623									
62	61	979/8	979/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	624									
63	62	245/2	245/2	0.0		0	0	Dynamic	2/4	1	1	0						ff							
63	62	245/2	245/2	0.0		0	0	Spanner	2/4	1	1	0													1
63	62	245/2	245/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	625									1
63	62	245/2	245/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	626									1
63	62	245/2	245/2	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	627									1
63	62	245/2	245/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	628									1
63	62	245/2	245/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	629									
63	62	368/3	368/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	630									
63	62	737/6	737/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	631									
63	62	123	123	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	632									
63	62	739/6	739/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	633									
63	62	370/3	370/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	634									
63	62	247/2	247/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	635									
63	62	371/3	371/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	636									
63	62	743/6	743/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	637									
63	62	124	124	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	638									
63	62	745/6	745/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	639									
63	62	373/3	373/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	640									
64	63	249/2	249/2	0.0		0	0	Spanner	2/4	1	1	0													
64	63	249/2	249/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	641									
64	63	251/2	251/2	0.0		1/4	1/4	Spanner	2/4	1	1	0									1				
64	63	251/2	251/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	642			articStaccatoAbove		1				
64	63	126	126	0.0		3/8	3/8	Spanner	2/4	1	1	0													
64	63	126	126	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	643			articStaccatoAbove						
64	63	249/2	249/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	644									
64	63	997/8	997/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	645									
64	63	499/4	499/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	646									
64	63	999/8	999/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	647									
64	63	125	125	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	648									
64	63	1001/8	1001/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	649									
64	63	501/4	501/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	650									
64	63	1003/8	1003/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	651									
64	63	251/2	251/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	652									
64	63	377/3	377/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	653									
64	63	755/6	755/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	654									
64	63	126	126	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	655									
64	63	757/6	757/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	656									
64	63	379/3	379/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	657									
65	64	253/2	253/2	0.0		0	0	Dynamic	2/4	1	1	0						ff							
65	64	253/2	253/2	0.0		0	0	Spanner	2/4	1	1	0													2
65	64	253/2	253/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	658									2
65	64	253/2	253/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	659									2
65	64	253/2	253/2	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	660									2
65	64	253/2	253/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	661									2
65	64	253/2	253/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	662									
65	64	1013/8	1013/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	663									
65	64	507/4	507/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	664									
65	64	1015/8	1015/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	665									
65	64	127	127	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	666									
65	64	1017/8	1017/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	667									
65	64	509/4	509/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	668									
65	64	1019/8	1019/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	669									
65	64	255/2	255/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	670									
65	64	1021/8	1021/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	671									
65	64	511/4	511/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	672									
65	64	1023/8	1023/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	673									
65	64	128	128	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	674									
65	64	1025/8	1025/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	675									
65	64	513/4	513/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	676									
65	64	1027/8	1027/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	677									
66	65	257/2	257/2	0.0		0	0	Dynamic	2/4	1	1	0						ff							
66	65	257/2	257/2	0.0		0	0	Spanner	2/4	1	1	0													
66	65	257/2	257/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	678									
66	65	259/2	259/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	679									
66	65	257/2	257/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	680									
66	65	259/2	259/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	681									
67	66		261/2	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	682									
67	66		261/2	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	683									
68	66	261/2	132	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	684									
68	66	261/2	132	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	685									
69	67	265/2	134	0.0		0	0	Dynamic	2/4	1	1	0						p							
69	67	265/2	134	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	686									
69	67	267/2	135	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	687									
69	67	265/2	134	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	688									
69	67	267/2	135	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	689									
70	68	269/2	136	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	690									
70	68	269/2	136	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	691									
71	69	410/3	829/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	692				62					
71	69	821/6	415/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	693				62					
71	69	137	277/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	694				62					
71	69	823/6	416/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	695				62					
71	69	412/3	833/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	696									
71	69	413/3	835/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	697				63					
71	69	827/6	418/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	698				63					
71	69	138	279/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	699				63					
71	69	829/6	419/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	700				63					
71	69	415/3	839/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	701									
71	69	273/2	138	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	702									
71	69	275/2	139	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	703									
72	70	555/4	561/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	704				64					
72	70	139	281/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	705				64					
72	70	557/4	563/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	706				64					
72	70	279/2	141	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	707				64					
72	70	559/4	565/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	708				64					
72	70	140	283/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	709				64					
72	70	561/4	567/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	710									
72	70	277/2	140	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	711									
73	71	422/3	853/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	712				65					
73	71	845/6	427/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	713				65					
73	71	141	285/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	714				65					
73	71	847/6	428/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	715				65					
73	71	424/3	857/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	716									
73	71	425/3	859/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	717				66					
73	71	851/6	430/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	718				66					
73	71	142	287/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	719				66					
73	71	853/6	431/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	720				66					
73	71	427/3	863/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	721									
73	71	281/2	142	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	722									
73	71	283/2	143	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	723									
74	72	571/4	577/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	724			ornamentTurn	67					
74	72	143	289/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	725				67					
74	72	573/4	579/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	726				67					
74	72	287/2	145	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	727				67					
74	72	575/4	581/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	728				67					
74	72	144	291/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	729				67					
74	72	577/4	583/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	730									
74	72	285/2	144	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	731									
75	73	289/2	146	0.0		0	0	Dynamic	2/4	1	1	0						f							
75	73	289/2	146	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	732									
75	73	291/2	147	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	733									
75	73	434/3	877/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	734				68					
75	73	869/6	439/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	735				68					
75	73	145	293/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	736				68					
75	73	871/6	440/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	737				68					
75	73	436/3	881/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	738									
75	73	437/3	883/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	739				69					
75	73	875/6	442/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	740				69					
75	73	146	295/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	741				69					
75	73	877/6	443/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	742				69					
75	73	439/3	887/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	743									
76	74	293/2	148	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	744									
76	74	440/3	889/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	745				70					
76	74	881/6	445/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	746				70					
76	74	147	297/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	747				70					
76	74	883/6	446/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	748				70					
76	74	442/3	893/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	749									
76	74	295/2	149	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	750				71					
76	74	591/4	597/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	751				71					
76	74	148	299/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	752				71					
76	74	593/4	599/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	753									
77	75	297/2	150	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	754									
