mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
84	83	249/2	249/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	516				66		
84	83	499/4	499/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	517						
85	84	125	125	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	518				67		
85	84	126	126	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	519						
85	84	125	125	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	520				68		
85	84	501/4	501/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	521				68		
85	84	251/2	251/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	522				68		
85	84	503/4	503/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	523				68		
85	84	126	126	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	524				68		
85	84	505/4	505/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	525						
86	85	253/2	253/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	526						
86	85	253/2	253/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	527				69		
86	85	507/4	507/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	528				69		
86	85	127	127	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	529				69		
86	85	509/4	509/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	530				69		
86	85	255/2	255/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	531						
86	85	511/4	511/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	532						
86	85	253/2	253/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	533						
86	85	255/2	255/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	534						
87	86	128	128	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	535						
87	86	257/2	257/2	0.0	1/8	1/8	Chord	3/8	1	1	0	acciaccatura	1/8	1	536						
87	86	257/2	257/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	537				70		
87	86	515/4	515/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	538				70		
87	86	129	129	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	539				70		
87	86	517/4	517/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	540						
87	86	128	128	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	541						
87	86	513/4	513/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	542						
87	86	257/2	257/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	543						
87	86	515/4	515/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	544						
87	86	129	129	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	545						
87	86	517/4	517/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	546						
87	86	128	128	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	547						
87	86	129	129	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	548						
88	87	259/2	259/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	549				71		
88	87	130	130	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	550						
88	87	261/2	261/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	551			articStaccatoAbove			
88	87	259/2	259/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	552				72		
88	87	519/4	519/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	553				72		
88	87	130	130	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	554				72		
88	87	521/4	521/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	555				72		
88	87	261/2	261/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	556						
88	87	523/4	523/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	557						
88	87	259/2	259/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	558						
88	87	261/2	261/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	559						
89	88	131	131	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	560						
89	88	132	132	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	561						
89	88	131	131	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	562				73		
89	88	525/4	525/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	563				73		
89	88	263/2	263/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	564				73		
89	88	527/4	527/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	565				73		
89	88	132	132	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	566				73		
89	88	529/4	529/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	567						
90	89	265/2	265/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	568						
90	89	267/2	267/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
90	89	267/2	267/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	569						
90	89	531/4	531/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	570				74		
90	89	133	133	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	571				74		
90	89	533/4	533/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	572				74		
90	89	267/2	267/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	573				74		
90	89	535/4	535/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	574						
91	90	134	134	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	575						
91	90	135	135	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
91	90	135	135	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	576						
91	90	537/4	537/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	577				75		
91	90	269/2	269/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	578				75		
91	90	539/4	539/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	579				75		
91	90	135	135	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	580				75		
91	90	541/4	541/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	581						
92	91	271/2	271/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	582						
92	91	273/2	273/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
92	91	273/2	273/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	583						
92	91	543/4	543/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	584				76		
92	91	136	136	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	585				76		
92	91	545/4	545/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	586				76		
92	91	273/2	273/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	587				76		
92	91	547/4	547/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	588						
93	92	137	137	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	589						
93	92	549/4	549/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	590				77		
93	92	275/2	275/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	591				77		
93	92	551/4	551/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	592				77		
93	92	138	138	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	593				77		
93	92	553/4	553/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	594						
93	92	137	137	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	595				78		
94	93	277/2	277/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	596				79		
94	93	279/2	279/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	597						
94	93	277/2	277/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	598				78		
94	93	555/4	555/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	599				78		
94	93	139	139	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	600				78		
94	93	557/4	557/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	601				78		
94	93	279/2	279/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	602				78		
94	93	559/4	559/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	603						
95	94	140	140	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	604						
95	94	141	141	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	605						
95	94	140	140	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	606				80		
95	94	561/4	561/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	607				80		
95	94	281/2	281/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	608				80		
95	94	563/4	563/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	609				80		
95	94	141	141	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	610				80		
95	94	565/4	565/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	611						
96	95	283/2	283/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	612			articStaccatoBelow			
96	95	142	142	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	613			articStaccatoBelow			
96	95	285/2	285/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	614			articStaccatoBelow			
96	95	283/2	283/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	615				81		
96	95	567/4	567/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	616				81		
96	95	142	142	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	617				81		
96	95	569/4	569/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	618				81		
96	95	285/2	285/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	619				81		
96	95	571/4	571/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	620						
97	96	143	143	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	621						
97	96	143	143	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	622				82		
97	96	573/4	573/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	623				82		
97	96	287/2	287/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	624				82		
97	96	575/4	575/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	625				82		
97	96	144	144	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	626				82		
97	96	577/4	577/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	627						
98	97	579/4	579/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	628				83		
98	97	145	145	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	629				83		
98	97	581/4	581/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	630				83		
98	97	291/2	291/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf		83		
98	97	291/2	291/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	631				83		
98	97	583/4	583/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	632						
98	97	289/2	289/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	633				84		
98	97	291/2	291/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0						sf				
98	97	291/2	291/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	634						
98	97	289/2	289/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	635						
99	98	585/4	585/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	636				85		
99	98	293/2	293/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	637				85		
99	98	587/4	587/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	638				85		
99	98	147	147	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf		85		
99	98	147	147	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	639				85		
99	98	589/4	589/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	640						
99	98	146	146	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	641				86		
99	98	147	147	0.0	1/4	1/4	Dynamic	3/8	2	1	0						sf				
99	98	147	147	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	642						
99	98	146	146	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	643						
100	99	591/4	591/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	644				87		
100	99	148	148	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	645				87		
100	99	593/4	593/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	646				87		
100	99	297/2	297/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	647				87		
100	99	595/4	595/4	0.0	5/16	5/16	Dynamic	3/8	1	1	0						sf				
100	99	595/4	595/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	648						
100	99	295/2	295/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	649				88		
100	99	297/2	297/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0						sf				
100	99	297/2	297/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	650						
100	99	295/2	295/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	651						
101	100	149	149	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	652				89		
101	100	597/4	597/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	653				89		
101	100	299/2	299/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	654				89		
101	100	599/4	599/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	655				89		
101	100	150	150	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	656				89		
101	100	601/4	601/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	657						
101	100	149	149	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	658						
101	100	149	149	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	659				90		
102	101	301/2	301/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	660				91		
102	101	303/2	303/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	661						
102	101	301/2	301/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	662						
102	101	603/4	603/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	663						
102	101	151	151	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	664						
102	101	605/4	605/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	665						
102	101	303/2	303/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	666						
102	101	607/4	607/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	667						
103	102	152	152	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	668				92		
103	102	153	153	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	669						
103	102	152	152	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	670				93		
103	102	609/4	609/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	671				93		
103	102	305/2	305/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	672				93		
103	102	611/4	611/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	673				93		
103	102	153	153	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	674				93		
103	102	613/4	613/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	675						
104	103	307/2	307/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	676			articStaccatoBelow			
104	103	154	154	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	677			articStaccatoBelow			
104	103	309/2	309/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	678			articStaccatoBelow			
104	103	307/2	307/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	679				94		
104	103	615/4	615/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	680				94		
104	103	154	154	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	681				94		
104	103	617/4	617/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	682				94		
104	103	309/2	309/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	683				94		
104	103	619/4	619/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	684						
105	104	155	155	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	685						
105	104	155	155	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	686				95		
105	104	621/4	621/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	687				95		
105	104	311/2	311/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	688				95		
105	104	623/4	623/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	689				95		
105	104	156	156	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	690				95		
105	104	625/4	625/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	691						
106	105	313/2	313/2	0.0	0	0	Spanner	3/8	1	1	0									1	
106	105	313/2	313/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	692	>		articStaccatoAbove		1	
106	105	157	157	0.0	1/8	1/8	Spanner	3/8	1	1	0										
106	105	157	157	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	693			articStaccatoAbove			
106	105	315/2	315/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	694			articStaccatoAbove			
106	105	313/2	313/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	695				96		
106	105	627/4	627/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	696				96		
106	105	157	157	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	697				96		
106	105	629/4	629/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	698				96		
106	105	315/2	315/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	699				96		
106	105	631/4	631/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	700						
107	106	158	158	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	701						
107	106	158	158	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	702				97		
107	106	633/4	633/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	703				97		
107	106	317/2	317/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	704				97		
107	106	635/4	635/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	705				97		
107	106	159	159	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	706				97		
107	106	637/4	637/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	707						
108	107	319/2	319/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	708			articStaccatoAbove			
108	107	160	160	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	709			articStaccatoAbove			
108	107	321/2	321/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	710			articStaccatoAbove			
108	107	319/2	319/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	711				98		
108	107	639/4	639/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	712				98		
108	107	160	160	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	713				98		
108	107	641/4	641/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	714				98		
108	107	321/2	321/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	715				98		
108	107	643/4	643/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	716						
109	108	161	161	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	717	pp			99		
109	108	645/4	645/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0						pp		99		
109	108	645/4	645/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	718				99		
109	108	323/2	323/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	719				99		
109	108	647/4	647/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	720				99		
109	108	162	162	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	721				99		
109	108	649/4	649/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	722						
109	108	161	161	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	723						
110	109	325/2	325/2	0.0	0	0	Dynamic	3/8	1	1	0						p				
110	109	325/2	325/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	724	p					
110	109	325/2	325/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	725				100		
110	109	651/4	651/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	726				100		
110	109	163	163	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	727				100		
110	109	653/4	653/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	728				100		
110	109	327/2	327/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	729				100		
110	109	655/4	655/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	730						
111	110	164	164	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	731				101		
111	110	165	165	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	732				101		
111	110	1321/8	1321/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	733				101		
111	110	661/4	661/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	734				101		
111	110	1323/8	1323/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	735						
111	110	164	164	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	736				102		
111	110	657/4	657/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	737				102		
111	110	329/2	329/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	738				102		
111	110	659/4	659/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	739				102		
111	110	165	165	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	740				102		
111	110	661/4	661/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	741						
112	111	331/2	331/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	742				103		
112	111	166	166	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	743						
112	111	333/2	333/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	744			articStaccatoAbove			
112	111	331/2	331/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	745				104		
112	111	663/4	663/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	746				104		
112	111	166	166	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	747				104		
112	111	665/4	665/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	748				104		
112	111	333/2	333/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	749				104		
112	111	667/4	667/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	750						
113	112	167	167	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	751				105		
113	112	168	168	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	752						
113	112	167	167	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	753				106		
113	112	669/4	669/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	754				106		
113	112	335/2	335/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	755				106		
113	112	671/4	671/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	756				106		
113	112	168	168	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	757				106		
113	112	673/4	673/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	758						
114	113	337/2	337/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	759						
114	113	337/2	337/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	760				107		
114	113	675/4	675/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	761				107		
114	113	169	169	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	762				107		
114	113	677/4	677/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	763				107		
114	113	339/2	339/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	764						
114	113	679/4	679/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	765						
114	113	337/2	337/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	766						
114	113	339/2	339/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	767						
115	114	170	170	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	768			articStaccatoAbove			
115	114	341/2	341/2	0.0	1/8	1/8	Chord	3/8	1	1	0	acciaccatura	1/8	1	769						
115	114	341/2	341/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	770				108		
115	114	683/4	683/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	771				108		
115	114	171	171	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	772				108		
115	114	685/4	685/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	773						
115	114	170	170	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	774						
115	114	681/4	681/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	775						
115	114	341/2	341/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	776						
115	114	683/4	683/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	777						
115	114	171	171	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	778						
115	114	685/4	685/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	779						
115	114	170	170	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	780						
115	114	171	171	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	781						
116	115	343/2	343/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	782				109		
116	115	172	172	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	783						
116	115	345/2	345/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	784			articStaccatoAbove			
116	115	343/2	343/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	785				110		
116	115	687/4	687/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	786				110		
116	115	172	172	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	787				110		
116	115	689/4	689/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	788				110		
116	115	345/2	345/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	789						
