mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
166	165	1977/2	1977/2	0.0	0	0	Spanner	12/8	2	1	0													334	
166	165	989	989	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2897									334	
166	165	1979/2	1979/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2898									334	
166	165	990	990	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2899									334	
166	165	1981/2	1981/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2900									334	
166	165	991	991	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2901									334	
166	165	1983/2	1983/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	2902									334	
166	165	992	992	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2903									334	
166	165	1985/2	1985/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2904									334	
166	165	993	993	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2905									334	
166	165	1987/2	1987/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2906									334	
166	165	994	994	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2907									334	
167	166	1989/2	1989/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	2908										
167	166	999	999	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	2909										
167	166	1000	1000	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	2910										
167	166	4001/4	4001/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	2911										
167	166	1989/2	1989/2	0.0	0	0	Spanner	12/8	2	1	0														
167	166	1989/2	1989/2	0.0	0	0	Spanner	12/8	2	1	0													335	
167	166	1989/2	1989/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	2912									335	
167	166	995	995	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2913									335	
167	166	1991/2	1991/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2914									335	
167	166	996	996	0.0	3/8	3/8	Spanner	12/8	2	1	0														
167	166	996	996	0.0	3/8	3/8	Spanner	12/8	2	1	0													336	
167	166	996	996	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2915									336	
167	166	1993/2	1993/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2916									336	
167	166	997	997	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2917									336	
167	166	1995/2	1995/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
167	166	1995/2	1995/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													337	
167	166	1995/2	1995/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	2918									337	
167	166	998	998	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2919									337	
167	166	1997/2	1997/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2920									337	
167	166	999	999	0.0	9/8	9/8	Spanner	12/8	2	1	0														
167	166	999	999	0.0	9/8	9/8	Spanner	12/8	2	1	0													338	
167	166	999	999	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2921									338	
167	166	1999/2	1999/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2922									338	
167	166	1000	1000	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2923									338	
168	167	2001/2	2001/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	2924				104						
168	167	2003/2	2003/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	2925										
168	167	1003	1003	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	2926										
168	167	2009/2	2009/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	2927										
168	167	4025/4	4025/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	2928										
168	167	2001/2	2001/2	0.0	0	0	Spanner	12/8	2	1	0														
168	167	2001/2	2001/2	0.0	0	0	Spanner	12/8	2	1	0													339	
168	167	2001/2	2001/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	2929									339	
168	167	1001	1001	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2930									339	
168	167	2003/2	2003/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2931									339	
168	167	1002	1002	0.0	3/8	3/8	Spanner	12/8	2	1	0														
168	167	1002	1002	0.0	3/8	3/8	Spanner	12/8	2	1	0													340	
168	167	1002	1002	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2932									340	
168	167	2005/2	2005/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2933									340	
168	167	1003	1003	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2934									340	
168	167	2007/2	2007/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
168	167	2007/2	2007/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													341	
168	167	2007/2	2007/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	2935									341	
168	167	1004	1004	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2936									341	
168	167	2009/2	2009/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2937									341	
168	167	1005	1005	0.0	9/8	9/8	Spanner	12/8	2	1	0														
168	167	1005	1005	0.0	9/8	9/8	Spanner	12/8	2	1	0													342	
168	167	1005	1005	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2938									342	
168	167	2011/2	2011/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2939									342	
168	167	1006	1006	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2940									342	
169	168	2013/2	2013/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	2941				105						
169	168	2015/2	2015/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	2942										
169	168	1009	1009	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	2943										
169	168	2021/2	2021/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	2944										
169	168	4049/4	4049/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	2945										
169	168	2013/2	2013/2	0.0	0	0	Spanner	12/8	2	1	0														
169	168	2013/2	2013/2	0.0	0	0	Spanner	12/8	2	1	0													343	
169	168	2013/2	2013/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	2946									343	
169	168	1007	1007	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2947									343	
169	168	2015/2	2015/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2948									343	
169	168	1008	1008	0.0	3/8	3/8	Spanner	12/8	2	1	0														
169	168	1008	1008	0.0	3/8	3/8	Spanner	12/8	2	1	0													344	
169	168	1008	1008	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2949									344	
169	168	2017/2	2017/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2950									344	
169	168	1009	1009	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2951									344	
169	168	2019/2	2019/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
169	168	2019/2	2019/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													345	
169	168	2019/2	2019/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	2952									345	
169	168	1010	1010	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2953									345	
169	168	2021/2	2021/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2954									345	
169	168	1011	1011	0.0	9/8	9/8	Spanner	12/8	2	1	0														
169	168	1011	1011	0.0	9/8	9/8	Spanner	12/8	2	1	0													346	
169	168	1011	1011	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2955									346	
169	168	2023/2	2023/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2956									346	
169	168	1012	1012	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2957									346	
170	169	2025/2	2025/2	0.0	0	0	Dynamic	12/8	1	1	0					other-dynamics									
170	169	2025/2	2025/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	2958										
170	169	2025/2	2025/2	0.0	0	0	Spanner	12/8	2	1	0														
170	169	2025/2	2025/2	0.0	0	0	Spanner	12/8	2	1	0													347	
170	169	1013	1013	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2959									347	
170	169	2027/2	2027/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2960									347	
170	169	1014	1014	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2961									347	
170	169	2029/2	2029/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2962									347	
170	169	1015	1015	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2963									347	
170	169	2031/2	2031/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	2964									347	
170	169	1016	1016	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2965									347	
170	169	2033/2	2033/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2966									347	
170	169	1017	1017	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2967									347	
170	169	2035/2	2035/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2968									347	
170	169	1018	1018	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2969									347	
171	170	2037/2	2037/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	2970										
171	170	2043/2	2043/2	0.0	3/4	3/4	Spanner	12/8	1	1	0											11			
171	170	2043/2	2043/2	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	2971							11			
171	170	2037/2	2037/2	0.0	0	0	Spanner	12/8	2	1	0														
171	170	2037/2	2037/2	0.0	0	0	Spanner	12/8	2	1	0													348	
171	170	1019	1019	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2972									348	
171	170	2039/2	2039/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2973									348	
171	170	1020	1020	0.0	3/8	3/8	Spanner	12/8	2	1	0														
171	170	1020	1020	0.0	3/8	3/8	Spanner	12/8	2	1	0													349	
171	170	1020	1020	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2974									349	
171	170	2041/2	2041/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2975									349	
171	170	1021	1021	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2976									349	
171	170	2043/2	2043/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
171	170	2043/2	2043/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													350	
171	170	1022	1022	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2977									350	
171	170	2045/2	2045/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2978									350	
171	170	1023	1023	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2979									350	
171	170	2047/2	2047/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2980									350	
171	170	1024	1024	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2981									350	
172	171	2049/2	2049/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	2982							11			
172	171	2055/2	2055/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	2983							11			
172	171	2049/2	2049/2	0.0	0	0	Spanner	12/8	2	1	0														
172	171	2049/2	2049/2	0.0	0	0	Spanner	12/8	2	1	0													351	
172	171	1025	1025	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2984									351	
172	171	2051/2	2051/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2985									351	
172	171	1026	1026	0.0	3/8	3/8	Spanner	12/8	2	1	0													352	
172	171	1026	1026	0.0	3/8	3/8	Spanner	12/8	2	1	0													352	
172	171	1026	1026	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2986									352	
172	171	2053/2	2053/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2987									352	
172	171	1027	1027	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2988									352	
172	171	2055/2	2055/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
172	171	2055/2	2055/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													353	
172	171	1028	1028	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	2989									353	
172	171	2057/2	2057/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	2990									353	
172	171	1029	1029	0.0	9/8	9/8	Spanner	12/8	2	1	0														
172	171	1029	1029	0.0	9/8	9/8	Spanner	12/8	2	1	0													354	
172	171	1029	1029	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	2991									354	
172	171	2059/2	2059/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	2992									354	
172	171	1030	1030	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	2993									354	
173	172	2061/2	2061/2	0.0	0	0	Dynamic	12/8	1	1	0					pp									
173	172	2061/2	2061/2	0.0	0	0	Spanner	12/8	1	1	0														
173	172	2061/2	2061/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	2994										
173	172	2061/2	2061/2	0.0	0	0	Spanner	12/8	2	1	0														
173	172	2061/2	2061/2	0.0	0	0	Spanner	12/8	2	1	0													355	
173	172	1031	1031	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	2995									355	
173	172	2063/2	2063/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	2996									355	
173	172	1032	1032	0.0	3/8	3/8	Spanner	12/8	2	1	0														
173	172	1032	1032	0.0	3/8	3/8	Spanner	12/8	2	1	0													356	
173	172	1032	1032	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	2997									356	
173	172	2065/2	2065/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	2998									356	
173	172	1033	1033	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	2999									356	
173	172	2067/2	2067/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
173	172	2067/2	2067/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													357	
173	172	2067/2	2067/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3000									357	
173	172	1034	1034	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3001									357	
173	172	2069/2	2069/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3002									357	
173	172	1035	1035	0.0	9/8	9/8	Spanner	12/8	2	1	0														
173	172	1035	1035	0.0	9/8	9/8	Spanner	12/8	2	1	0													358	
173	172	1035	1035	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3003									358	
173	172	2071/2	2071/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3004									358	
173	172	1036	1036	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3005									358	
174	173	2073/2	2073/2	0.0	0	0	Dynamic	12/8	1	1	0					pp									
174	173	2073/2	2073/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3006										
174	173	2073/2	2073/2	0.0	0	0	Spanner	12/8	2	1	0														
174	173	2073/2	2073/2	0.0	0	0	Spanner	12/8	2	1	0													359	
174	173	1037	1037	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3007									359	
174	173	2075/2	2075/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3008									359	
174	173	1038	1038	0.0	3/8	3/8	Spanner	12/8	2	1	0														
174	173	1038	1038	0.0	3/8	3/8	Spanner	12/8	2	1	0													360	
174	173	1038	1038	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3009									360	
174	173	2077/2	2077/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3010									360	
174	173	1039	1039	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3011									360	
174	173	2079/2	2079/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
174	173	2079/2	2079/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													361	
174	173	2079/2	2079/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3012									361	
174	173	1040	1040	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3013									361	
174	173	2081/2	2081/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3014									361	
174	173	1041	1041	0.0	9/8	9/8	Spanner	12/8	2	1	0														
174	173	1041	1041	0.0	9/8	9/8	Spanner	12/8	2	1	0													362	
174	173	1041	1041	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3015									362	
174	173	2083/2	2083/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3016									362	
174	173	1042	1042	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3017									362	
175	174	1047	1047	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3018				106						
175	174	1048	1048	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3019				106						
175	174	4193/4	4193/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3020										
175	174	2085/2	2085/2	0.0	0	0	StaffText	12/8	2	1	0							<i>dolce</i>							
175	174	2085/2	2085/2	0.0	0	0	Spanner	12/8	2	1	0														
175	174	2085/2	2085/2	0.0	0	0	Spanner	12/8	2	1	0													363	
175	174	2085/2	2085/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3021				107					363	
175	174	1043	1043	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3022				107					363	
175	174	2087/2	2087/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3023				107					363	
175	174	1044	1044	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3024				107					363	
175	174	2089/2	2089/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3025				107					363	
175	174	1045	1045	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3026				107					363	
175	174	2091/2	2091/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3027				107					363	
175	174	1046	1046	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3028				107					363	
175	174	2093/2	2093/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3029				107					363	
175	174	1047	1047	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3030				107					363	
175	174	2095/2	2095/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3031				107					363	
175	174	1048	1048	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3032									363	
176	175	2097/2	2097/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3033				108						
176	175	1050	1050	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	3034				108						
176	175	1051	1051	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3035				108						
176	175	4205/4	4205/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3036				108						
176	175	2103/2	2103/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	3037				108						
176	175	1053	1053	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3038				108						
176	175	1054	1054	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3039				108						
176	175	4217/4	4217/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3040										
176	175	2097/2	2097/2	0.0	0	0	Spanner	12/8	2	1	0														
176	175	2097/2	2097/2	0.0	0	0	Spanner	12/8	2	1	0													364	
176	175	2097/2	2097/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3041									364	
176	175	1049	1049	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3042									364	
176	175	2099/2	2099/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3043									364	
176	175	1050	1050	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3044									364	
176	175	2101/2	2101/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3045									364	
176	175	1051	1051	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3046									364	
176	175	2103/2	2103/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
176	175	2103/2	2103/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													365	
176	175	2103/2	2103/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3047									365	
176	175	1052	1052	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3048									365	
176	175	2105/2	2105/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3049									365	
176	175	1053	1053	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3050									365	
176	175	2107/2	2107/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3051									365	
176	175	1054	1054	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3052									365	
177	176	2109/2	2109/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3053				109						
177	176	1056	1056	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	3054										
177	176	1059	1059	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3055				110						
177	176	1060	1060	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3056				110						
177	176	4241/4	4241/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3057										
177	176	2109/2	2109/2	0.0	0	0	Spanner	12/8	2	1	0														
177	176	2109/2	2109/2	0.0	0	0	Spanner	12/8	2	1	0													366	
177	176	2109/2	2109/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3058									366	
177	176	1055	1055	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3059									366	
177	176	2111/2	2111/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3060									366	
177	176	1056	1056	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3061									366	
177	176	2113/2	2113/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3062									366	
177	176	1057	1057	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3063									366	
177	176	2115/2	2115/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3064									366	
177	176	1058	1058	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3065									366	
177	176	2117/2	2117/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3066									366	
177	176	1059	1059	0.0	9/8	9/8	Spanner	12/8	2	1	0														
177	176	1059	1059	0.0	9/8	9/8	Spanner	12/8	2	1	0													367	
177	176	1059	1059	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3067									367	
177	176	2119/2	2119/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3068									367	
177	176	1060	1060	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3069									367	
178	177	2121/2	2121/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3070				111						
178	177	1062	1062	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	3071				111						
178	177	1063	1063	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3072				111						
178	177	4253/4	4253/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3073				111						
178	177	2127/2	2127/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	3074				111						
178	177	1065	1065	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3075				111						
178	177	1066	1066	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3076				111						
178	177	4265/4	4265/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3077										
178	177	2121/2	2121/2	0.0	0	0	Spanner	12/8	2	1	0														
178	177	2121/2	2121/2	0.0	0	0	Spanner	12/8	2	1	0													368	
178	177	2121/2	2121/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3078									368	
178	177	1061	1061	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3079									368	
178	177	2123/2	2123/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3080									368	
178	177	1062	1062	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3081									368	
178	177	2125/2	2125/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3082									368	
178	177	1063	1063	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3083									368	
178	177	2127/2	2127/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
178	177	2127/2	2127/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													369	
178	177	2127/2	2127/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3084									369	
178	177	1064	1064	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3085									369	
178	177	2129/2	2129/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3086									369	
178	177	1065	1065	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3087									369	
178	177	2131/2	2131/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3088									369	
178	177	1066	1066	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3089									369	
179	178	2133/2	2133/2	0.0	0	0	Spanner	12/8	1	1	0												10		
179	178	2133/2	2133/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3090				112				10		
179	178	1068	1068	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	3091								10		
179	178	1071	1071	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3092								10		
179	178	1072	1072	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3093								10		
179	178	4289/4	4289/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3094								10		
179	178	2133/2	2133/2	0.0	0	0	Spanner	12/8	2	1	0														
179	178	2133/2	2133/2	0.0	0	0	Spanner	12/8	2	1	0													370	
179	178	2133/2	2133/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3095				113					370	
179	178	1067	1067	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3096				113					370	
179	178	2135/2	2135/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3097				113					370	
179	178	1068	1068	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3098				113					370	
179	178	2137/2	2137/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3099				113					370	
179	178	1069	1069	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3100				113					370	
179	178	2139/2	2139/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3101				113					370	
179	178	1070	1070	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3102				113					370	
179	178	2141/2	2141/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3103				113					370	
