mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
430	430	913	913	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4566								
430	430	1827/2	1827/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4567								
430	430	914	914	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4568								
430	430	1829/2	1829/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4569								
430	430	915	915	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4570								
430	430	1831/2	1831/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4571								
431	431	917	917	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4572	p							
431	431	918	918	0.0	1/2	1/2	Dynamic	2/2	1	1	0						other-dynamics						
431	431	918	918	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4573				193				
431	431	1839/2	1839/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0						pp		193				
431	431	1839/2	1839/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4574	pp			193				
431	431	916	916	0.0	0	0	Dynamic	2/2	2	1	0						f						
431	431	916	916	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4575								
431	431	917	917	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4576								
431	431	918	918	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4577								
431	431	919	919	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4578								
432	432	920	920	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4579				193				
432	432	921	921	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4580				193				
432	432	922	922	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4581				193				
432	432	923	923	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4582								
432	432	920	920	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4583								
432	432	921	921	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4584								
432	432	922	922	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4585								
432	432	923	923	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4586								
433	433	925	925	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4587								
433	433	926	926	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4588								
433	433	1855/2	1855/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4589								
433	433	924	924	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4590				194				
433	433	925	925	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4591				194				
433	433	926	926	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4592				194				
433	433	927	927	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4593								
434	434	928	928	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4594								
434	434	929	929	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4595								
434	434	930	930	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4596								
434	434	931	931	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4597								
434	434	928	928	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4598				195				
434	434	929	929	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4599				195				
434	434	930	930	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4600				195				
434	434	931	931	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4601								
435	435	932	932	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4602								
435	435	933	933	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4603								
435	435	934	934	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4604								
435	435	935	935	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4605								
435	435	932	932	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4606				196				
435	435	933	933	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4607				196				
435	435	934	934	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4608				196				
435	435	935	935	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4609								
436	436	936	936	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4610								
436	436	937	937	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4611								
436	436	938	938	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4612								
436	436	939	939	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4613								
436	436	936	936	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4614				197				
436	436	937	937	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4615				197				
436	436	938	938	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4616				197				
436	436	939	939	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4617								
437	437	940	940	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4618								
437	437	941	941	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4619								
437	437	942	942	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4620								
437	437	943	943	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4621								
437	437	940	940	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4622				198				
437	437	941	941	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4623				198				
437	437	942	942	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4624				198				
437	437	943	943	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4625								
438	438	944	944	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4626								
438	438	945	945	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4627								
438	438	946	946	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4628								
438	438	947	947	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4629								
438	438	944	944	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4630				199				
438	438	945	945	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4631				199				
438	438	946	946	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4632				199				
438	438	947	947	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4633								
439	439	948	948	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4634								
439	439	949	949	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4635								
439	439	950	950	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4636								
439	439	951	951	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4637								
439	439	948	948	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4638				200				
439	439	949	949	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4639				200				
439	439	950	950	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4640				200				
439	439	951	951	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4641								
440	440	952	952	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4642								
440	440	953	953	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4643								
440	440	954	954	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4644								
440	440	955	955	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4645	ff							
440	440	952	952	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4646								
440	440	953	953	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4647								
440	440	954	954	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4648								
440	440	955	955	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4649								
441	441	956	956	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4650								
441	441	956	956	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4651								
441	441	958	958	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4652			articStaccatoAbove					
442	442	2882/3	2882/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4653				201				
442	442	2884/3	2884/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4654				201				
442	442	962	962	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4655				201				
442	442	2888/3	2888/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4656				201				
442	442	2890/3	2890/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4657								
442	442	960	960	4.0	0	0	Chord	2/2	2	1	1		1	1	4658								
443	443	964	964	0.0	0	0	Dynamic	2/2	1	1	0						p						
443	443	964	964	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4659	p			202				
443	443	2894/3	2894/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4660				202				
443	443	2896/3	2896/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4661				202				
443	443	966	966	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4662				202				
443	443	2900/3	2900/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4663				202				
443	443	2902/3	2902/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4664								
443	443	964	964	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4665								
443	443	966	966	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4666								
444	444	968	968	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4667				203				
444	444	2906/3	2906/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4668				203				
444	444	2908/3	2908/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4669				203				
444	444	970	970	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4670				203				
444	444	2912/3	2912/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4671				203				
444	444	2914/3	2914/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4672								
444	444	968	968	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4673								
444	444	970	970	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4674								
445	445	972	972	0.0	0	0	Dynamic	2/2	1	1	0						ff						
445	445	972	972	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4675								
445	445	974	974	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4676			articStaccatoAbove					
446	446	2930/3	2930/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4677				204				
446	446	2932/3	2932/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4678				204				
446	446	978	978	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4679				204				
446	446	2936/3	2936/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4680				204				
446	446	2938/3	2938/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4681								
446	446	976	976	0.0	0	0	Dynamic	2/2	2	1	0						ff						
446	446	976	976	4.0	0	0	Chord	2/2	2	1	1		1	1	4682								
447	447	980	980	0.0	0	0	Dynamic	2/2	1	1	0						p						
447	447	980	980	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4683	p			205				
447	447	2942/3	2942/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4684				205				
447	447	2944/3	2944/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4685				205				
447	447	982	982	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4686				205				
447	447	2948/3	2948/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4687				205				
447	447	2950/3	2950/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4688								
447	447	980	980	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4689								
447	447	982	982	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4690								
448	448	984	984	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4691				206				
448	448	2954/3	2954/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4692				206				
448	448	2956/3	2956/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4693				206				
448	448	986	986	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4694				206				
448	448	2960/3	2960/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4695				206				
448	448	2962/3	2962/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4696								
448	448	984	984	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4697								
448	448	986	986	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4698								
449	449	988	988	0.0	0	0	Dynamic	2/2	1	1	0						ff						
449	449	988	988	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4699								
449	449	990	990	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4700			articStaccatoAbove					
450	450	2978/3	2978/3	0.0	1/6	1/6	Dynamic	2/2	1	1	0						ff						
450	450	2978/3	2978/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4701	ff							
450	450	2980/3	2980/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4702								
450	450	994	994	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4703								
450	450	2984/3	2984/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4704								
450	450	2986/3	2986/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4705								
450	450	992	992	0.0	0	0	Dynamic	2/2	2	1	0						sf						
450	450	992	992	4.0	0	0	Chord	2/2	2	1	1		1	1	4706								
451	451	996	996	0.0	0	0	Dynamic	2/2	1	1	0						p						
451	451	996	996	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4707	p							
451	451	2990/3	2990/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4708								
451	451	2992/3	2992/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4709								
451	451	998	998	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4710								
451	451	2996/3	2996/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4711								
451	451	2998/3	2998/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4712								
451	451	996	996	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4713								
451	451	998	998	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4714								
452	452	1000	1000	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4715								
452	452	3002/3	3002/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4716								
452	452	3004/3	3004/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4717								
452	452	1002	1002	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4718								
452	452	3008/3	3008/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4719								
452	452	3010/3	3010/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4720								
452	452	1000	1000	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4721								
452	452	1002	1002	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4722								
453	453	1004	1004	0.0	0	0	Dynamic	2/2	1	1	0						pp						
453	453	3014/3	3014/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4723	pp							
453	453	3016/3	3016/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4724								
453	453	1006	1006	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4725								
453	453	3020/3	3020/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4726								
453	453	3022/3	3022/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4727								
453	453	1004	1004	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4728								
453	453	1006	1006	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4729								
454	454	1008	1008	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4730								
454	454	3026/3	3026/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4731								
454	454	3028/3	3028/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4732								
454	454	1010	1010	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4733								
454	454	3032/3	3032/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4734								
454	454	3034/3	3034/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4735								
454	454	1008	1008	4.0	0	0	Chord	2/2	2	1	1		1	1	4736								
455	455	1012	1012	0.0	0	0	Dynamic	2/2	1	1	0						pp						
455	455	3038/3	3038/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4737								
455	455	3040/3	3040/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4738								
455	455	1014	1014	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4739								
455	455	3044/3	3044/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4740								
455	455	3046/3	3046/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4741								
455	455	1012	1012	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4742								
455	455	1014	1014	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4743								
456	456	1016	1016	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4744								
456	456	3050/3	3050/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4745								
456	456	3052/3	3052/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4746								
456	456	1018	1018	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4747								
456	456	3056/3	3056/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4748								
456	456	3058/3	3058/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4749								
456	456	1016	1016	4.0	0	0	Chord	2/2	2	1	1		1	1	4750								
457	457	3062/3	3062/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4751								
457	457	3064/3	3064/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4752								
457	457	1022	1022	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4753								
457	457	3068/3	3068/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4754								
457	457	3070/3	3070/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4755								
457	457	1020	1020	0.0	0	0	Dynamic	2/2	2	1	0						pp						
457	457	1020	1020	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4756								
457	457	1022	1022	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4757								
458	458	1024	1024	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4758								
458	458	3074/3	3074/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4759								
458	458	3076/3	3076/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4760								
458	458	1026	1026	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4761								
458	458	3080/3	3080/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4762								
458	458	3082/3	3082/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4763								
458	458	1024	1024	4.0	0	0	Chord	2/2	2	1	1		1	1	4764								
459	459	3086/3	3086/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4765								
459	459	3088/3	3088/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4766								
459	459	1030	1030	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4767								
459	459	3092/3	3092/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4768								
459	459	3094/3	3094/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4769								
459	459	1028	1028	0.0	0	0	Dynamic	2/2	2	1	0						pp						
459	459	1028	1028	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4770								
459	459	1030	1030	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4771								
460	460	1032	1032	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4772								
460	460	3098/3	3098/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4773								
460	460	3100/3	3100/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4774								
460	460	1034	1034	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4775								
460	460	3104/3	3104/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4776								
460	460	3106/3	3106/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4777								
460	460	1032	1032	4.0	0	0	Chord	2/2	2	1	1		1	1	4778								
461	461	1036	1036	0.0	0	0	Dynamic	2/2	1	1	0						ppp						
461	461	3116/3	3116/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4779								
461	461	3118/3	3118/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4780								
461	461	1036	1036	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	4781								
461	461	3110/3	3110/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	4782								
461	461	3112/3	3112/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	4783								
461	461	1038	1038	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	4784								
462	462	1040	1040	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4785								
462	462	3122/3	3122/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4786								
462	462	3124/3	3124/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4787								
462	462	1042	1042	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4788								
462	462	3128/3	3128/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4789								
462	462	3130/3	3130/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4790								
463	463	1044	1044	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4791								
463	463	3134/3	3134/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4792								
463	463	3136/3	3136/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4793								
463	463	1046	1046	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4794								
463	463	3140/3	3140/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4795								
463	463	3142/3	3142/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4796								
464	464	1048	1048	0.6666666666666666	0	0	Chord	2/2	1	1	1/6		1/4	2/3	4797								
464	464	3146/3	3146/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6		1/4	2/3	4798								
464	464	3148/3	3148/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6		1/4	2/3	4799								
464	464	1050	1050	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6		1/4	2/3	4800								
464	464	3152/3	3152/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6		1/4	2/3	4801								
464	464	3154/3	3154/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6		1/4	2/3	4802								
465	465	2105/2	2105/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						pp						
465	465	2105/2	2105/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4803	pp			207				
465	465	1053	1053	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4804				207				
465	465	2107/2	2107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4805				207				
465	465	1054	1054	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4806				207				
465	465	2109/2	2109/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4807				207				
465	465	1055	1055	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4808				207				
465	465	2111/2	2111/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4809				207				
465	465	1052	1052	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4810								
466	466	1056	1056	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4811				207				
466	466	1057	1057	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4812				207				
466	466	2115/2	2115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4813				207				
466	466	1058	1058	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4814				207				
466	466	2117/2	2117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4815				207				
466	466	1059	1059	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4816				207				
466	466	2119/2	2119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4817								
467	467	1060	1060	4.0	0	0	Chord	2/2	1	1	1		1	1	4818								
467	467	1060	1060	0.0	0	0	Dynamic	2/2	2	1	0						pp						
467	467	2121/2	2121/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4819				208				
