mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
99	98	589/2	589/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	887				
99	98	293	293	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	888				
99	98	294	294	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	889				
100	99	295	295	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	890				108
100	99	296	296	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	891				
100	99	297	297	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	892	f			109
100	99	1191/4	1191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	893				
100	99	295	295	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	894				110
100	99	296	296	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	895				
100	99	297	297	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	896				
100	99	595/2	595/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	897				
100	99	295	295	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	898				
101	100	298	298	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	899				
101	100	300	300	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	900				111
101	100	1203/4	1203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	901				
101	100	298	298	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	902				
101	100	597/2	597/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	903				
101	100	299	299	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	904				
101	100	599/2	599/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	905				
101	100	300	300	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	906				
101	100	601/2	601/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	907				
102	101	301	301	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	908				
102	101	303	303	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	909				112
102	101	1215/4	1215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	910				
102	101	301	301	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	911				
102	101	603/2	603/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	912				
102	101	302	302	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	913				
102	101	605/2	605/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	914				
102	101	303	303	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	915				
102	101	607/2	607/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	916				
103	102	304	304	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	917				113
103	102	305	305	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	918				113
103	102	611/2	611/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	919				113
103	102	306	306	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	920				113
103	102	613/2	613/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	921				
103	102	304	304	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	922				
103	102	609/2	609/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	923				
103	102	305	305	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	924				
103	102	611/2	611/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	925				
103	102	306	306	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	926				
103	102	613/2	613/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	927				
104	103	307	307	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	928				114
104	103	308	308	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	929				
104	103	309	309	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	930				115
104	103	1239/4	1239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	931				
104	103	307	307	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	932				
104	103	615/2	615/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	933				
104	103	308	308	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	934				
104	103	617/2	617/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	935				
104	103	309	309	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	936				
104	103	619/2	619/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	937				
105	104	310	310	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	938				
105	104	312	312	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	939				116
105	104	1251/4	1251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	940				
105	104	310	310	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	941				
105	104	621/2	621/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	942				
105	104	311	311	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	943				
105	104	623/2	623/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	944				
105	104	312	312	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	945				
105	104	625/2	625/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	946				
106	105	313	313	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	947				
106	105	315	315	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	948				117
106	105	1263/4	1263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	949				
106	105	313	313	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	950				
106	105	627/2	627/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	951				
106	105	314	314	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	952				
106	105	629/2	629/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	953				
106	105	315	315	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	954				
106	105	631/2	631/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	955				
107	106	316	316	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	956				
107	106	317	317	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	957				118
107	106	1269/4	1269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	958				118
107	106	635/2	635/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	959				118
107	106	1271/4	1271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	960				118
107	106	318	318	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	961				118
107	106	1273/4	1273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	962				118
107	106	637/2	637/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	963				118
107	106	1275/4	1275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	964				
107	106	317	317	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	965				
107	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	966				
108	107	319	319	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	967				
108	107	321	321	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	968	p			119
108	107	1287/4	1287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	969				
108	107	319	319	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	970				
108	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	971				
109	108	322	322	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	972				
109	108	324	324	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	973				120
109	108	1299/4	1299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	974				
109	108	322	322	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	975				
109	108	645/2	645/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	976				
109	108	323	323	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	977				
109	108	647/2	647/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	978				
109	108	324	324	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	979				
109	108	649/2	649/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	980				
110	109	325	325	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	981				
110	109	327	327	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	982				121
110	109	1311/4	1311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	983				
110	109	325	325	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	984				
110	109	651/2	651/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	985				
110	109	326	326	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	986				
110	109	653/2	653/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	987				
110	109	327	327	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	988				
110	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	989				
111	110	328	328	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	990				
111	110	330	330	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	991				122
111	110	1323/4	1323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	992				
111	110	328	328	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	993				
111	110	657/2	657/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	994				
111	110	329	329	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	995				
111	110	659/2	659/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	996				
111	110	330	330	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	997				
111	110	661/2	661/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	998				
112	111	331	331	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	999				
112	111	333	333	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1000				123
112	111	1335/4	1335/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1001				
112	111	331	331	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1002				
112	111	663/2	663/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1003				
112	111	332	332	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1004				
112	111	665/2	665/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1005				
112	111	333	333	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1006				
112	111	667/2	667/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1007				
113	112	334	334	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1008				124
113	112	669/2	669/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1009				
113	112	335	335	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1010				
113	112	673/2	673/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1011				
113	112	334	334	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1012				
113	112	669/2	669/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1013				
113	112	335	335	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1014				
113	112	671/2	671/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1015				
113	112	336	336	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1016				
113	112	673/2	673/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1017				
114	113	337	337	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1018				125
114	113	675/2	675/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1019				
114	113	338	338	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1020				
114	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1021				
114	113	337	337	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1022				
114	113	675/2	675/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1023				
114	113	338	338	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1024				
114	113	677/2	677/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1025				
114	113	339	339	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1026				
114	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1027				
115	114	681/2	681/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1028				
115	114	1363/4	1363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1029				
115	114	683/2	683/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1030				
115	114	1367/4	1367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1031				
115	114	685/2	685/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1032				
115	114	1371/4	1371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1033				
115	114	340	340	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1034				
115	114	341	341	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1035				
115	114	342	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1036				
116	115	1373/4	1373/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1037				
116	115	687/2	687/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1038				
116	115	1375/4	1375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1039	<			
116	115	344	344	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1040				
116	115	1377/4	1377/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1041				
116	115	689/2	689/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1042				
116	115	1379/4	1379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1043				
116	115	345	345	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1044				
116	115	1381/4	1381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1045				
116	115	691/2	691/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1046				
116	115	1383/4	1383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1047				
116	115	343	343	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1048				
116	115	691/2	691/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1049				
117	116	346	346	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1050				
117	116	693/2	693/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1051	f			
117	116	695/2	695/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1052				
117	116	348	348	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1053				
117	116	1393/4	1393/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1054				
117	116	697/2	697/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1055				
117	116	1395/4	1395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1056				
117	116	346	346	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1057				
117	116	693/2	693/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1058				
117	116	347	347	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1059				
117	116	695/2	695/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1060				
117	116	348	348	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1061				
117	116	697/2	697/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1062				
118	117	349	349	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1063				
118	117	1397/4	1397/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1064				
118	117	699/2	699/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1065				
118	117	1399/4	1399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1066				
118	117	350	350	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1067				
118	117	1401/4	1401/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1068				
118	117	701/2	701/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1069				
118	117	1403/4	1403/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1070				
118	117	351	351	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1071				
118	117	1405/4	1405/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1072				
118	117	703/2	703/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1073				
118	117	1407/4	1407/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1074				
118	117	349	349	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1075				
118	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1076				
118	117	350	350	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1077				
118	117	701/2	701/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1078				
118	117	351	351	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1079				
118	117	703/2	703/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1080				
119	118	352	352	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1081				
119	118	1409/4	1409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1082				
119	118	705/2	705/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1083				
119	118	1411/4	1411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1084				
119	118	353	353	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1085				
119	118	354	354	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1086				
119	118	1417/4	1417/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1087				
119	118	709/2	709/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1088				
119	118	1419/4	1419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1089				
119	118	352	352	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1090				
119	118	353	353	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1091				
119	118	354	354	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1092				
120	119	355	355	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1093				
120	119	357	357	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1094	p			
120	119	355	355	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1095				
120	119	357	357	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1096				
121	120	358	358	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1097				
121	120	358	358	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1098				
