mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	crescendo_hairpin	TextLine	Trill:trill
148	147	293	293	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1617							52	66							
148	147	587/2	587/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
148	147	587/2	587/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1618		articStaccatoBelow													
149	148	589/2	589/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1619		articStaccatoBelow													
149	148	295	295	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1620		articStaccatoBelow													
149	148	591/2	591/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1621		articStaccatoBelow													
149	148	296	296	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1622		articStaccatoBelow													
149	148	296	296	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1623							53								
150	149	593/2	593/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1624		articStaccatoBelow													
150	149	297	297	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1625		articStaccatoBelow													
150	149	595/2	595/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1626		articStaccatoBelow													
150	149	298	298	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1627		articStaccatoBelow													
150	149	593/2	593/2	0.0	0	0	Spanner	2/4	2	1	0										53	67							
150	149	593/2	593/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1628							53	67							
150	149	297	297	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1629							53	67							
150	149	595/2	595/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
150	149	595/2	595/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1630		articStaccatoAbove													
150	149	298	298	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1631							54								
151	150	597/2	597/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1632		articStaccatoBelow													
151	150	299	299	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1633		articStaccatoBelow													
151	150	599/2	599/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1634		articStaccatoBelow													
151	150	300	300	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1635		articStaccatoBelow													
151	150	597/2	597/2	0.0	0	0	Spanner	2/4	2	1	0										54	68							
151	150	597/2	597/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1636							54	68							
151	150	299	299	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1637							54	68							
151	150	599/2	599/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
151	150	599/2	599/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1638		articStaccatoAbove													
151	150	300	300	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1639							55								
152	151	601/2	601/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1640		articStaccatoBelow													
152	151	301	301	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1641		articStaccatoBelow													
152	151	603/2	603/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1642		articStaccatoBelow													
152	151	302	302	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1643		articStaccatoBelow													
152	151	601/2	601/2	0.0	0	0	Spanner	2/4	2	1	0										55	69							
152	151	601/2	601/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1644							55	69							
152	151	301	301	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1645							55	69							
152	151	603/2	603/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
152	151	603/2	603/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1646		articStaccatoAbove													
153	152	605/2	605/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1647		articStaccatoBelow													
153	152	303	303	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1648		articStaccatoBelow													
153	152	607/2	607/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1649		articStaccatoBelow													
153	152	304	304	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1650		articStaccatoBelow													
153	152	304	304	0.0	3/8	3/8	Dynamic	2/4	2	1	0				pp														
153	152	304	304	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1651							56								
154	153	609/2	609/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1652		articStaccatoBelow													
154	153	305	305	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1653		articStaccatoBelow													
154	153	611/2	611/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1654		articStaccatoBelow													
154	153	306	306	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1655		articStaccatoBelow													
154	153	609/2	609/2	0.0	0	0	Spanner	2/4	2	1	0										56	70							
154	153	609/2	609/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1656							56	70							
154	153	305	305	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1657							56	70							
154	153	611/2	611/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
154	153	611/2	611/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1658		articStaccatoAbove													
155	154	613/2	613/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1659		articStaccatoBelow													
155	154	307	307	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1660		articStaccatoBelow													
155	154	615/2	615/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1661		articStaccatoBelow													
155	154	308	308	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1662		articStaccatoBelow													
155	154	308	308	0.0	3/8	3/8	Dynamic	2/4	2	1	0				pp														
155	154	308	308	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1663							57								
156	155	617/2	617/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1664							58								
156	155	309	309	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1665		articStaccatoBelow													
156	155	619/2	619/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1666		articStaccatoBelow													
156	155	310	310	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1667		articStaccatoBelow													
156	155	617/2	617/2	0.0	0	0	Spanner	2/4	2	1	0											71							
156	155	617/2	617/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1668								71							
156	155	309	309	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
157	156	621/2	621/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1669		articStaccatoBelow													
157	156	311	311	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1670		articStaccatoBelow													
157	156	623/2	623/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1671		articStaccatoBelow													
157	156	312	312	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1672		articStaccatoBelow													
157	156	312	312	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1673							59								
158	157	625/2	625/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1674							60								
158	157	313	313	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1675		articStaccatoAbove													
158	157	627/2	627/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1676		articStaccatoAbove													
158	157	314	314	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1677		articStaccatoAbove													
158	157	625/2	625/2	0.0	0	0	Spanner	2/4	2	1	0											72							
158	157	625/2	625/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1678								72							
158	157	313	313	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
159	158	629/2	629/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1679		articStaccatoAbove													
159	158	315	315	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1680		articStaccatoAbove													
159	158	631/2	631/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1681		articStaccatoAbove													
159	158	316	316	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1682		articStaccatoAbove													
159	158	316	316	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1683							61								
160	159	633/2	633/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1684							62								
160	159	317	317	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1685		articStaccatoAbove													
160	159	635/2	635/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1686		articStaccatoAbove													
160	159	318	318	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1687		articStaccatoAbove													
160	159	633/2	633/2	0.0	0	0	Spanner	2/4	2	1	0											73							
160	159	633/2	633/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1688								73							
160	159	317	317	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
161	160	637/2	637/2	0.0	0	0	Dynamic	2/4	1	1	0				pp														
161	160	637/2	637/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1689		articStaccatoAbove													
161	160	319	319	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1690		articStaccatoAbove													
161	160	639/2	639/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1691		articStaccatoAbove													
161	160	320	320	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1692		articStaccatoAbove													
161	160	320	320	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1693							63								
162	161	641/2	641/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1694							64								
162	161	321	321	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1695		articStaccatoAbove													
162	161	643/2	643/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1696		articStaccatoAbove													
162	161	322	322	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1697		articStaccatoAbove													
162	161	641/2	641/2	0.0	0	0	Spanner	2/4	2	1	0											74							
162	161	641/2	641/2	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1698								74							
162	161	643/2	643/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
162	161	322	322	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1699							65								
163	162	645/2	645/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1700							66								
163	162	323	323	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1701		articStaccatoAbove													
163	162	647/2	647/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1702		articStaccatoAbove													
163	162	324	324	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1703		articStaccatoAbove													
163	162	645/2	645/2	0.0	0	0	Spanner	2/4	2	1	0											75							
163	162	645/2	645/2	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1704								75							
163	162	647/2	647/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
163	162	324	324	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1705							67								
164	163	649/2	649/2	0.0	0	0	Spanner	2/4	1	1	0													7					
164	163	649/2	649/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1706							68			7					
164	163	325	325	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1707		articStaccatoAbove								7					
164	163	651/2	651/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1708		articStaccatoAbove								7					
164	163	326	326	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1709		articStaccatoAbove								7					
164	163	649/2	649/2	0.0	0	0	Spanner	2/4	2	1	0											76							
164	163	649/2	649/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1710								76							
164	163	325	325	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
165	164	653/2	653/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1711		articStaccatoAbove								7					
165	164	327	327	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1712		articStaccatoAbove								7					
165	164	655/2	655/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1713		articStaccatoAbove								7					
165	164	328	328	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1714		articStaccatoAbove								7					
166	165	657/2	657/2	0.0	0	0	Dynamic	2/4	1	1	0				p														
166	165	657/2	657/2	0.0	0	0	Spanner	2/4	1	1	0																		
166	165	657/2	657/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1715		articStaccatoAbove													
166	165	329	329	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1716		articStaccatoAbove													
166	165	659/2	659/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1717		articStaccatoAbove													
166	165	330	330	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1718		articStaccatoAbove													
166	165	657/2	657/2	0.0	0	0	Spanner	2/4	2	1	0											77							
166	165	657/2	657/2	0.0	0	0	Spanner	2/4	2	1	0											77							0
166	165	657/2	657/2	0.0	0	0	Spanner	2/4	2	1	0											77		8					0
166	165	657/2	657/2	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	1719								77		8					0
166	165	657/2	657/2	0.16666666666666666	0	0	Chord	2/4	2	2	1/24	1/16	2/3	1720								77		8					
166	165	986/3	986/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24	1/16	2/3	1721								77		8					
166	165	1973/6	1973/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24	1/16	2/3	1722								77		8					
166	165	329	329	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24	1/16	2/3	1723								77		8					
166	165	1975/6	1975/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24	1/16	2/3	1724								77		8					
166	165	988/3	988/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24	1/16	2/3	1725								77		8					
166	165	659/2	659/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24	1/16	2/3	1726								77		8					
166	165	989/3	989/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24	1/16	2/3	1727								77		8					
166	165	1979/6	1979/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24	1/16	2/3	1728								77		8					
166	165	330	330	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24	1/16	2/3	1729								77		8					
166	165	1981/6	1981/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24	1/16	2/3	1730								77		8					
166	165	991/3	991/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24	1/16	2/3	1731								77		8					
167	166	661/2	661/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1732		articStaccatoAbove													
167	166	331	331	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1733		articStaccatoAbove													
167	166	663/2	663/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1734		articStaccatoAbove													
167	166	332	332	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1735		articStaccatoAbove													
167	166	661/2	661/2	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	1736								77		8					0
167	166	3323/10	3323/10	0.0	9/20	9/20	Spanner	2/4	2	1	0											77							0
167	166	661/2	661/2	0.16666666666666666	0	0	Chord	2/4	2	2	1/24	1/16	2/3	1737								77							
167	166	992/3	992/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24	1/16	2/3	1738								77							
167	166	1985/6	1985/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24	1/16	2/3	1739								77							
167	166	331	331	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24	1/16	2/3	1740								77							
167	166	1987/6	1987/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24	1/16	2/3	1741								77							
167	166	994/3	994/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24	1/16	2/3	1742								77							
167	166	663/2	663/2	0.2	1/4	1/4	Chord	2/4	2	2	1/20	1/16	4/5	1743								77							
167	166	3317/10	3317/10	0.2	3/10	3/10	Chord	2/4	2	2	1/20	1/16	4/5	1744								77							
167	166	3319/10	3319/10	0.2	7/20	7/20	Chord	2/4	2	2	1/20	1/16	4/5	1745								77							
167	166	3321/10	3321/10	0.2	2/5	2/5	Chord	2/4	2	2	1/20	1/16	4/5	1746								77							
167	166	3323/10	3323/10	0.0	9/20	9/20	Dynamic	2/4	2	2	0				mf							77							
167	166	3323/10	3323/10	0.2	9/20	9/20	Chord	2/4	2	2	1/20	1/16	4/5	1747								77							
168	167	665/2	665/2	0.0	0	0	Dynamic	2/4	1	1	0				p														
168	167	665/2	665/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1748							69								
168	167	667/2	667/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1749															
168	167	665/2	665/2	0.0	0	0	Dynamic	2/4	2	1	0				p														
168	167	665/2	665/2	0.0	0	0	Spanner	2/4	2	1	0																		
168	167	665/2	665/2	0.0	0	0	Spanner	2/4	2	1	0																		
168	167	665/2	665/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1750															
168	167	333	333	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1751															
168	167	1333/4	1333/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1752															
168	167	667/2	667/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1753															
168	167	1335/4	1335/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1754															
168	167	334	334	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1755															
168	167	1337/4	1337/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1756															
169	168	669/2	669/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1757															
169	168	335	335	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1758		ornamentTrill													
169	168	671/2	671/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1759															
169	168	335	335	0.1	1/8	1/8	Chord	2/4	1	2	1/40	1/16	2/5	1760															
169	168	3351/10	3351/10	0.1	3/20	3/20	Chord	2/4	1	2	1/40	1/16	2/5	1761															
169	168	1676/5	1676/5	0.1	7/40	7/40	Chord	2/4	1	2	1/40	1/16	2/5	1762															
169	168	3353/10	3353/10	0.1	1/5	1/5	Chord	2/4	1	2	1/40	1/16	2/5	1763															
169	168	1677/5	1677/5	0.1	9/40	9/40	Chord	2/4	1	2	1/40	1/16	2/5	1764															
169	168	669/2	669/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1765															
169	168	1339/4	1339/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1766															
169	168	335	335	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1767															
169	168	1341/4	1341/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1768															
169	168	671/2	671/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1769															
169	168	1343/4	1343/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1770															
169	168	336	336	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1771															
169	168	1345/4	1345/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1772															
170	169	673/2	673/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1773							70								
170	169	1347/4	1347/4	0.0	1/16	1/16	Spanner	2/4	1	1	0										70			9					
170	169	1347/4	1347/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1774							70			9					
170	169	337	337	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1775							70			9					
170	169	1349/4	1349/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1776							70			9					
170	169	675/2	675/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1777							70			9					
170	169	1351/4	1351/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1778							70			9					
170	169	338	338	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1779							70			9					
170	169	1353/4	1353/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1780							70			9					
170	169	673/2	673/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1781							71								
170	169	1347/4	1347/4	0.0	1/16	1/16	Spanner	2/4	2	1	0										71			10					
170	169	1347/4	1347/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1782							71			10					
170	169	337	337	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1783							71			10					
170	169	1349/4	1349/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1784							71			10					
170	169	675/2	675/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1785							71			10					
170	169	1351/4	1351/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1786							71			10					
170	169	338	338	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1787							71			10					
170	169	1353/4	1353/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1788							71			10					
171	170	677/2	677/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1789							70			9					
171	170	1355/4	1355/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1790							70			9					
171	170	339	339	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1791							70			9					
171	170	1357/4	1357/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1792							70			9					
171	170	679/2	679/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1793		articStaccatoAbove								9					
171	170	340	340	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1794		articStaccatoBelow								9					
171	170	677/2	677/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1795							71			10					
171	170	1355/4	1355/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1796							71			10					
171	170	339	339	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1797							71			10					
171	170	1357/4	1357/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1798							71			10					
171	170	679/2	679/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1799							71			10					
171	170	1359/4	1359/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1800							71			10					
171	170	340	340	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1801							71			10					
171	170	1361/4	1361/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1802										10					
172	171	681/2	681/2	0.0	0	0	Dynamic	2/4	1	1	0				f														
172	171	681/2	681/2	0.0	0	0	Spanner	2/4	1	1	0																		
172	171	681/2	681/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1803															
172	171	683/2	683/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1804															
172	171	681/2	681/2	0.0	0	0	Dynamic	2/4	2	1	0				f														
172	171	681/2	681/2	0.0	0	0	Spanner	2/4	2	1	0																		
172	171	681/2	681/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1805															
172	171	1363/4	1363/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1806															
172	171	341	341	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1807															
172	171	1365/4	1365/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1808															
172	171	683/2	683/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1809															
172	171	1367/4	1367/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1810															
172	171	342	342	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1811															
172	171	1369/4	1369/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1812															
173	172	685/2	685/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1813															
173	172	343	343	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1814		ornamentTrill													
173	172	687/2	687/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1815															
173	172	343	343	0.1	1/8	1/8	Chord	2/4	1	2	1/40	1/16	2/5	1816															
173	172	3431/10	3431/10	0.1	3/20	3/20	Chord	2/4	1	2	1/40	1/16	2/5	1817															
173	172	1716/5	1716/5	0.1	7/40	7/40	Chord	2/4	1	2	1/40	1/16	2/5	1818															
173	172	3433/10	3433/10	0.1	1/5	1/5	Chord	2/4	1	2	1/40	1/16	2/5	1819															
173	172	1717/5	1717/5	0.1	9/40	9/40	Chord	2/4	1	2	1/40	1/16	2/5	1820															
173	172	685/2	685/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1821															
173	172	1371/4	1371/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1822															
173	172	343	343	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1823															
173	172	1373/4	1373/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1824															
173	172	687/2	687/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1825															
173	172	1375/4	1375/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1826															
173	172	344	344	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1827															
173	172	1377/4	1377/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1828															
174	173	689/2	689/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
174	173	689/2	689/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1829							72								
174	173	1379/4	1379/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1830							72								
174	173	345	345	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1831							72								
174	173	1381/4	1381/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1832							72								
174	173	691/2	691/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1833							72								
174	173	1383/4	1383/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1834							72								
174	173	346	346	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1835							72								
174	173	1385/4	1385/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1836							72								
174	173	689/2	689/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1837							73								
174	173	1379/4	1379/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1838							73								
174	173	345	345	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1839							73								
174	173	1381/4	1381/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1840							73								
174	173	691/2	691/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1841							73								
