mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
81	78	1201/4	1233/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1119										
81	78	601/2	617/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1120										
81	78	1203/4	1235/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1121										
81	78	301	309	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1122										
81	78	1205/4	1237/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1123										
81	78	603/2	619/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1124										
81	78	1207/4	1239/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1125										
81	78	302	310	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1126										
81	78	1209/4	1241/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1127										
81	78	605/2	621/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1128										
81	78	1211/4	1243/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1129										
81	78	303	311	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1130										
81	78	1213/4	1245/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1131										
81	78	607/2	623/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1132										
81	78	1215/4	1247/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1133										
81	78	300	308	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1134							83			
81	78	301	309	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1135							83			
81	78	302	310	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1136										
81	78	303	311	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1137										
82	79	304	312	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1138										
82	79	1217/4	1249/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1139										
82	79	609/2	625/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1140										
82	79	1219/4	1251/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1141										
82	79	305	313	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1142										
82	79	1221/4	1253/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1143										
82	79	611/2	627/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1144										
82	79	1223/4	1255/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1145										
82	79	306	314	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1146										
82	79	1225/4	1257/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1147										
82	79	613/2	629/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1148										
82	79	1227/4	1259/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1149										
82	79	307	315	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1150										
82	79	1229/4	1261/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1151										
82	79	615/2	631/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1152										
82	79	1231/4	1263/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1153										
82	79	304	312	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1154			articAccentAbove							
82	79	305	313	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1155										
82	79	306	314	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1156			articAccentAbove							
82	79	307	315	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1157										
83	80	308	316	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1158										
83	80	1233/4	1265/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1159										
83	80	617/2	633/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1160										
83	80	1235/4	1267/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1161										
83	80	309	317	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1162										
83	80	1237/4	1269/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1163										
83	80	619/2	635/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1164										
83	80	1239/4	1271/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1165										
83	80	310	318	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1166										
83	80	1241/4	1273/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1167										
83	80	621/2	637/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1168										
83	80	1243/4	1275/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1169										
83	80	311	319	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1170										
83	80	1245/4	1277/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1171										
83	80	623/2	639/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1172										
83	80	1247/4	1279/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1173										
83	80	308	316	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1174			articAccentAbove							
83	80	309	317	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1175										
83	80	311	319	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1176										
84	81	312	320	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1177										
84	81	1249/4	1281/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1178										
84	81	625/2	641/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1179										
84	81	1251/4	1283/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1180										
84	81	313	321	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1181										
84	81	1253/4	1285/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1182										
84	81	627/2	643/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1183										
84	81	1255/4	1287/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1184										
84	81	314	322	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1185										
84	81	1257/4	1289/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1186										
84	81	629/2	645/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1187										
84	81	1259/4	1291/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1188										
84	81	315	323	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1189										
84	81	1261/4	1293/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1190										
84	81	631/2	647/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1191										
84	81	1263/4	1295/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1192										
84	81	312	320	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1193			articAccentAbove							
84	81	313	321	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1194										
84	81	314	322	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1195			articAccentAbove							
84	81	315	323	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1196										
85	82	316	324	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1197										
85	82	1265/4	1297/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1198										
85	82	633/2	649/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1199										
85	82	1267/4	1299/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1200										
85	82	317	325	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1201										
85	82	1269/4	1301/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1202										
85	82	635/2	651/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1203										
85	82	1271/4	1303/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1204										
85	82	318	326	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1205										
85	82	1273/4	1305/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1206										
85	82	637/2	653/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1207										
85	82	1275/4	1307/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1208										
85	82	319	327	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1209										
85	82	1277/4	1309/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1210										
85	82	639/2	655/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1211										
85	82	1279/4	1311/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1212										
85	82	316	324	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1213			articAccentAbove							
85	82	317	325	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1214										
85	82	319	327	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1215										
86	83	320	328	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1216										
86	83	1281/4	1313/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1217										
86	83	641/2	657/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1218										
86	83	1283/4	1315/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1219										
86	83	321	329	0.0		1/4	1/4	Spanner	4/4	1	1	0													8
86	83	321	329	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1220							84			8
86	83	1285/4	1317/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1221							84			8
86	83	643/2	659/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1222							84			8
86	83	1287/4	1319/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1223			articStaccatoAbove							8
86	83	322	330	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1224							85			8
86	83	1289/4	1321/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1225							85			8
86	83	645/2	661/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1226							85			8
86	83	1291/4	1323/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1227			articStaccatoAbove							8
86	83	323	331	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1228							86			8
86	83	1293/4	1325/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1229							86			8
86	83	647/2	663/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1230							86			8
86	83	1295/4	1327/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1231			articStaccatoAbove							8
86	83	320	328	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1232										
86	83	321	329	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1233										
86	83	322	330	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1234										
86	83	323	331	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1235										
87	84	324	332	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1236							87			8
87	84	1297/4	1329/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1237							87			8
87	84	649/2	665/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1238							87			8
87	84	1299/4	1331/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1239			articStaccatoAbove							8
87	84	325	333	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1240							88			8
87	84	1301/4	1333/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1241							88			8
87	84	651/2	667/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1242							88			8
87	84	1303/4	1335/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1243			articStaccatoAbove							8
87	84	326	334	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1244							89			8
87	84	1305/4	1337/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1245							89			8
87	84	653/2	669/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1246							89			8
87	84	1307/4	1339/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1247			articStaccatoAbove							8
87	84	327	335	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1248							90			8
87	84	1309/4	1341/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1249							90			8
87	84	655/2	671/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1250							90			8
87	84	1311/4	1343/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1251			articStaccatoAbove							8
87	84	324	332	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1252										
87	84	325	333	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1253										
87	84	326	334	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1254										
87	84	327	335	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1255										
88	85	328	336	0.0		0	0	Spanner	4/4	1	1	0													
88	85	328	336	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1256							91			
88	85	1313/4	1345/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1257							91			
88	85	657/2	673/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1258							91			
88	85	1315/4	1347/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1259			articStaccatoAbove							
88	85	329	337	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1260							92			
88	85	1317/4	1349/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1261							92			
88	85	659/2	675/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1262							92			
88	85	1319/4	1351/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1263			articStaccatoAbove							
88	85	330	338	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1264							93			
88	85	1321/4	1353/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1265							93			
88	85	661/2	677/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1266							93			
88	85	1323/4	1355/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1267			articStaccatoAbove							
88	85	331	339	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1268							94			
88	85	1325/4	1357/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1269							94			
88	85	663/2	679/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1270							94			
88	85	1327/4	1359/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1271			articStaccatoAbove							
88	85	328	336	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1272										
88	85	329	337	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1273										
88	85	330	338	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1274										
88	85	331	339	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1275										
89	86	332	340	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1276							95			
89	86	1329/4	1361/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1277							95			
89	86	665/2	681/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1278							95			
89	86	1331/4	1363/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1279			articStaccatoAbove							
89	86	333	341	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1280							96			
89	86	1333/4	1365/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1281							96			
89	86	667/2	683/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1282							96			
89	86	1335/4	1367/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1283			articStaccatoAbove							
89	86	334	342	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1284							97			
89	86	1337/4	1369/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1285							97			
89	86	669/2	685/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1286							97			
89	86	1339/4	1371/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1287			articStaccatoAbove							
89	86	335	343	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1288							98			
89	86	1341/4	1373/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1289							98			
89	86	671/2	687/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1290							98			
89	86	1343/4	1375/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1291			articStaccatoAbove							
89	86	332	340	0.0		0	0	Spanner	4/4	2	1	0											1		
89	86	332	340	4.0		0	0	Chord	4/4	2	1	1	1	1	1292								1		
90	87	336	344	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1293										
90	87	338	346	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	1294							99			
90	87	1015/3	1039/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	1295							99			
90	87	1016/3	1040/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	1296							99			
90	87	339	347	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	1297							99			
90	87	1018/3	1042/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	1298							99			
90	87	1019/3	1043/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	1299							99			
90	87	336	344	0.0		0	0	Spanner	4/4	2	1	0													
90	87	336	344	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1300										
90	87	338	346	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1301							100			
90	87	1015/3	1039/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1302							100			
90	87	1016/3	1040/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1303							100			
90	87	339	347	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1304							100			
90	87	1018/3	1042/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1305							100			
90	87	1019/3	1043/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1306							100			
91	88	340	348	0.3333333333333333		0	0	Chord	4/4	1	1	1/12	1/8	2/3	1307							99			
91	88	1021/3	1045/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	1308							99			
91	88	1022/3	1046/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	1309							99			
91	88	341	349	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	1310							99			
91	88	1024/3	1048/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	1311							99			
91	88	1025/3	1049/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	1312							99			
91	88	342	350	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	1313							99			
91	88	1027/3	1051/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	1314							99			
91	88	1028/3	1052/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	1315							99			
91	88	343	351	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	1316							99			
91	88	1030/3	1054/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	1317							99			
91	88	1031/3	1055/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	1318							99			
91	88	340	348	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1319										
91	88	343	351	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1320										
91	88	1030/3	1054/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1321										
91	88	1031/3	1055/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1322										
91	88	342	350	0.3333333333333333		1/2	1/2	Chord	4/4	2	2	1/12	1/8	2/3	1323							101			
91	88	1027/3	1051/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	2	1/12	1/8	2/3	1324							101			
91	88	1028/3	1052/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	2	1/12	1/8	2/3	1325							101			
91	88	343	351	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1326							101			
92	89	344	352	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1327										
92	89	345	353	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	1328							102			
92	89	1036/3	1060/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	1329							102			
92	89	1037/3	1061/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	1330							102			
92	89	346	354	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	1331							102			
92	89	1039/3	1063/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	1332							102			
92	89	1040/3	1064/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	1333							102			
92	89	347	355	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	1334							102			
92	89	1042/3	1066/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	1335							102			
92	89	1043/3	1067/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	1336							102			
92	89	344	352	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1337										
92	89	346	354	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1338							103			
92	89	1039/3	1063/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1339							103			
92	89	1040/3	1064/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1340							103			
92	89	347	355	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1341							103			
92	89	1042/3	1066/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1342							103			
92	89	1043/3	1067/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1343							103			
92	89	344	352	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1344										
93	90	348	356	0.3333333333333333		0	0	Chord	4/4	1	1	1/12	1/8	2/3	1345							102			
93	90	1045/3	1069/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	1346							102			
93	90	1046/3	1070/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	1347							102			
93	90	349	357	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	1348							102			
93	90	1048/3	1072/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	1349							102			
93	90	1049/3	1073/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	1350										
93	90	350	358	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1351							104			
93	90	351	359	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1352										
93	90	348	356	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1353										
93	90	350	358	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1354							105			
93	90	351	359	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1355										
93	90	348	356	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	1356										
94	91	352	360	0.0		0	0	Dynamic	4/4	1	1	0					sf								
94	91	352	360	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	1357										
94	91	354	362	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1358										
94	91	1417/4	1449/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1359										
94	91	709/2	725/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1360										
94	91	1419/4	1451/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1361										
94	91	355	363	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1362										
94	91	1421/4	1453/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1363										
94	91	711/2	727/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1364										
94	91	1423/4	1455/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1365										
94	91	352	360	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	1366										
94	91	354	362	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1367										
95	92	356	364	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1368										
95	92	1425/4	1457/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1369										
95	92	713/2	729/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1370										
95	92	1427/4	1459/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1371										
95	92	357	365	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1372										
95	92	1429/4	1461/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1373										
95	92	715/2	731/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1374										
95	92	1431/4	1463/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1375										
95	92	358	366	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1376							106			
95	92	359	367	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1377										
95	92	356	364	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1378										
95	92	358	366	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1379							107			
95	92	359	367	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1380										
96	93	360	368	0.0		0	0	Dynamic	4/4	1	1	0					sf								
96	93	360	368	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	1381										
96	93	362	370	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1382										
