mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
117	114	452	458	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	1241											
117	114	1357/3	1375/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1242											
117	114	1358/3	1376/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1243											
117	114	453	459	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1244											
117	114	1360/3	1378/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1245											
117	114	1361/3	1379/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1246											
117	114	454	460	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1247											
117	114	1363/3	1381/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1248											
117	114	1364/3	1382/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1249											
117	114	455	461	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1250											
117	114	1366/3	1384/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1251											
117	114	1367/3	1385/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1252											
118	115	456	462	4.0		0	0	Chord	2/2	1	1	1		1	1	1253		ornamentTurn									
118	115	456	462	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1254											
118	115	457	463	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1255											
118	115	458	464	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1256											
118	115	459	465	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1257											
119	116	460	466	0.0		0	0	Dynamic	2/2	1	1	0					sf										
119	116	460	466	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1258											
119	116	463	469	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1259											
119	116	460	466	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1260											
119	116	461	467	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1261											
119	116	462	468	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1262											
119	116	463	469	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1263											
120	117	464	470	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1264		articStaccatoBelow									
120	117	466	472	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1265		articStaccatoBelow									
120	117	1399/3	1417/3	0.0		7/12	7/12	Dynamic	2/2	1	1	0					pp										
120	117	467	473	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1266		articStaccatoBelow									
120	117	464	470	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	1267											
120	117	1393/3	1411/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1268											
120	117	1394/3	1412/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1269											
120	117	465	471	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1270											
120	117	1396/3	1414/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1271											
120	117	1397/3	1415/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1272											
120	117	466	472	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1273											
120	117	1399/3	1417/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1274											
120	117	1400/3	1418/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1275											
120	117	467	473	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1276											
120	117	1402/3	1420/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1277											
120	117	1403/3	1421/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1278											
121	118	468	474	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1279		articStaccatoBelow									
121	118	470	476	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1280		articStaccatoBelow									
121	118	471	477	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1281		articStaccatoBelow									
121	118	468	474	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	1282											
121	118	1405/3	1423/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1283											
121	118	1406/3	1424/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1284											
121	118	469	475	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1285											
121	118	1408/3	1426/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1286											
121	118	1409/3	1427/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1287											
121	118	470	476	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1288											
121	118	1411/3	1429/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1289											
121	118	1412/3	1430/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1290											
121	118	471	477	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1291											
121	118	1414/3	1432/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1292											
121	118	1415/3	1433/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1293											
122	119	472	478	4.0		0	0	Chord	2/2	1	1	1		1	1	1294		ornamentTurn									
122	119	472	478	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1295											
122	119	473	479	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1296											
122	119	474	480	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1297											
122	119	475	481	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1298											
123	120	476	482	0.0		0	0	Dynamic	2/2	1	1	0					sf										
123	120	476	482	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1299							75				
123	120	479	485	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1300											
123	120	476	482	0.0		0	0	Dynamic	2/2	2	1	0					sf										
123	120	476	482	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1301											
123	120	477	483	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1302											
123	120	478	484	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1303											
123	120	479	485	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1304											
123	120	476	482	4.0		0	0	Chord	2/2	2	2	1		1	1	1305											
124	121	480	486	0.0		0	0	Dynamic	2/2	1	1	0					sf										
124	121	480	486	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1306							76				
124	121	483	489	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1307											
124	121	480	486	0.0		0	0	Dynamic	2/2	2	1	0					sf										
124	121	480	486	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1308											
124	121	481	487	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1309											
124	121	482	488	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1310											
124	121	483	489	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1311											
124	121	480	486	4.0		0	0	Chord	2/2	2	2	1		1	1	1312											
125	122	484	490	0.0		0	0	Dynamic	2/2	1	1	0					sf										
125	122	484	490	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1313							77				
125	122	487	493	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1314											
125	122	484	490	0.0		0	0	Dynamic	2/2	2	1	0					sf										
125	122	484	490	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1315											
125	122	485	491	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1316											
125	122	486	492	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1317											
125	122	487	493	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1318											
125	122	484	490	4.0		0	0	Chord	2/2	2	2	1		1	1	1319											
126	123	488	494	0.0		0	0	Dynamic	2/2	1	1	0					sf										
126	123	488	494	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1320							78				
126	123	491	497	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1321											
126	123	488	494	0.0		0	0	Dynamic	2/2	2	1	0					sf										
126	123	488	494	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1322											
126	123	489	495	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1323											
126	123	490	496	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1324											
126	123	491	497	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1325											
126	123	488	494	4.0		0	0	Chord	2/2	2	2	1		1	1	1326											
127	124	492	498	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	1327							79				
127	124	495	501	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1328											
127	124	492	498	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1329											
127	124	493	499	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1330											
127	124	494	500	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1331											
127	124	495	501	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1332											
127	124	492	498	4.0		0	0	Chord	2/2	2	2	1		1	1	1333											
128	125	496	502	0.0		0	0	Dynamic	2/2	1	1	0					ff										
128	125	497	503	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	1334											
128	125	499	505	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1335											
128	125	496	502	3.0		0	0	Chord	2/2	1	2	3/4		1/2	3/2	1336											
128	125	499	505	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1337											
128	125	497	503	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1338											
128	125	498	504	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1339											
128	125	499	505	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1340											
128	125	496	502	4.0		0	0	Chord	2/2	2	2	1		1	1	1341											
129	126	500	506	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1342							80				
129	126	501	507	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1343							80				
129	126	502	508	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1344							80				
129	126	503	509	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1345											
129	126	501	507	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1346											
129	126	503	509	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1347											
129	126	500	506	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1348											
129	126	502	508	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1349											
130	127	504	510	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1350											
130	127	505	511	0.0		1/4	1/4	Dynamic	2/2	1	1	0					p										
130	127	505	511	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1351											
130	127	1516/3	1534/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1352											
130	127	1517/3	1535/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1353											
130	127	506	512	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1354											
130	127	1519/3	1537/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1355											
130	127	1520/3	1538/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1356											
130	127	507	513	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1357											
130	127	1522/3	1540/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1358											
130	127	1523/3	1541/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1359											
130	127	504	510	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	1360											
130	127	1513/3	1531/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1361											
130	127	1514/3	1532/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1362											
130	127	506	512	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1363		articStaccatoAbove									
130	127	507	513	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1364		articStaccatoAbove									
131	128	508	514	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1365											
131	128	1525/3	1543/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1366											
131	128	1526/3	1544/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1367											
131	128	509	515	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1368											
131	128	1528/3	1546/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1369											
131	128	1529/3	1547/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1370											
131	128	1531/3	1549/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1371											
131	128	1532/3	1550/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1372											
131	128	1534/3	1552/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1373											
131	128	1535/3	1553/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1374											
131	128	508	514	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1375		articStaccatoAbove									
131	128	510	516	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1376		articStaccatoBelow									
131	128	511	517	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1377		articStaccatoBelow									
132	129	513	519	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1378											
132	129	1540/3	1558/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1379											
132	129	1541/3	1559/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1380											
132	129	514	520	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1381											
132	129	1543/3	1561/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1382											
132	129	1544/3	1562/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1383											
132	129	515	521	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1384											
132	129	1546/3	1564/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1385											
132	129	1547/3	1565/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1386											
132	129	512	518	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	1387											
132	129	1537/3	1555/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1388											
132	129	1538/3	1556/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1389											
132	129	514	520	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1390		articStaccatoAbove									
132	129	515	521	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1391		articStaccatoAbove									
133	130	516	522	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1392											
133	130	1549/3	1567/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1393											
133	130	1550/3	1568/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1394											
133	130	517	523	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1395											
133	130	1552/3	1570/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1396											
133	130	1553/3	1571/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1397											
133	130	1555/3	1573/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1398											
133	130	1556/3	1574/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1399											
133	130	1558/3	1576/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1400											
133	130	1559/3	1577/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1401											
133	130	516	522	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1402		articStaccatoAbove									
133	130	518	524	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1403		articStaccatoBelow									
133	130	519	525	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1404		articStaccatoBelow									
134	131	1561/3	1579/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1405											
134	131	1562/3	1580/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1406											
134	131	521	527	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1407											
134	131	1564/3	1582/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1408											
134	131	1565/3	1583/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1409											
134	131	522	528	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1410		articAccentBelow									
134	131	1567/3	1585/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1411											
134	131	1568/3	1586/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1412											
134	131	523	529	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1413											
134	131	1570/3	1588/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1414											
134	131	1571/3	1589/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1415											
134	131	522	528	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1416							81				
134	131	523	529	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1417							81				
134	131	522	528	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1418		articAccentAbove					82				
134	131	523	529	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1419							82				
134	131	520	526	4.0		0	0	Chord	2/2	2	2	1		1	1	1420											
135	132	524	530	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1421											
135	132	1573/3	1591/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1422											
135	132	1574/3	1592/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1423											
135	132	1576/3	1594/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1424											
135	132	1577/3	1595/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1425											
135	132	526	532	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1426		articAccentBelow									
135	132	1579/3	1597/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1427											
135	132	1580/3	1598/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1428											
135	132	527	533	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1429											
135	132	1582/3	1600/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1430											
135	132	1583/3	1601/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1431											
135	132	524	530	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1432											
135	132	526	532	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1433							83				
135	132	527	533	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1434							83				
135	132	524	530	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1435											
135	132	525	531	0.0		1/4	1/4	Dynamic	2/2	2	1	0					sf										
135	132	526	532	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1436		articAccentAbove					84				
135	132	527	533	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1437							84				
135	132	524	530	1.0		0	0	Chord	2/2	2	2	1/4		1/4	1	1438											
135	132	525	531	3.0		1/4	1/4	Chord	2/2	2	2	3/4		1/2	3/2	1439											
136	133	528	534	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1440											
136	133	1585/3	1603/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1441											
136	133	1586/3	1604/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1442											
136	133	1588/3	1606/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1443											
136	133	1589/3	1607/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1444											
136	133	530	536	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1445		articAccentBelow					85				
136	133	1591/3	1609/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1446							85				
136	133	1592/3	1610/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1447							85				
136	133	531	537	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1448							85				
136	133	1594/3	1612/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1449							85				
136	133	1595/3	1613/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1450							85				
136	133	528	534	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1451											
136	133	530	536	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1452											
136	133	531	537	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1453											
136	133	528	534	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1454											
136	133	529	535	0.0		1/4	1/4	Dynamic	2/2	2	1	0					sf										
136	133	530	536	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1455		articAccentAbove					86				
136	133	531	537	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1456											
136	133	528	534	1.0		0	0	Chord	2/2	2	2	1/4		1/4	1	1457											
136	133	529	535	3.0		1/4	1/4	Chord	2/2	2	2	3/4		1/2	3/2	1458											
137	134	532	538	0.0		0	0	Spanner	2/2	1	1	0											85			0	
137	134	532	538	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1459							85			0	
137	134	1597/3	1615/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1460							85			0	
137	134	1598/3	1616/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1461							85			0	
137	134	533	539	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1462							85			0	
137	134	1600/3	1618/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1463							85			0	
137	134	1601/3	1619/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1464							85			0	
137	134	534	540	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1465							85			0	
137	134	1603/3	1621/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1466							85			0	
137	134	1604/3	1622/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1467							85			0	
137	134	535	541	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1468							85			0	
137	134	1606/3	1624/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1469							85			0	
137	134	1607/3	1625/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1470							85			0	
137	134	532	538	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1471										0	
137	134	533	539	1.0		1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	1472										0	
137	134	534	540	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1473										0	
137	134	535	541	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1474										0	
137	134	532	538	4.0		0	0	Chord	2/2	2	1	1		1	1	1475											
137	134	532	538	4.0		0	0	Chord	2/2	2	2	1		1	1	1476											
138	135	536	542	0.0		0	0	Dynamic	2/2	1	1	0					mf						85				
138	135	536	542	0.0		0	0	Spanner	2/2	1	1	0											85				
138	135	536	542	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1477							85				
138	135	1609/3	1627/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1478							85				
138	135	1610/3	1628/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1479							85				
138	135	537	543	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1480							85				
138	135	1612/3	1630/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1481							85				
138	135	1613/3	1631/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1482							85				
138	135	538	544	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1483							85				
138	135	1615/3	1633/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1484							85				
138	135	1616/3	1634/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1485							85				
138	135	539	545	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1486							85				
138	135	1618/3	1636/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1487							85				
138	135	1619/3	1637/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1488											
138	135	536	542	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1489											
138	135	537	543	1.0		1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	1490											
138	135	538	544	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1491											
