mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552			articStaccatoAbove									
90	90	267	267	0.0	0	0	Dynamic	3/4	1	1	0						ff										
90	90	267	267	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	553									52			
90	90	537/2	537/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	554												
90	90	269	269	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	555									53			
90	90	539/2	539/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	556												
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	557			articStaccatoAbove									
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	558									54			
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	559												
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	560									55			
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	561												
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	562									56			
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	563												
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	564									57			
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	565												
92	92	274	274	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	566									58			
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	567												
92	92	275	275	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	568									59			
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	569												
93	93	278	278	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	570									60			
93	93	276	276	0.0	0	0	Dynamic	3/4	2	1	0						ff										
93	93	276	276	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	571												
94	94	279	279	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	572												
94	94	280	280	0.0	1/4	1/4	Dynamic	3/4	2	1	0						fp										
94	94	280	280	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	573									61			
94	94	279	279	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	574									62			
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	575									62			
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	576									62			
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	577												
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	578												
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	579												
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	580												
95	95	282	282	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	581												
95	95	283	283	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p										
95	95	282	282	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	582									62			
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	583									62			
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	584												
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	585									63			
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	586												
96	96	285	285	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	587												
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	588									64			
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	589									64			
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	590									64			
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	591												
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	592												
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	593												
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	594												
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	595									64			
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	596									64			
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	597												
98	98	291	291	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	598									65			
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	599												
98	98	291	291	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	600												
98	98	292	292	0.0	1/4	1/4	Dynamic	3/4	2	1	0						fp										
98	98	292	292	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	601									66			
98	98	291	291	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	602									67			
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	603									67			
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	604									67			
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	605												
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	606												
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	607												
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	608												
99	99	294	294	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	609												
99	99	294	294	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	610									67			
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	611									67			
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	612												
100	100	297	297	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	613									68			
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	614												
100	100	297	297	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	615												
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	616									69			
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	617									69			
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	618									69			
101	101	301	301	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	619												
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	620												
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	621									69			
101	101	301	301	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p							69			
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	622									69			
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	623												
102	102	303	303	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	624									70			
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	625												
102	102	303	303	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	626												
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	627									71			
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	628									71			
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	629									71			
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	630												
103	103	308	308	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	631												
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	632									71			
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	633									71			
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634												
104	104	309	309	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	635									72			
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	636									73			
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	637									73			
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	638												
105	105	312	312	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	639												
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	640												
106	106	315	315	0.0	0	0	Dynamic	3/4	1	1	0						f										
106	106	315	315	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	641												
106	106	1267/4	1267/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	642									74			
106	106	317	317	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	643									74			
106	106	1271/4	1271/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	644									74			
106	106	315	315	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	645												
107	107	318	318	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	646									74			
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	647									74			
107	107	319	319	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	648									74			
107	107	1279/4	1279/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	649									74			
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	650			articStaccatoAbove									
108	108	321	321	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	651			articStaccatoAbove									
108	108	323	323	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p										
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	652												
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	653												
109	109	324	324	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	654									75			
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	655												
109	109	324	324	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	656									76			
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	657												
110	110	327	327	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	658												
110	110	1315/4	1315/4	0.0	7/16	7/16	Dynamic	3/4	1	1	0						f										
110	110	1315/4	1315/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	659									77			
110	110	329	329	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	660									77			
110	110	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	661									77			
110	110	327	327	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	662												
111	111	330	330	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	663									77			
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	664									77			
111	111	331	331	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	665									77			
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	666									77			
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	667			articStaccatoAbove									
112	112	333	333	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	668			articStaccatoAbove									
112	112	335	335	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	669												
112	112	335	335	0.0	1/2	1/2	Dynamic	3/4	1	2	0						p										
112	112	335	335	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	670												
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	671												
113	113	336	336	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	672									78			
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	673												
113	113	336	336	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	674												
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	675												
113	113	336	336	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	676									79			
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	677												
114	114	339	339	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	678												
114	114	1363/4	1363/4	0.0	7/16	7/16	Dynamic	3/4	1	1	0						f										
114	114	1363/4	1363/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	679									80			
114	114	341	341	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	680									80			
114	114	1367/4	1367/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	681									80			
114	114	339	339	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	682												
115	115	342	342	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	683									80			
115	115	1371/4	1371/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	684									80			
115	115	343	343	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	685									80			
115	115	1375/4	1375/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	686									80			
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	687			articStaccatoAbove									
116	116	345	345	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	688			articStaccatoBelow									
116	116	346	346	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	689			articStaccatoAbove									
117	117	348	348	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	690			articStaccatoBelow									
117	117	349	349	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	691			articStaccatoAbove									
118	118	351	351	0.0	0	0	Dynamic	3/4	1	1	0						p										
118	118	351	351	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	692												
118	118	351	351	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	693												
118	118	703/2	703/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	694												
118	118	352	352	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	695												
118	118	705/2	705/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	696												
118	118	353	353	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	697												
118	118	707/2	707/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	698												
119	119	354	354	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	699												
119	119	356	356	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	700												
119	119	354	354	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	701												
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	702												
119	119	355	355	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	703												
119	119	711/2	711/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	704												
119	119	356	356	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	705												
119	119	713/2	713/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	706												
120	120	357	357	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	707									81			
120	120	358	358	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	708									81			
120	120	359	359	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	709									81			
120	120	357	357	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	710												
120	120	715/2	715/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	711												
120	120	358	358	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	712												
120	120	717/2	717/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	713												
120	120	359	359	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	714												
120	120	719/2	719/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	715												
121	121	360	360	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	716									81			
121	121	361	361	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	717									81			
121	121	362	362	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	718												
121	121	360	360	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	719												
121	121	721/2	721/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	720												
121	121	361	361	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	721												
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	722												
121	121	362	362	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	723												
121	121	725/2	725/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	724												
122	122	363	363	0.0	0	0	Spanner	3/4	1	1	0															1	
122	122	363	363	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	725									82		1	
122	122	365	365	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	726									82		1	
122	122	363	363	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	727												
122	122	727/2	727/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	728												
122	122	364	364	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	729												
122	122	729/2	729/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	730												
122	122	365	365	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	731												
122	122	731/2	731/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	732												
123	123	366	366	0.0	0	0	Spanner	3/4	1	1	0													82			
123	123	366	366	0.0	0	0	Spanner	3/4	1	1	0													82			1
123	123	366	366	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	733									82			1
123	123	368	368	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	734												1
123	123	366	366	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	735												
123	123	733/2	733/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	736												
123	123	367	367	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	737												
123	123	735/2	735/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	738												
123	123	368	368	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	739												
123	123	737/2	737/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	740												
124	124	369	369	0.0	0	0	Spanner	3/4	1	1	0																
124	124	369	369	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	741									83			
124	124	369	369	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	742												
124	124	739/2	739/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	743												
124	124	370	370	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	744												
124	124	741/2	741/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	745												
124	124	371	371	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	746												
124	124	743/2	743/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	747												
125	125	372	372	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	748												
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	749									84			
125	125	372	372	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	750												
125	125	745/2	745/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	751												
125	125	373	373	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	752												
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	753												
125	125	374	374	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	754												
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	755												
126	126	375	375	0.0	0	0	Spanner	3/4	1	1	0															2	
126	126	375	375	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	756											2	
126	126	375	375	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	757												
126	126	751/2	751/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	758												
126	126	376	376	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	759												
126	126	753/2	753/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	760												
126	126	377	377	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	761												
126	126	755/2	755/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	762												
127	127	378	378	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	763											2	
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	764											2	
127	127	378	378	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	765												
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	766												
127	127	379	379	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	767												
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	768												
127	127	380	380	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	769												
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	770												
128	128	381	381	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	771									85		2	
128	128	382	382	0.0	1/4	1/4	Spanner	3/4	1	1	0													85		2	2
128	128	382	382	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	772									85		2	2
128	128	383	383	0.0	1/2	1/2	Spanner	3/4	1	1	0													85			2
128	128	383	383	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	773									85			2
128	128	381	381	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	774												
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	775												
128	128	382	382	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	776												
128	128	765/2	765/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	777												
128	128	383	383	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	778												
128	128	767/2	767/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	779												
129	129	384	384	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	780									85			2
129	129	385	385	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	781									85			2
129	129	386	386	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	782												2
129	129	384	384	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	783												
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	784												
129	129	385	385	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	785												
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	786												
129	129	386	386	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	787												
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	788												
130	130	387	387	0.0	0	0	Spanner	3/4	1	1	0																
130	130	387	387	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	789									86			
130	130	389	389	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	790									86			
130	130	387	387	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	791												
130	130	775/2	775/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	792												
130	130	388	388	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	793												
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	794												
130	130	389	389	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	795												
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	796												
131	131	390	390	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	797									86			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	798												
131	131	390	390	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	799												
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	800												
131	131	391	391	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	801												
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	802												
131	131	392	392	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	803												
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	804												
132	132	393	393	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	805									87			
132	132	393	393	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	806												
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	807												
132	132	394	394	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	808												
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	809												
132	132	395	395	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	810												
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	811												
133	133	396	396	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	812												
133	133	398	398	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	813												
133	133	396	396	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	814												
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	815												
133	133	397	397	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	816												
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	817												
133	133	398	398	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	818												
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	819												
134	134	399	399	0.0	0	0	Spanner	3/4	1	1	0															3	
134	134	399	399	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	820									88		3	
134	134	401	401	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	821			ornamentTurn						88		3	
134	134	399	399	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	822												
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	823												
134	134	400	400	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	824												
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	825												
134	134	401	401	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	826												
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	827												
135	135	402	402	0.0	0	0	Spanner	3/4	1	1	0													88			
135	135	402	402	0.0	0	0	Spanner	3/4	1	1	0													88			3
135	135	402	402	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	828									88			3
135	135	404	404	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	829												3
135	135	402	402	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	830												
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	831												
