mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill
230	229	686	686	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2064					
230	229	2745/4	2745/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2065					
230	229	1373/2	1373/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2066					
230	229	2747/4	2747/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2067					
230	229	687	687	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2068					
230	229	2749/4	2749/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2069					
231	230	1375/2	1375/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2070				222	
231	230	689	689	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2071				222	
231	230	1379/2	1379/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2072				222	
231	230	690	690	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2073					
231	230	1375/2	1375/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2074					
231	230	2751/4	2751/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2075					
231	230	688	688	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2076					
231	230	2753/4	2753/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2077					
231	230	1377/2	1377/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2078					
231	230	2755/4	2755/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2079					
231	230	689	689	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2080					
231	230	2757/4	2757/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2081					
231	230	1379/2	1379/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2082					
231	230	2759/4	2759/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2083					
231	230	690	690	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2084					
231	230	2761/4	2761/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2085					
232	231	1381/2	1381/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
232	231	1381/2	1381/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2086				223	
232	231	1383/2	1383/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2087				223	
232	231	2767/4	2767/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2088					
232	231	692	692	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
232	231	692	692	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2089				224	
232	231	693	693	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2090				224	
232	231	2773/4	2773/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2091					
232	231	1381/2	1381/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2092					
232	231	2763/4	2763/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2093					
232	231	691	691	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2094					
232	231	2765/4	2765/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2095					
232	231	1383/2	1383/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2096					
232	231	2767/4	2767/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2097					
232	231	692	692	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2098					
232	231	2769/4	2769/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2099					
232	231	1385/2	1385/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2100					
232	231	2771/4	2771/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2101					
232	231	693	693	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2102					
232	231	2773/4	2773/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2103					
233	232	1387/2	1387/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2104	p			225	
233	232	695	695	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2105				225	
233	232	1391/2	1391/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2106				225	
233	232	696	696	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2107					
233	232	1387/2	1387/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2108					
233	232	2775/4	2775/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2109					
233	232	694	694	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2110					
233	232	2777/4	2777/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2111					
233	232	1389/2	1389/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2112					
233	232	2779/4	2779/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2113					
233	232	695	695	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2114					
233	232	2781/4	2781/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2115					
233	232	1391/2	1391/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2116					
233	232	2783/4	2783/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2117					
233	232	696	696	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2118					
233	232	2785/4	2785/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2119					
234	233	1393/2	1393/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
234	233	1393/2	1393/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2120				226	
234	233	1395/2	1395/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2121				226	
234	233	2791/4	2791/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2122					
234	233	698	698	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
234	233	698	698	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2123				227	
234	233	699	699	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2124				227	
234	233	2797/4	2797/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2125					
234	233	1393/2	1393/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2126					
234	233	2787/4	2787/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2127					
234	233	697	697	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2128					
234	233	2789/4	2789/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2129					
234	233	1395/2	1395/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2130					
234	233	2791/4	2791/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2131					
234	233	698	698	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2132					
234	233	2793/4	2793/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2133					
234	233	1397/2	1397/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2134					
234	233	2795/4	2795/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2135					
234	233	699	699	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2136					
234	233	2797/4	2797/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2137					
235	234	1399/2	1399/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2138				228	
235	234	701	701	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2139				228	
235	234	1403/2	1403/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2140				228	
235	234	702	702	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2141					
235	234	1399/2	1399/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2142					
235	234	2799/4	2799/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2143					
235	234	700	700	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2144					
235	234	2801/4	2801/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2145					
235	234	1401/2	1401/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2146					
235	234	2803/4	2803/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2147					
235	234	701	701	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2148					
235	234	2805/4	2805/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2149					
235	234	1403/2	1403/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2150					
235	234	2807/4	2807/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2151					
235	234	702	702	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2152					
235	234	2809/4	2809/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2153					
236	235	1405/2	1405/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2154					
236	235	703	703	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2155					
236	235	1407/2	1407/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2156					
236	235	704	704	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2157					
236	235	1409/2	1409/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2158					
236	235	705	705	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2159					
236	235	1407/2	1407/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2160					
236	235	704	704	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2161					
236	235	1409/2	1409/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2162					
236	235	705	705	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2163					
236	235	1405/2	1405/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	2164					
237	236	1411/2	1411/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2165					
237	236	706	706	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2166					
237	236	1413/2	1413/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2167					
237	236	707	707	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2168					
237	236	1415/2	1415/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2169					
237	236	708	708	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2170					
237	236	1411/2	1411/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2171					
237	236	706	706	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2172					
237	236	1413/2	1413/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2173					
237	236	707	707	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2174					
237	236	1415/2	1415/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2175					
237	236	708	708	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2176					
238	237	1417/2	1417/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2177					
238	237	709	709	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2178					
238	237	1419/2	1419/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2179					
238	237	710	710	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2180					
238	237	1421/2	1421/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2181					
238	237	711	711	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2182					
238	237	1419/2	1419/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2183					
238	237	710	710	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2184					
238	237	1421/2	1421/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2185					
238	237	711	711	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2186					
238	237	1417/2	1417/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	2187					
239	238	1423/2	1423/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2188					
239	238	712	712	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2189					
239	238	1425/2	1425/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2190					
239	238	713	713	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2191					
239	238	1427/2	1427/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2192					
239	238	714	714	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2193					
239	238	1423/2	1423/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2194					
239	238	712	712	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2195					
239	238	1425/2	1425/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2196					
239	238	713	713	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2197					
239	238	1427/2	1427/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2198					
239	238	714	714	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2199					
240	239	1429/2	1429/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2200					
240	239	715	715	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2201					
240	239	1431/2	1431/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2202					
240	239	716	716	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2203					
240	239	1433/2	1433/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2204					
240	239	717	717	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2205					
240	239	1431/2	1431/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2206					
240	239	716	716	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2207					
240	239	1433/2	1433/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2208					
240	239	717	717	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2209					
240	239	1429/2	1429/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	2210					
241	240	1435/2	1435/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2211					
241	240	718	718	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2212					
241	240	1437/2	1437/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2213					
241	240	719	719	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2214					
241	240	1439/2	1439/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2215					
241	240	720	720	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2216					
241	240	1435/2	1435/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2217					
241	240	718	718	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2218					
241	240	1437/2	1437/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2219					
241	240	719	719	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2220					
241	240	1439/2	1439/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2221					
241	240	720	720	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2222					
242	241	1441/2	1441/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2223					
242	241	721	721	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2224					
242	241	1443/2	1443/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2225					
242	241	722	722	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2226					
242	241	1445/2	1445/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2227					
242	241	723	723	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2228					
242	241	1441/2	1441/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2229					
242	241	721	721	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2230					
242	241	1443/2	1443/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2231					
242	241	722	722	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2232					
242	241	1445/2	1445/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2233					
242	241	723	723	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2234					
243	242	1447/2	1447/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2235					
243	242	724	724	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2236					
243	242	1449/2	1449/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2237					
243	242	725	725	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2238					
243	242	1451/2	1451/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2239					
243	242	726	726	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2240					
243	242	1447/2	1447/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2241					
243	242	724	724	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2242					
243	242	1449/2	1449/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2243					
243	242	725	725	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2244					
243	242	1451/2	1451/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2245					
243	242	726	726	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2246					
244	243	1453/2	1453/2	0.0	0	0	Dynamic	6/8	2	1	0						f			
244	243	1453/2	1453/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2247					
244	243	727	727	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2248					
244	243	1455/2	1455/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2249					
244	243	728	728	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2250					
244	243	1457/2	1457/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2251					
244	243	729	729	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2252					
244	243	1453/2	1453/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2253					
244	243	727	727	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	2254					
244	243	1455/2	1455/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2255					
244	243	728	728	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	2256					
244	243	1457/2	1457/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	2257					
244	243	729	729	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2258					
245	244	1459/2	1459/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2259					
245	244	730	730	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2260					
245	244	1461/2	1461/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2261					
245	244	731	731	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2262					
245	244	1463/2	1463/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2263					
245	244	732	732	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2264					
245	244	1459/2	1459/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2265					
245	244	730	730	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	2266					
245	244	1461/2	1461/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2267					
245	244	731	731	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	2268					
245	244	1463/2	1463/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	2269					
245	244	732	732	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2270					
246	245	734	734	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2271					
246	245	1469/2	1469/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2272					
246	245	735	735	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2273					
246	245	1465/2	1465/2	0.0	0	0	Dynamic	6/8	2	1	0						p			
246	245	1465/2	1465/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2274					
246	245	733	733	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2275					
246	245	1467/2	1467/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2276					
246	245	734	734	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2277				229	
246	245	1465/2	1465/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	2278					
247	246	737	737	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2279					
247	246	1475/2	1475/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2280					
247	246	738	738	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2281					
247	246	1471/2	1471/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2282				229	
247	246	736	736	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2283				229	
247	246	1473/2	1473/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2284				229	
247	246	1471/2	1471/2	2.0	0	0	Chord	6/8	2	2	1/2		1/2	1	2285					
247	246	1471/2	1471/2	1.5	0	0	Chord	6/8	2	3	3/8		1/4	3/2	2286					
247	246	737	737	1.5	3/8	3/8	Chord	6/8	2	3	3/8		1/4	3/2	2287					
248	247	1477/2	1477/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
248	247	1477/2	1477/2	0.0	0	0	Dynamic	6/8	1	1	0						sf			
248	247	1477/2	1477/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2288				230	
248	247	740	740	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2289				230	
248	247	1477/2	1477/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	2290					
248	247	1477/2	1477/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2291					
248	247	739	739	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	2292					
248	247	1479/2	1479/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2293					
248	247	740	740	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	2294					
248	247	1481/2	1481/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	2295					
248	247	741	741	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2296					
249	248	1483/2	1483/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2297				230	
249	248	743	743	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2298					
249	248	1483/2	1483/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	2299					
249	248	1483/2	1483/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2300					
249	248	742	742	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	2301					
249	248	1485/2	1485/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2302					
249	248	743	743	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	2303					
249	248	1487/2	1487/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	2304					
249	248	744	744	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2305					
250	249	745	745	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2306					
250	249	1491/2	1491/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2307					
250	249	746	746	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2308					
250	249	1493/2	1493/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2309					
250	249	747	747	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2310					
250	249	1489/2	1489/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2311				231	
250	249	746	746	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2312				231	
250	249	1489/2	1489/2	0.0	0	0	Dynamic	6/8	2	2	0						sf			
250	249	1489/2	1489/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	2313					
251	250	1495/2	1495/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2314					
251	250	748	748	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2315					
251	250	1497/2	1497/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2316					
251	250	749	749	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2317					
251	250	1499/2	1499/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2318					
251	250	750	750	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2319					
251	250	1495/2	1495/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2320				231	
251	250	749	749	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2321					
251	250	1495/2	1495/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	2322					
252	251	1501/2	1501/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2323				232	
252	251	752	752	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2324				232	
252	251	1501/2	1501/2	0.0	0	0	Dynamic	6/8	1	2	0						sf			
252	251	1501/2	1501/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2325					
252	251	1501/2	1501/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2326					
252	251	751	751	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2327					
252	251	1503/2	1503/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2328					
252	251	752	752	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2329					
252	251	1505/2	1505/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2330					
252	251	753	753	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2331					
253	252	1507/2	1507/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2332				232	
253	252	755	755	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2333					
253	252	1507/2	1507/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2334					
253	252	1507/2	1507/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2335					
253	252	754	754	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2336					
253	252	1509/2	1509/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2337					
