mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
91	89	715/2	723/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1110								
91	89	717/2	725/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1111								
91	89	359	363	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1112								
91	89	719/2	727/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1113								
92	90	360	364	0.0		0	0	Dynamic	4/4	1	1	0						f						
92	90	360	364	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1114	f							
92	90	362	366	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1115								
92	90	1441/4	1457/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1116								
92	90	721/2	729/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1117								
92	90	1443/4	1459/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1118								
92	90	361	365	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1119								
92	90	1445/4	1461/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1120								
92	90	723/2	731/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1121								
92	90	1447/4	1463/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1122								
92	90	362	366	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1123								
92	90	1449/4	1465/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1124								
92	90	725/2	733/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1125								
92	90	1451/4	1467/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1126								
92	90	363	367	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1127								
92	90	1453/4	1469/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1128								
92	90	727/2	735/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1129								
92	90	1455/4	1471/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1130								
93	91	364	368	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1131								
93	91	366	370	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1132								
93	91	1457/4	1473/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1133								
93	91	729/2	737/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1134								
93	91	1459/4	1475/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1135								
93	91	365	369	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1136								
93	91	1461/4	1477/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1137								
93	91	731/2	739/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1138								
93	91	1463/4	1479/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1139								
93	91	366	370	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1140								
93	91	1465/4	1481/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1141								
93	91	733/2	741/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1142								
93	91	1467/4	1483/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1143								
93	91	367	371	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1144								
93	91	1469/4	1485/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1145								
93	91	735/2	743/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1146								
93	91	1471/4	1487/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1147								
94	92	368	372	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1148								
94	92	370	374	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1149			articStaccatoAbove					
94	92	371	375	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1150			articStaccatoAbove					
94	92	368	372	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1151								
94	92	370	374	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1152								
94	92	371	375	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1153								
94	92	1473/4	1489/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1154								
94	92	737/2	745/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1155								
94	92	1475/4	1491/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1156								
94	92	369	373	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1157								
94	92	1477/4	1493/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1158								
94	92	739/2	747/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1159								
94	92	1479/4	1495/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1160								
94	92	370	374	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1161								
94	92	1481/4	1497/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1162								
94	92	741/2	749/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1163								
94	92	1483/4	1499/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1164								
94	92	371	375	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1165								
94	92	1485/4	1501/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1166								
94	92	743/2	751/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1167								
94	92	1487/4	1503/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1168								
95	93	372	376	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1169				87				
95	93	747/2	755/2	0.0		3/8	3/8	Spanner	4/4	1	1	0								87	4			
95	93	747/2	755/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1170				87	4			
95	93	1495/4	1511/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1171				87	4			
95	93	374	378	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1172			articStaccatoAbove		4			
95	93	375	379	0.0		3/4	3/4	Spanner	4/4	1	1	0												
95	93	372	376	0.0		0	0	Dynamic	4/4	1	2	0						sf						
95	93	372	376	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1173	>							
95	93	372	376	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1174								
96	94	376	380	0.0		0	0	Dynamic	4/4	1	1	0						p						
96	94	376	380	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1175	p							
96	94	1505/4	1521/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1176								
96	94	753/2	761/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1177								
96	94	1507/4	1523/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1178								
96	94	377	381	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1179								
96	94	1509/4	1525/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1180								
96	94	755/2	763/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1181								
96	94	1511/4	1527/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1182								
96	94	378	382	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1183								
96	94	378	382	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1184								
96	94	1513/4	1529/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1185								
96	94	757/2	765/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1186								
96	94	1515/4	1531/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1187								
96	94	379	383	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1188								
96	94	1517/4	1533/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1189								
96	94	759/2	767/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1190								
96	94	1519/4	1535/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1191								
97	95	380	384	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1192								
97	95	1521/4	1537/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1193								
97	95	761/2	769/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1194								
97	95	1523/4	1539/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1195								
97	95	381	385	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1196								
97	95	1525/4	1541/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1197								
97	95	763/2	771/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1198								
97	95	1527/4	1543/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1199								
97	95	382	386	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1200	<							
97	95	380	384	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1201								
97	95	382	386	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1202								
97	95	1529/4	1545/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1203								
97	95	765/2	773/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1204								
97	95	1531/4	1547/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1205								
97	95	383	387	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1206								
97	95	1533/4	1549/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1207								
97	95	767/2	775/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1208								
97	95	1535/4	1551/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1209								
98	96	769/2	777/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1210				88				
98	96	385	389	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1211				88				
98	96	771/2	779/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1212				88				
98	96	386	390	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1213				88				
98	96	773/2	781/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1214				88				
98	96	387	391	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1215				88				
98	96	775/2	783/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1216								
98	96	769/2	777/2	1.5		1/8	1/8	Chord	4/4	1	2	3/8		1/4	3/2	1217								
98	96	386	390	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1218								
98	96	771/2	779/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1219				89				
98	96	386	390	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1220				89				
98	96	773/2	781/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1221				89				
98	96	387	391	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1222								
98	96	384	388	4.0		0	0	Chord	4/4	2	2	1		1	1	1223								
99	97	777/2	785/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1224			ornamentTurn	90				
99	97	389	393	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1225				90				
99	97	779/2	787/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1226				90				
99	97	390	394	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1227				90				
99	97	781/2	789/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1228				90				
99	97	391	395	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1229				90				
99	97	783/2	791/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1230				90				
99	97	777/2	785/2	1.5		1/8	1/8	Chord	4/4	1	2	3/8		1/4	3/2	1231								
99	97	390	394	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1232								
99	97	779/2	787/2	0.5		3/8	3/8	Chord	4/4	1	3	1/8		1/8	1	1233				91				
99	97	390	394	0.5		1/2	1/2	Chord	4/4	1	3	1/8		1/8	1	1234				91				
99	97	781/2	789/2	0.5		5/8	5/8	Chord	4/4	1	3	1/8		1/8	1	1235				91				
99	97	391	395	1.0		3/4	3/4	Chord	4/4	1	3	1/4		1/4	1	1236								
99	97	388	392	0.0		0	0	Chord	4/4	2	1	0	grace16	1/16	1	1237								
99	97	388	392	0.0		0	0	Chord	4/4	2	1	0	grace16	1/16	1	1238								
99	97	388	392	0.0		0	0	Chord	4/4	2	1	0	grace16	1/16	1	1239								
99	97	388	392	4.0		0	0	Chord	4/4	2	1	1		1	1	1240								
100	98	392	396	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1241				90				
100	98	787/2	795/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1242				90				
100	98	1575/4	1591/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1243				90				
100	98	394	398	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1244				90				
100	98	789/2	797/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1245				90				
100	98	395	399	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1246				90				
100	98	791/2	799/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1247								
100	98	392	396	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1248								
100	98	394	398	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1249								
100	98	392	396	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1250				92				
100	98	393	397	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1251				92				
100	98	394	398	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1252				92				
100	98	395	399	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1253								
101	99	396	400	4.0		0	0	Chord	4/4	1	1	1		1	1	1254				93				
101	99	396	400	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1255								
101	99	397	401	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1256								
101	99	398	402	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1257								
101	99	396	400	3.0		0	0	Chord	4/4	1	3	3/4		1/2	3/2	1258								
101	99	399	403	1.0		3/4	3/4	Chord	4/4	1	3	1/4		1/4	1	1259								
101	99	396	400	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1260				94				
101	99	398	402	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1261				94				
101	99	399	403	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1262								
101	99	398	402	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1263								
102	100	400	404	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1264				93				
102	100	803/2	811/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1265				93				
102	100	1607/4	1623/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1266				93				
102	100	402	406	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1267				93				
102	100	805/2	813/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1268				93				
102	100	403	407	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1269				93				
102	100	807/2	815/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1270								
102	100	400	404	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1271								
102	100	402	406	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1272								
102	100	400	404	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1273				95				
102	100	401	405	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1274				95				
102	100	402	406	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1275				95				
102	100	403	407	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1276								
103	101	404	408	0.0		0	0	Spanner	4/4	1	1	0											1	
103	101	404	408	4.0		0	0	Chord	4/4	1	1	1		1	1	1277							1	
103	101	407	411	0.0		3/4	3/4	Spanner	4/4	1	1	0												
103	101	404	408	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1278	>							
103	101	407	411	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1279	pp							
103	101	404	408	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1280				96				
103	101	405	409	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1281				96				
103	101	406	410	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1282								
103	101	404	408	4.0		0	0	Chord	4/4	2	2	1		1	1	1283								
103	101	406	410	2.0		1/2	1/2	Chord	4/4	2	3	1/2		1/2	1	1284								
104	102	408	412	0.0		0	0	Dynamic	4/4	2	1	0						pp						
104	102	408	412	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1285								
104	102	410	414	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1286								
104	102	1633/4	1649/4	0.25		1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	1287								
104	102	817/2	825/2	0.25		1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	1288								
104	102	1635/4	1651/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1289								
104	102	409	413	0.25		1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1290								
104	102	1637/4	1653/4	0.25		5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1291								
104	102	819/2	827/2	0.25		3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	1292								
104	102	1639/4	1655/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1293								
104	102	410	414	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1294								
104	102	821/2	829/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1295								
104	102	411	415	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1296								
104	102	823/2	831/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1297								
105	103	414	418	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1298								
105	103	412	416	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1299								
105	103	414	418	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1300								
105	103	1649/4	1665/4	0.25		1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	1301								
105	103	825/2	833/2	0.25		1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	1302								
105	103	1651/4	1667/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1303								
105	103	413	417	0.25		1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1304								
105	103	1653/4	1669/4	0.25		5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1305								
105	103	827/2	835/2	0.25		3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	1306								
105	103	1655/4	1671/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1307								
105	103	414	418	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1308								
105	103	829/2	837/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1309								
105	103	415	419	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1310								
105	103	831/2	839/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1311								
106	104	1665/4	1681/4	0.0		1/16	1/16	Spanner	4/4	1	1	0										6		
106	104	1665/4	1681/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1312	<			97		6		
106	104	833/2	841/2	0.0		1/8	1/8	Spanner	4/4	1	1	0								97				
106	104	833/2	841/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1313				97				
106	104	1667/4	1683/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1314				97				
106	104	417	421	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1315				97				
106	104	1669/4	1685/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1316				97				
106	104	835/2	843/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1317				97				
106	104	1671/4	1687/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1318				97				
106	104	418	422	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1319			articStaccatoAbove					
106	104	837/2	845/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1320				98				
106	104	1675/4	1691/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1321				98				
106	104	419	423	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1322				98				
106	104	1677/4	1693/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1323				98				
106	104	839/2	847/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1324				98				
106	104	1679/4	1695/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1325				98				
106	104	416	420	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1326								
106	104	418	422	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1327								
106	104	416	420	4.0		0	0	Chord	4/4	2	2	1		1	1	1328								
107	105	420	424	0.0		0	0	Dynamic	4/4	1	1	0						f						
107	105	420	424	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1329	f		articStaccatoAbove					
107	105	421	425	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1330								
107	105	1685/4	1701/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1331								
107	105	843/2	851/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1332								
107	105	1687/4	1703/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1333								
107	105	422	426	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1334								
107	105	1689/4	1705/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1335								
107	105	845/2	853/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1336								
107	105	1691/4	1707/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1337								
107	105	423	427	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1338								
107	105	1693/4	1709/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1339								
107	105	847/2	855/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1340								
107	105	1695/4	1711/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1341								
107	105	420	424	4.0		0	0	Chord	4/4	2	1	1		1	1	1342								
107	105	420	424	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1343								
107	105	422	426	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1344								
108	106	424	428	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1345				99				
108	106	425	429	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1346								
108	106	426	430	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f						
108	106	426	430	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1347	f			100				
108	106	426	430	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1348				101				
108	106	424	428	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1349								
108	106	849/2	857/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1350								
108	106	425	429	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1351								
108	106	851/2	859/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1352								
108	106	426	430	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1353								
108	106	853/2	861/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1354								
108	106	427	431	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1355								
108	106	855/2	863/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1356								
109	107	428	432	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1357				100				
109	107	429	433	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1358								
109	107	430	434	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1359				102				
109	107	428	432	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1360								
109	107	430	434	0.0		1/2	1/2	Dynamic	4/4	1	2	0						p						
109	107	430	434	1.5		1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1361	p			103				
109	107	863/2	871/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1362				103				
109	107	1727/4	1743/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1363								
109	107	428	432	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1364				101				
109	107	430	434	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1365				101				
109	107	428	432	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1366								
109	107	857/2	865/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1367								
109	107	429	433	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1368								
109	107	859/2	867/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1369								
109	107	430	434	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1370								
109	107	861/2	869/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1371								
109	107	431	435	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1372								
109	107	863/2	871/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1373								
110	108	432	436	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1374								
110	108	434	438	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f						
110	108	434	438	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1375				104				
110	108	432	436	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1376				105				
110	108	433	437	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1377								
110	108	432	436	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1378								
110	108	434	438	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1379				106				
110	108	432	436	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1380								
110	108	865/2	873/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1381								
110	108	433	437	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1382								
110	108	867/2	875/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1383								
