mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
215	208	4979/6	2560/3	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	2181																		
215	208	1661/2	854	0.6666666666666666		1/2	1/2	Chord	2/2	2	1	1/6			1/4	2/3	2182																		
215	208	4987/6	2564/3	0.6666666666666666		2/3	2/3	Chord	2/2	2	1	1/6			1/4	2/3	2183																		
215	208	4991/6	2566/3	0.6666666666666666		5/6	5/6	Chord	2/2	2	1	1/6			1/4	2/3	2184																		
216	209	1665/2	856	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>espress.</i>"															
216	209	1665/2	856	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2185																		
216	209	833	1713/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2186																		
216	209	1667/2	857	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2187																		
216	209	834	1715/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2188																		
216	209	1669/2	858	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2189																		
216	209	835	1717/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2190																		
216	209	1671/2	859	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2191																		
216	209	836	1719/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2192																		
216	209	1665/2	856	0.6666666666666666		0	0	Chord	2/2	2	1	1/6			1/4	2/3	2193																		
216	209	4999/6	2570/3	0.6666666666666666		1/6	1/6	Chord	2/2	2	1	1/6			1/4	2/3	2194																		
216	209	5003/6	2572/3	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	2195																		
216	209	1669/2	858	0.6666666666666666		1/2	1/2	Chord	2/2	2	1	1/6			1/4	2/3	2196																		
216	209	5011/6	2576/3	0.6666666666666666		2/3	2/3	Chord	2/2	2	1	1/6			1/4	2/3	2197																		
216	209	5015/6	2578/3	0.6666666666666666		5/6	5/6	Chord	2/2	2	1	1/6			1/4	2/3	2198																		
217	210	1673/2	860	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2199																		
217	210	837	1721/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2200																		
217	210	1675/2	861	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2201																		
217	210	838	1723/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2202																		
217	210	1677/2	862	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2203																		
217	210	839	1725/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2204																		
217	210	1679/2	863	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2205																		
217	210	840	1727/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2206																		
217	210	1673/2	860	0.6666666666666666		0	0	Chord	2/2	2	1	1/6			1/4	2/3	2207																		
217	210	5023/6	2582/3	0.6666666666666666		1/6	1/6	Chord	2/2	2	1	1/6			1/4	2/3	2208																		
217	210	5027/6	2584/3	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	2209																		
217	210	1677/2	862	0.6666666666666666		1/2	1/2	Chord	2/2	2	1	1/6			1/4	2/3	2210																		
217	210	5035/6	2588/3	0.6666666666666666		2/3	2/3	Chord	2/2	2	1	1/6			1/4	2/3	2211																		
217	210	5039/6	2590/3	0.6666666666666666		5/6	5/6	Chord	2/2	2	1	1/6			1/4	2/3	2212																		
218	211	1681/2	864	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2213																		
218	211	1681/2	864	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2214																		
218	211	841	1729/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2215																		
218	211	1683/2	865	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	2216																		
218	211	842	1731/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2217																		
218	211	1685/2	866	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2218																		
218	211	843	1733/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2219																		
218	211	1687/2	867	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2220																		
218	211	844	1735/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2221																		
218	211	1681/2	864	0.6666666666666666		0	0	Chord	2/2	2	1	1/6			1/4	2/3	2222																		
218	211	5047/6	2594/3	0.6666666666666666		1/6	1/6	Chord	2/2	2	1	1/6			1/4	2/3	2223																		
218	211	5051/6	2596/3	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	2224																		
218	211	1685/2	866	0.6666666666666666		1/2	1/2	Chord	2/2	2	1	1/6			1/4	2/3	2225																		
218	211	5059/6	2600/3	0.6666666666666666		2/3	2/3	Chord	2/2	2	1	1/6			1/4	2/3	2226																		
218	211	5063/6	2602/3	0.6666666666666666		5/6	5/6	Chord	2/2	2	1	1/6			1/4	2/3	2227																		
219	212	1689/2	868	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2228																		
219	212	845	1737/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2229																		
219	212	1691/2	869	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	2230																		
219	212	846	1739/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2231																		
219	212	1693/2	870	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2232																		
219	212	847	1741/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2233																		
219	212	1695/2	871	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2234																		
219	212	848	1743/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2235																		
219	212	1689/2	868	0.6666666666666666		0	0	Chord	2/2	2	1	1/6			1/4	2/3	2236																		
219	212	5071/6	2606/3	0.6666666666666666		1/6	1/6	Chord	2/2	2	1	1/6			1/4	2/3	2237																		
219	212	5075/6	2608/3	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	2238																		
219	212	1693/2	870	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2239																		
219	212	848	1743/2	0.0		7/8	7/8	Dynamic	2/2	2	1	0						other-dynamics																	
219	212	848	1743/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2240																		
220	213	1697/2	872	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2241																		
220	213	1697/2	872	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2242																		
220	213	852	1751/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2243																		
220	213	1697/2	872	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2244																		
220	213	850	1747/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2245																		
220	213	1701/2	874	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2246																		
220	213	1703/2	875	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2247																		
220	213	852	1751/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2248																		
221	214	856	1759/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						p																	
221	214	856	1759/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2249																		
221	214	1705/2	876	1.5		0	0	Chord	2/2	1	2	3/8			1/4	3/2	2250																		
221	214	854	1755/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2251																		
221	214	1709/2	878	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2252																		
221	214	1711/2	879	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2253																		
221	214	856	1759/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2254																		
221	214	1705/2	876	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2255																		
221	214	1707/2	877	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2256																		
221	214	1709/2	878	0.0		1/2	1/2	Dynamic	2/2	2	1	0						p																	
222	215	1713/2	880	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2257																		
222	215	858	1763/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2258																		
222	215	1717/2	882	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2259																		
222	215	1719/2	883	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2260																		
222	215	860	1767/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2261																		
222	215	1713/2	880	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2262																		
222	215	1715/2	881	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2263																		
222	215	860	1767/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2264																		
223	216	1721/2	884	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2265																		
223	216	1723/2	885	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2266																		
223	216	1721/2	884	1.5		0	0	Chord	2/2	1	2	3/8			1/4	3/2	2267																		
223	216	862	1771/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2268																		
223	216	1725/2	886	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2269																		
223	216	1727/2	887	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2270																		
223	216	864	1775/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2271																		
223	216	864	1775/2	0.0		7/8	7/8	Dynamic	2/2	2	1	0						other-dynamics																	
223	216	864	1775/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2272																		
224	217	868	1783/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0						p																	
224	217	868	1783/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2273																		
224	217	1729/2	888	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2274																		
224	217	865	1777/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2275																		
224	217	866	1779/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2276																		
224	217	1733/2	890	1.5		1/2	1/2	Chord	2/2	1	2	3/8			1/4	3/2	2277																		
224	217	868	1783/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2278																		
224	217	1729/2	888	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2279																		
224	217	866	1779/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2280																		
224	217	1733/2	890	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2281																		
224	217	1735/2	891	0.0		3/4	3/4	Dynamic	2/2	2	1	0						p																	
225	218	1737/2	892	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2282																		
225	218	870	1787/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2283																		
225	218	1741/2	894	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2284																		
225	218	1737/2	892	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2285																		
225	218	870	1787/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2286																		
225	218	1741/2	894	1.5		1/2	1/2	Chord	2/2	1	2	3/8			1/4	3/2	2287																		
225	218	872	1791/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2288																		
225	218	872	1791/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2289																		
226	219	1745/2	896	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2290																		
226	219	876	1799/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2291																		
226	219	1745/2	896	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2292																		
226	219	874	1795/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2293																		
226	219	1749/2	898	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2294																		
226	219	876	1799/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2295																		
226	219	874	1795/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8			1/8	1	2296																		
226	219	1749/2	898	1.5		1/2	1/2	Chord	2/2	2	2	3/8			1/4	3/2	2297																		
227	220	1753/2	900	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2298																		
227	220	878	1803/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2299																		
227	220	1757/2	902	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2300																		
227	220	878	1803/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	2301																		
227	220	1757/2	902	1.5		1/2	1/2	Chord	2/2	1	2	3/8			1/4	3/2	2302																		
227	220	880	1807/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2303																		
227	220	1753/2	900	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2304																		
227	220	880	1807/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2305									171									
228	221	1761/2	904	0.0		0	0	Spanner	2/2	1	1	0																				16			
228	221	1761/2	904	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2306															16			
228	221	1763/2	905	0.0		1/4	1/4	SystemText	2/2	1	1	0								"<i><font size=""12""/>-            -              -           -              -            -             -</i>"												16			
228	221	882	1811/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2307									172						16			
228	221	1765/2	906	2.0		1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2308															16			
228	221	1761/2	904	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	2309																		
228	221	1765/2	906	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2310																		
228	221	884	1815/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2311									173									
229	222	1769/2	908	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2312															16			
229	222	886	1819/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2313									174						16			
229	222	1773/2	910	2.0		1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2314															16			
229	222	1769/2	908	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	2315																		
229	222	1773/2	910	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2316																		
229	222	888	1823/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2317									175									
230	223	1777/2	912	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=127	254.0	𝅗𝅥	127.0	0.0							16			
230	223	1777/2	912	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2318															16			
230	223	889	1825/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2319									176						16			
230	223	1779/2	913	1.5		1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	2320															16			
230	223	891	1829/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2321									177						16			
230	223	1783/2	915	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2322															16			
230	223	1777/2	912	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2323																		
230	223	890	1827/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2324									178									
230	223	1781/2	914	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2325																		
230	223	892	1831/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2326									179									
231	224	1785/2	916	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-            -              -           -              -           -            -           -            -           -</i>"												16			
231	224	1785/2	916	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=128	256.0	𝅗𝅥	128.0	0.0							16			
231	224	1785/2	916	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2327															16			
231	224	893	1833/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2328									180						16			
231	224	1787/2	917	1.5		1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	2329															16			
231	224	895	1837/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2330									181						16			
231	224	1791/2	919	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2331															16			
231	224	1785/2	916	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2332																		
231	224	894	1835/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2333									182									
231	224	1789/2	918	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2334																		
231	224	896	1839/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2335									183									
232	225	1793/2	920	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=129	258.0	𝅗𝅥	129.0	0.0							16			
232	225	1793/2	920	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2336															16			
232	225	897	1841/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2337									184						16			
232	225	1795/2	921	1.5		1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	2338															16			
232	225	899	1845/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2339									185						16			
232	225	1799/2	923	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2340															16			
232	225	1793/2	920	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2341																		
232	225	898	1843/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2342									186									
232	225	1797/2	922	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2343																		
232	225	900	1847/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2344									187									
233	226	1801/2	924	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0							16			
233	226	1801/2	924	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2345															16			
233	226	901	1849/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2346									188						16			
233	226	1803/2	925	1.5		1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	2347															16			
233	226	903	1853/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2348									189						16			
233	226	1807/2	927	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2349															16			
233	226	904	1855/2	0.0		7/8	7/8	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0							16			
233	226	1801/2	924	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2350																		
233	226	902	1851/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2351									190									
233	226	1805/2	926	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2352																		
233	226	904	1855/2	0.0		7/8	7/8	Dynamic	2/2	2	1	0						f																	
233	226	904	1855/2	0.0		7/8	7/8	Spanner	2/2	2	1	0																					20	20	
233	226	904	1855/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2353																20	20	
234	227	1809/2	928	0.0		0	0	Dynamic	2/2	1	1	0						ff																	
234	227	1809/2	928	0.0		0	0	Spanner	2/2	1	1	0																							
234	227	1809/2	928	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2354																		
234	227	906	1859/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2355																		
234	227	1813/2	930	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2356		articStaccatissimoAbove																
234	227	1815/2	931	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2357		articStaccatissimoAbove																
234	227	908	1863/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2358		articStaccatissimoAbove																
234	227	1809/2	928	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2359																20	20	
234	227	1811/2	929	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2360																20	20	
234	227	906	1859/2	0.0		3/8	3/8	Spanner	2/2	2	1	0																							
234	227	906	1859/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2361																		
234	227	1813/2	930	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2362																		
234	227	1815/2	931	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2363																		
234	227	908	1863/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2364																		
235	228	1817/2	932	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2365		articStaccatissimoAbove																
235	228	1819/2	933	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2366		articStaccatissimoAbove																
235	228	912	1871/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2367																		
235	228	1817/2	932	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2368																		
235	228	1819/2	933	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2369																		
235	228	910	1867/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2370																		
235	228	1821/2	934	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2371																		
235	228	1823/2	935	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2372																		
235	228	912	1871/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2373																		
236	229	1825/2	936	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2374																		
236	229	914	1875/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2375		articStaccatissimoAbove																
236	229	1829/2	938	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2376		articStaccatissimoAbove																
236	229	1831/2	939	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2377		articStaccatissimoAbove																
236	229	916	1879/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2378		articStaccatissimoAbove																
236	229	1825/2	936	0.0		0	0	Spanner	2/2	2	1	0																					21	21	
236	229	1825/2	936	0.0		0	0	Chord	2/2	2	1	0	grace16		1/16	1	2379																21	21	
236	229	1825/2	936	0.0		0	0	Chord	2/2	2	1	0	grace16		1/16	1	2380																21	21	
236	229	1825/2	936	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2381																21	21	
236	229	1827/2	937	0.0		1/4	1/4	Spanner	2/2	2	1	0																							
236	229	1827/2	937	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2382																		
236	229	914	1875/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2383																		
236	229	1829/2	938	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2384																		
236	229	1831/2	939	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2385																		
236	229	916	1879/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2386																		
237	230	1833/2	940	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	2387		articStaccatissimoAbove																
237	230	1835/2	941	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2388		articStaccatissimoAbove																
237	230	1839/2	943	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p																	
237	230	1839/2	943	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2389									191									
237	230	920	1887/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2390																		
237	230	1833/2	940	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2391																		
237	230	1835/2	941	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2392																		
237	230	918	1883/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2393																		
237	230	1837/2	942	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2394																		
237	230	919	1885/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2395																		
237	230	1839/2	943	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2396																		
237	230	920	1887/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2397																		
238	231	1841/2	944	2.0		0	0	Chord	2/2	1	1	1/2			1/2	1	2398									192									
238	231	1845/2	946	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2399																		
238	231	1847/2	947	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2400									193									
238	231	924	1895/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2401																		
238	231	1847/2	947	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2402																		
238	231	1841/2	944	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2403																		
238	231	1843/2	945	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2404																		
238	231	922	1891/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2405																		
238	231	1845/2	946	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2406																		
238	231	1847/2	947	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2407																		
238	231	924	1895/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2408																		
239	232	1849/2	948	2.0		0	0	Chord	2/2	1	1	1/2			1/2	1	2409																		
239	232	1853/2	950	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2410																		
239	232	1855/2	951	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2411									194									
239	232	928	1903/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2412																		
239	232	1855/2	951	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2413																		
239	232	1849/2	948	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2414																		
239	232	1851/2	949	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2415																		
239	232	926	1899/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2416																		
239	232	1853/2	950	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2417																		
239	232	1855/2	951	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2418																		
239	232	928	1903/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2419																		
240	233	1857/2	952	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2420									195									
240	233	930	1907/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2421																		
240	233	1861/2	954	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2422									196									
240	233	931	1909/2	1.0		5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	2423									196									
240	233	932	1911/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2424																		
240	233	1857/2	952	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2425																		
240	233	1859/2	953	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2426																		
