mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
240	233	1861/2	954	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2427																		
240	233	1863/2	955	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2428																		
240	233	1857/2	952	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2429																		
240	233	1859/2	953	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2430																		
240	233	1861/2	954	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2431																		
240	233	1863/2	955	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2432																		
241	234	1865/2	956	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>ritard.</i>"															
241	234	1865/2	956	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=100	200.0	𝅗𝅥	100.0	0.0										
241	234	1865/2	956	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2433																		
241	234	933	1913/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2434																		
241	234	1867/2	957	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=90	180.0	𝅗𝅥	90.0	0.0										
241	234	1867/2	957	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2435																		
241	234	934	1915/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2436																		
241	234	1869/2	958	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2437																		
241	234	1871/2	959	0.0		3/4	3/4	SystemText	2/2	1	1	0								"<i><font size=""12""/>a tempo</i>"															
241	234	1871/2	959	0.0		3/4	3/4	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0										
241	234	1871/2	959	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2438									197									
241	234	936	1919/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2439									197									
241	234	1865/2	956	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2440																		
241	234	1865/2	956	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2441																		
241	234	1867/2	957	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2442																		
241	234	934	1915/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2443																		
241	234	1869/2	958	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2444																		
241	234	1871/2	959	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2445																		
241	234	936	1919/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2446																		
241	234	1871/2	959	1.0		3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2447																		
242	235	1873/2	960	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2448									197									
242	235	938	1923/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2449									197									
242	235	1877/2	962	1.5		1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	2450									197									
242	235	940	1927/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2451																		
242	235	937	1921/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2452																		
242	235	1875/2	961	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2453																		
242	235	1877/2	962	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2454																		
242	235	939	1925/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2455																		
242	235	1879/2	963	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2456																		
242	235	1873/2	960	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2457																		
242	235	938	1923/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2458																		
242	235	1877/2	962	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2459																		
242	235	940	1927/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2460																		
242	235	1873/2	960	4.0		0	0	Chord	2/2	2	2	1			1	1	2461																		
243	236	1881/2	964	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2462									198									
243	236	941	1929/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2463									198									
243	236	1883/2	965	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2464									198									
243	236	942	1931/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2465									198									
243	236	1885/2	966	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2466																		
243	236	1887/2	967	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2467									199									
243	236	944	1935/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2468																		
243	236	1881/2	964	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2469																		
243	236	941	1929/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2470																		
243	236	1883/2	965	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2471																		
243	236	1885/2	966	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2472																		
243	236	1887/2	967	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2473																		
243	236	944	1935/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2474																		
243	236	1881/2	964	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2475																		
243	236	941	1929/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2476																		
243	236	1883/2	965	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2477																		
243	236	942	1931/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2478																		
243	236	1885/2	966	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2479																		
243	236	1887/2	967	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2480																		
243	236	944	1935/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2481																		
243	236	1881/2	964	2.0		0	0	Chord	2/2	2	2	1/2			1/2	1	2482																		
243	236	1885/2	966	1.0		1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2483																		
243	236	1887/2	967	1.0		3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2484																		
244	237	1889/2	968	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2485									200									
244	237	946	1939/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2486									200									
244	237	1893/2	970	1.5		1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	2487									200									
244	237	948	1943/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2488																		
244	237	1889/2	968	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2489									201									
244	237	945	1937/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2490									201									
244	237	1891/2	969	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2491																		
244	237	1893/2	970	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2492																		
244	237	947	1941/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2493																		
244	237	1895/2	971	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2494																		
244	237	1889/2	968	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2495																		
244	237	946	1939/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2496																		
244	237	1893/2	970	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	2497																		
244	237	948	1943/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2498																		
244	237	1889/2	968	4.0		0	0	Chord	2/2	2	2	1			1	1	2499																		
245	238	1897/2	972	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2500									202									
245	238	949	1945/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2501									202									
245	238	1899/2	973	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2502									202									
245	238	950	1947/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2503									202									
245	238	1901/2	974	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2504																		
245	238	1903/2	975	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2505									203									
245	238	952	1951/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2506																		
245	238	1897/2	972	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2507																		
245	238	1899/2	973	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2508																		
245	238	1901/2	974	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2509																		
245	238	1897/2	972	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2510																		
245	238	949	1945/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2511																		
245	238	1899/2	973	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2512																		
245	238	950	1947/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2513																		
245	238	1901/2	974	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2514																		
245	238	1903/2	975	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2515																		
245	238	952	1951/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2516																		
245	238	1897/2	972	1.0		0	0	Chord	2/2	2	2	1/4			1/4	1	2517																		
245	238	1899/2	973	1.0		1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	2518																		
245	238	1901/2	974	1.0		1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2519																		
245	238	1903/2	975	1.0		3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2520																		
246	239	1905/2	976	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>cantabile e legato</i>"															
246	239	1905/2	976	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2521									204									
246	239	954	1955/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2522									204									
246	239	1909/2	978	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2523																		
246	239	1911/2	979	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2524									205									
246	239	956	1959/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2525																		
246	239	953	1953/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2526																		
246	239	1907/2	977	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2527																		
246	239	1909/2	978	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2528																		
246	239	1911/2	979	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2529																		
246	239	956	1959/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2530																		
246	239	1905/2	976	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2531																		
246	239	954	1955/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2532																		
246	239	1909/2	978	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2533																		
246	239	1911/2	979	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2534																		
246	239	956	1959/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2535																		
246	239	1905/2	976	2.0		0	0	Chord	2/2	2	2	1/2			1/2	1	2536																		
246	239	1909/2	978	1.0		1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2537																		
246	239	1911/2	979	1.0		3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2538																		
247	240	1913/2	980	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2539									206									
247	240	958	1963/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2540																		
247	240	1917/2	982	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2541									207									
247	240	1919/2	983	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2542									207									
247	240	960	1967/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2543																		
247	240	1913/2	980	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2544																		
247	240	957	1961/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2545																		
247	240	1915/2	981	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2546																		
247	240	1917/2	982	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2547																		
247	240	959	1965/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2548																		
247	240	1919/2	983	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2549																		
247	240	960	1967/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2550																		
247	240	1913/2	980	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	2551																		
247	240	958	1963/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2552																		
247	240	1917/2	982	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2553																		
247	240	959	1965/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2554																		
247	240	1919/2	983	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2555																		
247	240	960	1967/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2556																		
247	240	1913/2	980	4.0		0	0	Chord	2/2	2	2	1			1	1	2557																		
248	241	1921/2	984	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>poco  a  poco</i>"															
248	241	1921/2	984	0.0		0	0	Spanner	2/2	1	1	0																				17			
248	241	1921/2	984	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	2558									208						17			
248	241	962	1971/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2559									208						17			
248	241	1925/2	986	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2560									208						17			
248	241	963	1973/2	1.0		5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	2561									208						17			
248	241	964	1975/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2562															17			
248	241	1921/2	984	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2563															17			
248	241	1923/2	985	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2564															17			
248	241	1925/2	986	1.0		1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2565															17			
248	241	1927/2	987	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2566															17			
248	241	1921/2	984	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2567																		
248	241	1923/2	985	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2568																		
248	241	1925/2	986	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2569																		
248	241	1927/2	987	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2570																		
248	241	1921/2	984	4.0		0	0	Chord	2/2	2	2	1			1	1	2571																		
249	242	1929/2	988	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2572									209						17			
249	242	965	1977/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4			1/4	1	2573									209						17			
249	242	966	1979/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2574															17			
249	242	1933/2	990	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2575															17			
249	242	967	1981/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2576															17			
249	242	1935/2	991	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2577															17			
249	242	968	1983/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2578															17			
249	242	1929/2	988	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	2579															17			
249	242	1931/2	989	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2580															17			
249	242	1933/2	990	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2581															17			
249	242	967	1981/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2582															17			
249	242	1935/2	991	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2583															17			
249	242	968	1983/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2584															17			
249	242	1929/2	988	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	2585																		
249	242	1931/2	989	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2586																		
249	242	1933/2	990	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2587																		
249	242	1935/2	991	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2588																		
249	242	1929/2	988	4.0		0	0	Chord	2/2	2	2	1			1	1	2589																		
250	243	1937/2	992	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2590									210						17			
250	243	969	1985/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2591									210						17			
250	243	1939/2	993	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2592									210						17			
250	243	970	1987/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2593									210						17			
250	243	1941/2	994	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2594									210						17			
250	243	971	1989/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2595									210						17			
250	243	1943/2	995	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2596									210						17			
250	243	972	1991/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2597															17			
250	243	1937/2	992	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2598															17			
250	243	969	1985/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2599															17			
250	243	1939/2	993	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2600															17			
250	243	1941/2	994	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2601															17			
250	243	971	1989/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2602															17			
250	243	1943/2	995	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2603															17			
250	243	1937/2	992	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2604																		
250	243	969	1985/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2605																		
250	243	1939/2	993	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2606																		
250	243	970	1987/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2607																		
250	243	1941/2	994	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2608																		
250	243	971	1989/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2609																		
250	243	1943/2	995	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2610																		
250	243	972	1991/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2611																		
250	243	1937/2	992	4.0		0	0	Chord	2/2	2	2	1			1	1	2612																		
251	244	1945/2	996	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2613									211						17			
251	244	973	1993/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2614									211						17			
251	244	1947/2	997	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2615									211						17			
251	244	974	1995/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2616															17			
251	244	1949/2	998	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2617									212						17			
251	244	975	1997/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2618									212						17			
251	244	1951/2	999	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2619									212						17			
251	244	976	1999/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2620															17			
251	244	1945/2	996	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2621															17			
251	244	973	1993/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2622															17			
251	244	1947/2	997	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2623															17			
251	244	1949/2	998	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2624															17			
251	244	975	1997/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2625															17			
251	244	1951/2	999	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	2626															17			
251	244	976	1999/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	2627															17			
251	244	1945/2	996	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2628																		
251	244	973	1993/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2629																		
251	244	1947/2	997	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2630																		
251	244	974	1995/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2631																		
251	244	1949/2	998	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2632									213									
251	244	1951/2	999	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2633																		
251	244	1945/2	996	4.0		0	0	Chord	2/2	2	2	1			1	1	2634																		
252	245	1953/2	1000	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2635									214						17			
252	245	977	2001/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2636									214						17			
252	245	1955/2	1001	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2637									214						17			
252	245	978	2003/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2638															17			
252	245	1957/2	1002	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2639									215						17			
252	245	979	2005/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2640									215						17			
252	245	1959/2	1003	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2641									215						17			
252	245	980	2007/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2642															17			
252	245	1953/2	1000	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2643									216						17			
252	245	977	2001/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2644															17			
252	245	1955/2	1001	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2645															17			
252	245	1957/2	1002	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	2646									217						17			
252	245	979	2005/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	2647															17			
252	245	1959/2	1003	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2648															17			
252	245	1953/2	1000	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2649																		
252	245	977	2001/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2650																		
252	245	1955/2	1001	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2651																		
252	245	978	2003/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2652																		
252	245	1957/2	1002	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2653																		
252	245	979	2005/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2654																		
252	245	1959/2	1003	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2655																		
252	245	980	2007/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2656																		
252	245	1953/2	1000	2.0		0	0	Chord	2/2	2	2	1/2			1/2	1	2657																		
252	245	1957/2	1002	2.0		1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	2658																		
253	246	1961/2	1004	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2659									218						17			
253	246	981	2009/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2660									218						17			
253	246	1963/2	1005	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2661									218						17			
253	246	982	2011/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2662															17			
253	246	1965/2	1006	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2663									219						17			
253	246	983	2013/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2664									219						17			
253	246	1967/2	1007	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2665									219						17			
253	246	984	2015/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2666															17			
253	246	1961/2	1004	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	2667									220						17			
253	246	981	2009/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	2668															17			
253	246	1963/2	1005	1.0		1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2669															17			
253	246	1967/2	1007	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2670															17			
253	246	1961/2	1004	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	2671																		
253	246	981	2009/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2672																		
253	246	1963/2	1005	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2673																		
253	246	982	2011/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2674																		
253	246	1965/2	1006	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2675																		
253	246	983	2013/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2676																		
253	246	1967/2	1007	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2677																		
253	246	984	2015/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2678																		
253	246	1961/2	1004	2.0		0	0	Chord	2/2	2	2	1/2			1/2	1	2679																		
253	246	1965/2	1006	1.0		1/2	1/2	Chord	2/2	2	2	1/4			1/4	1	2680																		
253	246	1967/2	1007	1.0		3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2681																		
254	247	1969/2	1008	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	2682									221						17			
254	247	985	2017/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4			1/4	1	2683									221						17			
254	247	986	2019/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2684									221						17			
254	247	1973/2	1010	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2685									221						17			
254	247	987	2021/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2686									221						17			
254	247	1975/2	1011	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2687									221						17			
254	247	988	2023/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2688															17			
