mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
36	34	313/4	313/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	518								
36	34	155/2	155/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	519			134					
36	34	311/4	311/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	520								
36	34	157/2	157/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	521			135					
36	34	315/4	315/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	522								
37	35	79	79	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	523			80					
37	35	80	80	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	524								
37	35	79	79	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	525			136					
37	35	317/4	317/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	526								
37	35	80	80	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
37	35	80	80	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	527			137					
37	35	321/4	321/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	528								
37	35	159/2	159/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	529			138					
37	35	319/4	319/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	530								
37	35	161/2	161/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	531			139					
37	35	323/4	323/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	532								
38	36	81	81	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	533								
38	36	82	82	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	534								
38	36	81	81	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	535			140					
38	36	325/4	325/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	536								
38	36	82	82	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
38	36	82	82	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	537			141					
38	36	329/4	329/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	538								
38	36	163/2	163/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	539			142					
38	36	327/4	327/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	540								
38	36	165/2	165/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	541			143					
38	36	331/4	331/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	542								
39	37	83	83	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	543								
39	37	84	84	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	544								
39	37	83	83	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	545			144					
39	37	333/4	333/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	546								
39	37	84	84	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
39	37	84	84	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	547			145					
39	37	337/4	337/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	548								
39	37	167/2	167/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	549			146					
39	37	335/4	335/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	550								
39	37	169/2	169/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	551			147					
39	37	339/4	339/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	552								
40	38	85	85	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	553								
40	38	86	86	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	554								
40	38	85	85	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	555			148					
40	38	341/4	341/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	556								
40	38	86	86	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
40	38	86	86	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	557			149					
40	38	345/4	345/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	558								
40	38	171/2	171/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	559			150					
40	38	343/4	343/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	560								
40	38	173/2	173/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	561			151					
40	38	347/4	347/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	562								
41	39	87	87	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	563								
41	39	88	88	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	564								
41	39	87	87	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	565			152					
41	39	349/4	349/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	566								
41	39	88	88	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
41	39	88	88	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	567			153					
41	39	353/4	353/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	568								
41	39	175/2	175/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	569			154					
41	39	351/4	351/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	570								
41	39	177/2	177/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	571			155					
41	39	355/4	355/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	572								
42	40	89	89	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	573								
42	40	90	90	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	574								
42	40	89	89	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	575			156					
42	40	357/4	357/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	576								
42	40	90	90	0.0	1/4	1/4	Dynamic	2/4	1	2	0					sfp							
42	40	90	90	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	577			157					
42	40	361/4	361/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	578								
42	40	179/2	179/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	579			158					
42	40	359/4	359/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	580								
42	40	181/2	181/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	581								
42	40	363/4	363/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	582								
43	41	91	91	0.0	0	0	Spanner	2/4	1	1	0								1				
43	41	91	91	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	583				1				
43	41	92	92	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	584				1				
43	41	91	91	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	585			159	1				
43	41	365/4	365/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	586				1				
43	41	92	92	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	587			160	1				
43	41	369/4	369/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	588				1				
43	41	183/2	183/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	589			161					
43	41	367/4	367/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	590								
43	41	185/2	185/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	591			162					
43	41	371/4	371/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	592								
44	42	93	93	0.0	0	0	Spanner	2/4	1	1	0								1			8	
44	42	93	93	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	593				1			8	
44	42	94	94	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	594				1			8	
44	42	93	93	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	595			163	1			8	
44	42	373/4	373/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	596				1			8	
44	42	94	94	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	597			164	1			8	
44	42	377/4	377/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	598				1			8	
44	42	187/2	187/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	599			165					
44	42	375/4	375/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	600								
44	42	189/2	189/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	601			166					
44	42	379/4	379/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	602								
45	43	95	95	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	603				1			8	
45	43	96	96	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	604				1			8	
45	43	95	95	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	605			167	1			8	
45	43	381/4	381/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	606				1			8	
45	43	96	96	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	607			168	1			8	
45	43	385/4	385/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	608				1			8	
45	43	191/2	191/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	609			169					
45	43	383/4	383/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	610								
45	43	193/2	193/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	611			170					
45	43	387/4	387/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	612								
46	44	97	97	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	613				1			8	
46	44	98	98	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	614				1			8	
46	44	97	97	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	615			171	1			8	
46	44	389/4	389/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	616				1			8	
46	44	98	98	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	617			172	1			8	
46	44	393/4	393/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	618				1			8	
46	44	195/2	195/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	619			173					
46	44	391/4	391/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	620								
46	44	197/2	197/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	621			174					
46	44	395/4	395/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	622								
47	45	99	99	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	623				1			8	
47	45	100	100	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	624				1			8	
47	45	99	99	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	625			175	1			8	
47	45	397/4	397/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	626				1			8	
47	45	100	100	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	627			176	1			8	
47	45	401/4	401/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	628				1			8	
47	45	199/2	199/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	629			177					
47	45	399/4	399/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	630								
47	45	201/2	201/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	631			178					
47	45	403/4	403/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	632								
48	46	101	101	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	633				1			8	
48	46	102	102	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	634				1			8	
48	46	101	101	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	635			179	1			8	
48	46	405/4	405/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	636				1			8	
48	46	102	102	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	637			180	1			8	
48	46	409/4	409/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	638				1			8	
48	46	203/2	203/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	639			181					
48	46	407/4	407/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	640								
48	46	205/2	205/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	641			182					
48	46	411/4	411/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	642								
49	47	103	103	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	643				1			8	
49	47	104	104	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	644				1			8	
49	47	103	103	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	645			183	1			8	
49	47	413/4	413/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	646				1			8	
49	47	104	104	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	647			184	1			8	
49	47	417/4	417/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	648				1			8	
49	47	207/2	207/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	649			185					
49	47	415/4	415/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	650								
49	47	209/2	209/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	651			186					
49	47	419/4	419/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	652								
50	48	105	105	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	653				1			8	
50	48	106	106	0.0	1/4	1/4	Spanner	2/4	1	1	0								1				
50	48	106	106	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	654			187	1				
50	48	425/4	425/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	655				1				
50	48	105	105	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	656			188	1				
50	48	421/4	421/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	657				1				
50	48	106	106	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	658				1				
50	48	211/2	211/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	659			189					
50	48	423/4	423/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	660								
50	48	213/2	213/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	661			190					
50	48	427/4	427/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	662			190					
51	49	107	107	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	663				1				
51	49	108	108	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	664				1				
51	49	107	107	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	665			191	1				
51	49	429/4	429/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	666				1				
51	49	108	108	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	667			192	1				
51	49	433/4	433/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	668				1				
51	49	107	107	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	669			190					
51	49	215/2	215/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	670			190					
51	49	431/4	431/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	671			190					
51	49	108	108	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	672			190					
51	49	217/2	217/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	673			190					
51	49	435/4	435/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	674			190					
52	50	109	109	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	675				1				
52	50	110	110	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	676				1				
52	50	109	109	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	677			193	1				
52	50	437/4	437/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	678				1				
52	50	110	110	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	679			194	1				
52	50	441/4	441/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	680				1				
52	50	109	109	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	681			190					
52	50	219/2	219/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	682			190					
52	50	439/4	439/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	683			190					
52	50	110	110	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	684			190					
52	50	221/2	221/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	685			190					
52	50	443/4	443/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	686			190					
53	51	111	111	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	687			195	1				
53	51	445/4	445/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	688				1				
53	51	112	112	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	689				1				
53	51	111	111	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	690				1				
53	51	112	112	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	691			196	1				
53	51	449/4	449/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	692				1				
53	51	111	111	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	693			190					
53	51	223/2	223/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	694			190					
53	51	447/4	447/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	695			190					
53	51	112	112	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	696			190					
53	51	225/2	225/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	697			190					
53	51	451/4	451/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	698			190					
54	52	113	113	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	699				1				
54	52	114	114	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p							
54	52	114	114	0.0	1/4	1/4	Spanner	2/4	1	1	0												
54	52	229/2	229/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	700			197					
54	52	459/4	459/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	701								
54	52	113	113	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	702								
54	52	453/4	453/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	703								
54	52	114	114	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	704			198					
54	52	457/4	457/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	705								
54	52	113	113	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	706								
54	52	227/2	227/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	707								
54	52	455/4	455/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	708								
54	52	114	114	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	709								
55	53	231/2	231/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	710			199					
55	53	463/4	463/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	711								
55	53	233/2	233/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	712			200					
55	53	467/4	467/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	713								
55	53	115	115	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	714			201					
55	53	461/4	461/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	715								
55	53	116	116	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	716			202					
55	53	465/4	465/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	717								
55	53	115	115	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	718								
55	53	116	116	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	719								
56	54	118	118	0.0	1/4	1/4	Spanner	2/4	1	1	0											9	
56	54	118	118	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	720			203				9	
56	54	473/4	473/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	721							9	
56	54	235/2	235/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	722			204				9	
56	54	471/4	471/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	723							9	
56	54	118	118	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	724							9	
56	54	117	117	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	725			205					
56	54	469/4	469/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	726								
56	54	118	118	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	727			206					
56	54	237/2	237/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	728			206					
56	54	475/4	475/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	729			206					
57	55	119	119	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	730			207				9	
57	55	477/4	477/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	731							9	
57	55	120	120	0.0	1/4	1/4	Spanner	2/4	1	1	0								2			9	
57	55	120	120	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	732			208	2			9	
57	55	481/4	481/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	733				2			9	
57	55	119	119	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	734				2			9	
57	55	120	120	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	735				2			9	
57	55	119	119	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	736			206					
57	55	239/2	239/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	737			206					
57	55	479/4	479/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	738			206					
57	55	120	120	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	739			206					
57	55	241/2	241/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	740			206					
57	55	483/4	483/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	741			206					
58	56	121	121	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	742			209	2			9	
58	56	485/4	485/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	743				2			9	
58	56	122	122	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	744			210	2			9	
58	56	489/4	489/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	745				2			9	
58	56	121	121	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	746				2			9	
58	56	122	122	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	747				2			9	
58	56	121	121	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	748			206					
58	56	243/2	243/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	749			206					
58	56	487/4	487/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	750								
58	56	245/2	245/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	751			211					
58	56	491/4	491/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	752								
59	57	123	123	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	753			212	2			9	
59	57	493/4	493/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	754				2			9	
59	57	124	124	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	755			213	2			9	
59	57	497/4	497/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	756				2			9	
59	57	123	123	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	757				2			9	
59	57	124	124	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	758				2			9	
59	57	247/2	247/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	759			214					
59	57	495/4	495/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	760								
59	57	249/2	249/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	761			215					
59	57	499/4	499/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	762								
60	58	125	125	0.0	0	0	Spanner	3/4	1	1	0												
60	58	125	125	0.0	0	0	Spanner	3/4	1	1	0												
60	58	126	126	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	763								
60	58	253/2	253/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p							
60	58	253/2	253/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	764		articStaccatoAbove	216					
60	58	507/4	507/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	765		articStaccatoAbove						
60	58	127	127	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	766			217					
60	58	509/4	509/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	767								
60	58	255/2	255/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											10	
60	58	255/2	255/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	768		articStaccatoAbove	218				10	
60	58	511/4	511/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	769		articStaccatoAbove					10	
60	58	125	125	0.0	0	0	Chord	3/4	1	2	0	grace32	1/32	1	770							10	
60	58	125	125	0.0	0	0	Chord	3/4	1	2	0	grace32	1/32	1	771							10	
60	58	125	125	0.0	0	0	Chord	3/4	1	2	0	grace32	1/32	1	772							10	
60	58	125	125	0.0	0	0	Chord	3/4	1	2	0	grace32	1/32	1	773							10	
60	58	125	125	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	774							10	
60	58	127	127	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	775							10	
60	58	255/2	255/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	776							10	
60	58	511/4	511/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	777							10	
60	58	251/2	251/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	778		articStaccatoAbove	219					
60	58	503/4	503/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	779		articStaccatoAbove						
60	58	126	126	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	780		articStaccatoAbove	220					
60	58	505/4	505/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	781		articStaccatoAbove						
60	58	253/2	253/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	782								
60	58	127	127	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	783			221					
60	58	509/4	509/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	784								
60	58	255/2	255/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	785		articStaccatoBelow	222					
