mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
208	202	807/2	411	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1538				
209	203	809/2	412	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1539	p		articStaccatoBelow	
209	203	405	825/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1540			articStaccatoBelow	
209	203	811/2	413	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1541			articStaccatoBelow	
209	203	406	827/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1542			articStaccatoBelow	
209	203	809/2	412	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1543				
210	204	813/2	414	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1544				
210	204	408	831/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf		
210	204	408	831/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1545			articStaccatoBelow	
210	204	407	829/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1546				
210	204	2443/6	1244/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1547				
210	204	1222/3	2489/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1548				
210	204	815/2	415	0.0		1/4	1/4	Dynamic	2/4	2	1	0						p		
210	204	815/2	415	0.0		1/4	1/4	Dynamic	2/4	2	1	0						ff		
210	204	815/2	415	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1549				
211	205	817/2	416	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1550	p		articStaccatoBelow	
211	205	409	833/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1551			articStaccatoBelow	
211	205	819/2	417	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1552			articStaccatoBelow	
211	205	410	835/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1553			articStaccatoBelow	
211	205	817/2	416	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1554				
212	206	821/2	418	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1555				
212	206	412	839/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf		
212	206	412	839/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1556			articStaccatoBelow	
212	206	411	837/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1557				
212	206	2467/6	1256/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1558				
212	206	1234/3	2513/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1559				
212	206	823/2	419	0.0		1/4	1/4	Dynamic	2/4	2	1	0						p		
212	206	823/2	419	0.0		1/4	1/4	Dynamic	2/4	2	1	0						ff		
212	206	823/2	419	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1560				
213	207	825/2	420	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1561	p		articStaccatoBelow	
213	207	413	841/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1562			articStaccatoBelow	
213	207	827/2	421	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1563			articStaccatoBelow	
213	207	414	843/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1564			articStaccatoBelow	
213	207	825/2	420	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1565				
214	208	829/2	422	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1566				
214	208	416	847/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						sf		
214	208	416	847/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1567			articStaccatoBelow	
214	208	415	845/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1568				
214	208	2491/6	1268/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1569				
214	208	1246/3	2537/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1570				
214	208	831/2	423	0.0		1/4	1/4	Dynamic	2/4	2	1	0						ff		
214	208	831/2	423	0.0		1/4	1/4	Dynamic	2/4	2	1	0						p		
214	208	831/2	423	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1571				
215	209	833/2	424	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1572	p		articStaccatoBelow	
215	209	417	849/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1573			articStaccatoBelow	
215	209	835/2	425	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1574			articStaccatoBelow	
215	209	418	851/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1575			articStaccatoBelow	
215	209	833/2	424	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1576				
216	210	837/2	426	0.0		0	0	Dynamic	2/4	1	1	0						ff		
216	210	837/2	426	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1577				
216	210	419	853/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0						sf		
216	210	419	853/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1578			articStaccatoBelow	
216	210	839/2	427	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1579			articStaccatoBelow	
216	210	420	855/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1580			articStaccatoBelow	
217	211	841/2	428	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1581				
217	211	841/2	428	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1582			articStaccatoBelow	
217	211	421	857/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1583			articStaccatoBelow	
217	211	843/2	429	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1584			articStaccatoBelow	
217	211	422	859/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1585			articStaccatoBelow	
218	212	845/2	430	0.0		0	0	Dynamic	2/4	1	1	0						ff		
218	212	845/2	430	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1586	ff			
218	212	423	861/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1587			articStaccatoBelow	
218	212	847/2	431	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1588			articStaccatoBelow	
218	212	424	863/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1589			articStaccatoBelow	
219	213	849/2	432	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1590				
219	213	849/2	432	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1591			articStaccatoBelow	
219	213	425	865/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1592			articStaccatoBelow	
219	213	851/2	433	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1593			articStaccatoBelow	
219	213	426	867/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1594			articStaccatoBelow	
220	214	853/2	434	0.0		0	0	Dynamic	2/4	1	1	0						ff		
220	214	853/2	434	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1595	ff			
220	214	427	869/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0						sf		
220	214	427	869/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1596			articStaccatoBelow	
220	214	855/2	435	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1597			articStaccatoBelow	
220	214	428	871/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1598			articStaccatoBelow	
221	215	857/2	436	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1599				
221	215	857/2	436	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1600			articStaccatoAbove	
221	215	429	873/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1601			articStaccatoAbove	
221	215	859/2	437	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1602			articStaccatoAbove	
221	215	430	875/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1603			articStaccatoAbove	
222	216	861/2	438	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1604				
222	216	431	877/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1605				
222	216	863/2	439	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1606				
222	216	432	879/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1607				
222	216	861/2	438	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1608			articStaccatoAbove	
222	216	431	877/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1609			articStaccatoAbove	
222	216	863/2	439	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1610			articStaccatoAbove	
222	216	432	879/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1611			articStaccatoAbove	
223	217	865/2	440	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1612			articStaccatoAbove	
223	217	433	881/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1613			articStaccatoAbove	
223	217	867/2	441	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1614			articStaccatoAbove	
223	217	434	883/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1615			articStaccatoAbove	
223	217	865/2	440	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1616				
223	217	433	881/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1617				
223	217	867/2	441	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1618				
223	217	434	883/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1619				
223	217	865/2	440	0.0		0	0	Dynamic	2/4	2	1	0						p		
223	217	865/2	440	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1620				
224	218	869/2	442	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1621				
224	218	869/2	442	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1622				
224	218	435	885/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1623				
224	218	871/2	443	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1624				
224	218	436	887/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1625				
224	218	869/2	442	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1626			articStaccatoAbove	
224	218	435	885/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1627			articStaccatoAbove	
224	218	871/2	443	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1628			articStaccatoAbove	
224	218	436	887/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1629			articStaccatoAbove	
225	219	873/2	444	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1630			articStaccatoAbove	
225	219	437	889/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1631			articStaccatoAbove	
225	219	875/2	445	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1632				
225	219	438	891/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1633				
225	219	873/2	444	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1634				
225	219	437	889/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1635				
225	219	875/2	445	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1636				
225	219	438	891/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1637				
225	219	873/2	444	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1638				
226	220	877/2	446	0.0		0	0	Dynamic	2/4	1	1	0						pp		
226	220	877/2	446	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1639			articStaccatoBelow	74
226	220	877/2	446	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1640				
227	221	881/2	448	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1641			articStaccatoBelow	74
227	221	441	897/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						other-dynamics		74
227	221	881/2	448	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1642				
228	222	885/2	450	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1643			articStaccatoBelow	74
228	222	885/2	450	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1644				
229	223	889/2	452	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1645			articStaccatoBelow	
229	223	889/2	452	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1646				
230	224	448	911/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						f		
230	224	448	911/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1647			articStaccatoAbove	
230	224	448	911/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1648			articStaccatoAbove	
231	225	897/2	456	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1649			articStaccatoAbove	
231	225	450	915/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1650				75
231	225	3601/8	3661/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1651				75
231	225	1801/4	1831/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1652				75
231	225	3603/8	3663/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1653				75
231	225	897/2	456	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1654			articStaccatoAbove	
231	225	450	915/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1655				76
231	225	3601/8	3661/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1656				76
231	225	1801/4	1831/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1657				76
231	225	3603/8	3663/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1658				76
232	226	901/2	458	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1659				
232	226	452	919/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1660			articStaccatoAbove	
232	226	901/2	458	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1661				
232	226	452	919/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1662			articStaccatoAbove	
233	227	905/2	460	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1663			articStaccatoAbove	
233	227	454	923/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1664				77
233	227	3633/8	3693/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1665				77
233	227	1817/4	1847/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1666				77
233	227	3635/8	3695/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1667				77
233	227	905/2	460	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1668			articStaccatoAbove	
233	227	454	923/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1669				78
233	227	3633/8	3693/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1670				78
233	227	1817/4	1847/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1671				78
233	227	3635/8	3695/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1672				78
234	228	909/2	462	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1673				
234	228	456	927/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						f		
234	228	456	927/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1674			articStaccatoAbove	
234	228	909/2	462	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1675				
234	228	456	927/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1676			articStaccatoAbove	
235	229	913/2	464	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1677			articStaccatoAbove	
235	229	915/2	465	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1678			articStaccatoAbove	
235	229	913/2	464	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1679			articStaccatoAbove	
235	229	915/2	465	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1680			articStaccatoAbove	
236	230	917/2	466	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1681			articStaccatoBelow	
236	230	919/2	467	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p		
236	230	919/2	467	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1682			articStaccatoBelow	
236	230	917/2	466	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1683			articStaccatoAbove	
236	230	919/2	467	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1684			articStaccatoAbove	
237	231	921/2	468	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1685			articStaccatoBelow	
237	231	923/2	469	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1686			articStaccatoBelow	
237	231	921/2	468	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1687			articStaccatoBelow	
237	231	923/2	469	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1688			articStaccatoBelow	
238	232	925/2	470	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1689			articStaccatoBelow	
238	232	464	943/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1690				
238	232	2785/6	1415/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1691				
238	232	1393/3	2831/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1692				
238	232	925/2	470	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1693			articStaccatoBelow	
239	233	929/2	472	0.0		0	0	Dynamic	2/4	1	1	0						fp		
239	233	929/2	472	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1694			articStaccatoAbove	
239	233	465	945/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1695			articStaccatoAbove	
239	233	931/2	473	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1696			articStaccatoAbove	
239	233	466	947/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1697			articStaccatoAbove	
239	233	929/2	472	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1698				
240	234	933/2	474	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1699			articStaccatoAbove	
240	234	467	949/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1700			articStaccatoAbove	
240	234	935/2	475	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1701			articStaccatoAbove	
240	234	468	951/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1702			articStaccatoAbove	
241	235	937/2	476	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1703				79
241	235	470	955/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1704				79
241	235	469	953/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1705				80
241	235	939/2	477	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1706				80
241	235	470	955/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1707				80
241	235	469	953/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1708				81
241	235	939/2	477	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1709				81
241	235	470	955/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1710				81
242	236	941/2	478	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1711				
242	236	941/2	478	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1712			articStaccatoAbove	
242	236	471	957/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1713				82
242	236	943/2	479	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1714				82
242	236	472	959/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1715				82
243	237	473	961/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1716				83
243	237	947/2	481	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1717				83
243	237	474	963/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1718				83
243	237	945/2	480	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1719				82
243	237	474	963/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1720				82
244	238	949/2	482	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1721				83
244	238	475	965/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1722				83
244	238	951/2	483	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1723				83
244	238	476	967/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1724				83
244	238	949/2	482	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1725				82
244	238	475	965/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1726				82
244	238	951/2	483	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1727				82
244	238	476	967/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1728				82
245	239	953/2	484	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1729				83
245	239	478	971/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1730				83
245	239	953/2	484	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1731				
245	239	477	969/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1732				
245	239	955/2	485	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1733				
245	239	478	971/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1734				
245	239	953/2	484	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1735				82
245	239	477	969/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1736				82
245	239	955/2	485	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1737				82
245	239	478	971/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1738				82
246	240	957/2	486	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1739				83
246	240	479	973/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1740				83
246	240	959/2	487	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1741				83
246	240	480	975/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1742				83
246	240	957/2	486	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1743				
246	240	480	975/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1744				
246	240	957/2	486	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1745				82
246	240	479	973/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1746				82
246	240	959/2	487	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1747				82
246	240	480	975/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1748				
247	241	961/2	488	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1749				83
247	241	481	977/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1750				83
247	241	963/2	489	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1751				83
247	241	482	979/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1752				83
247	241	961/2	488	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1753				
247	241	963/2	489	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1754				
247	241	961/2	488	0.0		0	0	Dynamic	2/4	2	1	0						pp		
247	241	961/2	488	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1755				84
247	241	481	977/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1756				84
247	241	963/2	489	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1757				84
247	241	482	979/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1758				84
247	241	961/2	488	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1759				
248	242	965/2	490	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1760				83
248	242	483	981/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1761				83
248	242	967/2	491	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1762				83
248	242	484	983/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1763				83
248	242	965/2	490	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1764				
248	242	967/2	491	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1765				
248	242	965/2	490	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1766				84
248	242	483	981/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1767				84
248	242	967/2	491	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1768				84
248	242	484	983/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1769				84
248	242	965/2	490	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1770				
249	243	969/2	492	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1771				
249	243	969/2	492	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1772				
249	243	969/2	492	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1773				
250	244	487	989/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1774				85
250	244	975/2	495	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1775				85
250	244	488	991/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1776				85
250	244	975/2	495	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1777				
250	244	975/2	495	0.0		1/4	1/4	Dynamic	2/4	2	1	0						pp		
250	244	975/2	495	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1778				86
250	244	488	991/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1779				86
250	244	975/2	495	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1780				
251	245	977/2	496	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1781				85
251	245	489	993/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1782				85
251	245	979/2	497	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1783				85
251	245	490	995/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1784				85
251	245	977/2	496	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1785				
251	245	979/2	497	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1786				
251	245	977/2	496	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1787				86
251	245	489	993/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1788				86
251	245	979/2	497	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1789				86
