mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
119	117	465	465	0.0	0	0	Spanner	2/2	1	1	0																	9
119	117	465	465	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1074									107				9
119	117	466	466	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1075									107				9
119	117	467	467	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1076									107				9
119	117	468	468	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1077									107				9
119	117	465	465	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1078									108				
119	117	466	466	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1079									108				
119	117	467	467	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1080									108				
119	117	468	468	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1081									108				
119	117	465	465	4.0	0	0	Chord	2/2	2	2	1		1	1	1082													
120	118	469	469	0.0	0	0	Spanner	2/2	1	1	0													107				
120	118	469	469	0.0	0	0	Spanner	2/2	1	1	0													107	8			
120	118	469	469	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1083									107	8			
120	118	470	470	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1084									107	8			
120	118	471	471	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1085									107	8			
120	118	472	472	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1086										8			
120	118	469	469	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1087									108				
120	118	470	470	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1088									108				
120	118	471	471	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1089									108				
120	118	472	472	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1090													
120	118	469	469	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	1091													
120	118	471	471	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1092													
121	119	473	473	0.0	0	0	Spanner	2/2	1	1	0																	
121	119	473	473	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1093													
121	119	476	476	0.0	3/4	3/4	Dynamic	2/2	1	1	0						p											
121	119	476	476	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1094									109				
121	119	473	473	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1095													
121	119	947/2	947/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1096													
121	119	474	474	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1097													
121	119	949/2	949/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1098													
121	119	475	475	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1099													
121	119	951/2	951/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1100													
121	119	476	476	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1101													
121	119	953/2	953/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1102													
122	120	477	477	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1103									109				
122	120	478	478	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1104									109				
122	120	479	479	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1105									109				
122	120	480	480	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1106													
122	120	477	477	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1107													
122	120	955/2	955/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1108													
122	120	478	478	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1109													
122	120	957/2	957/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1110													
122	120	479	479	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1111													
122	120	959/2	959/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1112													
122	120	480	480	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1113													
122	120	961/2	961/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1114													
123	121	481	481	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1115									110				
123	121	965/2	965/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1116									110				
123	121	483	483	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1117			articStaccatoBelow										
123	121	484	484	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1118									111				
123	121	481	481	0.0	0	0	Dynamic	2/2	2	1	0						sf											
123	121	481	481	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1119									112				
123	121	483	483	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1120													
123	121	481	481	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	1121													
123	121	482	482	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	1122													
123	121	483	483	0.5	1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	1123													
123	121	967/2	967/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	1124													
123	121	484	484	0.5	3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	1125													
123	121	969/2	969/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	1126													
124	122	485	485	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1127									111				
124	122	486	486	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1128									111				
124	122	487	487	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1129									111				
124	122	488	488	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1130													
124	122	485	485	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1131													
124	122	971/2	971/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1132													
124	122	486	486	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1133													
124	122	973/2	973/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1134													
124	122	487	487	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1135													
124	122	975/2	975/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1136													
124	122	488	488	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1137													
124	122	977/2	977/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1138													
125	123	489	489	0.0	0	0	Dynamic	2/2	1	1	0						sf											
125	123	489	489	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1139									113				
125	123	981/2	981/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1140									113				
125	123	491	491	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1141			articStaccatoAbove										
125	123	492	492	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1142									114				
125	123	489	489	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1143									115				
125	123	491	491	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1144													
125	123	489	489	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	1145													
125	123	490	490	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	1146													
125	123	491	491	0.5	1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	1147													
125	123	983/2	983/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	1148													
125	123	492	492	0.5	3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	1149													
125	123	985/2	985/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	1150													
126	124	493	493	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1151									114				
126	124	494	494	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1152									114				
126	124	495	495	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1153									114				
126	124	496	496	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1154													
126	124	493	493	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1155													
126	124	987/2	987/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1156													
126	124	494	494	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1157													
126	124	989/2	989/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1158													
126	124	495	495	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1159													
126	124	991/2	991/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1160													
126	124	496	496	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1161													
126	124	993/2	993/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1162													
127	125	995/2	995/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1163									116				
127	125	498	498	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1164									116				
127	125	997/2	997/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1165													
127	125	999/2	999/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1166									117				
127	125	500	500	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1167									117				
127	125	1001/2	1001/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1168													
127	125	497	497	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1169													
127	125	995/2	995/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1170													
127	125	498	498	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1171													
127	125	997/2	997/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1172													
127	125	499	499	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1173													
127	125	999/2	999/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1174													
127	125	500	500	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1175													
127	125	1001/2	1001/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1176													
128	126	1003/2	1003/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1177									118				
128	126	502	502	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1178									118				
128	126	1005/2	1005/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1179													
128	126	1007/2	1007/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																	10
128	126	1007/2	1007/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1180									119				10
128	126	504	504	0.0	3/4	3/4	Spanner	2/2	1	1	0													119	9			10
128	126	504	504	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1181									119	9			10
128	126	1009/2	1009/2	0.0	7/8	7/8	Spanner	2/2	1	1	0														9			
128	126	1009/2	1009/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1182										9			
128	126	501	501	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1183													
128	126	1003/2	1003/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1184													
128	126	502	502	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1185													
128	126	1005/2	1005/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1186													
128	126	503	503	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1187													
128	126	1007/2	1007/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1188													
128	126	504	504	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1189													
128	126	1009/2	1009/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1190													
129	127	505	505	0.0	0	0	Spanner	2/2	1	1	0																	
129	127	505	505	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1191													
129	127	1015/2	1015/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																	11
129	127	1015/2	1015/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1192									120				11
129	127	508	508	0.0	3/4	3/4	Spanner	2/2	1	1	0													120	10			11
129	127	508	508	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1193									120	10			11
129	127	1017/2	1017/2	0.0	7/8	7/8	Spanner	2/2	1	1	0														10			
129	127	1017/2	1017/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1194										10			
129	127	505	505	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1195													
129	127	1011/2	1011/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1196													
129	127	506	506	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1197													
129	127	1013/2	1013/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1198													
129	127	507	507	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1199													
129	127	1015/2	1015/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1200													
129	127	508	508	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1201													
129	127	1017/2	1017/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1202													
130	128	509	509	0.0	0	0	Spanner	2/2	1	1	0																	
130	128	509	509	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1203													
130	128	1023/2	1023/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																	12
130	128	1023/2	1023/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1204									121				12
130	128	512	512	0.0	3/4	3/4	Spanner	2/2	1	1	0													121	11			12
130	128	512	512	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1205									121	11			12
130	128	1025/2	1025/2	0.0	7/8	7/8	Spanner	2/2	1	1	0														11			
130	128	1025/2	1025/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1206										11			
130	128	509	509	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1207													
130	128	1019/2	1019/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1208													
130	128	510	510	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1209													
130	128	1021/2	1021/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1210													
130	128	511	511	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1211													
130	128	1023/2	1023/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1212													
130	128	512	512	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1213													
130	128	1025/2	1025/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1214													
131	129	513	513	0.0	0	0	Spanner	2/2	1	1	0																	
131	129	513	513	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1215													
131	129	1031/2	1031/2	0.0	5/8	5/8	Spanner	2/2	1	1	0																	13
131	129	1031/2	1031/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1216									122				13
131	129	516	516	0.0	3/4	3/4	Spanner	2/2	1	1	0													122	12			13
131	129	516	516	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1217									122	12			13
131	129	1033/2	1033/2	0.0	7/8	7/8	Spanner	2/2	1	1	0														12			
131	129	1033/2	1033/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1218										12			
131	129	513	513	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1219													
131	129	1027/2	1027/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1220													
131	129	514	514	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1221													
131	129	1029/2	1029/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1222													
131	129	515	515	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1223													
131	129	1031/2	1031/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1224													
131	129	516	516	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1225													
131	129	1033/2	1033/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1226													
132	130	517	517	0.0	0	0	Spanner	2/2	1	1	0																	
132	130	517	517	0.0	0	0	Spanner	2/2	1	1	0																1	
132	130	1035/2	1035/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1227									123			1	
132	130	518	518	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1228									123			1	
132	130	1037/2	1037/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1229												1	
132	130	1039/2	1039/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1230									124			1	
132	130	520	520	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1231									124			1	
132	130	1041/2	1041/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1232												1	
132	130	517	517	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1233													
132	130	1035/2	1035/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1234													
132	130	518	518	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1235													
132	130	1037/2	1037/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1236													
132	130	519	519	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1237													
132	130	1039/2	1039/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1238													
132	130	520	520	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1239													
132	130	1041/2	1041/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1240													
133	131	1043/2	1043/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1241									125			1	
133	131	522	522	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1242									125			1	
133	131	1045/2	1045/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1243												1	
133	131	1047/2	1047/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1244									126			1	
133	131	524	524	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1245									126			1	
133	131	1049/2	1049/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1246												1	
133	131	521	521	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1247													
133	131	1043/2	1043/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1248													
133	131	522	522	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1249													
133	131	1045/2	1045/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1250													
133	131	523	523	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1251													
133	131	1047/2	1047/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1252													
133	131	524	524	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1253													
133	131	1049/2	1049/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1254													
134	132	525	525	0.0	0	0	Dynamic	2/2	1	1	0						ff											
134	132	525	525	0.0	0	0	Spanner	2/2	1	1	0																	
134	132	1051/2	1051/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1255									127				
134	132	526	526	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1256									127				
134	132	1053/2	1053/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1257									127				
134	132	527	527	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1258									127				
134	132	1055/2	1055/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1259									127				
134	132	528	528	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1260									127				
134	132	1057/2	1057/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1261									127				
134	132	525	525	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1262													
134	132	526	526	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
134	132	526	526	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1263													
134	132	528	528	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1264													
135	133	529	529	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1265									127				
135	133	1059/2	1059/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1266									127				
135	133	530	530	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1267									127				
135	133	1061/2	1061/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1268									127				
135	133	531	531	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1269									127				
135	133	1063/2	1063/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1270									127				
135	133	532	532	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1271									127				
135	133	1065/2	1065/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1272									127				
135	133	529	529	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1273													
135	133	530	530	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
135	133	530	530	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1274													
135	133	532	532	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1275													
136	134	533	533	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1276									127				
136	134	1067/2	1067/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1277									127				
136	134	534	534	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1278									127				
136	134	1069/2	1069/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1279									127				
136	134	535	535	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1280									127				
136	134	1071/2	1071/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1281									127				
136	134	536	536	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1282									127				
136	134	1073/2	1073/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1283									127				
136	134	533	533	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1284													
136	134	534	534	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
136	134	534	534	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1285													
136	134	536	536	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1286													
137	135	537	537	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1287									127				
137	135	1075/2	1075/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1288									127				
137	135	538	538	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1289									127				
137	135	1077/2	1077/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1290									127				
137	135	539	539	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1291									127				
137	135	1079/2	1079/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1292									127				
137	135	540	540	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1293									127				
137	135	1081/2	1081/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1294													
137	135	537	537	0.0	0	0	Dynamic	2/2	2	1	0						pp											
137	135	537	537	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1295									128				
137	135	538	538	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1296									128				
137	135	539	539	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1297									128				
137	135	540	540	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1298													
138	136	1083/2	1083/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						ff											
138	136	1083/2	1083/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1299									129				
138	136	542	542	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1300									129				
138	136	1085/2	1085/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1301									129				
138	136	543	543	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1302									129				
138	136	1087/2	1087/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1303									129				
138	136	544	544	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1304									129				
138	136	1089/2	1089/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1305									129				
138	136	541	541	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1306													
138	136	542	542	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
138	136	542	542	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1307													
138	136	544	544	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1308													
139	137	545	545	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1309									129				
139	137	1091/2	1091/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1310									129				
139	137	546	546	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1311									129				
139	137	1093/2	1093/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1312									129				
139	137	547	547	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1313									129				
139	137	1095/2	1095/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1314									129				
139	137	548	548	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1315									129				
139	137	1097/2	1097/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1316									129				
139	137	545	545	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1317													
139	137	546	546	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
139	137	546	546	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1318													
139	137	548	548	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1319													
140	138	549	549	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1320									129				
140	138	1099/2	1099/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1321									129				
140	138	550	550	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1322									129				
140	138	1101/2	1101/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1323									129				
140	138	551	551	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1324									129				
140	138	1103/2	1103/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1325									129				
140	138	552	552	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1326									129				
140	138	1105/2	1105/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1327									129				
140	138	549	549	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1328													
140	138	550	550	0.0	1/4	1/4	Dynamic	2/2	2	1	0						sf											
140	138	550	550	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1329													
140	138	552	552	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1330													
