mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
160	159	318	318	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1369												
160	159	1265/4	1265/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1370												
160	159	633/2	633/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1371												
160	159	1267/4	1267/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1372												
160	159	317	317	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1373												
160	159	1269/4	1269/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1374												
160	159	635/2	635/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1375												
160	159	1271/4	1271/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1376												
160	159	318	318	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1377												
161	160	1273/4	1273/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1378												
161	160	637/2	637/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1379												
161	160	1275/4	1275/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1380												
161	160	319	319	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1381												
161	160	1277/4	1277/4	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf										
161	160	1277/4	1277/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1382	sf											
161	160	639/2	639/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1383												
161	160	1279/4	1279/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1384												
161	160	320	320	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1385												
161	160	1273/4	1273/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1386												
161	160	637/2	637/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1387												
161	160	1275/4	1275/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1388												
161	160	319	319	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1389												
161	160	1277/4	1277/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1390												
161	160	639/2	639/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1391												
161	160	1279/4	1279/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1392												
161	160	320	320	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1393												
162	161	1281/4	1281/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1394												
162	161	641/2	641/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1395												
162	161	1283/4	1283/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1396												
162	161	321	321	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1397												
162	161	1285/4	1285/4	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf										
162	161	1285/4	1285/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1398	sf											
162	161	643/2	643/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1399												
162	161	1287/4	1287/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1400												
162	161	322	322	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1401												
162	161	1281/4	1281/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1402												
162	161	641/2	641/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1403												
162	161	1283/4	1283/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1404												
162	161	321	321	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1405												
162	161	1285/4	1285/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1406												
162	161	643/2	643/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1407												
162	161	1287/4	1287/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1408												
162	161	322	322	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1409												
163	162	1289/4	1289/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1410			articStaccatoAbove						37			
163	162	645/2	645/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1411									37			
163	162	1291/4	1291/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1412									37			
163	162	323	323	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1413									37			
163	162	1293/4	1293/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1414			articStaccatoBelow									
163	162	647/2	647/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1415									38			
163	162	1295/4	1295/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1416									38			
163	162	324	324	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1417									38			
163	162	1289/4	1289/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1418			articStaccatoBelow						39			
163	162	645/2	645/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1419									39			
163	162	1291/4	1291/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1420									39			
163	162	323	323	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1421									39			
163	162	1293/4	1293/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1422			articStaccatoAbove									
163	162	647/2	647/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1423									40			
163	162	1295/4	1295/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1424									40			
163	162	324	324	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1425									40			
164	163	1297/4	1297/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1426			articStaccatoAbove									
164	163	649/2	649/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1427									41			
164	163	1299/4	1299/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1428									41			
164	163	325	325	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1429									41			
164	163	1301/4	1301/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1430			articStaccatoAbove									
164	163	651/2	651/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1431									42			
164	163	1303/4	1303/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1432									42			
164	163	326	326	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1433									42			
164	163	1297/4	1297/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1434			articStaccatoBelow									
164	163	649/2	649/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1435									43			
164	163	1299/4	1299/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1436									43			
164	163	325	325	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1437									43			
164	163	1301/4	1301/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1438			articStaccatoBelow									
164	163	651/2	651/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1439									44			
164	163	1303/4	1303/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1440									44			
164	163	326	326	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1441									44			
165	164	1305/4	1305/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1442			articStaccatoBelow									
165	164	653/2	653/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1443									45			
165	164	1307/4	1307/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1444									45			
165	164	327	327	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1445									45			
165	164	1309/4	1309/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1446			articStaccatoAbove									
165	164	655/2	655/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1447									46			
165	164	1311/4	1311/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1448									46			
165	164	328	328	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1449									46			
165	164	1305/4	1305/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1450			articStaccatoAbove									
165	164	653/2	653/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1451									47			
165	164	1307/4	1307/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1452									47			
165	164	327	327	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1453									47			
165	164	1309/4	1309/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1454			articStaccatoBelow									
165	164	655/2	655/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1455									48			
165	164	1311/4	1311/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1456									48			
165	164	328	328	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1457									48			
166	165	1313/4	1313/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1458			articStaccatoAbove									
166	165	657/2	657/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1459									49			
166	165	1315/4	1315/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1460									49			
166	165	329	329	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1461									49			
166	165	1317/4	1317/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1462			articStaccatoAbove									
166	165	659/2	659/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1463									50			
166	165	1319/4	1319/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1464									50			
166	165	330	330	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1465									50			
166	165	1313/4	1313/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1466			articStaccatoBelow									
166	165	657/2	657/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1467									51			
166	165	1315/4	1315/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1468									51			
166	165	329	329	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1469									51			
166	165	1317/4	1317/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1470			articStaccatoBelow									
166	165	659/2	659/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1471									52			
166	165	1319/4	1319/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1472									52			
166	165	330	330	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1473									52			
167	166	1321/4	1321/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1474			articStaccatoAbove									
167	166	661/2	661/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1475									53			
167	166	1323/4	1323/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1476									53			
167	166	331	331	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1477									53			
167	166	1325/4	1325/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1478			articStaccatoBelow									
167	166	663/2	663/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1479									54			
167	166	1327/4	1327/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1480									54			
167	166	332	332	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1481									54			
167	166	1321/4	1321/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1482			articStaccatoBelow									
167	166	661/2	661/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1483									55			
167	166	1323/4	1323/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1484									55			
167	166	331	331	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1485									55			
167	166	1325/4	1325/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1486			articStaccatoAbove									
167	166	663/2	663/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1487									56			
167	166	1327/4	1327/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1488									56			
167	166	332	332	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1489									56			
168	167	1329/4	1329/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1490			articStaccatoAbove									
168	167	665/2	665/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1491									57			
168	167	1331/4	1331/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1492									57			
168	167	333	333	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1493									57			
168	167	1333/4	1333/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1494			articStaccatoAbove									
168	167	667/2	667/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1495									58			
168	167	1335/4	1335/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1496									58			
168	167	334	334	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1497									58			
168	167	1329/4	1329/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1498			articStaccatoBelow									
168	167	665/2	665/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1499									59			
168	167	1331/4	1331/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1500									59			
168	167	333	333	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1501									59			
168	167	1333/4	1333/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1502			articStaccatoBelow									
168	167	667/2	667/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1503									60			
168	167	1335/4	1335/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1504									60			
168	167	334	334	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1505									60			
169	168	1337/4	1337/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1506			articStaccatoBelow									
169	168	669/2	669/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1507												
169	168	1339/4	1339/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1508												
169	168	335	335	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1509												
169	168	1341/4	1341/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1510									61			
169	168	671/2	671/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1511									61			
169	168	1343/4	1343/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1512									61			
169	168	336	336	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1513									61			
169	168	1337/4	1337/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1514			articStaccatoAbove									
169	168	669/2	669/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1515												
169	168	1339/4	1339/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1516												
169	168	335	335	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1517												
169	168	1341/4	1341/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1518									62			
169	168	671/2	671/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1519									62			
169	168	1343/4	1343/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1520									62			
169	168	336	336	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1521									62			
170	169	1345/4	1345/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1522			articStaccatoAbove									
170	169	673/2	673/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1523									63			
170	169	1347/4	1347/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1524									63			
170	169	337	337	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1525									63			
170	169	1349/4	1349/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1526			articStaccatoAbove									
170	169	675/2	675/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1527									64			
170	169	1351/4	1351/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1528									64			
170	169	338	338	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1529									64			
170	169	1345/4	1345/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1530			articStaccatoBelow									
170	169	673/2	673/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1531									65			
170	169	1347/4	1347/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1532									65			
170	169	337	337	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1533									65			
170	169	1349/4	1349/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1534			articStaccatoBelow									
170	169	675/2	675/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1535									66			
170	169	1351/4	1351/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1536									66			
170	169	338	338	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1537									66			
171	170	1353/4	1353/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1538	f											
171	170	339	339	0.0	3/16	3/16	Dynamic	2/4	1	1	0					p										
171	170	339	339	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1539												
171	170	1357/4	1357/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1540	p											
171	170	340	340	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1541												
171	170	1353/4	1353/4	0.0	0	0	Dynamic	2/4	2	1	0					f										
171	170	1353/4	1353/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1542												
171	170	1357/4	1357/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					p										
171	170	1357/4	1357/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1543			articStaccatoAbove									
172	171	1361/4	1361/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1544												
172	171	341	341	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1545												
172	171	1365/4	1365/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1546												
172	171	342	342	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1547												
172	171	1361/4	1361/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1548			articStaccatoAbove									
172	171	1365/4	1365/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1549			articStaccatoAbove									
173	172	1369/4	1369/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1550												
173	172	343	343	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1551												
173	172	1373/4	1373/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1552												
173	172	344	344	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1553												
173	172	1369/4	1369/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1554			articStaccatoBelow									
173	172	1373/4	1373/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1555			articStaccatoBelow									
174	173	1377/4	1377/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1556												
174	173	345	345	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1557												
174	173	1381/4	1381/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1558												
174	173	346	346	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1559												
174	173	1377/4	1377/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1560			articStaccatoAbove									
174	173	1381/4	1381/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1561			articStaccatoAbove									
175	174	1385/4	1385/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1562	f											
175	174	347	347	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1563												
175	174	1389/4	1389/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1564	p											
175	174	348	348	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1565												
175	174	1385/4	1385/4	0.0	0	0	Dynamic	2/4	2	1	0					f										
175	174	1385/4	1385/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1566			articStaccatoBelow									
175	174	1389/4	1389/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					p										
175	174	1389/4	1389/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1567			articStaccatoAbove									
176	175	1393/4	1393/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1568												
176	175	349	349	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1569												
176	175	1397/4	1397/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1570												
176	175	350	350	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1571												
176	175	1393/4	1393/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1572			articStaccatoAbove									
176	175	1397/4	1397/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1573			articStaccatoAbove									
177	176	1401/4	1401/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1574												
177	176	351	351	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1575												
177	176	1405/4	1405/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1576												
177	176	352	352	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1577												
177	176	1401/4	1401/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1578			articStaccatoBelow									
177	176	1405/4	1405/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1579			articStaccatoAbove									
178	177	1409/4	1409/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1580												
178	177	353	353	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1581												
178	177	1413/4	1413/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1582												
178	177	354	354	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1583												
178	177	1409/4	1409/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1584			articStaccatoAbove									
178	177	1413/4	1413/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1585			articStaccatoAbove									
179	178	1417/4	1417/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1586	f											
179	178	355	355	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1587												
179	178	1421/4	1421/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1588	p											
179	178	356	356	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1589												
179	178	1417/4	1417/4	0.0	0	0	Dynamic	2/4	2	1	0					f										
179	178	1417/4	1417/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1590			articStaccatoBelow									
179	178	1421/4	1421/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					p										
179	178	1421/4	1421/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1591			articStaccatoBelow									
180	179	1425/4	1425/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1592												
180	179	357	357	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1593												
180	179	1429/4	1429/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1594												
180	179	358	358	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1595												
180	179	1425/4	1425/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1596			articStaccatoBelow									
180	179	1429/4	1429/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1597			articStaccatoBelow									
181	180	1433/4	1433/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1598												
181	180	359	359	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1599												
181	180	1437/4	1437/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1600												
181	180	360	360	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1601												
181	180	1433/4	1433/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1602			articStaccatoAbove									
181	180	1437/4	1437/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1603			articStaccatoAbove									
182	181	1441/4	1441/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1604												
182	181	361	361	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1605												
182	181	1445/4	1445/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1606												
182	181	362	362	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1607												
182	181	1441/4	1441/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1608			articStaccatoAbove									
182	181	1445/4	1445/4	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1609			articStaccatoAbove									
183	182	1449/4	1449/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1610												
183	182	364	364	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1611												
183	182	1449/4	1449/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1612			articStaccatoAbove									
184	183	1457/4	1457/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1613												
184	183	366	366	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1614												
184	183	1457/4	1457/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1615												
185	184	1465/4	1465/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1616												
185	184	368	368	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1617												
185	184	1465/4	1465/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1618			articStaccatoAbove									
186	185	1473/4	1473/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1619												
186	185	370	370	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1620												
186	185	1473/4	1473/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1621			articStaccatoBelow									
187	186	1481/4	1481/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1622												
187	186	372	372	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1623												
187	186	1481/4	1481/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1624			articStaccatoAbove									
188	187	1489/4	1489/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1625												
