mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
188	187	374	374	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1626												
188	187	1489/4	1489/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1627			articStaccatoBelow									
189	188	1497/4	1497/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1628												
189	188	1497/4	1497/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1629			articStaccatoBelow									
190	189	378	378	0.0	7/16	7/16	Dynamic	2/4	1	1	0					pp										
190	189	378	378	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1630	pp											
191	190	1513/4	1513/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1631	pp											
191	190	1513/4	1513/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1632												
192	191	382	382	0.0	7/16	7/16	Dynamic	2/4	1	1	0					pp										
192	191	382	382	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1633	pp											
193	192	1529/4	1529/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1634	pp											
193	192	1529/4	1529/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1635			articStaccatoBelow									
194	193	386	386	0.0	7/16	7/16	Dynamic	2/4	1	1	0					ff										
194	193	386	386	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1636	ff											
195	194	1545/4	1545/4	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1637												
195	194	1551/4	1551/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1638												
195	194	388	388	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1639												
195	194	1545/4	1545/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1640												
196	195	1553/4	1553/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1641												
196	195	777/2	777/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1642												
196	195	1555/4	1555/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1643												
196	195	389	389	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1644												
196	195	1557/4	1557/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1645												
196	195	779/2	779/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1646												
196	195	1559/4	1559/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1647												
196	195	390	390	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1648												
197	196	1561/4	1561/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1649												
197	196	392	392	0.0	7/16	7/16	Dynamic	2/4	1	1	0					p										
197	196	392	392	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1650	p											
198	197	1569/4	1569/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1651												
198	197	393	393	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1652												
198	197	1573/4	1573/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1653												
198	197	394	394	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1654												
198	197	1569/4	1569/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1655			articStaccatoAbove									
198	197	1573/4	1573/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1656			articStaccatoAbove									
199	198	1577/4	1577/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1657												
199	198	396	396	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1658												
199	198	1577/4	1577/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1659			articStaccatoAbove									
200	199	1585/4	1585/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1660												
200	199	397	397	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1661												
200	199	1589/4	1589/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1662												
200	199	398	398	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1663												
200	199	1585/4	1585/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1664			articStaccatoAbove									
200	199	1589/4	1589/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1665			articStaccatoAbove									
201	200	1593/4	1593/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1666												
201	200	400	400	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1667	f											
201	200	1593/4	1593/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1668			articStaccatoAbove									
201	200	1597/4	1597/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
202	201	1601/4	1601/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1669												
202	201	401	401	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1670												
202	201	1605/4	1605/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1671												
202	201	402	402	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1672												
202	201	1601/4	1601/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1673			articStaccatoAbove									
202	201	1605/4	1605/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1674			articStaccatoBelow									
203	202	1609/4	1609/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1675												
203	202	1609/4	1609/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1676			articStaccatoAbove									
204	203	1617/4	1617/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
204	203	1617/4	1617/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1677	p		articStaccatoBelow									
204	203	1621/4	1621/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1678			articStaccatoBelow									
204	203	1617/4	1617/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1679			articStaccatoAbove									
204	203	1621/4	1621/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1680			articStaccatoBelow									
205	204	1625/4	1625/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1681			articStaccatoBelow									
205	204	408	408	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1682	f											
205	204	1625/4	1625/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1683			articStaccatoBelow									
205	204	1629/4	1629/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
206	205	1633/4	1633/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1684												
206	205	409	409	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1685												
206	205	1637/4	1637/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1686												
206	205	410	410	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1687												
206	205	1633/4	1633/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1688			articStaccatoAbove									
206	205	1637/4	1637/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1689			articStaccatoAbove									
207	206	1641/4	1641/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1690												
207	206	1641/4	1641/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1691			articStaccatoAbove									
208	207	1649/4	1649/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
208	207	1649/4	1649/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1692	p		articStaccatoAbove									
208	207	1653/4	1653/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1693			articStaccatoAbove									
208	207	1649/4	1649/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1694			articStaccatoAbove									
208	207	1653/4	1653/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1695			articStaccatoBelow									
209	208	1657/4	1657/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1696			articStaccatoAbove									
209	208	416	416	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1697	f											
209	208	1657/4	1657/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1698			articStaccatoAbove									
209	208	1661/4	1661/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
210	209	1665/4	1665/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1699												
210	209	417	417	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1700												
210	209	1669/4	1669/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1701												
210	209	418	418	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1702												
210	209	1665/4	1665/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1703			articStaccatoAbove									
210	209	1669/4	1669/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1704			articStaccatoAbove									
211	210	1673/4	1673/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1705												
211	210	1673/4	1673/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1706			articStaccatoAbove									
212	211	1681/4	1681/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
212	211	1681/4	1681/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1707	p		articStaccatoAbove									
212	211	1685/4	1685/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1708			articStaccatoAbove									
212	211	1681/4	1681/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1709			articStaccatoAbove									
212	211	1685/4	1685/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1710			articStaccatoAbove									
213	212	1689/4	1689/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1711			articStaccatoAbove									
213	212	1689/4	1689/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1712			articStaccatoAbove									
214	213	1697/4	1697/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1713			articStaccatoAbove									
214	213	1701/4	1701/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1714			articStaccatoAbove									
214	213	1697/4	1697/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1715			articStaccatoAbove									
214	213	1701/4	1701/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1716			articStaccatoAbove									
215	214	1705/4	1705/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1717			articStaccatoAbove									
215	214	1705/4	1705/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1718			articStaccatoAbove									
216	215	1713/4	1713/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1719			articStaccatoBelow									
216	215	1717/4	1717/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1720			articStaccatoBelow									
216	215	1713/4	1713/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1721			articStaccatoBelow									
216	215	1717/4	1717/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1722			articStaccatoBelow									
217	216	1721/4	1721/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1723												
217	216	1723/4	1723/4	0.0	1/8	1/8	Spanner	2/4	1	1	0															4
217	216	1723/4	1723/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1724	<											4
217	216	431	431	0.0	3/16	3/16	Spanner	2/4	1	1	0															
217	216	431	431	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1725												
217	216	1725/4	1725/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1726												
217	216	863/2	863/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1727												
217	216	1727/4	1727/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1728												
217	216	432	432	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1729												
217	216	1721/4	1721/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1730												
218	217	1729/4	1729/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1731												
218	217	865/2	865/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1732												
218	217	1731/4	1731/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1733												
218	217	433	433	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1734												
218	217	1733/4	1733/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1735												
218	217	867/2	867/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1736												
218	217	1735/4	1735/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1737												
218	217	434	434	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1738												
219	218	1737/4	1737/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
219	218	1737/4	1737/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1739	p		articStaccatoAbove									
219	218	1739/4	1739/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	1740												
219	218	1743/4	1743/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1741												
219	218	1737/4	1737/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1742												
219	218	1739/4	1739/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1743												
219	218	1741/4	1741/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1744												
219	218	1743/4	1743/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1745												
220	219	1745/4	1745/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1746			articStaccatoAbove									
220	219	1747/4	1747/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	1747												
220	219	1751/4	1751/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1748												
220	219	1745/4	1745/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1749												
220	219	1747/4	1747/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1750												
220	219	1749/4	1749/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1751												
220	219	1751/4	1751/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1752												
221	220	1753/4	1753/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1753			articStaccatoAbove									
221	220	1755/4	1755/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	1754												
221	220	1759/4	1759/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1755												
221	220	1753/4	1753/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1756												
221	220	1755/4	1755/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1757												
221	220	1757/4	1757/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1758												
221	220	1759/4	1759/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1759												
222	221	1761/4	1761/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1760												
222	221	1763/4	1763/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1761												
222	221	441	441	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1762												
222	221	1765/4	1765/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1763												
222	221	883/2	883/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1764												
222	221	1767/4	1767/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1765												
222	221	442	442	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1766												
222	221	1761/4	1761/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1767												
222	221	1763/4	1763/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1768												
222	221	1765/4	1765/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1769												
222	221	1767/4	1767/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1770												
223	222	1769/4	1769/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1771			articStaccatoAbove									
223	222	1771/4	1771/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	1772												
223	222	1775/4	1775/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1773												
223	222	1769/4	1769/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1774												
223	222	1771/4	1771/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1775												
223	222	1773/4	1773/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1776												
223	222	1775/4	1775/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1777												
224	223	1777/4	1777/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1778			articStaccatoAbove									
224	223	1779/4	1779/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	1779												
224	223	1783/4	1783/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1780												
224	223	1777/4	1777/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1781												
224	223	1779/4	1779/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1782												
224	223	1781/4	1781/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1783												
224	223	1783/4	1783/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1784												
225	224	1785/4	1785/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1785												
225	224	1787/4	1787/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1786												
225	224	447	447	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1787												
225	224	1789/4	1789/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1788												
225	224	895/2	895/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1789												
225	224	1791/4	1791/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1790												
225	224	448	448	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1791												
225	224	1785/4	1785/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1792												
225	224	1787/4	1787/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1793												
225	224	1789/4	1789/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1794												
225	224	1791/4	1791/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1795												
226	225	1793/4	1793/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1796												
226	225	1793/4	1793/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1797												
226	225	897/2	897/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1798												
226	225	1795/4	1795/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1799												
226	225	449	449	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1800												
226	225	1797/4	1797/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1801												
226	225	899/2	899/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1802												
226	225	1799/4	1799/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1803												
226	225	450	450	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1804												
227	226	1801/4	1801/4	0.0	0	0	Dynamic	2/4	1	1	0					f										
227	226	1801/4	1801/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1805	f											
227	226	901/2	901/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1806												
227	226	1803/4	1803/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1807												
227	226	451	451	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1808												
227	226	1805/4	1805/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1809												
227	226	903/2	903/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1810												
227	226	1807/4	1807/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1811												
227	226	452	452	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1812												
227	226	1801/4	1801/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1813			articStaccatoAbove									
227	226	1803/4	1803/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	1814												
227	226	1807/4	1807/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1815												
228	227	1809/4	1809/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1816												
228	227	905/2	905/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1817												
228	227	1811/4	1811/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1818												
228	227	453	453	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1819												
228	227	1813/4	1813/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1820												
228	227	907/2	907/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1821												
228	227	1815/4	1815/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1822												
228	227	454	454	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1823												
228	227	1809/4	1809/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1824			articStaccatoAbove									
228	227	1811/4	1811/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	1825												
228	227	1815/4	1815/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1826												
229	228	1817/4	1817/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1827												
229	228	909/2	909/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1828												
229	228	1819/4	1819/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1829												
229	228	455	455	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1830												
229	228	1821/4	1821/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1831												
229	228	911/2	911/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1832												
229	228	1823/4	1823/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1833												
229	228	456	456	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1834												
229	228	1817/4	1817/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1835			articStaccatoAbove									
229	228	1819/4	1819/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	1836												
229	228	1823/4	1823/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1837												
230	229	1825/4	1825/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1838												
230	229	913/2	913/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1839												
230	229	1827/4	1827/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1840												
230	229	457	457	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1841												
230	229	1829/4	1829/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1842												
230	229	915/2	915/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1843												
230	229	1831/4	1831/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1844												
230	229	458	458	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1845												
230	229	1825/4	1825/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1846												
230	229	1827/4	1827/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1847												
230	229	457	457	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1848												
230	229	1829/4	1829/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1849												
230	229	915/2	915/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1850												
230	229	1831/4	1831/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1851												
230	229	458	458	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1852												
231	230	1833/4	1833/4	0.0	0	0	Spanner	2/4	1	1	0															5
231	230	1833/4	1833/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1853	<											5
231	230	917/2	917/2	0.0	1/16	1/16	Spanner	2/4	1	1	0															
231	230	917/2	917/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1854												
231	230	1835/4	1835/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1855												
231	230	459	459	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1856												
231	230	1837/4	1837/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1857												
231	230	919/2	919/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1858												
231	230	1839/4	1839/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1859												
231	230	460	460	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1860												
231	230	1833/4	1833/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1861			articStaccatoAbove									
231	230	1835/4	1835/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	1862												
231	230	1839/4	1839/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1863												
232	231	1841/4	1841/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1864												
232	231	921/2	921/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1865												
232	231	1843/4	1843/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1866												
232	231	461	461	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1867												
232	231	1845/4	1845/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1868												
232	231	923/2	923/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1869												
232	231	1847/4	1847/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1870												
232	231	462	462	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1871												
232	231	1841/4	1841/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1872			articStaccatoAbove									
232	231	1843/4	1843/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	1873												
232	231	1847/4	1847/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1874												
233	232	1849/4	1849/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1875												
233	232	925/2	925/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1876												
233	232	1851/4	1851/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1877												
233	232	463	463	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1878												
233	232	1853/4	1853/4	0.0	1/4	1/4	Dynamic	2/4	1	1	0					ff										
