mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
33	33	261/4	261/4	0.0625	5/16	5/16	Chord	2/4	1	1	1/64		1/64	1	516			58				
33	33	1045/16	1045/16	0.0625	21/64	21/64	Chord	2/4	1	1	1/64		1/64	1	517							
33	33	523/8	523/8	0.0625	11/32	11/32	Chord	2/4	1	1	1/64		1/64	1	518			59				
33	33	1047/16	1047/16	0.0625	23/64	23/64	Chord	2/4	1	1	1/64		1/64	1	519							
33	33	131/2	131/2	0.0625	3/8	3/8	Chord	2/4	1	1	1/64		1/64	1	520			60				
33	33	1049/16	1049/16	0.0625	25/64	25/64	Chord	2/4	1	1	1/64		1/64	1	521							
33	33	525/8	525/8	0.0625	13/32	13/32	Chord	2/4	1	1	1/64		1/64	1	522			61				
33	33	1051/16	1051/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64		1/64	1	523							
33	33	263/4	263/4	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	524							
33	33	1053/16	1053/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	525							
33	33	527/8	527/8	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	526							
33	33	1055/16	1055/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	527							
33	33	64	64	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	528							
33	33	513/8	513/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	529							
33	33	257/4	257/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	530							
33	33	515/8	515/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	531							
33	33	129/2	129/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	532							
33	33	517/8	517/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	533							
33	33	259/4	259/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	534							
33	33	519/8	519/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	535							
33	33	65	65	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	536							
33	33	521/8	521/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	537							
33	33	261/4	261/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	538							
33	33	523/8	523/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	539							
33	33	131/2	131/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	540							
33	33	525/8	525/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	541							
33	33	263/4	263/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	542							
33	33	527/8	527/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	543							
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	544			62				
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	545			62				
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	546			62				
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	547			62				
34	34	133/2	133/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	548			62				
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	549			62				
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	550							
34	34	67	67	0.0	1/4	1/4	Spanner	2/4	1	1	0								9			
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	551		articStaccatoAbove	63	9			
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	552		articStaccatoAbove		9			
34	34	135/2	135/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	553			64	9			
34	34	541/8	541/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	554				9			
34	34	271/4	271/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	555			65	9			
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	556				9			
34	34	66	66	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	557							
34	34	529/8	529/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	558							
34	34	265/4	265/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	559							
34	34	531/8	531/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	560							
34	34	133/2	133/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	561							
34	34	533/8	533/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	562							
34	34	267/4	267/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	563							
34	34	535/8	535/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	564							
34	34	67	67	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	565							
34	34	537/8	537/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	566							
34	34	269/4	269/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	567							
34	34	539/8	539/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	568							
34	34	135/2	135/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	569							
34	34	541/8	541/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	570							
34	34	271/4	271/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	571							
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	572							
35	35	68	68	0.0	0	0	Dynamic	2/4	1	1	0					sf						
35	35	68	68	0.0	0	0	Spanner	2/4	1	1	0											
35	35	68	68	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	573		articStaccatoAbove					
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	574		articStaccatoAbove					
35	35	275/4	275/4	0.0	3/16	3/16	Spanner	2/4	1	1	0									11		
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	575					11		
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	576					11		
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	577					11		
35	35	68	68	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	578		articStaccatoAbove					
35	35	545/8	545/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	579		articStaccatoAbove					
35	35	273/4	273/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	580		articStaccatoAbove					
35	35	547/8	547/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	581		articStaccatoAbove					
35	35	137/2	137/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	582		articStaccatoAbove					
35	35	549/8	549/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	583		articStaccatoAbove					
35	35	275/4	275/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	584							
35	35	551/8	551/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	585		articStaccatoAbove					
35	35	69	69	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	586		articStaccatoAbove					
35	35	553/8	553/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	587		articStaccatoAbove					
35	35	277/4	277/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	588		articStaccatoAbove					
35	35	555/8	555/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	589		articStaccatoAbove					
35	35	139/2	139/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	590		articStaccatoAbove					
35	35	557/8	557/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	591		articStaccatoAbove					
35	35	279/4	279/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	592		articStaccatoAbove					
35	35	559/8	559/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	593		articStaccatoAbove					
36	36	70	70	0.0	0	0	Dynamic	2/4	1	1	0					sf						
36	36	70	70	0.0	0	0	Spanner	2/4	1	1	0											
36	36	70	70	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	594		articStaccatoAbove					
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	595		articStaccatoAbove					
36	36	283/4	283/4	0.0	3/16	3/16	Spanner	2/4	1	1	0									12		
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	596					12		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	597					12		
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	598					12		
36	36	70	70	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	599		articStaccatoAbove					
36	36	561/8	561/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	600		articStaccatoAbove					
36	36	281/4	281/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	601		articStaccatoAbove					
36	36	563/8	563/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	602		articStaccatoAbove					
36	36	141/2	141/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	603		articStaccatoAbove					
36	36	565/8	565/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	604		articStaccatoAbove					
36	36	283/4	283/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	605		articStaccatoAbove					
36	36	567/8	567/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	606		articStaccatoAbove					
36	36	71	71	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	607		articStaccatoBelow					
36	36	569/8	569/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	608		articStaccatoBelow					
36	36	285/4	285/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	609		articStaccatoBelow					
36	36	571/8	571/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	610		articStaccatoBelow					
36	36	143/2	143/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	611		articStaccatoBelow					
36	36	573/8	573/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	612		articStaccatoBelow					
36	36	287/4	287/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	613		articStaccatoBelow					
36	36	575/8	575/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	614		articStaccatoBelow					
37	37	72	72	0.0	0	0	Spanner	2/4	1	1	0											
37	37	72	72	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	615			66				
37	37	579/8	579/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	616			66				
37	37	145/2	145/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	617							
37	37	72	72	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	618							
37	37	72	72	0.0	0	0	Spanner	2/4	2	1	0										0	0
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	619						0	0
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	620						0	0
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	621						0	0
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	622						0	0
37	37	72	72	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	623						0	0
38	38	74	74	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	624			67				
38	38	595/8	595/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	625			67				
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	626							
38	38	75	75	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	627			68				
38	38	603/8	603/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	628			68				
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	629							
38	38	74	74	0.0	0	0	Spanner	2/4	2	1	0											
39	39	76	76	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	630			69				
39	39	611/8	611/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	631			69				
39	39	153/2	153/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	632							
39	39	76	76	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	633							
39	39	76	76	0.0	0	0	Spanner	2/4	2	1	0										1	1
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	634						1	1
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	635						1	1
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	636						1	1
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	637						1	1
39	39	76	76	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	638						1	1
40	40	78	78	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	639			70				
40	40	627/8	627/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	640			70				
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	641							
40	40	79	79	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	642			71				
40	40	635/8	635/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	643			71				
40	40	159/2	159/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	644							
40	40	78	78	0.0	0	0	Spanner	2/4	2	1	0											
41	41	80	80	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics						
41	41	80	80	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	645			72				
41	41	643/8	643/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	646			72				
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	647			72				
41	41	81	81	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	648							
41	41	651/8	651/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	649							
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	650							
41	41	80	80	0.0	0	0	Spanner	2/4	2	1	0										2	2
41	41	80	80	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	651						2	2
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	652						2	2
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	653						2	2
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	654						2	2
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	655						2	2
42	42	82	82	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	656							
42	42	659/8	659/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	657							
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	658							
42	42	83	83	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	659							
42	42	667/8	667/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	660							
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	661							
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	662						2	2
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	663						2	2
42	42	83	83	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	664						2	2
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	665						2	2
42	42	84	84	0.0	1/2	1/2	Spanner	2/4	2	1	0											
