mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
197	197	785/2	785/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2047									
197	197	393	393	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2048									
197	197	787/2	787/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2049									
198	198	394	394	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2050									
198	198	789/2	789/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2051									
198	198	395	395	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2052									
198	198	791/2	791/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2053									
199	199	396	396	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2054									
199	199	793/2	793/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2055									
199	199	397	397	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2056									
199	199	795/2	795/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2057									
200	200	398	398	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	2058									
201	201	400	400	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2059							128	128	
202	202	402	402	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2060							128	128	
203	203	404	404	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2061							128	128	
204	204	406	406	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2062							128	128	
205	205	408	408	0.0		0	0	Spanner	2/4	2	1	0												
205	205	408	408	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2063									
206	206	410	410	0.0		0	0	Dynamic	2/4	1	1	0				pp								
206	206	410	410	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	2064									
206	206	410	410	0.0		0	0	Spanner	2/4	2	1	0										129	129	
206	206	410	410	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2065							129	129	
207	207	412	412	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2066							129	129	
208	208	414	414	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	2067									
208	208	414	414	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2068							129	129	
209	209	416	416	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	2069									
209	209	416	416	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2070							129	129	
210	210	418	418	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	2071									
210	210	418	418	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2072							129	129	
211	211	420	420	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	2073									
211	211	420	420	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2074							129	129	
211	211	421	421	0.75		1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	2075							129	129	
211	211	1687/4	1687/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2076							129	129	
212	212	422	422	0.0		0	0	Dynamic	2/4	1	1	0				pp								
212	212	1689/4	1689/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2077									
212	212	845/2	845/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2078									
212	212	1691/4	1691/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2079									
212	212	423	423	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2080									
212	212	1693/4	1693/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2081									
212	212	847/2	847/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2082									
212	212	1695/4	1695/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2083									
212	212	422	422	0.0		0	0	Spanner	2/4	2	1	0												
212	212	422	422	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2084									
213	213	424	424	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2085									
213	213	1697/4	1697/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2086									
213	213	849/2	849/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2087									
213	213	1699/4	1699/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2088									
213	213	425	425	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2089									
213	213	1701/4	1701/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2090									
213	213	851/2	851/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2091									
213	213	1703/4	1703/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2092									
214	214	1705/4	1705/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2093									
214	214	853/2	853/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2094									
214	214	1707/4	1707/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2095									
214	214	427	427	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2096									
214	214	1709/4	1709/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2097									
214	214	855/2	855/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2098									
214	214	1711/4	1711/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2099									
214	214	426	426	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2100									
214	214	1711/4	1711/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2101									
215	215	428	428	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2102									
215	215	1713/4	1713/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2103									
215	215	857/2	857/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2104									
215	215	1715/4	1715/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2105									
215	215	429	429	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2106									
215	215	1717/4	1717/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2107									
215	215	859/2	859/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2108									
215	215	1719/4	1719/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2109									
215	215	428	428	0.0		0	0	Dynamic	2/4	2	1	0				sf								
215	215	428	428	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2110				19					
215	215	429	429	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2111									
216	216	1721/4	1721/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2112									
216	216	861/2	861/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2113									
216	216	1723/4	1723/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2114									
216	216	431	431	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2115									
216	216	1725/4	1725/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2116									
216	216	863/2	863/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2117									
216	216	1727/4	1727/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2118									
216	216	430	430	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2119									
216	216	1727/4	1727/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2120									
217	217	432	432	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2121									
217	217	1729/4	1729/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2122									
217	217	865/2	865/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2123									
217	217	1731/4	1731/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2124									
217	217	433	433	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2125									
217	217	1733/4	1733/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2126									
217	217	867/2	867/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2127									
217	217	1735/4	1735/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2128									
217	217	432	432	0.0		0	0	Dynamic	2/4	2	1	0				sf								
217	217	432	432	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2129									
218	218	434	434	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2130									
218	218	1737/4	1737/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2131									
218	218	869/2	869/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2132									
218	218	1739/4	1739/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2133									
218	218	435	435	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2134									
218	218	1741/4	1741/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2135									
218	218	871/2	871/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2136									
218	218	1743/4	1743/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2137									
218	218	434	434	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	2138									
218	218	869/2	869/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2139									
218	218	871/2	871/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2140									
219	219	436	436	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2141									
219	219	1745/4	1745/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2142									
219	219	873/2	873/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2143									
219	219	1747/4	1747/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2144									
219	219	437	437	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2145									
219	219	1749/4	1749/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2146									
219	219	875/2	875/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2147									
219	219	1751/4	1751/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2148									
219	219	873/2	873/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2149									
219	219	875/2	875/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2150									
220	220	438	438	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2151									
220	220	879/2	879/2	0.0		3/8	3/8	Spanner	2/4	1	1	0									16			
220	220	879/2	879/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2152				20		16			
220	220	438	438	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2153									
220	220	1753/4	1753/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0				p								
220	220	1753/4	1753/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2154									
220	220	877/2	877/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2155									
220	220	1755/4	1755/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2156									
220	220	439	439	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2157									
220	220	1757/4	1757/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2158									
220	220	879/2	879/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2159									
220	220	1759/4	1759/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2160									
221	221	440	440	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2161		articStaccatoBelow				16			
221	221	881/2	881/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2162		articStaccatoBelow				16			
221	221	441	441	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2163		articStaccatoBelow				16			
221	221	883/2	883/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2164		articStaccatoBelow				16			
221	221	440	440	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2165									
221	221	1761/4	1761/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2166									
221	221	881/2	881/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2167									
221	221	1763/4	1763/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2168									
221	221	441	441	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2169									
221	221	1765/4	1765/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2170									
221	221	883/2	883/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2171									
221	221	1767/4	1767/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2172									
222	222	442	442	0.0		0	0	Spanner	2/4	1	1	0												
222	222	887/2	887/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2173				21					
222	222	442	442	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2174									
222	222	1769/4	1769/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2175									
222	222	885/2	885/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2176									
222	222	1771/4	1771/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2177									
222	222	443	443	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2178									
222	222	1773/4	1773/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2179									
222	222	887/2	887/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2180									
222	222	1775/4	1775/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2181									
223	223	444	444	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2182		articStaccatoAbove							
223	223	889/2	889/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2183		articStaccatoAbove							
223	223	445	445	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2184		articStaccatoAbove							
223	223	891/2	891/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2185		articStaccatoAbove							
223	223	444	444	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2186									
223	223	1777/4	1777/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2187									
223	223	889/2	889/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2188									
223	223	1779/4	1779/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2189									
223	223	445	445	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2190									
223	223	1781/4	1781/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2191									
223	223	891/2	891/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2192									
223	223	1783/4	1783/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2193									
224	224	895/2	895/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2194				22					
224	224	446	446	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2195									
224	224	1785/4	1785/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2196									
224	224	893/2	893/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2197									
224	224	1787/4	1787/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2198									
224	224	447	447	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2199									
224	224	1789/4	1789/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2200									
224	224	895/2	895/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2201									
224	224	1791/4	1791/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2202									
225	225	448	448	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2203				22					
225	225	897/2	897/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2204									
225	225	449	449	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2205		articStaccatoAbove							
225	225	899/2	899/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2206		articStaccatoAbove							
225	225	448	448	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2207									
225	225	1793/4	1793/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2208									
225	225	897/2	897/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2209									
225	225	1795/4	1795/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2210									
225	225	449	449	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2211									
225	225	1797/4	1797/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2212									
225	225	899/2	899/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2213									
225	225	1799/4	1799/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2214									
226	226	450	450	0.0		0	0	Dynamic	2/4	1	1	0				other-dynamics								
226	226	450	450	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2215				23					
226	226	451	451	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	2216				23					
226	226	450	450	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2217									
226	226	1801/4	1801/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2218									
226	226	901/2	901/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2219									
226	226	1803/4	1803/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2220									
226	226	451	451	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2221									
226	226	1805/4	1805/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2222									
226	226	903/2	903/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2223									
226	226	1807/4	1807/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2224									
227	227	452	452	0.0		0	0	Spanner	2/4	1	1	0							23	18				
227	227	452	452	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2225				23	18				
227	227	453	453	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	2226					18				
227	227	452	452	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2227									
227	227	1809/4	1809/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2228									
227	227	905/2	905/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2229									
227	227	1811/4	1811/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2230									
227	227	453	453	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2231									
227	227	1813/4	1813/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2232									
227	227	907/2	907/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2233									
227	227	1815/4	1815/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2234									
228	228	454	454	0.0		0	0	Dynamic	2/4	1	1	0				p								
228	228	454	454	0.0		0	0	Spanner	2/4	1	1	0												
228	228	454	454	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2235									
228	228	1817/4	1817/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2236									
228	228	909/2	909/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2237									
228	228	1819/4	1819/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2238									
228	228	455	455	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2239									
228	228	1821/4	1821/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2240									
228	228	911/2	911/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2241									
228	228	1823/4	1823/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2242									
228	228	454	454	0.0		0	0	Spanner	2/4	2	1	0										130		
228	228	454	454	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2243							130		
228	228	455	455	0.0		1/4	1/4	Spanner	2/4	2	1	0												
228	228	455	455	0.0		1/4	1/4	Spanner	2/4	2	1	0										131		
228	228	1823/4	1823/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2244							131		
229	229	1825/4	1825/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2245									
229	229	913/2	913/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2246									
229	229	1827/4	1827/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2247									
229	229	457	457	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2248									
229	229	1829/4	1829/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2249									
229	229	915/2	915/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2250									
229	229	1831/4	1831/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2251									
229	229	456	456	0.0		0	0	Spanner	2/4	2	1	0												
229	229	456	456	0.0		0	0	Spanner	2/4	2	1	0										132		
229	229	456	456	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2252							132		
229	229	457	457	0.0		1/4	1/4	Spanner	2/4	2	1	0												
229	229	457	457	0.0		1/4	1/4	Spanner	2/4	2	1	0										133		
229	229	1831/4	1831/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2253							133		
230	230	1833/4	1833/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2254									
230	230	917/2	917/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2255									
230	230	1835/4	1835/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2256									
230	230	459	459	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	2257									
230	230	459	459	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	2258									
230	230	1837/4	1837/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	2259									
230	230	919/2	919/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	2260									
230	230	1839/4	1839/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	2261									
230	230	458	458	0.0		0	0	Dynamic	2/4	2	1	0				sf								
230	230	458	458	0.0		0	0	Spanner	2/4	2	1	0												
230	230	458	458	0.0		0	0	Spanner	2/4	2	1	0										134		
230	230	458	458	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2262							134		
231	231	460	460	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2263				24					
231	231	461	461	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	2264									
231	231	460	460	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	2265									
231	231	1841/4	1841/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	2266									
231	231	921/2	921/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	2267									
231	231	1843/4	1843/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	2268									
231	231	461	461	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	2269									
231	231	1845/4	1845/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	2270									
231	231	923/2	923/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	2271									
231	231	1847/4	1847/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	2272									
231	231	460	460	0.0		0	0	Spanner	2/4	2	1	0												
231	231	460	460	0.0		0	0	Spanner	2/4	2	1	0										135		
231	231	460	460	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	2273							135		
231	231	461	461	0.0		1/4	1/4	Spanner	2/4	2	1	0												
231	231	461	461	0.0		1/4	1/4	Spanner	2/4	2	1	0										136		
232	232	1849/4	1849/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2274									
232	232	925/2	925/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2275									
232	232	1851/4	1851/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2276									
232	232	463	463	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2277									
232	232	1853/4	1853/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2278									
232	232	927/2	927/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2279									
232	232	1855/4	1855/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2280									
232	232	462	462	0.0		0	0	Spanner	2/4	2	1	0												
232	232	462	462	0.0		0	0	Spanner	2/4	2	1	0										137		
232	232	462	462	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2281							137		
232	232	463	463	0.0		1/4	1/4	Spanner	2/4	2	1	0												
232	232	463	463	0.0		1/4	1/4	Spanner	2/4	2	1	0										138		
232	232	1855/4	1855/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2282							138		
233	233	1857/4	1857/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2283									
233	233	929/2	929/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2284									
233	233	1859/4	1859/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2285									
233	233	465	465	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2286									
233	233	1861/4	1861/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2287									
233	233	931/2	931/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2288									
233	233	1863/4	1863/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2289									
233	233	464	464	0.0		0	0	Spanner	2/4	2	1	0												
233	233	464	464	0.0		0	0	Spanner	2/4	2	1	0										139		
233	233	464	464	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2290							139		
233	233	465	465	0.0		1/4	1/4	Spanner	2/4	2	1	0												
233	233	465	465	0.0		1/4	1/4	Spanner	2/4	2	1	0										140		
233	233	1863/4	1863/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2291							140		
234	234	1865/4	1865/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2292									
234	234	933/2	933/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2293									
234	234	1867/4	1867/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2294									
234	234	467	467	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2295									
234	234	1869/4	1869/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2296									
234	234	935/2	935/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2297									
234	234	1871/4	1871/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2298									
234	234	467	467	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2299									
234	234	466	466	0.0		0	0	Dynamic	2/4	2	1	0				sf								
234	234	466	466	0.0		0	0	Spanner	2/4	2	1	0												
