mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.
22	20	76	84	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0	41							
22	20	76	84	0.0		0	0	Spanner	2/2	1	1	0										41							
22	20	76	84	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	351							41							
22	20	153/2	169/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	352							41							
22	20	77	85	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0	41							
22	20	77	85	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	353							41							
22	20	155/2	171/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	354														
22	20	78	86	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
22	20	78	86	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	355														
22	20	159/2	175/2	0.0		7/8	7/8	Dynamic	2/2	1	1	0				pp													
22	20	159/2	175/2	0.0		7/8	7/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
22	20	159/2	175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	356														
22	20	76	84	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	357														
22	20	77	85	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	358														
22	20	78	86	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	359														
22	20	76	84	0.25		0	0	Chord	2/2	2	1	1/16	1/16	1	360														
22	20	305/4	337/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16	1/16	1	361														
22	20	153/2	169/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16	1/16	1	362														
22	20	307/4	339/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16	1/16	1	363														
22	20	77	85	0.25		1/4	1/4	Chord	2/2	2	1	1/16	1/16	1	364														
22	20	309/4	341/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16	1/16	1	365														
22	20	155/2	171/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16	1/16	1	366														
22	20	311/4	343/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	367														
22	20	78	86	0.0		1/2	1/2	Spanner	2/2	2	1	0											62						
22	20	78	86	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	368								62						
22	20	79	87	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
22	20	79	87	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	369														
22	20	76	84	1.0		0	0	Chord	2/2	2	2	1/4	1/4	1	370														
22	20	77	85	1.0		1/4	1/4	Chord	2/2	2	2	1/4	1/4	1	371														
22	20	78	86	1.0		1/2	1/2	Chord	2/2	2	2	1/4	1/4	1	372														
23	21	80	88	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
23	21	80	88	0.0		0	0	Spanner	2/2	1	1	0											63						
23	21	80	88	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	373		articStaccatoBelow					43	63						
23	21	81	89	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
23	21	81	89	0.0		1/4	1/4	Spanner	2/2	1	1	0											64						
23	21	81	89	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	374		articStaccatoBelow						64						
23	21	82	90	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
23	21	82	90	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	375														
23	21	329/4	361/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	376							44							
23	21	165/2	181/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	377							44							
23	21	331/4	363/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	378							44							
23	21	83	91	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	379							44							
23	21	333/4	365/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	380							44							
23	21	167/2	183/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	381							44							
23	21	335/4	367/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	382							44							
24	22	84	92	0.0		0	0	Spanner	2/2	1	1	0											65						
24	22	84	92	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	383		articStaccatoBelow					45	65						
24	22	85	93	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
24	22	85	93	0.0		1/4	1/4	Spanner	2/2	1	1	0											66						
24	22	85	93	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	384		articStaccatoBelow						66						
24	22	86	94	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
24	22	86	94	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	385														
24	22	84	92	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	386		articStaccatoAbove												
24	22	86	94	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	387							46							
24	22	345/4	377/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	388							46							
24	22	173/2	189/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	389							46							
24	22	347/4	379/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	390							46							
24	22	87	95	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	391							46							
24	22	349/4	381/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	392							46							
24	22	175/2	191/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	393							46							
24	22	351/4	383/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	394							46							
25	23	88	96	0.0		0	0	Spanner	2/2	1	1	0											67						
25	23	88	96	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	395		articStaccatoBelow					47	67						
25	23	89	97	0.0		1/4	1/4	Spanner	2/2	1	1	0																	
25	23	89	97	0.0		1/4	1/4	Spanner	2/2	1	1	0											68						
25	23	89	97	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	396		articStaccatoBelow						68						
25	23	90	98	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
25	23	90	98	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	397														
25	23	91	99	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
25	23	88	96	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	398		articStaccatoAbove												
25	23	361/4	393/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	399							48							
25	23	181/2	197/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	400							48							
25	23	363/4	395/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	401							48							
25	23	91	99	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	402							48							
25	23	365/4	397/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	403							48							
25	23	183/2	199/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	404							48							
25	23	367/4	399/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	405														
26	24	92	100	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	406														
26	24	369/4	401/4	0.0		1/16	1/16	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
26	24	185/2	201/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	407		articAccentBelow												
26	24	93	101	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0								
26	24	187/2	203/2	0.0		3/8	3/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
26	24	187/2	203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	408														
26	24	94	102	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
26	24	94	102	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	409														
26	24	191/2	207/2	0.0		7/8	7/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=58
"	58.0	0.0								
26	24	191/2	207/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	410														
26	24	92	100	0.25		0	0	Chord	2/2	2	1	1/16	1/16	1	411														
26	24	369/4	401/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16	1/16	1	412														
26	24	185/2	201/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16	1/16	1	413														
26	24	371/4	403/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16	1/16	1	414														
26	24	93	101	0.25		1/4	1/4	Chord	2/2	2	1	1/16	1/16	1	415														
26	24	373/4	405/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16	1/16	1	416														
26	24	187/2	203/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											69						
26	24	187/2	203/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16	1/16	1	417								69						
26	24	375/4	407/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	418								69						
26	24	94	102	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
26	24	94	102	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	419							49							
26	24	95	103	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	420														
27	25	96	104	0.0		0	0	Dynamic	2/2	1	1	0				pp													
27	25	96	104	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
27	25	96	104	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	421														
27	25	193/2	209/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	422														
27	25	97	105	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	423														
27	25	195/2	211/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	424														
27	25	98	106	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	425														
27	25	393/4	425/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	426							50							
27	25	197/2	213/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	427							50							
27	25	395/4	427/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	428							50							
27	25	99	107	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	429							50							
27	25	397/4	429/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	430							50							
27	25	199/2	215/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	431							50							
27	25	399/4	431/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	432							50							
28	26	100	108	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	433														
28	26	201/2	217/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	434														
28	26	101	109	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	435														
28	26	203/2	219/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	436														
28	26	102	110	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	437														
28	26	100	108	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	438		articStaccatoAbove												
28	26	102	110	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	439							51							
28	26	409/4	441/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	440							51							
28	26	205/2	221/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	441							51							
28	26	411/4	443/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	442							51							
28	26	103	111	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	443							51							
28	26	413/4	445/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	444							51							
28	26	207/2	223/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	445							51							
28	26	415/4	447/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	446							51							
29	27	104	112	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	447														
29	27	209/2	225/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	448														
29	27	105	113	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	449														
29	27	211/2	227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	450														
29	27	106	114	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	451														
29	27	107	115	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
29	27	104	112	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	452		articStaccatoAbove												
29	27	425/4	457/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	453							52							
29	27	213/2	229/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	454							52							
29	27	427/4	459/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	455							52							
29	27	107	115	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	456							52							
29	27	429/4	461/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	457							52							
29	27	215/2	231/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	458							52							
29	27	431/4	463/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	459														
30	28	108	116	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
30	28	108	116	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	460														
30	28	217/2	233/2	1.0		1/8	1/8	Chord	2/2	1	1	1/4	1/4	1	461		articAccentBelow												
30	28	109	117	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0								
30	28	219/2	235/2	0.0		3/8	3/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
30	28	219/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	462														
30	28	110	118	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
30	28	110	118	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	463														
30	28	108	116	0.25		0	0	Chord	2/2	2	1	1/16	1/16	1	464														
30	28	433/4	465/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16	1/16	1	465														
30	28	217/2	233/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16	1/16	1	466														
30	28	435/4	467/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16	1/16	1	467														
30	28	109	117	0.25		1/4	1/4	Chord	2/2	2	1	1/16	1/16	1	468														
30	28	437/4	469/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16	1/16	1	469														
30	28	219/2	235/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16	1/16	1	470														
30	28	439/4	471/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16	1/16	1	471														
30	28	110	118	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	472							53							
30	28	111	119	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	473														
31	29	112	120	0.0		0	0	Dynamic	2/2	1	1	0				pp													
31	29	112	120	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
31	29	112	120	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	474														
31	29	225/2	241/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	475														
31	29	113	121	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	476														
31	29	227/2	243/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	477														
31	29	114	122	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	478														
31	29	457/4	489/4	0.0		9/16	9/16	Spanner	2/2	2	1	0														2			
31	29	457/4	489/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	479		articStaccatoBelow									2			
31	29	229/2	245/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	480		articStaccatoBelow									2			
31	29	459/4	491/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	481		articStaccatoBelow									2			
31	29	115	123	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	482		articStaccatoAbove									2			
31	29	461/4	493/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	483		articStaccatoAbove									2			
31	29	231/2	247/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	484		articStaccatoAbove									2			
31	29	463/4	495/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	485		articStaccatoAbove									2			
32	30	116	124	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
32	30	116	124	0.0		0	0	Spanner	2/2	1	1	0															3		
32	30	116	124	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	486												3		
32	30	233/2	249/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0						3		
32	30	233/2	249/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	487												3		
32	30	117	125	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	488												3		
32	30	235/2	251/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	489												3		
32	30	118	126	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	490												3		
32	30	116	124	0.0		0	0	Dynamic	2/2	2	1	0				p													
32	30	116	124	0.0		0	0	Spanner	2/2	2	1	0																	
32	30	116	124	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	491							54							
32	30	233/2	249/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						54							
32	30	233/2	249/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										54				3			
32	30	233/2	249/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	492							54				3			
32	30	118	126	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	493											3			
32	30	473/4	505/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	494		articStaccatoBelow									3			
32	30	237/2	253/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	495		articStaccatoBelow									3			
32	30	475/4	507/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	496		articStaccatoBelow									3			
32	30	119	127	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	497		articStaccatoAbove									3			
32	30	477/4	509/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	498		articStaccatoAbove									3			
32	30	239/2	255/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	499		articStaccatoAbove									3			
32	30	479/4	511/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	500		articStaccatoAbove									3			
33	31	120	128	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0						3		
33	31	120	128	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	501												3		
33	31	241/2	257/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0						3		
33	31	241/2	257/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	502												3		
33	31	121	129	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	503												3		
33	31	243/2	259/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	504												3		
33	31	122	130	0.0		1/2	1/2	Dynamic	2/2	1	1	0				sf													
33	31	122	130	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
33	31	122	130	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
33	31	122	130	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	505							55							
33	31	123	131	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0	55							
33	31	247/2	263/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	506														
33	31	122	130	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	507														
33	31	123	131	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	508														
33	31	247/2	263/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	509														
33	31	120	128	0.0		0	0	Dynamic	2/2	2	1	0				p													
33	31	120	128	0.0		0	0	Spanner	2/2	2	1	0																	
33	31	120	128	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	510							56							
33	31	241/2	257/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						56							
33	31	241/2	257/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	511							56							
33	31	122	130	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	512							56							
33	31	245/2	261/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	513							56							
33	31	123	131	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	514							56							
33	31	247/2	263/2	0.0		7/8	7/8	Spanner	2/2	2	1	0										56	70						
33	31	247/2	263/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	515							56	70						
34	32	124	132	0.0		0	0	Dynamic	2/2	1	1	0				mp													
34	32	124	132	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0								
34	32	124	132	0.0		0	0	Spanner	2/2	1	1	0																4	4
34	32	124	132	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	516							57						4	4
34	32	249/2	265/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	517							57						4	4
34	32	125	133	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	518							57						4	4
34	32	251/2	267/2	0.0		3/8	3/8	Spanner	2/2	1	1	0																	
34	32	251/2	267/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	519														
34	32	126	134	0.0		1/2	1/2	Dynamic	2/2	1	1	0				p													
34	32	126	134	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
34	32	126	134	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	520							58							
34	32	127	135	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	521														
34	32	124	132	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	522														
34	32	249/2	265/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	523														
34	32	125	133	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	524														
34	32	251/2	267/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	525														
34	32	126	134	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	526							59							
34	32	127	135	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	527														
34	32	124	132	0.0		0	0	Spanner	2/2	2	1	0										56							
34	32	124	132	0.0		0	0	Spanner	2/2	2	1	0										56	71						
34	32	249/2	265/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										56							
34	32	249/2	265/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										56	72						
34	32	125	133	0.0		1/4	1/4	Spanner	2/2	2	1	0										56							
34	32	125	133	0.0		1/4	1/4	Spanner	2/2	2	1	0										56	73						
34	32	125	133	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	528							56	73						
34	32	251/2	267/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											74						
34	32	251/2	267/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											74						
34	32	126	134	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
34	32	126	134	0.0		1/2	1/2	Spanner	2/2	2	1	0											75						
34	32	126	134	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	529							60	75						
34	32	253/2	269/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	530							60	75						
34	32	127	135	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
34	32	127	135	0.0		3/4	3/4	Spanner	2/2	2	1	0											76						
34	32	127	135	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	531								76						
34	32	255/2	271/2	0.0		7/8	7/8	Spanner	2/2	2	1	0																	
34	32	124	132	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	532														
34	32	249/2	265/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	533														
34	32	125	133	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	534														
34	32	251/2	267/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	535														
34	32	126	134	1.5		1/2	1/2	Chord	2/2	2	2	3/8	1/4	3/2	536														
35	33	128	136	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
35	33	128	136	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	537							61							
35	33	513/4	545/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	538		articTenutoStaccatoBelow												
35	33	257/2	273/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	539							62							
35	33	515/4	547/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	540		articTenutoStaccatoBelow												
35	33	129	137	0.25		1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	541							63							
35	33	517/4	549/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	542		articTenutoStaccatoBelow												
35	33	259/2	275/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	543							64							
35	33	519/4	551/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	544		articStaccatoBelow												
35	33	130	138	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	545														
35	33	521/4	553/4	0.0		9/16	9/16	Spanner	2/2	2	1	0														4			
35	33	521/4	553/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	546		articStaccatoBelow									4			
35	33	261/2	277/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	547		articStaccatoBelow									4			
35	33	523/4	555/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	548		articStaccatoBelow									4			
35	33	131	139	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	549		articStaccatoAbove									4			
35	33	525/4	557/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	550		articStaccatoAbove									4			
35	33	263/2	279/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	551		articStaccatoAbove									4			
35	33	527/4	559/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	552		articStaccatoAbove									4			
36	34	132	140	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0								
36	34	132	140	0.0		0	0	Spanner	2/2	1	1	0															4		
36	34	132	140	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	553							65					4		
36	34	529/4	561/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	554		articTenutoStaccatoAbove										4		
