mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
102	99	1071/4	1107/4	0.25		11/16	11/16	Chord	9/8	1	2	1/16		1/16	1	1174									
102	99	265	274	0.25		0	0	Chord	9/8	2	1	1/16		1/16	1	1175			77						
102	99	1061/4	1097/4	0.25		1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1176			77						
102	99	531/2	549/2	0.25		1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1177			77						
102	99	1063/4	1099/4	0.25		3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1178			77						
102	99	266	275	0.25		1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1179			77						
102	99	1065/4	1101/4	0.25		5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1180									
102	99	268	277	0.25		3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1181			78						
102	99	1073/4	1109/4	0.25		13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1182			78						
102	99	537/2	555/2	0.25		7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1183			78						
102	99	1075/4	1111/4	0.25		15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1184			78						
102	99	269	278	0.25		1	1	Chord	9/8	2	1	1/16		1/16	1	1185			78						
102	99	1077/4	1113/4	0.25		17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1186									
102	99	533/2	551/2	1.0		3/8	3/8	Chord	9/8	2	2	1/4		1/4	1	1187									
102	99	268	277	1.0		3/4	3/4	Chord	9/8	2	2	1/4		1/4	1	1188									
103	100	539/2	557/2	1.5		0	0	Chord	9/8	1	1	3/8		1/4	3/2	1189									
103	100	271	280	1.5		3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1190			79						
103	100	545/2	563/2	0.5		3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1191			79						
103	100	273	282	0.5		7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1192			79						
103	100	547/2	565/2	0.5		1	1	Chord	9/8	1	1	1/8		1/8	1	1193									
103	100	539/2	557/2	0.25		0	0	Chord	9/8	1	2	1/16		1/16	1	1194			80						
103	100	1079/4	1115/4	0.25		1/16	1/16	Chord	9/8	1	2	1/16		1/16	1	1195			80						
103	100	270	279	0.25		1/8	1/8	Chord	9/8	1	2	1/16		1/16	1	1196			80						
103	100	1081/4	1117/4	0.25		3/16	3/16	Chord	9/8	1	2	1/16		1/16	1	1197			80						
103	100	541/2	559/2	0.25		1/4	1/4	Chord	9/8	1	2	1/16		1/16	1	1198			80						
103	100	1083/4	1119/4	0.25		5/16	5/16	Chord	9/8	1	2	1/16		1/16	1	1199									
103	100	271	280	1.5		3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1200									
103	100	545/2	563/2	1.5		3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1201									
103	100	539/2	557/2	1.0		0	0	Chord	9/8	2	1	1/4		1/4	1	1202									
103	100	271	280	1.0		3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	1203									
103	100	271	280	0.25		3/8	3/8	Chord	9/8	2	2	1/16		1/16	1	1204			81						
103	100	1085/4	1121/4	0.25		7/16	7/16	Chord	9/8	2	2	1/16		1/16	1	1205			81						
103	100	543/2	561/2	0.25		1/2	1/2	Chord	9/8	2	2	1/16		1/16	1	1206			81						
103	100	1087/4	1123/4	0.25		9/16	9/16	Chord	9/8	2	2	1/16		1/16	1	1207			81						
103	100	272	281	0.25		5/8	5/8	Chord	9/8	2	2	1/16		1/16	1	1208			81						
103	100	1089/4	1125/4	0.25		11/16	11/16	Chord	9/8	2	2	1/16		1/16	1	1209									
103	100	545/2	563/2	0.25		3/4	3/4	Chord	9/8	2	2	1/16		1/16	1	1210			82						
103	100	1091/4	1127/4	0.25		13/16	13/16	Chord	9/8	2	2	1/16		1/16	1	1211			82						
103	100	273	282	0.25		7/8	7/8	Chord	9/8	2	2	1/16		1/16	1	1212			82						
103	100	1093/4	1129/4	0.25		15/16	15/16	Chord	9/8	2	2	1/16		1/16	1	1213			82						
103	100	547/2	565/2	0.25		1	1	Chord	9/8	2	2	1/16		1/16	1	1214			82						
103	100	1095/4	1131/4	0.25		17/16	17/16	Chord	9/8	2	2	1/16		1/16	1	1215			82						
104	101	274	283	1.0		0	0	Chord	9/8	1	1	1/4		1/4	1	1216			83						
104	101	275	284	0.5		1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1217									
104	101	551/2	569/2	0.0		3/8	3/8	Spanner	9/8	1	1	0													20
104	101	551/2	569/2	0.25		3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1218			84						20
104	101	1103/4	1139/4	0.25		7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1219			84						20
104	101	276	285	0.25		1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1220			84						20
104	101	1105/4	1141/4	0.25		9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1221			84						20
104	101	553/2	571/2	0.25		5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1222			84						20
104	101	1107/4	1143/4	0.25		11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1223									20
104	101	277	286	0.5		3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1224									20
104	101	274	283	1.0		0	0	Chord	9/8	1	2	1/4		1/4	1	1225			85						20
104	101	275	284	0.5		1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	1226									20
104	101	277	286	0.25		3/4	3/4	Chord	9/8	1	2	1/16		1/16	1	1227									20
104	101	1109/4	1145/4	0.25		13/16	13/16	Chord	9/8	1	2	1/16		1/16	1	1228									20
104	101	555/2	573/2	0.25		7/8	7/8	Chord	9/8	1	2	1/16		1/16	1	1229									20
104	101	1111/4	1147/4	0.25		15/16	15/16	Chord	9/8	1	2	1/16		1/16	1	1230									20
104	101	278	287	0.25		1	1	Chord	9/8	1	2	1/16		1/16	1	1231									20
104	101	1113/4	1149/4	0.25		17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	1232									20
104	101	274	283	0.25		0	0	Chord	9/8	2	1	1/16		1/16	1	1233									
104	101	1097/4	1133/4	0.25		1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1234									
104	101	549/2	567/2	0.25		1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1235									
104	101	1099/4	1135/4	0.25		3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1236									
104	101	275	284	0.25		1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1237									
104	101	1101/4	1137/4	0.25		5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1238									
104	101	551/2	569/2	1.5		3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1239			86						
104	101	277	286	0.5		3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1240			86						
104	101	555/2	573/2	0.5		7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1241			86						
104	101	278	287	0.5		1	1	Chord	9/8	2	1	1/8		1/8	1	1242									
105	102	557/2	575/2	1.0		0	0	Chord	9/8	1	1	1/4		1/4	1	1243									20
105	102	280	289	0.25		3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1244			87						20
105	102	1121/4	1157/4	0.25		7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1245			87						20
105	102	561/2	579/2	0.25		1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1246			87						20
105	102	1123/4	1159/4	0.25		9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1247			87						20
105	102	281	290	0.25		5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1248			87						20
105	102	1125/4	1161/4	0.25		11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1249			87						20
105	102	563/2	581/2	0.25		3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1250			87						20
105	102	1127/4	1163/4	0.25		13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1251			87						20
105	102	282	291	0.25		7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1252			87						20
105	102	1129/4	1165/4	0.25		15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1253			87						20
105	102	565/2	583/2	0.25		1	1	Chord	9/8	1	1	1/16		1/16	1	1254			87						20
105	102	1131/4	1167/4	0.25		17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1255									20
105	102	557/2	575/2	0.25		0	0	Chord	9/8	1	2	1/16		1/16	1	1256			88						20
105	102	1115/4	1151/4	0.25		1/16	1/16	Chord	9/8	1	2	1/16		1/16	1	1257			88						20
105	102	279	288	0.25		1/8	1/8	Chord	9/8	1	2	1/16		1/16	1	1258			88						20
105	102	1117/4	1153/4	0.25		3/16	3/16	Chord	9/8	1	2	1/16		1/16	1	1259			88						20
105	102	559/2	577/2	0.25		1/4	1/4	Chord	9/8	1	2	1/16		1/16	1	1260			88						20
105	102	1119/4	1155/4	0.25		5/16	5/16	Chord	9/8	1	2	1/16		1/16	1	1261									20
105	102	557/2	575/2	1.0		0	0	Chord	9/8	2	1	1/4		1/4	1	1262			89						
105	102	559/2	577/2	0.5		1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1263									
105	102	280	289	1.5		3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1264									
105	102	563/2	581/2	0.5		3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1265									
105	102	282	291	0.5		7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1266									
105	102	565/2	583/2	0.5		1	1	Chord	9/8	2	1	1/8		1/8	1	1267									
105	102	280	289	0.5		3/8	3/8	Chord	9/8	2	2	1/8		1/8	1	1268			90						
105	102	561/2	579/2	0.5		1/2	1/2	Chord	9/8	2	2	1/8		1/8	1	1269			90						
105	102	281	290	0.5		5/8	5/8	Chord	9/8	2	2	1/8		1/8	1	1270			90						
105	102	563/2	581/2	0.5		3/4	3/4	Chord	9/8	2	2	1/8		1/8	1	1271			90						
105	102	282	291	0.5		7/8	7/8	Chord	9/8	2	2	1/8		1/8	1	1272			90						
105	102	565/2	583/2	0.5		1	1	Chord	9/8	2	2	1/8		1/8	1	1273									
106	103	283	292	0.25		0	0	Chord	9/8	1	1	1/16		1/16	1	1274			91						20
106	103	1133/4	1169/4	0.25		1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1275			91						20
106	103	567/2	585/2	0.25		1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1276			91						20
106	103	1135/4	1171/4	0.25		3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1277			91						20
106	103	284	293	0.25		1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1278			91						20
106	103	1137/4	1173/4	0.25		5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1279									20
106	103	569/2	587/2	0.25		3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1280			92						20
106	103	1139/4	1175/4	0.25		7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1281			92						20
106	103	285	294	0.25		1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1282			92						20
106	103	1141/4	1177/4	0.25		9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1283			92						20
106	103	571/2	589/2	0.25		5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1284			92						20
106	103	1143/4	1179/4	0.25		11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1285									20
106	103	286	295	0.0		3/4	3/4	Spanner	9/8	1	1	0													
106	103	286	295	0.0		3/4	3/4	Spanner	9/8	1	1	0												15	
106	103	286	295	1.0		3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	1286			93					15	
106	103	287	296	0.5		1	1	Chord	9/8	1	1	1/8		1/8	1	1287								15	
106	103	283	292	1.0		0	0	Chord	9/8	2	1	1/4		1/4	1	1288			94						
106	103	284	293	0.5		1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1289									
106	103	569/2	587/2	1.0		3/8	3/8	Chord	9/8	2	1	1/4		1/4	1	1290			95						
106	103	571/2	589/2	0.5		5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	1291									
106	103	286	295	0.25		3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1292			96						
106	103	1145/4	1181/4	0.25		13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1293			96						
106	103	573/2	591/2	0.25		7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1294			96						
106	103	1147/4	1183/4	0.25		15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1295			96						
106	103	287	296	0.25		1	1	Chord	9/8	2	1	1/16		1/16	1	1296			96						
106	103	1149/4	1185/4	0.25		17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1297									
106	103	286	295	1.0		3/4	3/4	Chord	9/8	2	2	1/4		1/4	1	1298									
106	103	287	296	0.5		1	1	Chord	9/8	2	2	1/8		1/8	1	1299									
107	104		593/2	0.0	1	0	0	Spanner	9/8	1	1	0													
107	104		593/2	0.25	1	0	0	Chord	9/8	1	1	1/16		1/16	1	1300			97						
107	104		1187/4	0.25	1	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1301			97						
107	104		297	0.25	1	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1302			97						
107	104		1189/4	0.25	1	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1303			97						
107	104		595/2	0.25	1	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1304			97						
107	104		1191/4	0.25	1	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1305			97						
107	104		298	0.25	1	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1306			97						
107	104		1193/4	0.25	1	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1307			97						
107	104		597/2	0.25	1	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1308			97						
107	104		1195/4	0.25	1	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1309			97						
107	104		299	0.25	1	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1310			97						
107	104		1197/4	0.25	1	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1311									
107	104		599/2	0.5	1	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1312			98						
107	104		300	0.5	1	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1313									
107	104		601/2	0.5	1	1	1	Chord	9/8	1	1	1/8		1/8	1	1314			99						
107	104		593/2	0.25	1	0	0	Chord	9/8	2	1	1/16		1/16	1	1315			100						
107	104		1187/4	0.25	1	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1316			100						
107	104		297	0.25	1	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1317			100						
107	104		1189/4	0.25	1	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1318			100						
107	104		595/2	0.25	1	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1319			100						
107	104		1191/4	0.25	1	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1320			100						
107	104		298	0.25	1	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1321			100						
107	104		1193/4	0.25	1	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1322			100						
107	104		597/2	0.25	1	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1323			100						
107	104		1195/4	0.25	1	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1324			100						
107	104		299	0.25	1	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1325			100						
107	104		1197/4	0.25	1	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1326									
107	104		599/2	0.5	1	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1327			101						
107	104		300	0.5	1	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1328			101						
107	104		601/2	0.5	1	1	1	Chord	9/8	2	1	1/8		1/8	1	1329			101						
107	104		593/2	1.5	1	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1330									
107	104		298	1.5	1	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	1331									
108	104		301	0.25	1	0	0	Chord	9/8	1	1	1/16		1/16	1	1332			99						
108	104		1205/4	0.25	1	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1333			99						
108	104		603/2	0.25	1	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1334			99						
108	104		1207/4	0.25	1	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1335			99						
108	104		302	0.25	1	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1336			99						
108	104		1209/4	0.25	1	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1337									
108	104		605/2	1.5	1	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1338			102						
108	104		304	0.5	1	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1339			102						
108	104		609/2	0.5	1	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1340			102						
108	104		305	0.5	1	1	1	Chord	9/8	1	1	1/8		1/8	1	1341									
108	104		301	1.0	1	0	0	Chord	9/8	2	1	1/4		1/4	1	1342									
108	104		605/2	0.25	1	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1343			103						
108	104		1211/4	0.25	1	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1344			103						
108	104		303	0.25	1	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1345			103						
108	104		1213/4	0.25	1	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1346			103						
108	104		607/2	0.25	1	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1347			103						
108	104		1215/4	0.25	1	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1348									
108	104		304	1.5	1	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1349									
108	104		304	1.0	1	3/4	3/4	Chord	9/8	2	2	1/4		1/4	1	1350									
109	104	575/2	611/2	0.25	2	0	0	Chord	9/8	1	1	1/16		1/16	1	1351			104						
109	104	1151/4	1223/4	0.25	2	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1352			104						
109	104	288	306	0.25	2	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1353			104						
109	104	1153/4	1225/4	0.25	2	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1354			104						
109	104	577/2	613/2	0.25	2	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1355			104						
109	104	1155/4	1227/4	0.25	2	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1356			104						
109	104	289	307	0.25	2	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1357			104						
109	104	1157/4	1229/4	0.25	2	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1358			104						
109	104	579/2	615/2	0.25	2	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1359			104						
109	104	1159/4	1231/4	0.25	2	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1360			104						
109	104	290	308	0.25	2	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	1361			104						
109	104	1161/4	1233/4	0.25	2	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	1362									
109	104	581/2	617/2	0.5	2	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1363			105						
109	104	291	309	0.5	2	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1364									
109	104	583/2	619/2	0.5	2	1	1	Chord	9/8	1	1	1/8		1/8	1	1365		articStaccatoAbove							
109	104	575/2	611/2	0.25	2	0	0	Chord	9/8	2	1	1/16		1/16	1	1366			106						
109	104	1151/4	1223/4	0.25	2	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1367			106						
109	104	288	306	0.25	2	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1368			106						
109	104	1153/4	1225/4	0.25	2	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1369			106						
109	104	577/2	613/2	0.25	2	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1370			106						
109	104	1155/4	1227/4	0.25	2	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1371			106						
109	104	289	307	0.25	2	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1372			106						
109	104	1157/4	1229/4	0.25	2	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1373			106						
109	104	579/2	615/2	0.25	2	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1374			106						
109	104	1159/4	1231/4	0.25	2	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1375			106						
109	104	290	308	0.25	2	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1376			106						
109	104	1161/4	1233/4	0.25	2	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1377									
109	104	581/2	617/2	0.5	2	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	1378			107						
109	104	291	309	0.5	2	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	1379									
109	104	583/2	619/2	0.5	2	1	1	Chord	9/8	2	1	1/8		1/8	1	1380		articStaccatoAbove							
109	104	575/2	611/2	1.5	2	0	0	Chord	9/8	2	2	3/8		1/4	3/2	1381									
109	104	289	307	1.5	2	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	1382									
110	105	292	310	0.25	2	0	0	Chord	9/8	1	1	1/16		1/16	1	1383			108						
110	105	1169/4	1241/4	0.25	2	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1384			108						
110	105	585/2	621/2	0.25	2	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1385			108						
110	105	1171/4	1243/4	0.25	2	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1386			108						
110	105	293	311	0.25	2	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1387			108						
110	105	1173/4	1245/4	0.25	2	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1388									
110	105	587/2	623/2	0.25	2	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1389			109						
110	105	1175/4	1247/4	0.25	2	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1390			109						
110	105	294	312	0.25	2	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1391			109						
110	105	1177/4	1249/4	0.25	2	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1392									
110	105	589/2	625/2	0.5	2	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	1393									
110	105	295	313	0.25	2	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1394									
110	105	1181/4	1253/4	0.25	2	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1395									
110	105	591/2	627/2	0.25	2	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1396									
110	105	1183/4	1255/4	0.25	2	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1397									
110	105	296	314	0.25	2	1	1	Chord	9/8	1	1	1/16		1/16	1	1398									
110	105	1185/4	1257/4	0.25	2	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1399									
110	105	292	310	0.0	2	0	0	Spanner	9/8	2	1	0										0	0		
110	105	292	310	0.25	2	0	0	Chord	9/8	2	1	1/16		1/16	1	1400						0	0		
110	105	1169/4	1241/4	0.25	2	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1401						0	0		
110	105	585/2	621/2	0.25	2	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1402						0	0		
110	105	1171/4	1243/4	0.25	2	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1403						0	0		
110	105	293	311	0.25	2	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1404						0	0		
110	105	1173/4	1245/4	0.25	2	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1405						0	0		
110	105	587/2	623/2	0.25	2	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1406						0	0		
110	105	1175/4	1247/4	0.25	2	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1407						0	0		
110	105	294	312	0.25	2	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1408						0	0		
110	105	1177/4	1249/4	0.25	2	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1409						0	0		
110	105	589/2	625/2	0.25	2	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1410						0	0		
110	105	1179/4	1251/4	0.25	2	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1411						0	0		
110	105	295	313	0.0	2	3/4	3/4	Spanner	9/8	2	1	0													
110	105	295	313	0.25	2	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1412									
110	105	1181/4	1253/4	0.25	2	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1413									
110	105	591/2	627/2	0.25	2	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1414									
110	105	1183/4	1255/4	0.25	2	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1415									
110	105	296	314	0.25	2	1	1	Chord	9/8	2	1	1/16		1/16	1	1416									
110	105	1185/4	1257/4	0.25	2	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1417									
111	106	593/2	629/2	0.0		0	0	Dynamic	9/8	1	1	0					pp								
111	106	593/2	629/2	0.25		0	0	Chord	9/8	1	1	1/16		1/16	1	1418									
111	106	1187/4	1259/4	0.25		1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	1419									
111	106	297	315	0.25		1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	1420									
111	106	1189/4	1261/4	0.25		3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	1421									
111	106	595/2	631/2	0.25		1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	1422									
111	106	1191/4	1263/4	0.25		5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	1423									
111	106	298	316	0.25		3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	1424			110						
111	106	1193/4	1265/4	0.25		7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	1425			110						
111	106	597/2	633/2	0.25		1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	1426			110						
111	106	1195/4	1267/4	0.25		9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	1427									
111	106	299	317	0.5		5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	1428									
111	106	599/2	635/2	0.25		3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	1429									
111	106	1199/4	1271/4	0.25		13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	1430									
111	106	300	318	0.25		7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	1431									
111	106	1201/4	1273/4	0.25		15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1432									
111	106	601/2	637/2	0.25		1	1	Chord	9/8	1	1	1/16		1/16	1	1433									
111	106	1203/4	1275/4	0.25		17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1434									
111	106	593/2	629/2	0.0		0	0	Spanner	9/8	2	1	0										1	1		
111	106	593/2	629/2	0.25		0	0	Chord	9/8	2	1	1/16		1/16	1	1435						1	1		
111	106	1187/4	1259/4	0.25		1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1436						1	1		
111	106	297	315	0.25		1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1437						1	1		
111	106	1189/4	1261/4	0.25		3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1438						1	1		
111	106	595/2	631/2	0.25		1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1439						1	1		
